smiles,pchembl,n_meas,spread,molecule_chembl_id,scaffold
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCCNC3)s2)o1,7.7,1,0.0,CHEMBL297570,O=C(Nc1ncc(SCc2ncco2)s1)C1CCCNC1
CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6(C)CC6)c5c4)n3)ccc2C1,7.7,2,0.0,CHEMBL5933703,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](N)CC3)s2)o1,7.7,1,0.0,CHEMBL496567,c1coc(CSc2cnc(NC3CCCCC3)s2)n1
CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,7.7,2,0.5999999999999996,CHEMBL359963,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1
CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4c[nH]c5cnccc45)n3)cc2)CC1,7.7,1,0.0,CHEMBL3421973,c1cc2c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)c[nH]c2cn1
C[C@@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,7.7,1,0.0,CHEMBL3648071,c1ccc(Nc2ncccn2)cc1
COc1ccc2c(-c3ccnc(Nc4ccc([N+](=O)[O-])cc4)n3)cnn2n1,7.7,1,0.0,CHEMBL186288,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(O)C4)C5)ncc3F)cc2n1C(C)C,7.69,1,0.0,CHEMBL5899535,O=C(C1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CC4CC(O)C4)C5)ncc3F)cc2n1C1CC1,7.69,1,0.0,CHEMBL5791509,O=C(CC1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5ncn(C6CC6)c5c4)n3)ccc2C1
CN(C)[C@H]1CCN(C(=O)c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)C1,7.69,1,0.0,CHEMBL5939038,O=C(c1ccc(Nc2nccc(-c3ccc4nc5n(c4c3)CCC5)n2)nc1)N1CCCC1
C[C@@H](Oc1nc(Nc2ccc(S(=O)(=O)C3CC3)cc2)ncc1C(F)(F)F)C(C)(C)O,7.68,1,0.0,CHEMBL3644019,O=S(=O)(c1ccc(Nc2ncccn2)cc1)C1CC1
Fc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Cl)c2n1,7.68,1,0.0,CHEMBL3642648,c1ccc(-c2cc(NCc3cccnc3)n3nccc3n2)cc1
NCCCNCCCCNc1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.68,1,0.0,CHEMBL5172816,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1
CC(=N)NCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,7.68,2,0.0,CHEMBL5981008,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4CC5CCC(C4)O5)c3)n2)c1,7.68,1,0.0,CHEMBL2158855,c1ccc(Nc2nccc(-c3ccnc(N4CC5CCC(C4)O5)c3)n2)cc1
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,7.68,2,0.0,CHEMBL1794054,O=C1Nc2cccc(CCc3ccncc3)c2/C1=N/Nc1ccccc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN)C5)ncc3F)cc2n1C(C)(C)C,7.68,2,0.0,CHEMBL5938059,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
Nc1nccc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,7.68,1,0.0,CHEMBL1800449,c1cc(-c2ccncn2)cc(N2CCCC2)c1
CN(C)C(=O)c1cc2cnc(Nc3ccc(S(N)(=O)=O)cc3)nc2n1C1CCCC1,7.68,1,0.0,CHEMBL5571022,c1ccc(Nc2ncc3ccn(C4CCCC4)c3n2)cc1
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(OCCc4ccncc4)c32)cc1,7.68,1,0.0,CHEMBL272217,O=C1Nc2cccc(OCCc3ccncc3)c2/C1=N/Nc1ccccc1
C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)C3CCCC3)cc2)ncc1C(F)(F)F,7.68,1,0.0,CHEMBL3644022,O=S(=O)(c1ccc(Nc2ncccn2)cc1)C1CCCC1
CCc1ccc2c(c1)NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,7.68,3,0.0,CHEMBL271182,O=C1Nc2ccccc2/C1=N/Nc1ccccc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN[C@H]5C)ncc3F)cc2n1C(C)(C)C,7.675,2,0.33000000000000007,CHEMBL5971879,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
COCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,7.67,2,0.0,CHEMBL4213756,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
CN1C/C=C/CCOc2cc(ccn2)-c2ccnc(n2)Nc2cccc(c2)C1,7.66,1,0.0,CHEMBL2035044,C1=C/CNCc2cccc(c2)Nc2nccc(n2)-c2ccnc(c2)OCC/1
CS(=O)(=O)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,7.66,1,0.0,CHEMBL254170,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(Cl)cc21,7.66,3,0.0,CHEMBL412097,O=C1Nc2ccccc2C1=CNc1ccccc1
O=C1C(c2c(O)[nH]c3ccc(S(=O)(=O)O)cc23)=Nc2ccccc21,7.66,1,0.0,CHEMBL1207227,O=C1C(c2c[nH]c3ccccc23)=Nc2ccccc21
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCF)C5)ncc3F)cc2n1C(C)C,7.65,2,0.0,CHEMBL4207796,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
Cc1cc(C)cc(NNC(=O)[C@H]2CCCN2C(=O)Nc2ccc(C(F)(F)F)cc2)c1,7.64,1,0.0,CHEMBL6168381,O=C(NNc1ccccc1)[C@H]1CCCN1C(=O)Nc1ccccc1
C[C@@H](NC(=O)N1CCc2cnc(Nc3ccnn3C)nc2C1)c1ccc(Cl)c(Cl)c1,7.64,1,0.0,CHEMBL3357951,O=C(NCc1ccccc1)N1CCc2cnc(Nc3ccn[nH]3)nc2C1
C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(/C=C/c4ncc(C(C)(C)C)o4)s3)C2)cc1,7.64,1,0.0,CHEMBL5858311,O=C(c1ccccc1)N1CCC[C@@H](Nc2ncc(/C=C/c3ncco3)s2)C1
C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(/C=C/c4ncc(C(C)(C)C)o4)s3)C2)cc1,7.64,1,0.0,CHEMBL4753350,O=C(c1ccccc1)N1CCCC(Nc2ncc(/C=C/c3ncco3)s2)C1
CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccn2)cc1,7.64,1,0.0,CHEMBL2158858,c1ccc(Nc2nccc(-c3ccnc(-c4ccccc4)c3)n2)cc1
NCCS(=O)(=O)c1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.64,1,0.0,CHEMBL309767,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23
CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ccncn3)cc2)CC1,7.64,1,0.0,CHEMBL5399420,O=C(Nc1ccc(CN2CCNCC2)cc1)c1n[nH]cc1Nc1ccncn1
CCn1c(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)cnc1C,7.64,1,0.0,CHEMBL514913,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
Cc1c(C(=O)NCCc2ccc(N3CCOCC3)cc2)[nH]c2ccc(Cl)cc12,7.64,1,0.0,CHEMBL5281464,O=C(NCCc1ccc(N2CCOCC2)cc1)c1cc2ccccc2[nH]1
NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(Br)c3)[nH]n2)cc1,7.63,1,0.0,CHEMBL103285,c1ccc(Nc2cc(-c3ccccc3)[nH]n2)cc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=NC#N)C5)ncc3F)cc2n1C(C)C,7.63,1,0.0,CHEMBL5775091,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
CN(C)CC/C=C/C(=O)Nc1ccc(C(=O)N2CCCC(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,7.63,1,0.0,CHEMBL4753717,O=C(Nc1ncc(SCc2ncco2)s1)C1CCCN(C(=O)c2ccccc2)C1
CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@@H](C)C(C)(C)O)n2)cc1,7.62,1,0.0,CHEMBL3648124,c1ccc(Nc2ncccn2)cc1
CCc1c(C(=O)NCCc2ccc(N3CCOCC3)cc2)[nH]c2ccc(C(F)(F)F)cc12,7.62,1,0.0,CHEMBL5289560,O=C(NCCc1ccc(N2CCOCC2)cc1)c1cc2ccccc2[nH]1
N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(C(F)(F)F)cc1,7.62,1,0.0,CHEMBL1081628,c1ccc(CCCNc2nnc(-c3ccc4[nH]ncc4c3)s2)cc1
Brc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12,7.62,2,0.16000000000000014,CHEMBL401377,c1ccc(-c2cc(NCc3ccncc3)n3nccc3n2)cc1
O=C(Cc1ccccc1Cl)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.62,1,0.0,CHEMBL255463,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C,7.62,1,0.0,CHEMBL476518,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2(C)C,7.62,1,0.0,CHEMBL560818,c1ccc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc1
COc1ccccc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,7.62,1,0.0,CHEMBL216126,O=C(c1ccccc1)c1cnc(NC2CCNCC2)nc1
C/C(=N/O)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,7.61,2,0.41999999999999993,CHEMBL6031262,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
COc1cccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)c1,7.61,1,0.0,CHEMBL319685,c1ccc(Nc2cc(-c3ccccc3)n[nH]2)cc1
CCN1CCC(COc2ccc(Nc3cc(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)c(F)cn3)nc2)CC1,7.61,1,0.0,CHEMBL5765852,c1cc(-c2ccc3nc4n(c3c2)CCC4)cc(Nc2ccc(OCC3CCNCC3)cn2)n1
C=CC(=O)Nc1ccc(OC(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,7.61,1,0.0,CHEMBL5895271,O=C(Oc1ccccc1)N1CCCC(Nc2ncc(SCc3ncco3)s2)C1
NCCCNCCCCNC(=O)c1ccc(CNc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.6,1,0.0,CHEMBL5201965,c1ccc(CNc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1
CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)cn2)CC1,7.6,1,0.0,CHEMBL3823659,c1ccn2c(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)cnc2c1
Nc1nc(Nc2cccnc2)sc1C(=O)c1ccccc1F,7.6,1,0.0,CHEMBL1761791,O=C(c1ccccc1)c1cnc(Nc2cccnc2)s1
C#CCOc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,7.6,1,0.0,CHEMBL3644028,c1ccc(Nc2ncccn2)cc1
COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,7.6,1,0.0,CHEMBL2426395,O=C(NC(=S)Nc1ccccc1)c1cn(-c2ccccc2)nc1-c1ccccc1
Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)NCCN(C)C)cc3)n2)n1C,7.6,1,0.0,CHEMBL485431,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
O=C(NCC1CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,7.6,1,0.0,CHEMBL510578,O=C(Nc1c[nH]nc1C(=O)NCC1CC1)c1ccccc1
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,7.6,2,0.0,CHEMBL272026,O=C1Nc2ccc(C(=O)NCCCn3ccnc3)cc2/C1=N/Nc1ccccc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C,7.6,2,0.0,CHEMBL4439999,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
C[C@@H](Nc1nc(Nc2ccc(S(=N)(=O)C3CCCC3)cc2)ncc1Br)C(C)(C)O,7.6,1,0.0,CHEMBL3648078,N=S(=O)(c1ccc(Nc2ncccn2)cc1)C1CCCC1
Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=S)c1c(F)cccc1F,7.58,1,0.0,CHEMBL186163,O=C(c1ccccc1)c1ccc2ncc(C(=S)c3ccccc3)n2c1
CNS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,7.58,1,0.0,CHEMBL1964256,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccccc1
Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cccc(CO)c21,7.57,1,0.0,CHEMBL491447,O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2ccccc12
NCCCCNC(=O)c1ccc(CNc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.57,1,0.0,CHEMBL5205172,c1ccc(CNc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1
CCC(Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)C(C)(C)O,7.57,1,0.0,CHEMBL3648105,c1ccc(Nc2ncccn2)cc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(N)=NO)C5)ncc3F)cc2n1C(C)(C)C,7.57,2,0.0,CHEMBL5751847,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
Fc1ccccc1-c1cc(NCc2ccncc2)n2ncc(Br)c2n1,7.5600000000000005,2,0.1200000000000001,CHEMBL3642646,c1ccc(-c2cc(NCc3ccncc3)n3nccc3n2)cc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCP(=O)(O)O)C5)ncc3F)cc2n1C(C)(C)C,7.56,2,0.0,CHEMBL5953254,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
NCC[S+]([O-])c1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.55,1,0.0,CHEMBL79356,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C(C)C,7.55,2,0.0,CHEMBL5894670,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
CC(C)(C)c1cnc(CSc2cnc(NC3CCCC(O)C3)s2)o1,7.55,1,0.0,CHEMBL495558,c1coc(CSc2cnc(NC3CCCCC3)s2)n1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C(C)C,7.55,2,0.0,CHEMBL5856237,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)cc1,7.55,2,0.0,CHEMBL272668,O=C1Nc2ccccc2/C1=C/Nc1ccccc1
CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@@H](COC)[C@H](C)O)n2)cc1,7.55,1,0.0,CHEMBL3648087,c1ccc(Nc2ncccn2)cc1
COCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,7.54,1,0.0,CHEMBL6060984,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N(C)C)C5)ncc3F)cc2n1C(C)(C)C,7.54,2,0.0,CHEMBL5988596,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(OC4CCN(C)CC4)cc3)nc1-2,7.54,1,0.0,CHEMBL565137,c1cc(OC2CCNCC2)ccc1Nc1ncc2c(n1)-c1[nH]ncc1CC2
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(C)cc2)cc1,7.54,1,0.0,CHEMBL2426394,O=C(NC(=S)Nc1ccccc1)c1cn(-c2ccccc2)nc1-c1ccccc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,7.54,2,0.0,CHEMBL5994564,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCN(C[C@@H]2CCCN2)C3)n1
CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)c1,7.54,1,0.0,CHEMBL4786429,O=C(Nc1ncc(SCc2ncco2)s1)c1ccccc1
COc1cccc(CC(=O)Nc2cc(C3CC3)[nH]n2)c1,7.54,2,0.0,CHEMBL114917,O=C(Cc1ccccc1)Nc1cc(C2CC2)[nH]n1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,7.54,2,0.0,CHEMBL5911327,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
COc1cc(F)c(C(=S)c2c(N)nc3ccc(C(=O)c4c(F)cccc4F)cn23)c(F)c1,7.54,1,0.0,CHEMBL185971,O=C(c1ccccc1)c1ccc2ncc(C(=S)c3ccccc3)n2c1
CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,7.53,3,0.009999999999999787,CHEMBL5814867,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,7.52,1,0.0,CHEMBL431336,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
Cc1[nH]c(C#N)c(C)c1-c1ccnc(Nc2cccc(O)c2)n1,7.52,1,0.0,CHEMBL360530,c1ccc(Nc2nccc(-c3cc[nH]c3)n2)cc1
O=C1Nc2cccc(CCO)c2/C1=C/c1[nH]cc2c1CCOC2=O,7.52,1,0.0,CHEMBL58483,O=C1Nc2ccccc2/C1=C/c1[nH]cc2c1CCOC2=O
Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,7.52,1,0.0,CHEMBL576257,c1ccc(CNc2cncc(Nc3cc[nH]n3)n2)nc1
Cc1[nH]c([N+](=O)[O-])c(C)c1-c1ccnc(Nc2ccc(F)cc2)n1,7.52,1,0.0,CHEMBL364767,c1ccc(Nc2nccc(-c3cc[nH]c3)n2)cc1
C/C(=C1/SC(=N)NC1=O)c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,7.52,1,0.0,CHEMBL231950,N=C1NC(=O)C(=Cc2ccc(-c3ccccc3)o2)S1
O=C(Cc1ccc(N2CCCCC2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.52,1,0.0,CHEMBL258040,O=C(Cc1ccc(N2CCCCC2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
CC(C)C(CO)Nc1nc(NCc2cccc(O)c2)c2ncn(C(C)C)c2n1,7.52,1,0.0,CHEMBL84944,c1ccc(CNc2ncnc3[nH]cnc23)cc1
O=C(Cc1ccc(-c2ccncc2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,7.52,1,0.0,CHEMBL254171,O=C(Cc1ccc(-c2ccncc2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,7.52,1,0.0,CHEMBL574737,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC[C@H]3O1
CN1CC(F)(F)CCN(C)[C@H]2CC[C@@H](C2)Nc2ncc(C(F)(F)F)c(n2)-c2c[nH]c3c(P(C)(C)=O)c(ccc23)C1=O,7.52,1,0.0,CHEMBL6144731,O=C1NCCCCN[C@H]2CC[C@@H](C2)Nc2nccc(n2)-c2c[nH]c3cc1ccc23
CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(S(N)(=O)=O)cc2)C3=O)CC1,7.52,3,0.0,CHEMBL48362,O=C1/C(=C/c2ccccc2)Oc2c1cccc2C1CCNCC1
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(Cl)cc2)cc1,7.52,1,0.0,CHEMBL2426397,O=C(NC(=S)Nc1ccccc1)c1cn(-c2ccccc2)nc1-c1ccccc1
CC(C)Nc1cc(N[C@H]2CC[C@H](N)CC2)nc2c(C#N)cnn12,7.52,1,0.0,CHEMBL509730,c1cc2nc(NC3CCCCC3)ccn2n1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)[C@@H]5C)ncc3F)cc2n1C(C)(C)C,7.51,1,0.0,CHEMBL6009610,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
CC(=O)Nc1ccc(C(C)C(=O)Nc2ncc(C(C)C)s2)cc1,7.51,1,0.0,CHEMBL2143507,O=C(Cc1ccccc1)Nc1nccs1
NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4C5CCC4COC5)c3)n2)c1,7.51,1,0.0,CHEMBL2158854,c1ccc(Nc2nccc(-c3ccnc(N4C5CCC4COC5)c3)n2)cc1
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N4CCN(C)CC4)c3)nc1-2,7.51,1,0.0,CHEMBL564884,c1cc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc(N2CCNCC2)c1
NCCCNCCCCNCCCNc1ccc(Nc2nc(N[C@H]3CC[C@H](N)CC3)nc3c2ncn3C2CCCC2)cc1,7.51,1,0.0,CHEMBL5178263,c1ccc(Nc2nc(NC3CCCCC3)nc3c2ncn3C2CCCC2)cc1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCOCC4)C5)ncc3F)cc2n1C(C)C,7.51,2,0.0,CHEMBL5763679,O=C(CN1CCOCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1
CCCc1cnc(NC(=O)[C@@H](C)c2ccc(NC(C)=O)cc2)s1,7.51,1,0.0,CHEMBL5209307,O=C(Cc1ccccc1)Nc1nccs1
CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,7.5,2,0.0,CHEMBL5834517,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CC=C(B(O)O)CC4)C5)ncc3F)cc2n1C(C)(C)C,7.5,2,0.0,CHEMBL5775776,C1=CCN(CCN2CCc3nc(Nc4nccc(-c5ccc6nc[nH]c6c5)n4)ccc3C2)CC1
CC[C@H](Nc1nc(NCc2cccc(Cl)c2)c2ncn(C(C)C)c2n1)[C@@H](C)O,7.5,2,1.0,CHEMBL3655764,c1ccc(CNc2ncnc3[nH]cnc23)cc1
COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(F)cc2)cc1,7.5,1,0.0,CHEMBL2426396,O=C(NC(=S)Nc1ccccc1)c1cn(-c2ccccc2)nc1-c1ccccc1
Cc1ccc(F)c(Nc2nccc(-c3ccc(S(N)(=O)=O)cc3)n2)c1,7.5,1,0.0,CHEMBL1241566,c1ccc(Nc2nccc(-c3ccccc3)n2)cc1
CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,7.5,1,0.0,CHEMBL1084715,c1ccc(Nc2nccc(-c3cncs3)n2)cc1
C=CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,7.49,2,0.0,CHEMBL5947385,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@@H](C)N(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,7.49,2,0.28000000000000025,CHEMBL5982253,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1
CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,7.48,1,0.0,CHEMBL57256,O=C1Nc2ccccc2/C1=C/c1[nH]cc2c1CCOC2=O
CS(=N)(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,7.48,1,0.0,CHEMBL3940661,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1
