AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.0635,N,0.282,"Lipid biosynthesis, Lipid metabolism, Nucleotidyltransferase, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",TAMM41,Q96BW9,"Phosphatidate cytidylyltransferase, mitochondrial",0.738,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0635
0.0634,N,0.141,"Kinase, Lipid metabolism, Transferase",DGKI,O75912,Diacylglycerol kinase iota,0.4639,N,"Cell membrane, Cell projection, Cytoplasm, Cytoplasmic vesicle, Membrane, Nucleus, Synapse",N,Not confident,none,True,True,0.0634
0.06323,N,0.225,"Kinase, Serine/threonine-protein kinase, Transferase",NEK5,Q6P3R8,Serine/threonine-protein kinase Nek5,0.3484,N,NA,N,Not confident,none,False,False,0.06323
0.06323,N,0.268,"Acyltransferase, Transferase",NAT9,Q9BTE0,Alpha/beta-tubulin-N-acetyltransferase 9,0.3257,N,NA,N,Not confident,none,False,False,0.06323
0.06323,N,0.114,"Glycosyltransferase, Transferase",GALNT3,Q14435,Polypeptide N-acetylgalactosaminyltransferase 3,0.2361,Y,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.06323
0.0631,N,0.217,"DNA damage, DNA recombination, DNA repair, DNA-binding",RAD51D,O75771,DNA repair protein RAD51 homolog 4,0.3826,N,"Chromosome, Cytoplasm, Cytoskeleton, Nucleus, Telomere",N,Not confident,none,False,False,0.0631
0.063,N,0.157,"Cilium biogenesis/degradation, Developmental protein",TUBD1,Q9UJT1,Tubulin delta chain,0.6475,N,"Cell projection, Cytoplasm, Cytoskeleton, Microtubule, Nucleus",N,Not confident,none,False,False,0.063
0.0626,N,0.235,"Acyltransferase, Transferase",HAT1,O14929,Histone acetyltransferase type B catalytic subunit,0.524,N,"Cytoplasm, Mitochondrion, Nucleus",N,Not confident,none,False,False,0.0626
0.06247,N,0.168,NA,STK11IP,Q8N1F8,Serine/threonine-protein kinase 11-interacting protein,0.3013,N,Cytoplasm,N,Not confident,none,False,False,0.06247
0.06235,N,0.22,"Kinase, Lipid metabolism, Transferase",PIP4K2C,Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,0.392,N,"Cytoplasm, Endoplasmic reticulum",N,Not confident,none,False,False,0.06235
0.06216,N,0.221,"Activator, DNA-binding, Transcription, Transcription regulation",RFXANK,O14593,DNA-binding protein RFXANK,0.7446,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.06216
0.0619,N,0.178,NA,CA8,P35219,Carbonic anhydrase-related protein,0.5283,N,NA,N,Not confident,none,False,False,0.0619
0.0618,N,0.127,RNA-binding,MTHFSD,Q2M296,Methenyltetrahydrofolate synthase domain-containing protein,0.2666,N,NA,N,Not confident,none,False,False,0.0618
0.06152,N,0.265,"DNA damage, DNA repair, Host-virus interaction, Kinase, Serine/threonine-protein kinase, Transcription, Transcription regulation, Transferase",CDK9,P50750,Cyclin-dependent kinase 9,0.648,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.06152
0.06152,N,0.17,Ubl conjugation pathway,FBXL6,Q8N531,F-box/LRR-repeat protein 6,0.336,N,NA,N,Not confident,none,False,False,0.06152
0.06125,N,0.236,"Antiport, Calcium transport, Ion transport, Sensory transduction, Sodium transport, Transport",SLC8B1,Q6J4K2,Mitochondrial sodium/calcium exchanger protein,0.312,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.06125
0.06107,N,0.253,"Lipid metabolism, Transferase",DHDDS,Q86SQ9,Dehydrodolichyl diphosphate synthase complex subunit DHDDS,0.3213,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.06107
0.061,N,0.259,"Acyltransferase, Transferase",ZDHHC15,Q96MV8,Palmitoyltransferase ZDHHC15,0.3206,N,"Golgi apparatus, Membrane, Synapse",N,Not confident,none,True,False,0.061
0.0608,N,0.248,NA,PEX5L,Q8IYB4,PEX5-related protein,0.3247,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.0608
0.06076,N,0.197,NA,CLVS1,Q8IUQ0,Clavesin-1,0.343,N,"Cytoplasmic vesicle, Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.06076
0.0606,N,0.071,"Growth factor, Heparin-binding, Mitogen",FGF7,P21781,Fibroblast growth factor 7,0.2522,N,Secreted,N,Not confident,none,False,False,0.0606
0.06052,N,0.217,GTPase activation,GRTP1,Q5TC63,Growth hormone-regulated TBC protein 1,0.313,N,NA,N,Not confident,none,False,False,0.06052
0.06042,N,0.249,"Apoptosis, Cell cycle, Cell division, DNA damage, DNA repair, Host-virus interaction, Kinase, Mitosis, Serine/threonine-protein kinase, Transcription, Transcription regulation, Transferase",CHEK2,O96017,Serine/threonine-protein kinase Chk2,0.2576,N,Nucleus,N,Not confident,none,False,False,0.06042
0.06033,N,0.17,Hydrolase,ACP5,P13686,Tartrate-resistant acid phosphatase type 5,0.2747,N,Lysosome,N,Not confident,none,False,False,0.06033
0.06024,N,0.252,"Cell cycle, Kinase, Ribosome biogenesis, Serine/threonine-protein kinase, Transferase",RIOK2,Q9BVS4,Serine/threonine-protein kinase RIO2,0.3066,N,Cytoplasm,N,Not confident,none,False,False,0.06024
0.06018,N,0.21,"Apoptosis, DNA-binding, Repressor, RNA-binding, rRNA processing, Transcription, Transcription regulation",C1D,Q13901,Nuclear nucleic acid-binding protein C1D,0.332,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.06018
0.06003,N,0.212,"Aminopeptidase, Hydrolase, Protease",METAP2,P50579,Methionine aminopeptidase 2,0.2944,N,Cytoplasm,N,Not confident,none,False,False,0.06003
0.05994,N,0.22,"Cell cycle, Hydrolase, Immunity, Innate immunity, Protein phosphatase",PPP6C,O00743,Serine/threonine-protein phosphatase 6 catalytic subunit,0.318,N,"Cytoplasm, Mitochondrion",N,Not confident,none,False,False,0.05994
0.05994,N,0.271,"Protein transport, Transport",VTA1,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,0.3022,N,"Cytoplasm, Endosome, Membrane",N,Not confident,none,True,False,0.05994
0.05978,N,0.136,NA,RNH1,P13489,Ribonuclease inhibitor,0.301,N,Cytoplasm,N,Not confident,none,False,False,0.05978
0.05966,N,0.203,NA,PDZRN4,Q6ZMN7,PDZ domain-containing RING finger protein 4,0.328,N,NA,N,Not confident,none,False,False,0.05966
0.0596,N,0.258,Hydrolase,INPP5J,Q15735,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A",0.3074,N,Cytoplasm,N,Not confident,none,False,False,0.0596
0.05957,N,0.256,"Cilium biogenesis/degradation, Guanine-nucleotide releasing factor, Sensory transduction, Vision",RPGR,Q92834,X-linked retinitis pigmentosa GTPase regulator,0.3467,N,"Cell projection, Cilium, Cytoplasm, Cytoskeleton, Flagellum, Golgi apparatus",N,Not confident,none,False,False,0.05957
0.05957,N,0.27,"Kinase, Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",CHKB,Q9Y259,Choline/ethanolamine kinase,0.3208,N,NA,N,Not confident,none,False,False,0.05957
0.05936,N,0.225,"Allosteric enzyme, Calmodulin-binding, Kinase, Serine/threonine-protein kinase, Transferase",CAMK1G,Q96NX5,Calcium/calmodulin-dependent protein kinase type 1G,0.3408,N,"Cell membrane, Cytoplasm, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.05936
0.05936,N,0.172,Guanine-nucleotide releasing factor,RASGEF1A,Q8N9B8,Ras-GEF domain-containing family member 1A,0.3208,N,NA,N,Not confident,none,False,False,0.05936
0.0593,N,0.145,"Glycolysis, Lyase",ALDOC,P09972,Fructose-bisphosphate aldolase C,0.3728,N,NA,N,Not confident,none,False,False,0.0593
0.0593,N,0.272,"Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism, Oxidoreductase",MECR,Q9BV79,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",0.3557,N,"Cytoplasm, Mitochondrion, Nucleus",N,Not confident,none,False,False,0.0593
0.05927,N,0.127,"Carbohydrate metabolism, Glycosidase, Hydrolase",AMY2A,P04746,Pancreatic alpha-amylase,0.2566,N,Secreted,N,Not confident,none,False,False,0.05927
0.05905,N,0.227,"Apoptosis, Biological rhythms, Cell cycle, Cell division, Host cell receptor for virus entry, Host-virus interaction, Kinase, Mitosis, Receptor, Serine/threonine-protein kinase, Transferase",CDK1,P06493,Cyclin-dependent kinase 1,0.3838,N,"Cytoplasm, Cytoskeleton, Mitochondrion, Nucleus",N,Not confident,none,False,False,0.05905
0.0588,N,0.203,Biomineralization,ASPN,Q9BXN1,Asporin,0.2566,N,"Extracellular matrix, Secreted",N,Not confident,none,False,False,0.0588
0.05862,N,0.127,"Kinase, Lipid metabolism, Transferase",DGKH,Q86XP1,Diacylglycerol kinase eta,0.3945,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.05862
0.05862,N,0.195,"Kinase, Receptor, Transferase, Tyrosine-protein kinase",ERBB3,P21860,Receptor tyrosine-protein kinase erbB-3,0.3567,N,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.05862
0.05856,N,0.262,"Acyltransferase, Immunity, Innate immunity, Transferase",ZDHHC18,Q9NUE0,Palmitoyltransferase ZDHHC18,0.3452,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.05856
0.05853,N,0.24,"DNA damage, DNA repair, DNA-binding, Meiosis",MSH5,O43196,MutS protein homolog 5,0.3574,N,NA,N,Not confident,none,False,False,0.05853
0.05853,N,0.19,"Hydrolase, Protease, Thiol protease, Ubl conjugation pathway",USP38,Q8NB14,Ubiquitin carboxyl-terminal hydrolase 38,0.311,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.05853
0.0585,N,0.256,"Biological rhythms, Cell cycle, Developmental protein, Differentiation, Kinase, Serine/threonine-protein kinase, Transferase",SIK1,P57059,Serine/threonine-protein kinase SIK1,0.532,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.0585
0.05823,N,0.166,Lyase,GMDS,O60547,"GDP-mannose 4,6 dehydratase",0.3015,N,NA,N,Not confident,none,False,False,0.05823
0.0582,N,0.232,"Kinase, Transferase",FN3K,Q9H479,Fructosamine-3-kinase,0.4429,N,NA,N,Not confident,none,False,False,0.0582
0.05807,N,0.311,"Prenyltransferase, Transferase",PGGT1B,P53609,Geranylgeranyl transferase type-1 subunit beta,0.5435,N,NA,N,Not confident,none,False,False,0.05807
0.05807,N,0.258,"Apoptosis, Chaperone",PSMD10,O75832,26S proteasome non-ATPase regulatory subunit 10,0.3662,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.05807
0.05798,N,0.202,Differentiation,SYT1,P21579,Synaptotagmin-1,0.382,N,"Cytoplasm, Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.05798
0.05792,N,0.177,"Kinase, Neurogenesis, Receptor, Transferase, Tyrosine-protein kinase",EPHA5,P54756,Ephrin type-A receptor 5,0.4565,N,"Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.05792
0.05777,N,0.126,"Transferase, Ubl conjugation pathway",HECW1,Q76N89,E3 ubiquitin-protein ligase HECW1,0.3066,N,Cytoplasm,N,Not confident,none,False,False,0.05777
0.05774,N,0.199,"Kinase, Serine/threonine-protein kinase, Transferase, Wnt signaling pathway",CSNK1A1L,Q8N752,Casein kinase I isoform alpha-like,0.3726,N,Cytoplasm,N,Not confident,none,False,False,0.05774
0.0577,N,0.222,Ubl conjugation pathway,DCAF11,Q8TEB1,DDB1- and CUL4-associated factor 11,0.3125,N,NA,N,Not confident,none,False,False,0.0577
0.05746,N,0.26,"Autophagy, Protein transport, Transport",RAB39A,Q14964,Ras-related protein Rab-39A,0.316,N,"Cell membrane, Cytoplasmic vesicle, Lysosome, Membrane",N,Not confident,none,True,True,0.05746
0.05734,N,0.243,"Decarboxylase, Heme biosynthesis, Lyase, Porphyrin biosynthesis",UROD,P06132,Uroporphyrinogen decarboxylase,0.3455,N,Cytoplasm,N,Not confident,none,False,False,0.05734
0.05728,N,0.221,NA,DIRAS2,Q96HU8,GTP-binding protein Di-Ras2,0.415,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.05728
0.05713,N,0.19,"Host-virus interaction, Protein transport, Transport",KPNA6,O60684,Importin subunit alpha-7,0.3694,N,NA,N,Not confident,none,False,False,0.05713
0.05707,N,0.208,NA,RHOD,O00212,Rho-related GTP-binding protein RhoD,0.313,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.05707
0.05704,N,0.227,"ER-Golgi transport, Protein transport, Transport",SAR1B,Q9Y6B6,GTP-binding protein SAR1b,0.3835,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.05704
0.057,N,0.235,Protein kinase inhibitor,TRIB2,Q92519,Tribbles homolog 2,0.3123,N,"Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.057
0.05673,N,0.207,"Kinase, Serine/threonine-protein kinase, Transferase",STK32C,Q86UX6,Serine/threonine-protein kinase 32C,0.4246,N,NA,N,Not confident,none,False,False,0.05673
0.05673,N,0.277,Chaperone,DNAJC18,Q9H819,DnaJ homolog subfamily C member 18,0.4185,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.05673
0.0566,N,0.145,NA,ANXA10,Q9UJ72,Annexin A10,0.3115,N,NA,N,Not confident,none,False,False,0.0566
0.0566,N,0.028,Ligase,RIMKLB,Q9ULI2,Beta-citrylglutamate synthase B,0.1583,C,Cytoplasm,N,Not confident,none,False,False,0.0566
0.05652,N,0.233,"Monooxygenase, Oxidoreductase",FMO6P,O60774,Putative dimethylaniline monooxygenase [N-oxide-forming] 6,0.338,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.05652
0.0565,N,0.199,NA,NKIRAS2,Q9NYR9,NF-kappa-B inhibitor-interacting Ras-like protein 2,0.3877,N,Cytoplasm,N,Not confident,none,False,False,0.0565
0.0565,N,0.221,"ER-Golgi transport, mRNA transport, Protein transport, Translocation, Transport",SEC13,P55735,Protein SEC13 homolog,0.3167,N,"Cytoplasmic vesicle, Endoplasmic reticulum, Lysosome, Membrane, Nuclear pore complex, Nucleus",N,Not confident,none,True,False,0.0565
0.05646,N,0.265,Transferase,SIRT5,Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",0.3655,N,"Cytoplasm, Mitochondrion, Nucleus",N,Not confident,none,False,False,0.05646
0.0564,N,0.148,NA,CYB5D1,Q6P9G0,Cytochrome b5 domain-containing protein 1,0.3928,N,"Cell projection, Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.0564
0.0564,N,0.132,"Hydrolase, Protein phosphatase",PPM1J,Q5JR12,Protein phosphatase 1J,0.3184,N,NA,N,Not confident,none,False,False,0.0564
0.05637,N,0.259,"Fatty acid metabolism, Lipid metabolism, Oxidoreductase",HAO2,Q9NYQ3,2-Hydroxyacid oxidase 2,0.4075,N,Peroxisome,N,Not confident,none,False,False,0.05637
0.05637,N,0.202,Exocytosis,SYT10,Q6XYQ8,Synaptotagmin-10,0.364,N,"Cytoplasmic vesicle, Membrane",N,Not confident,none,True,False,0.05637
0.05627,N,0.236,"Hydrolase, Lipid metabolism, Phospholipid metabolism, Serine esterase",ABHD3,Q8WU67,Phospholipase ABHD3,0.3115,N,Membrane,N,Not confident,none,True,False,0.05627
0.05612,N,0.093,"Methyltransferase, Transferase",GNMT,Q14749,Glycine N-methyltransferase,0.3245,N,Cytoplasm,N,Not confident,none,False,False,0.05612
0.05603,N,0.241,Hydrolase,AFG1L,Q8WV93,AFG1-like ATPase,0.5547,N,"Membrane, Mitochondrion",N,Not confident,none,True,False,0.05603
0.05597,N,0.174,Glutathione biosynthesis,GCLM,P48507,Glutamate--cysteine ligase regulatory subunit,0.3057,N,NA,N,Not confident,none,False,False,0.05597
0.05594,N,0.22,NA,WDSUB1,Q8N9V3,"WD repeat, SAM and U-box domain-containing protein 1",0.3054,N,NA,N,Not confident,none,False,False,0.05594
0.05588,N,0.124,"Protein transport, Transport",VPS50,Q96JG6,Syndetin,0.3142,N,"Endosome, Membrane",N,Not confident,none,True,False,0.05588
0.05576,N,0.203,"Meiosis, Ubl conjugation pathway",KLHDC3,Q9BQ90,Kelch domain-containing protein 3,0.3552,N,Cytoplasm,N,Not confident,none,False,False,0.05576
0.05566,N,0.22,"Methyltransferase, RNA-binding, RNA-mediated gene silencing, Transferase",HENMT1,Q5T8I9,Small RNA 2'-O-methyltransferase,0.3813,N,Cytoplasm,N,Not confident,none,False,False,0.05566
0.0556,N,0.246,"Amino-acid biosynthesis, Oxidoreductase, Proline biosynthesis",PYCR2,Q96C36,Pyrroline-5-carboxylate reductase 2,0.453,N,"Cytoplasm, Mitochondrion",N,Not confident,none,False,False,0.0556
0.05542,N,0.172,"Adaptive immunity, Immunity, Inflammatory response, Innate immunity, Phospholipase A2 inhibitor",ANXA1,P04083,Annexin A1,0.2463,Y,"Cell membrane, Cell projection, Cilium, Cytoplasm, Cytoplasmic vesicle, Endosome, Membrane, Nucleus, Secreted",N,Not confident,none,True,True,0.05542
0.05536,N,0.164,"GTPase activation, Protein transport, Transport",RP2,O75695,Protein XRP2,0.3162,N,"Cell membrane, Cell projection, Cilium, Membrane",N,Not confident,none,True,True,0.05536
0.05524,N,0.162,"Lipid metabolism, Transferase",SULT1C3,Q6IMI6,Sulfotransferase 1C3,0.3833,N,Cytoplasm,N,Not confident,none,False,False,0.05524
0.05518,N,0.26,"Cell cycle, Cell division, Mitosis",SAC3D1,A6NKF1,SAC3 domain-containing protein 1,0.472,N,"Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.05518
0.05518,N,0.205,Oxidoreductase,SCCPDH,Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase,0.45,N,NA,N,Not confident,none,False,False,0.05518
0.0551,N,0.186,NA,DCAF8L2,P0C7V8,DDB1- and CUL4-associated factor 8-like protein 2,0.366,N,NA,N,Not confident,none,False,False,0.0551
0.05505,N,0.208,"Electron transport, Respiratory chain, Transport",UQCRC1,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",0.4026,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05505
0.0549,N,0.23,"Calmodulin-binding, Kinase, Serine/threonine-protein kinase, Transferase",MYLK2,Q9H1R3,"Myosin light chain kinase 2, skeletal/cardiac muscle",0.3389,N,Cytoplasm,N,Not confident,none,False,False,0.0549
0.0549,N,0.215,"Aspartyl protease, Hydrolase, Protease",REN,P00797,Renin,0.2637,N,"Membrane, Secreted",N,Not confident,none,True,False,0.0549
0.05487,N,0.156,"Ion channel, Ion transport, Potassium channel, Potassium transport, Transport, Voltage-gated channel",KCNIP1,Q9NZI2,Kv channel-interacting protein 1,0.452,N,"Cell membrane, Cell projection, Cytoplasm, Membrane",N,Not confident,none,True,True,0.05487
0.05463,N,0.202,"Host-virus interaction, Protein transport, Transport",KPNA5,O15131,Importin subunit alpha-6,0.549,N,Cytoplasm,N,Not confident,none,False,False,0.05463
0.05457,N,0.227,"Host-virus interaction, Hydrolase, Protease, Threonine protease",PSMB5,P28074,Proteasome subunit beta type-5,0.5806,N,"Cytoplasm, Nucleus, Proteasome",N,Not confident,none,False,False,0.05457
0.05447,N,0.229,NA,RHEBL1,Q8TAI7,GTPase RhebL1,0.4094,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.05447
0.05435,N,0.267,"Amino-acid biosynthesis, Oxidoreductase, Proline biosynthesis",PYCR3,Q53H96,Pyrroline-5-carboxylate reductase 3,0.482,N,Cytoplasm,N,Not confident,none,False,False,0.05435
0.05432,N,0.039,"Host-virus interaction, Immunity",ULBP2,Q9BZM5,UL16-binding protein 2,0.10144,Y,"Cell membrane, Endoplasmic reticulum, Membrane, Secreted",N,Not confident,none,True,True,0.05432
0.0543,N,0.212,"ER-Golgi transport, Protein transport, Transport",COPE,O14579,Coatomer subunit epsilon,0.378,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0543
0.05426,N,0.177,"Growth factor binding, Hydrolase, Protease, Serine protease",HTRA1,Q92743,Serine protease HTRA1,0.3943,N,"Cell membrane, Cytoplasm, Membrane, Secreted",N,Not confident,none,True,True,0.05426
0.05426,N,0.15,Oxidoreductase,LDHB,P07195,L-lactate dehydrogenase B chain,0.3257,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05426
0.0542,N,0.174,Isomerase,TMX3,Q96JJ7,Protein disulfide-isomerase TMX3,0.3147,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0542
0.054,N,0.166,Hydrolase,ARSI,Q5FYB1,Arylsulfatase I,0.2534,N,"Endoplasmic reticulum, Secreted",N,Not confident,none,False,False,0.054
0.05396,N,0.172,"Carbohydrate metabolism, Glycogen metabolism, Protein phosphatase inhibitor",PPP1R2P1,Q96PQ5,Putative protein phosphatase inhibitor 2-like protein 1,0.3367,N,NA,N,Not confident,none,False,False,0.05396
0.05392,N,0.292,"Methyltransferase, RNA-binding, Transferase",METTL16,Q86W50,RNA N6-adenosine-methyltransferase METTL16,0.3,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.05392
0.05383,N,0.126,"Developmental protein, DNA-binding, Repressor, Transcription, Transcription regulation",JPH2,Q9BR39,Junctophilin-2,0.3125,N,"Cell membrane, Endoplasmic reticulum, Membrane, Nucleus, Sarcoplasmic reticulum",N,Not confident,none,True,True,0.05383
0.0538,N,0.172,NA,WDR25,Q64LD2,WD repeat-containing protein 25,0.4727,N,NA,N,Not confident,none,False,False,0.0538
0.05374,N,0.159,Protein phosphatase inhibitor,PPP1R37,O75864,Protein phosphatase 1 regulatory subunit 37,0.5005,N,NA,N,Not confident,none,False,False,0.05374
0.0533,N,0.143,GTPase activation,AGAP4,Q96P64,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4",0.3264,N,NA,N,Not confident,none,False,False,0.0533
0.0533,N,0.228,Host-virus interaction,PSMA3,P25788,Proteasome subunit alpha type-3,0.3079,N,"Cytoplasm, Nucleus, Proteasome",N,Not confident,none,False,False,0.0533
0.05325,N,0.195,"Cell cycle, Cell division, Mitosis",CLASP2,O75122,CLIP-associating protein 2,0.328,N,"Cell membrane, Cell projection, Centromere, Chromosome, Cytoplasm, Cytoskeleton, Golgi apparatus, Kinetochore, Membrane, Microtubule",N,Not confident,none,True,True,0.05325
0.05325,N,0.183,Chaperone,DNAJC28,Q9NX36,DnaJ homolog subfamily C member 28,0.3115,N,NA,N,Not confident,none,False,False,0.05325
0.05316,N,0.226,"Apoptosis, Hydrolase, Lipid metabolism, Neurogenesis, Protein phosphatase",PTEN,P60484,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",0.4763,N,"Cell projection, Cytoplasm, Nucleus, Secreted, Synapse",N,Not confident,none,False,False,0.05316
0.05307,N,0.108,"Kinase, Transferase",DCK,P27707,Deoxycytidine kinase,0.293,N,Nucleus,N,Not confident,none,False,False,0.05307
0.05295,N,0.238,"Antiport, Transport",SLC25A23,Q9BV35,Mitochondrial adenyl nucleotide antiporter SLC25A23,0.3083,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05295
0.0528,N,0.253,Oxidoreductase,CRYM,Q14894,Ketimine reductase mu-crystallin,0.461,N,Cytoplasm,N,Not confident,none,False,False,0.0528
0.0526,N,0.16,"Actin-binding, Differentiation, Hydrolase, Protein phosphatase, Spermatogenesis",SSH2,Q76I76,Protein phosphatase Slingshot homolog 2,0.453,N,"Cell junction, Cytoplasm, Cytoplasmic vesicle, Cytoskeleton",N,Not confident,none,False,False,0.0526
0.05258,N,0.223,"Dioxygenase, DNA damage, DNA repair, Oxidoreductase",ALKBH3,Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,0.529,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.05258
0.0523,N,0.239,"Ligase, Multifunctional enzyme, Purine biosynthesis, Transferase",GART,P22102,Trifunctional purine biosynthetic protein adenosine-3,0.284,N,NA,N,Not confident,none,False,False,0.0523
0.05228,N,0.218,"Apoptosis, Kinase, Serine/threonine-protein kinase, Stress response, Transferase",SGK1,O00141,Serine/threonine-protein kinase Sgk1,0.325,N,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,True,0.05228
0.05225,N,0.263,Chaperone,DNAJC5B,Q9UF47,DnaJ homolog subfamily C member 5B,0.3872,N,Membrane,N,Not confident,none,True,False,0.05225
0.05212,N,0.169,"Activator, Chemotaxis, DNA-binding, Host-virus interaction, Repressor, Transcription, Transcription regulation, Unfolded protein response",CREB3,O43889,Cyclic AMP-responsive element-binding protein 3,0.4084,N,"Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Membrane, Nucleus",N,Not confident,none,True,False,0.05212
0.05212,N,0.288,"Protein transport, Translocation, Transport",TIMM23B,Q5SRD1,Mitochondrial import inner membrane translocase subunit Tim23B,0.3347,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05212
0.052,N,0.213,"Acyltransferase, Transferase",ZDHHC19,Q8WVZ1,Palmitoyltransferase ZDHHC19,0.3384,N,"Cytoplasm, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.052
0.05197,N,0.126,"Collagen degradation, Hydrolase, Metalloprotease, Protease",MMP16,P51512,Matrix metalloproteinase-16,0.3252,N,"Cell membrane, Extracellular matrix, Membrane, Secreted",N,Not confident,none,True,True,0.05197
0.05197,N,0.082,NA,DTNB,O60941,Dystrobrevin beta,0.193,N,"Cell membrane, Cell projection, Cytoplasm, Membrane, Nucleus, Synapse",N,Not confident,none,True,True,0.05197
0.05194,N,0.22,NA,ANKRD34C,P0C6C1,Ankyrin repeat domain-containing protein 34C,0.3809,N,NA,N,Not confident,none,False,False,0.05194
0.05188,N,0.216,"Lipid biosynthesis, Lipid metabolism, Nucleotidyltransferase, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",PCYT1B,Q9Y5K3,Choline-phosphate cytidylyltransferase B,0.446,N,"Cytoplasm, Endoplasmic reticulum",N,Not confident,none,False,False,0.05188
0.05188,N,0.214,"Cell cycle, Hydrolase, Protease, Thiol protease, Ubl conjugation pathway",USP8,P40818,Ubiquitin carboxyl-terminal hydrolase 8,0.391,N,"Cell membrane, Cytoplasm, Endosome, Membrane, Nucleus",N,Not confident,none,True,True,0.05188
0.05185,N,0.213,"Cell cycle, Cell division, Hearing, Hydrolase, Protein phosphatase",CDC14A,Q9UNH5,Dual specificity protein phosphatase CDC14A,0.3608,N,"Cell projection, Cytoplasm, Cytoskeleton, Nucleus",N,Not confident,none,False,False,0.05185
0.05182,N,0.248,"Hydrolase, Protease, Thiol protease, Ubl conjugation pathway",USP30,Q70CQ3,Ubiquitin carboxyl-terminal hydrolase 30,0.3445,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.05182
0.0517,N,0.21,NA,LANCL3,Q6ZV70,LanC-like protein 3,0.3086,N,NA,N,Not confident,none,False,False,0.0517
0.05167,N,0.193,"Developmental protein, Ubl conjugation pathway, Wnt signaling pathway",FBXW4,P57775,F-box/WD repeat-containing protein 4,0.6978,N,NA,N,Not confident,none,False,False,0.05167
