AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.0797,N,0.191,"Kinase, Serine/threonine-protein kinase, Transferase",LMTK3,Q96Q04,Serine/threonine-protein kinase LMTK3,0.3115,N,"Cell projection, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0797
0.07965,N,0.086,"Hydrolase, Receptor, Transferase",CD38,P28907,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,0.1544,Y,Membrane,N,Not confident,none,True,False,0.07965
0.079,N,0.254,"Autophagy, Cell cycle, Cell division, Differentiation, Immunity, Innate immunity, Meiosis, Mitosis, Neurogenesis, Transcription, Transcription regulation, Transferase",SIRT2,Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2,0.3547,N,"Cell membrane, Cell projection, Chromosome, Cytoplasm, Cytoskeleton, Membrane, Microtubule, Nucleus",N,Not confident,none,True,True,0.079
0.078,N,0.206,"Hydrolase, Protein phosphatase",CDC14C,A4D256,Dual specificity protein phosphatase CDC14C,0.514,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.078
0.0778,N,0.201,"Angiogenesis, Apoptosis, Cell adhesion, Differentiation, Host cell receptor for virus entry, Host-virus interaction, Kinase, Receptor, Transferase, Tyrosine-protein kinase",EPHA2,P29317,Ephrin type-A receptor 2,0.302,N,"Cell junction, Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.0778
0.0776,N,0.19,NA,LIMS2,Q7Z4I7,LIM and senescent cell antigen-like-containing domain protein 2,0.333,N,"Cell junction, Cell membrane, Membrane, Nucleus",N,Not confident,none,True,True,0.0776
0.0773,N,0.241,"Heme biosynthesis, Lyase, Porphyrin biosynthesis",FECH,P22830,"Ferrochelatase, mitochondrial",0.4253,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0773
0.0772,N,0.251,Receptor,PGRMC2,O15173,Membrane-associated progesterone receptor component 2,0.3499,N,"Endoplasmic reticulum, Membrane, Nucleus, Secreted",N,Not confident,none,True,False,0.0772
0.0765,N,0.257,"Fatty acid metabolism, Hydrolase, Lipid metabolism",LYPLA1,O75608,Acyl-protein thioesterase 1,0.37,N,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Membrane, Nucleus",N,Not confident,none,True,True,0.0765
0.0763,N,0.222,"Hydrolase, Protein phosphatase",PPM1A,P35813,Protein phosphatase 1A,0.3098,N,"Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,False,0.0763
0.0761,N,0.204,"Kinase, Lipid metabolism, Transferase",PIP4K2A,P48426,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,0.3523,N,"Cell membrane, Cell projection, Cytoplasm, Lysosome, Membrane, Nucleus",N,Not confident,none,True,True,0.0761
0.07544,N,0.244,"Lipid transport, Transport",ESYT1,Q9BSJ8,Extended synaptotagmin-1,0.4548,N,"Cell membrane, Endoplasmic reticulum, Membrane",N,Not confident,none,True,True,0.07544
0.07526,N,0.214,"Guanine-nucleotide releasing factor, RNA-binding, rRNA-binding",RCC1L,Q96I51,RCC1-like G exchanging factor-like protein,0.469,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.07526
0.0752,N,0.164,"Apoptosis, Hydrolase, Protease, Serine protease",HTRA2,O43464,"Serine protease HTRA2, mitochondrial",0.335,N,"Endoplasmic reticulum, Membrane, Mitochondrion",N,Not confident,none,True,False,0.0752
0.07513,N,0.152,"Glycosyltransferase, Transferase",EXTL2,Q9UBQ6,Exostosin-like 2,0.342,N,"Endoplasmic reticulum, Membrane, Secreted",N,Not confident,none,True,False,0.07513
0.0749,N,0.191,"Kinase, Receptor, Transferase, Tyrosine-protein kinase",EPHA6,Q9UF33,Ephrin type-A receptor 6,0.3079,N,Membrane,N,Not confident,none,True,False,0.0749
0.0748,N,0.123,"Glycosyltransferase, Transferase",B4GALT7,Q9UBV7,"Beta-1,4-galactosyltransferase 7",0.3142,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0748
0.0744,N,0.121,"G-protein coupled receptor, Receptor, Transducer",GRM1,Q13255,Metabotropic glutamate receptor 1,0.2698,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0744
0.0739,N,0.172,NA,CLVS2,Q5SYC1,Clavesin-2,0.353,N,"Cytoplasmic vesicle, Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0739
0.0731,N,0.168,"Biological rhythms, Kinase, Serine/threonine-protein kinase, Transferase, Wnt signaling pathway",CSNK1D,P48730,Casein kinase I isoform delta,0.3882,N,"Cell membrane, Cytoplasm, Cytoskeleton, Golgi apparatus, Membrane, Nucleus",N,Not confident,none,True,True,0.0731
0.0731,N,0.146,"Host-virus interaction, Kinase, Receptor, Transferase, Tyrosine-protein kinase",IGF1R,P08069,Insulin-like growth factor 1 receptor,0.2563,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0731
0.07196,N,0.165,"Glycosyltransferase, Inflammatory response, Transferase",FUT4,P22083,"Alpha-(1,3)-fucosyltransferase 4",0.4573,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.07196
0.0719,N,0.236,"Apoptosis, Kinase, Serine/threonine-protein kinase, Transferase",STK17B,O94768,Serine/threonine-protein kinase 17B,0.4111,N,"Cell membrane, Membrane, Nucleus",N,Not confident,none,True,True,0.0719
0.0713,N,0.164,NA,PCMTD1,Q96MG8,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,0.3213,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.0713
0.07117,N,0.137,NA,OSTC,Q9NRP0,Oligosaccharyltransferase complex subunit OSTC,0.3298,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.07117
0.07117,N,0.151,"Kinase, Transferase",POMK,Q9H5K3,Protein O-mannose kinase,0.3213,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.07117
0.071,N,0.189,"Acyltransferase, Chromatin regulator, Chromosome partition, Transferase",NAA60,Q9H7X0,N-alpha-acetyltransferase 60,0.3608,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.071
0.07074,N,0.137,"Acyltransferase, Transferase",ATAT1,Q5SQI0,Alpha-tubulin N-acetyltransferase 1,0.5063,N,"Cell junction, Cell projection, Coated pit, Cytoplasm, Cytoskeleton, Membrane",N,Not confident,none,True,False,0.07074
0.0706,N,0.191,"Anion exchange, Antiport, Ion transport, Transport",SLC4A9,Q96Q91,Anion exchange protein 4,0.3015,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0706
0.06976,N,0.236,NA,TMEM87B,Q96K49,Transmembrane protein 87B,0.3625,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.06976
0.06915,N,0.24,"Hydrolase, Lipid metabolism",INPP5E,Q9NRR6,Phosphatidylinositol polyphosphate 5-phosphatase type IV,0.3308,N,"Cell membrane, Cell projection, Cilium, Cytoplasm, Cytoskeleton, Golgi apparatus, Membrane, Nucleus",N,Not confident,none,True,True,0.06915
0.06915,N,0.131,"Hydrolase, Protease, Serine protease",HPN,P05981,Serine protease hepsin,0.191,Y,"Cell membrane, Membrane",N,Not confident,none,True,True,0.06915
0.0688,N,0.199,Differentiation,SYT2,Q8N9I0,Synaptotagmin-2,0.3655,N,"Cytoplasm, Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.0688
0.06824,N,0.165,GTPase activation,ADAP2,Q9NPF8,Arf-GAP with dual PH domain-containing protein 2,0.4502,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.06824
0.0681,N,0.117,"G-protein coupled receptor, Receptor, Transducer",GRPR,P30550,Gastrin-releasing peptide receptor,0.3958,Y,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0681
0.068,N,0.195,"Angiogenesis, Developmental protein, Kinase, Neurogenesis, Receptor, Transferase, Tyrosine-protein kinase",EPHB3,P54753,Ephrin type-B receptor 3,0.649,N,"Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.068
0.06793,N,0.249,"Calmodulin-binding, Host-virus interaction, Ubl conjugation pathway",FBXL2,Q9UKC9,F-box/LRR-repeat protein 2,0.3582,N,Membrane,N,Not confident,none,True,False,0.06793
0.0679,N,0.174,NA,BROX,Q5VW32,BRO1 domain-containing protein BROX,0.393,N,"Membrane, Nucleus",N,Not confident,none,True,False,0.0679
0.0677,N,0.194,"Kinase, Receptor, Transferase, Tyrosine-protein kinase",MERTK,Q12866,Tyrosine-protein kinase Mer,0.3394,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0677
0.0677,N,0.176,"Carboxypeptidase, Hydrolase, Metalloprotease, Protease",CPD,O75976,Carboxypeptidase D,0.3076,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0677
0.0672,N,0.203,"Ion channel, Ion transport, Oxidoreductase, Potassium transport, Transport, Voltage-gated channel",KCNAB1,Q14722,Voltage-gated potassium channel subunit beta-1,0.3513,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.0672
0.06714,N,0.215,Hydrolase,RAB27B,O00194,Ras-related protein Rab-27B,0.385,N,"Endosome, Membrane",N,Not confident,none,True,False,0.06714
0.0667,N,0.184,"Protein transport, Transport",TOMM7,Q9P0U1,Mitochondrial import receptor subunit TOM7 homolog,0.8857,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.0667
0.066,N,0.162,"Carboxypeptidase, Hydrolase, Metalloprotease, Protease",CPM,P14384,Carboxypeptidase M,0.3188,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.066
0.0658,N,0.155,"Protein transport, Transport",NBAS,A2RRP1,NBAS subunit of NRZ tethering complex,0.39,N,"Cytoplasm, Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0658
0.0656,N,0.262,"Apoptosis, Chaperone",DNAJA3,Q96EY1,"DnaJ homolog subfamily A member 3, mitochondrial",0.3154,N,"Cell membrane, Cytoplasm, Membrane, Mitochondrion, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.0656
0.0652,N,0.254,"Cell cycle, Cell division, Cilium biogenesis/degradation, Kinase, Mitosis, Serine/threonine-protein kinase, Transferase",AURKA,O14965,Aurora kinase A,0.3804,N,"Cell membrane, Cell projection, Cilium, Cytoplasm, Cytoskeleton, Membrane, Microtubule",N,Not confident,none,True,True,0.0652
0.065,N,0.128,"Protein transport, Transport",COG7,P83436,Conserved oligomeric Golgi complex subunit 7,0.303,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.065
0.06494,N,0.224,NA,LMAN2L,Q9H0V9,VIP36-like protein,0.4524,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.06494
0.06494,N,0.263,"Ion transport, Iron transport, Transport",SLC25A37,Q9NYZ2,Mitoferrin-1,0.3079,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.06494
0.0645,N,0.217,Hydrolase,ABHD17C,Q6PCB6,Alpha/beta hydrolase domain-containing protein 17C,0.3108,N,"Cell membrane, Cell projection, Endosome, Membrane, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.0645
0.0644,N,0.108,"G-protein coupled receptor, Receptor, Transducer",GRM2,Q14416,Metabotropic glutamate receptor 2,0.4346,N,"Cell membrane, Cell projection, Membrane, Synapse",N,Not confident,none,True,True,0.0644
0.06396,N,0.208,"Cell adhesion, Host cell receptor for virus entry, Host-virus interaction, Kinase, Receptor, Transferase, Tyrosine-protein kinase",TYRO3,Q06418,Tyrosine-protein kinase receptor TYRO3,0.3123,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.06396
0.0635,N,0.282,"Lipid biosynthesis, Lipid metabolism, Nucleotidyltransferase, Phospholipid biosynthesis, Phospholipid metabolism, Transferase",TAMM41,Q96BW9,"Phosphatidate cytidylyltransferase, mitochondrial",0.738,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0635
0.0634,N,0.141,"Kinase, Lipid metabolism, Transferase",DGKI,O75912,Diacylglycerol kinase iota,0.4639,N,"Cell membrane, Cell projection, Cytoplasm, Cytoplasmic vesicle, Membrane, Nucleus, Synapse",N,Not confident,none,True,True,0.0634
0.06323,N,0.114,"Glycosyltransferase, Transferase",GALNT3,Q14435,Polypeptide N-acetylgalactosaminyltransferase 3,0.2361,Y,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.06323
0.06125,N,0.236,"Antiport, Calcium transport, Ion transport, Sensory transduction, Sodium transport, Transport",SLC8B1,Q6J4K2,Mitochondrial sodium/calcium exchanger protein,0.312,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.06125
0.06107,N,0.253,"Lipid metabolism, Transferase",DHDDS,Q86SQ9,Dehydrodolichyl diphosphate synthase complex subunit DHDDS,0.3213,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.06107
0.061,N,0.259,"Acyltransferase, Transferase",ZDHHC15,Q96MV8,Palmitoyltransferase ZDHHC15,0.3206,N,"Golgi apparatus, Membrane, Synapse",N,Not confident,none,True,False,0.061
0.0608,N,0.248,NA,PEX5L,Q8IYB4,PEX5-related protein,0.3247,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.0608
0.06076,N,0.197,NA,CLVS1,Q8IUQ0,Clavesin-1,0.343,N,"Cytoplasmic vesicle, Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.06076
0.05994,N,0.271,"Protein transport, Transport",VTA1,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,0.3022,N,"Cytoplasm, Endosome, Membrane",N,Not confident,none,True,False,0.05994
0.05936,N,0.225,"Allosteric enzyme, Calmodulin-binding, Kinase, Serine/threonine-protein kinase, Transferase",CAMK1G,Q96NX5,Calcium/calmodulin-dependent protein kinase type 1G,0.3408,N,"Cell membrane, Cytoplasm, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.05936
0.05862,N,0.127,"Kinase, Lipid metabolism, Transferase",DGKH,Q86XP1,Diacylglycerol kinase eta,0.3945,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.05862
0.05862,N,0.195,"Kinase, Receptor, Transferase, Tyrosine-protein kinase",ERBB3,P21860,Receptor tyrosine-protein kinase erbB-3,0.3567,N,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.05862
0.05856,N,0.262,"Acyltransferase, Immunity, Innate immunity, Transferase",ZDHHC18,Q9NUE0,Palmitoyltransferase ZDHHC18,0.3452,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.05856
0.05798,N,0.202,Differentiation,SYT1,P21579,Synaptotagmin-1,0.382,N,"Cytoplasm, Cytoplasmic vesicle, Membrane, Synapse",N,Not confident,none,True,False,0.05798
0.05792,N,0.177,"Kinase, Neurogenesis, Receptor, Transferase, Tyrosine-protein kinase",EPHA5,P54756,Ephrin type-A receptor 5,0.4565,N,"Cell membrane, Cell projection, Membrane",N,Not confident,none,True,True,0.05792
0.05746,N,0.26,"Autophagy, Protein transport, Transport",RAB39A,Q14964,Ras-related protein Rab-39A,0.316,N,"Cell membrane, Cytoplasmic vesicle, Lysosome, Membrane",N,Not confident,none,True,True,0.05746
0.05728,N,0.221,NA,DIRAS2,Q96HU8,GTP-binding protein Di-Ras2,0.415,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.05728
0.05707,N,0.208,NA,RHOD,O00212,Rho-related GTP-binding protein RhoD,0.313,N,"Cell membrane, Endosome, Membrane",N,Not confident,none,True,True,0.05707
0.05704,N,0.227,"ER-Golgi transport, Protein transport, Transport",SAR1B,Q9Y6B6,GTP-binding protein SAR1b,0.3835,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.05704
0.05673,N,0.277,Chaperone,DNAJC18,Q9H819,DnaJ homolog subfamily C member 18,0.4185,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.05673
0.05652,N,0.233,"Monooxygenase, Oxidoreductase",FMO6P,O60774,Putative dimethylaniline monooxygenase [N-oxide-forming] 6,0.338,N,"Endoplasmic reticulum, Membrane, Microsome",N,Not confident,none,True,False,0.05652
0.0565,N,0.221,"ER-Golgi transport, mRNA transport, Protein transport, Translocation, Transport",SEC13,P55735,Protein SEC13 homolog,0.3167,N,"Cytoplasmic vesicle, Endoplasmic reticulum, Lysosome, Membrane, Nuclear pore complex, Nucleus",N,Not confident,none,True,False,0.0565
0.05637,N,0.202,Exocytosis,SYT10,Q6XYQ8,Synaptotagmin-10,0.364,N,"Cytoplasmic vesicle, Membrane",N,Not confident,none,True,False,0.05637
0.05627,N,0.236,"Hydrolase, Lipid metabolism, Phospholipid metabolism, Serine esterase",ABHD3,Q8WU67,Phospholipase ABHD3,0.3115,N,Membrane,N,Not confident,none,True,False,0.05627
0.05603,N,0.241,Hydrolase,AFG1L,Q8WV93,AFG1-like ATPase,0.5547,N,"Membrane, Mitochondrion",N,Not confident,none,True,False,0.05603
0.05588,N,0.124,"Protein transport, Transport",VPS50,Q96JG6,Syndetin,0.3142,N,"Endosome, Membrane",N,Not confident,none,True,False,0.05588
0.05542,N,0.172,"Adaptive immunity, Immunity, Inflammatory response, Innate immunity, Phospholipase A2 inhibitor",ANXA1,P04083,Annexin A1,0.2463,Y,"Cell membrane, Cell projection, Cilium, Cytoplasm, Cytoplasmic vesicle, Endosome, Membrane, Nucleus, Secreted",N,Not confident,none,True,True,0.05542
0.05536,N,0.164,"GTPase activation, Protein transport, Transport",RP2,O75695,Protein XRP2,0.3162,N,"Cell membrane, Cell projection, Cilium, Membrane",N,Not confident,none,True,True,0.05536
0.05505,N,0.208,"Electron transport, Respiratory chain, Transport",UQCRC1,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",0.4026,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05505
0.0549,N,0.215,"Aspartyl protease, Hydrolase, Protease",REN,P00797,Renin,0.2637,N,"Membrane, Secreted",N,Not confident,none,True,False,0.0549
0.05487,N,0.156,"Ion channel, Ion transport, Potassium channel, Potassium transport, Transport, Voltage-gated channel",KCNIP1,Q9NZI2,Kv channel-interacting protein 1,0.452,N,"Cell membrane, Cell projection, Cytoplasm, Membrane",N,Not confident,none,True,True,0.05487
0.05447,N,0.229,NA,RHEBL1,Q8TAI7,GTPase RhebL1,0.4094,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.05447
0.05432,N,0.039,"Host-virus interaction, Immunity",ULBP2,Q9BZM5,UL16-binding protein 2,0.10144,Y,"Cell membrane, Endoplasmic reticulum, Membrane, Secreted",N,Not confident,none,True,True,0.05432
0.0543,N,0.212,"ER-Golgi transport, Protein transport, Transport",COPE,O14579,Coatomer subunit epsilon,0.378,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.0543
0.05426,N,0.177,"Growth factor binding, Hydrolase, Protease, Serine protease",HTRA1,Q92743,Serine protease HTRA1,0.3943,N,"Cell membrane, Cytoplasm, Membrane, Secreted",N,Not confident,none,True,True,0.05426
0.05426,N,0.15,Oxidoreductase,LDHB,P07195,L-lactate dehydrogenase B chain,0.3257,N,"Cytoplasm, Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05426
0.0542,N,0.174,Isomerase,TMX3,Q96JJ7,Protein disulfide-isomerase TMX3,0.3147,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0542
0.05383,N,0.126,"Developmental protein, DNA-binding, Repressor, Transcription, Transcription regulation",JPH2,Q9BR39,Junctophilin-2,0.3125,N,"Cell membrane, Endoplasmic reticulum, Membrane, Nucleus, Sarcoplasmic reticulum",N,Not confident,none,True,True,0.05383
0.05325,N,0.195,"Cell cycle, Cell division, Mitosis",CLASP2,O75122,CLIP-associating protein 2,0.328,N,"Cell membrane, Cell projection, Centromere, Chromosome, Cytoplasm, Cytoskeleton, Golgi apparatus, Kinetochore, Membrane, Microtubule",N,Not confident,none,True,True,0.05325
0.05295,N,0.238,"Antiport, Transport",SLC25A23,Q9BV35,Mitochondrial adenyl nucleotide antiporter SLC25A23,0.3083,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05295
0.05228,N,0.218,"Apoptosis, Kinase, Serine/threonine-protein kinase, Stress response, Transferase",SGK1,O00141,Serine/threonine-protein kinase Sgk1,0.325,N,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,True,0.05228
0.05225,N,0.263,Chaperone,DNAJC5B,Q9UF47,DnaJ homolog subfamily C member 5B,0.3872,N,Membrane,N,Not confident,none,True,False,0.05225
0.05212,N,0.169,"Activator, Chemotaxis, DNA-binding, Host-virus interaction, Repressor, Transcription, Transcription regulation, Unfolded protein response",CREB3,O43889,Cyclic AMP-responsive element-binding protein 3,0.4084,N,"Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Membrane, Nucleus",N,Not confident,none,True,False,0.05212
0.05212,N,0.288,"Protein transport, Translocation, Transport",TIMM23B,Q5SRD1,Mitochondrial import inner membrane translocase subunit Tim23B,0.3347,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05212
0.052,N,0.213,"Acyltransferase, Transferase",ZDHHC19,Q8WVZ1,Palmitoyltransferase ZDHHC19,0.3384,N,"Cytoplasm, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.052
0.05197,N,0.126,"Collagen degradation, Hydrolase, Metalloprotease, Protease",MMP16,P51512,Matrix metalloproteinase-16,0.3252,N,"Cell membrane, Extracellular matrix, Membrane, Secreted",N,Not confident,none,True,True,0.05197
0.05197,N,0.082,NA,DTNB,O60941,Dystrobrevin beta,0.193,N,"Cell membrane, Cell projection, Cytoplasm, Membrane, Nucleus, Synapse",N,Not confident,none,True,True,0.05197
0.05188,N,0.214,"Cell cycle, Hydrolase, Protease, Thiol protease, Ubl conjugation pathway",USP8,P40818,Ubiquitin carboxyl-terminal hydrolase 8,0.391,N,"Cell membrane, Cytoplasm, Endosome, Membrane, Nucleus",N,Not confident,none,True,True,0.05188
0.05182,N,0.248,"Hydrolase, Protease, Thiol protease, Ubl conjugation pathway",USP30,Q70CQ3,Ubiquitin carboxyl-terminal hydrolase 30,0.3445,N,"Membrane, Mitochondrion, Mitochondrion outer membrane",N,Not confident,none,True,False,0.05182
0.05167,N,0.074,"G-protein coupled receptor, Receptor, Transducer",MC1R,Q01726,Melanocyte-stimulating hormone receptor,0.308,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.05167
0.05136,N,0.261,"Monooxygenase, Oxidoreductase, Ubiquinone biosynthesis",COQ6,Q9Y2Z9,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",0.711,N,"Cell projection, Golgi apparatus, Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05136
0.0512,N,0.157,"Differentiation, Repressor, Transcription, Transcription regulation",CPNE1,Q99829,Copine-1,0.3105,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0512
0.05103,N,0.237,Unfolded protein response,EDEM1,Q92611,ER degradation-enhancing alpha-mannosidase-like protein 1,0.4963,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.05103
0.05087,N,0.189,Ubl conjugation pathway,UBXN6,Q9BZV1,UBX domain-containing protein 6,0.4485,N,"Cytoplasm, Cytoskeleton, Endosome, Lysosome, Membrane, Nucleus",N,Not confident,none,True,False,0.05087
0.0508,N,0.153,NA,SYT11,Q9BT88,Synaptotagmin-11,0.3586,N,"Cell projection, Cytoplasmic vesicle, Endosome, Golgi apparatus, Lysosome, Membrane, Synapse",N,Not confident,none,True,False,0.0508
0.05066,N,0.126,Cell adhesion,PCDH11Y,Q9BZA8,Protocadherin-11 Y-linked,0.4124,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.05066
0.0498,N,0.192,"Cell cycle, GTPase activation, Signal transduction inhibitor, Translation regulation",RGS2,P41220,Regulator of G-protein signaling 2,0.3054,N,"Cell membrane, Cytoplasm, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,True,0.0498
0.04913,N,0.135,NA,NOXA1,Q86UR1,NADPH oxidase activator 1,0.3462,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.04913
0.04865,N,0.213,NA,WDR59,Q6PJI9,GATOR2 complex protein WDR59,0.6216,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.04865
0.04855,N,0.266,NA,LRRC1,Q9BTT6,Leucine-rich repeat-containing protein 1,0.306,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.04855
0.04852,N,0.186,Hydrolase,ACP4,Q9BZG2,Testicular acid phosphatase,0.3142,N,Membrane,N,Not confident,none,True,False,0.04852
0.04846,N,0.244,NA,UQCC1,Q9NVA1,Ubiquinol-cytochrome c reductase complex assembly factor 1,0.3428,N,"Cytoplasmic vesicle, Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.04846
0.04843,N,0.257,"Dioxygenase, Oxidoreductase, Phenylalanine catabolism, Tyrosine catabolism",HPD,P32754,4-hydroxyphenylpyruvate dioxygenase,0.4211,N,"Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04843
0.0482,N,0.111,"G-protein coupled receptor, Receptor, Transducer",GRM3,Q14832,Metabotropic glutamate receptor 3,0.2761,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0482
0.04785,N,0.258,"Acyltransferase, Transferase",ZDHHC6,Q9H6R6,Palmitoyltransferase ZDHHC6,0.319,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.04785
0.04776,N,0.193,Transferase,TMTC1,Q8IUR5,Protein O-mannosyl-transferase TMTC1,0.3704,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.04776
0.04764,N,0.049,"Blood group antigen, Cell adhesion, Receptor",CD44,P16070,CD44 antigen,0.2102,Y,"Cell membrane, Cell projection, Membrane, Secreted",N,Not confident,none,True,True,0.04764
0.0474,N,0.13,"Kinase, Lipid metabolism, Transferase",DGKZ,Q13574,Diacylglycerol kinase zeta,0.606,N,"Cell membrane, Cell projection, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0474
0.04727,N,0.186,"Protein transport, Transport",GGA2,Q9UJY4,ADP-ribosylation factor-binding protein GGA2,0.3,N,"Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04727
0.0472,N,0.259,"Acyltransferase, Host-virus interaction, Transferase",ZDHHC20,Q5W0Z9,Palmitoyltransferase ZDHHC20,0.4104,N,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.0472
0.04715,N,0.031,NA,PSCA,O43653,Prostate stem cell antigen,0.106,Y,"Cell membrane, Membrane",N,Not confident,none,True,True,0.04715
0.04678,N,0.227,Differentiation,SYT3,Q9BQG1,Synaptotagmin-3,0.4446,N,"Cell membrane, Cytoplasmic vesicle, Membrane",N,Not confident,none,True,True,0.04678
0.0467,N,0.294,"Hydrolase, Protease",RCE1,Q9Y256,CAAX prenyl protease 2,0.353,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0467
0.04657,N,0.188,"Actin-binding, Protein transport, Transport",CORO7,P57737,Coronin-7,0.3406,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04657
