rank,gene,protein_name,final_score,tier,multiplicative_score,tumour_quality,safety_score,consensus_multiplier,score_specificity,score_intensity,score_uniformity,score_accessibility,score_druggability,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets_reproducible,n_datasets,topology_class,max_ecd_segment,surface_confirmation,ab_tractability_bucket,ot_n_drugs,ot_drugs,depmap_mean_gene_effect,safety_source,safety_is_default,protein_worst_tissue,rna_worst_tissue,rna_max_ntpm,n_normal_tissues_medium_high,almen_class,uniprot,ensembl_gene
93,LMBR1L,Protein LMBR1L,0.3338416855635235,Tier 3,0.037206746333793,0.1878749513598058,0.3960799038349414,0.5,0.0,0.1230829488474399,0.1212918079515891,0.2266666666666666,0.7,0.311316658,0.1212918079515891,0.253888502,0.4269098719999999,0.49842781,0.5364012060000001,-0.7249607424989406,0.2469927389257564,0,5,multi-pass (9 TM),26,Open Targets confirmed,UniProt loc high conf,0.0,,-0.2388094631617638,RNA only,False,,cerebellum,37.9,,Unclassified,Q6UX01,ENSG00000139636
94,SLC37A3,Sugar phosphate exchanger 3,0.3327597278314639,Tier 3,0.0368461640376227,0.1606267960164575,0.3823164933810048,0.6,0.0,0.1336347638107129,0.1419992162715747,0.2533333333333333,0.45,0.342142307,0.1419992162715747,0.3691639519999999,0.180160252,0.26223927,0.382572482,-0.3291190446131397,0.5598131733932624,1,5,multi-pass (12 TM),46,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,-0.0021746574719452,RNA only,False,,cerebellum,41.1,,Transporters,Q8NCC5,ENSG00000157800
95,TSPAN31,Tetraspanin-31,0.3324701754722767,Tier 3,0.0367500621484228,0.1970512715733128,0.373,0.5,0.0,0.1364133070403671,0.156968050826197,0.2725,0.65,0.3503792719999999,0.156968050826197,0.370303112,0.25797159,0.443239668,0.46791514,-0.4391112241794168,0.4829148711177442,0,5,multi-pass (4 TM),81,unconfirmed (ML prediction only),GO CC high conf,0.0,,-0.26031797637987,protein+RNA (min),False,Cerebral cortex,kidney,30.7,20.0,Miscellaneous,Q12999,ENSG00000135452
96,ERBB3,Receptor tyrosine-protein kinase erbB-3,0.3308159033520322,Tier 3,0.0362042152095514,0.7240843041910286,0.05,1.0,1.0,0.3701177249287923,0.3253037960263506,1.0,0.9,1.259194732,0.3253037960263506,0.0193446804,0.0247491034,0.016810128,0.0274365002,3.8629972589388215,0.9830203663414808,5,5,type I,623,experimental (CSPA/GPI),Advanced Clinical,17.0,PATRITUMAB DERUXTECAN; AV-203; DULIGOTUZUMAB; VANDETANIB; ZENOCUTUZUMAB; POZIOTINIB,-0.2290172989383242,protein+RNA (min),False,Cerebellum,liver,83.3,43.0,Receptors,P21860,ENSG00000065361
97,DAG1,Dystroglycan,0.3293820312716119,Tier 3,0.0357354874469381,0.3938287120524067,0.1296266493286439,0.7,0.2012996517705059,0.2043127928041926,0.1953812898020822,0.99,0.7,0.568158266,0.1953812898020822,0.311283266,0.0787723358,0.23812076,0.329448552,0.6038989553115178,0.402955561375742,2,5,type I,722,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.1238491235659776,protein+RNA (min),False,Heart muscle,heart muscle,94.0,6.0,Unclassified,Q14118,ENSG00000173402
98,FOLR1,Folate receptor alpha,0.3286277463562278,Tier 3,0.0354905463997783,0.7098109279955669,0.05,1.0,1.0,0.5818419295569828,0.3490877104208515,0.5908333333333333,0.9,2.6010677600000003,0.3490877104208515,0.040508166,0.03619327234,0.094698336,0.10029129,3.986871181932109,1.0252606860586655,5,5,no TM (GPI/peripheral),235,experimental (CSPA/GPI),Advanced Clinical,4.0,VINTAFOLIDE; MIRVETUXIMAB; MIRVETUXIMAB SORAVTANSINE; FARLETUZUMAB,0.0184793867741617,RNA only,False,,kidney,2860.9,,Unclassified,P15328,ENSG00000110195
99,CDH1,Cadherin-1,0.3278441024701961,Tier 3,0.0352372596718469,0.7047451934369384,0.05,1.0,1.0,0.4380416902067293,0.3556842769779628,0.94,0.7,1.62368206,0.3556842769779628,0.21738769172,0.0551496238,0.0712730478,0.236285626,3.124003071829331,0.8934639554916466,5,5,type I,688,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.1997372774858608,protein+RNA (min),False,Kidney,liver,186.0,29.0,Miscellaneous,P12830,ENSG00000039068
100,TMEM150A,Transmembrane protein 150A,0.3267313963017105,Tier 3,0.0348796891831933,0.2249843718660823,0.2583860150958605,0.6,0.104710503864643,0.1325705760500805,0.1459105274833667,0.2191666666666666,0.7,0.339000856,0.1459105274833667,0.165118738,0.10843608,0.242440208,0.255458562,0.3141315115939292,0.9781823327415572,1,5,multi-pass (5 TM),53,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0839828883475181,RNA only,False,,liver,48.6,,Unclassified,Q86TG1,ENSG00000168890
101,CLDN10,Claudin-10,0.3264423718952654,Tier 3,0.0347872080208427,0.3832079932111327,0.1134736508538731,0.8,0.5950103998374087,0.176219178611508,0.1210551876880427,0.2683333333333333,0.7,0.474087294,0.1210551876880427,0.00062370764,0.0056158828199999,0.115962136,0.11624544594,1.785031199512226,1.6497226797256266,3,5,multi-pass (4 TM),52,Open Targets confirmed,UniProt loc high conf,0.0,,0.0454249472008671,protein+RNA (min),False,Kidney,kidney,112.3,5.0,Miscellaneous,P78369,ENSG00000134873
102,SPINT2,Kunitz-type protease inhibitor 2,0.3257091445981284,Tier 3,0.0345533258650603,0.6910665173012072,0.05,1.0,0.7138573218768233,0.8549418266593691,0.6133547770314319,0.5216666666666667,0.7,5.57058696,0.6133547770314319,1.369541366,0.7543725099999999,0.20046677,1.42159443,2.1415719656304697,0.8821791104084037,5,5,type I,170,Open Targets confirmed,UniProt loc high conf,0.0,,-0.1207730177493469,protein+RNA (min),False,Cerebellum,hypothalamus,474.7,34.0,Unclassified,O43291,ENSG00000167642
103,CLDN4,Claudin-4,0.3255847088017762,Tier 3,0.0345137381387389,0.6902747627747786,0.05,1.0,1.0,0.7585506857892165,0.5065731280846764,0.215,0.7,4.31401398,0.5065731280846764,0.2306865574,0.0876113262,0.1080819839999999,0.236238136,4.055234146185727,0.7634846908392914,5,5,multi-pass (4 TM),48,Open Targets confirmed,UniProt loc high conf,0.0,,0.002775102829135,protein+RNA (min),False,Kidney,kidney,317.9,24.0,Miscellaneous,O14493,ENSG00000189143
104,SLC5A3,Sodium/myo-inositol cotransporter,0.3252504713925576,Tier 3,0.0344075543057507,0.2196123108042075,0.3133481377228108,0.5,0.0,0.1928226009917523,0.1839889530292853,0.3116666666666666,0.65,0.528978956,0.1839889530292853,0.504371366,0.79455982,0.2360382925999999,0.8134351240000001,-0.3892312911408931,0.7154334911840069,0,5,multi-pass (12 TM),92,Open Targets confirmed,GO CC high conf,0.0,,-0.1299437015245827,RNA only,False,,kidney,27.1,,Transporters,P53794,ENSG00000198743
105,PIGR,Polymeric immunoglobulin receptor,0.3248832556205787,Tier 3,0.0342911449116986,0.7620254424821908,0.05,0.9,1.0,0.7538968456992594,0.2812303667116945,1.0,0.7,4.259834732,0.2812303667116945,0.01908628332,0.0508009254,0.12807239734,0.1360994846,4.232304225805528,1.6581814113539413,4,5,type I,621,Open Targets confirmed,UniProt loc high conf,0.0,,0.0062195902420163,protein+RNA (min),False,Kidney,kidney,2479.3,16.0,Receptors,P01833,ENSG00000162896
106,PTPRF,Receptor-type tyrosine-protein phosphatase F,0.3237341658035275,Tier 3,0.0339285740385084,0.6785714807701684,0.05,1.0,0.8485794338466913,0.4935568215520655,0.3889314315287395,1.0,0.65,1.964843942,0.3889314315287395,0.329581983,0.0635876792,0.147857466,0.330587892,2.545738301540074,0.327909370398918,5,5,type I,1232,unconfirmed (ML prediction only),GO CC high conf,0.0,,-0.1784600825480891,RNA only,False,,liver,102.2,,Receptors,P10586,ENSG00000142949
107,TACSTD2,Tumor-associated calcium signal transducer 2,0.3232868333231263,Tier 3,0.0337881218477853,0.6757624369557059,0.05,1.0,1.0,0.6874840169129337,0.4088281678655958,0.5933333333333333,0.45,3.5442236800000004,0.4088281678655958,0.1006874794,0.1171125848,0.260633266,0.264561606,3.341628416984,0.8588440377736655,5,5,type I,244,Open Targets confirmed,UniProt SigP or TMHMM,2.0,SACITUZUMAB GOVITECAN; DATOPOTAMAB DERUXTECAN,-0.0961594565729284,protein+RNA (min),False,Kidney,kidney,1245.4,9.0,Unclassified,P09758,ENSG00000184292
108,VSIG10,V-set and immunoglobulin domain-containing protein 10,0.3212313444935449,Tier 3,0.0331477264562842,0.2209848430418948,0.3,0.5,0.0,0.0953491558283418,0.1045750593811323,0.7566666666666666,0.45,0.23363021,0.1045750593811323,0.0917522248,0.0360711487999999,0.388254892,0.388254892,-0.446703808938293,0.8727228578819897,0,5,type I,380,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,-0.0566895817570582,protein+RNA (min),False,Duodenum,small intestine,23.1,9.0,Unclassified,Q8N0Z9,ENSG00000176834
109,SLC15A4,Solute carrier family 15 member 4,0.3209525381909374,Tier 3,0.0330614916323664,0.1772734135783725,0.373,0.5,0.0,0.0911675370397888,0.1020745308520738,0.2241666666666666,0.7,0.222323046,0.1020745308520738,0.353655536,0.339943843,0.2172589114,0.416461258,-0.7383567916238891,0.4157544192024732,0,5,multi-pass (12 TM),35,unconfirmed (ML prediction only),UniProt loc high conf,0.0,,-0.0579386292311025,protein+RNA (min),False,Cerebellum,bone marrow,36.2,35.0,Transporters,Q8N697,ENSG00000139370
110,TSPAN13,Tetraspanin-13,0.3203967890085794,Tier 3,0.0328900447897633,0.4111255598720413,0.0999999999999999,0.8,0.2767621443648005,0.558411647243153,0.4133229355698529,0.2416666666666666,0.65,2.4199855880000003,0.4133229355698529,0.293847032,0.2080117319999999,1.22352041,1.22352041,0.8302864330944015,1.1464864025323735,3,5,multi-pass (4 TM),68,unconfirmed (ML prediction only),GO CC high conf,0.0,,0.0819367392430597,RNA only,False,,lung,174.9,,Miscellaneous,O95857,ENSG00000106537
111,SCNN1A,Amiloride-sensitive sodium channel subunit alpha,0.3183828921143885,Tier 3,0.0322737306651388,0.6454746133027772,0.05,1.0,1.0,0.3641946585116432,0.2838034080022428,0.7391666666666667,0.7,1.22991997,0.2838034080022428,0.0342115494,0.0339587034,0.0476757844,0.0601136451999999,3.3966740830485604,0.7427545367283501,5,5,multi-pass (2 TM),449,experimental (CSPA/GPI),UniProt loc high conf,5.0,TRIAMTERENE; COFIRASERSEN; AMILORIDE HYDROCHLORIDE; IDREVLORIDE; AMILORIDE,0.0057182757519543,protein+RNA (min),False,Kidney,kidney,184.9,34.0,Unclassified,P37088,ENSG00000111319
112,BTN3A2,Butyrophilin subfamily 3 member A2,0.3183052402155388,Tier 3,0.0322501222488042,0.2286468889466994,0.28209543893092,0.5,0.0,0.1124308251405195,0.1220536195929775,0.5116666666666667,0.7,0.280916034,0.1220536195929775,0.523419214,1.37351338,1.110814812,1.388713132,-2.075232626111781,0.3929056497232762,0,5,type I,218,Open Targets confirmed,UniProt loc high conf,0.0,,0.0966056643749031,RNA only,False,,lung,83.3,,Miscellaneous,P78410,ENSG00000186470
113,SGCE,Epsilon-sarcoglycan,0.3182079323823115,Tier 3,0.032220554118702,0.2526627544378821,0.2550479130997014,0.5,0.0,0.1196709306365143,0.1211428415528962,0.7133333333333334,0.65,0.301501198,0.1211428415528962,0.896438434,0.0231861384,0.183960052,0.903056492,-1.4105383588671194,0.6660779137199268,0,5,type I,316,experimental (CSPA/GPI),GO CC high conf,0.0,,-0.1880048020905451,RNA only,False,,spinal cord,115.3,,Miscellaneous,O43556,ENSG00000127990
114,MFSD5,Molybdate-anion transporter,0.3177647730513445,Tier 3,0.0320861235035753,0.1755239688484793,0.3656038968817257,0.5,0.0,0.0870501666642271,0.1005696775781696,0.22,0.7,0.211290878,0.1005696775781696,0.1664188226,0.1162386332,0.206666111,0.278283044,-0.1682673279304653,0.5117816633411449,0,5,multi-pass (11 TM),30,Open Targets confirmed,UniProt loc high conf,0.0,,0.004837575860626,RNA only,False,,heart muscle,59.4,,Unclassified,Q6N075,ENSG00000182544
115,ACVR1,Activin receptor type-1,0.3174022005679177,Tier 3,0.0319764171024678,0.2131761140164521,0.3,0.5,0.0,0.129073076269542,0.1311824938127187,0.4241666666666667,0.65,0.3287280409999999,0.1311824938127187,0.6095376100000001,0.159280632,0.134461378,0.6095376100000001,-0.5714521463059372,0.505046886946118,0,5,type I,101,experimental (CSPA/GPI),GO CC high conf,6.0,PACRITINIB; DIBOTERMIN ALFA; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; EPTOTERMIN ALFA; PACRITINIB CITRATE,0.0131712233473698,protein+RNA (min),False,Thyroid gland,liver,28.6,13.0,Receptors,Q04771,ENSG00000115170
116,ALCAM,CD166 antigen,0.3150568635902115,Tier 3,0.0312728049250272,0.6254560985005442,0.05,1.0,0.720895904946263,0.4745947965082393,0.3588418385750871,0.9166666666666669,0.7,1.84359628,0.3588418385750871,0.22985009,0.38431789,0.162070627,0.4032556859999999,2.162687714838789,0.4920296512138152,5,5,type I,500,Open Targets confirmed,UniProt loc high conf,1.0,PRALUZATAMAB RAVTANSINE,-0.0822906228806096,protein+RNA (min),False,Cerebellum,spinal cord,412.8,26.0,Unclassified,Q13740,ENSG00000170017
117,FLRT3,Leucine-rich repeat transmembrane protein FLRT3,0.314831097728899,Tier 3,0.03120562397057,0.6241124794113996,0.05,1.0,1.0,0.2564686088216543,0.1890937882353435,0.9166666666666669,0.65,0.7590084260000001,0.1890937882353435,0.0272265276,0.00760385176,0.0107010865399999,0.0284417481799999,3.213157209092654,0.9500934385664233,5,5,type I,500,Open Targets confirmed,GO CC high conf,0.0,,0.0972728765295146,protein+RNA (min),False,Cerebellum,kidney,21.7,27.0,Miscellaneous,Q9NZU0,ENSG00000125848
118,SLC39A6,Zinc transporter ZIP6,0.3140854822103716,Tier 3,0.0309844354960562,0.24787548396845,0.25,0.5,0.0,0.1353103651754751,0.1728170546667751,0.5416666666666667,0.7,0.347103578,0.1728170546667751,0.551859122,0.2425555939999999,0.173607725,0.551859122,-0.6391201454547772,0.6730882288549899,0,5,multi-pass (6 TM),296,experimental (CSPA/GPI),UniProt loc high conf,1.0,LADIRATUZUMAB VEDOTIN,-0.0637415577894757,protein+RNA (min),False,Adrenal gland,cerebral cortex,138.1,20.0,Transporters,Q13433,ENSG00000141424
119,CD24,Signal transducer CD24,0.3130469399237406,Tier 3,0.0306780950412219,0.6135619008244384,0.05,1.0,0.967758986374391,0.7682057549069363,0.3904652696536694,0.31,0.3,4.42820322,0.3904652696536694,0.3613834378,0.435983252,0.282423688,0.5311314119999999,2.903276959123173,0.6407146177852191,5,5,no TM (GPI/peripheral),54,experimental (CSPA/GPI),not in Open Targets,,,-0.4573351345062124,protein+RNA (min),False,Cerebellum,kidney,1527.8,37.0,,P25063,
120,CXADR,Coxsackievirus and adenovirus receptor,0.3113908447251108,Tier 3,0.0301937822623836,0.6038756452476718,0.05,1.0,1.0,0.2704219941288124,0.2733312321095462,0.6008333333333333,0.7,0.8138940760000001,0.2733312321095462,0.00689742708,0.0240622714,0.0453835508,0.0482598534,3.150607048522544,0.2337407756275109,5,5,type I,217,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.2525234030215243,protein+RNA (min),False,Kidney,liver,50.3,26.0,Receptors,P78310,ENSG00000154639
121,CLDN3,Claudin-3,0.3109103478401764,Tier 3,0.0300542247586251,0.6010844951725024,0.05,1.0,1.0,0.4643745434299635,0.3466729324325482,0.2258333333333333,0.7,1.78031518,0.3466729324325482,0.0371045327599999,0.045606402,0.0237480658,0.0599992984,4.038453918962676,0.6295948228493548,5,5,multi-pass (4 TM),49,Open Targets confirmed,UniProt loc high conf,0.0,,0.0340373281740419,protein+RNA (min),False,Cerebral cortex,pancreas,248.6,23.0,Miscellaneous,O15551,ENSG00000165215
122,PLXND1,Plexin-D1,0.3095818061604151,Tier 3,0.0296705972869727,0.3170754081904613,0.1871516776170176,0.5,0.0,0.1998597391364958,0.1480173018158105,1.0,0.65,0.552856467,0.1480173018158105,0.7522381979999999,0.366333782,3.3927278000000003,3.3927278000000003,-2.307512564130515,0.827234313121541,0,5,type I,1224,experimental (CSPA/GPI),GO CC high conf,0.0,,0.0314133434878572,protein+RNA (min),False,Colon,lung,105.4,29.0,Receptors,Q9Y4D7,ENSG00000004399
123,SUSD2,Sushi domain-containing protein 2,0.3085884408223348,Tier 3,0.0293858977009086,0.5877179540181723,0.05,1.0,0.7816705698567096,0.3010593987555385,0.1900245165502584,1.0,0.7,0.940489546,0.1900245165502584,0.156213277,0.016298326,0.0234773198,0.1590911156,2.345011709570129,1.2567889674003163,5,5,type I,756,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0563757958714074,protein+RNA (min),False,Kidney,lung,94.2,29.0,Unclassified,Q9UGT4,ENSG00000099994
124,DSG2,Desmoglein-2,0.3079645675064599,Tier 3,0.0292080293558004,0.5841605871160092,0.05,1.0,0.7832301881194627,0.2582627749863001,0.2570698784145514,0.9408333333333334,0.7,0.76597166,0.2570698784145514,0.085491393,0.0376441812,0.0203343862,0.1010101173999999,2.349690564358388,0.4329717397506258,5,5,type I,589,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.180501630042157,protein+RNA (min),False,Heart muscle,kidney,148.5,27.0,Miscellaneous,Q14126,ENSG00000046604
125,DDR1,Epithelial discoidin domain-containing receptor 1,0.3076615223007407,Tier 3,0.0291218897758832,0.5824377955176647,0.05,1.0,0.9358336839089376,0.3972469988610207,0.3311914528638963,0.74,0.3,1.398270308,0.3311914528638963,0.148379536,0.0709389436,0.04175833294,0.155209215,2.807501051726813,0.2863388933919378,5,5,type I,396,experimental (CSPA/GPI),not in Open Targets,,,-0.0192525055857042,protein+RNA (min),False,Cerebral cortex,amygdala,167.5,40.0,Receptors,Q08345,ENSG00000137332;ENSG00000204580;ENSG00000215522;ENSG00000230456;ENSG00000234078
126,MET,Hepatocyte growth factor receptor,0.306694918411927,Tier 3,0.0288482677896898,0.5769653557937964,0.05,1.0,0.5173195250436495,0.3597930736918469,0.2490544177116607,1.0,1.0,1.2084111,0.2490544177116607,0.0076786252,0.0210952398,0.347013708,0.347013708,1.5519585751309486,0.5327302737414383,5,5,type I,908,Open Targets confirmed,Approved Drug,38.0,SGX-523; FORETINIB; TELISOTUZUMAB; SAVOLITINIB; TELISOTUZUMAB VEDOTIN; MERESTINIB,-0.1212824818471097,protein+RNA (min),False,Cerebral cortex,liver,40.1,33.0,Receptors,P08581,ENSG00000105976
127,MYOF,Myoferlin,0.3044787633434236,Tier 3,0.0282274093326541,0.403248704752202,0.0999999999999999,0.7,0.1006620313990083,0.4154702256947691,0.3135302509677281,0.865,0.65,1.4964651,0.3135302509677281,1.051818638,0.1585385948,0.43792348,1.053675998,0.3019860941970251,0.9160135755474108,2,5,multi-pass (3 TM),1478,experimental (CSPA/GPI),GO CC high conf,0.0,,-0.0195924186011658,protein+RNA (min),False,Lung,lung,58.0,35.0,Miscellaneous,Q9NZM1,ENSG00000138119
128,TMEM87B,Transmembrane protein 87B,0.3039660778249861,Tier 3,0.0280850601942338,0.1872337346282255,0.3,0.5,0.0,0.1287267999516579,0.1549418731894699,0.42,0.45,0.32771526,0.1549418731894699,0.266539702,0.302212022,0.3618849819999999,0.4033092619999999,-0.2428724711780005,0.3712180161681014,0,5,multi-pass (7 TM),174,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,-0.1040803305334469,protein+RNA (min),False,Colon,lung,28.5,32.0,Unclassified,Q96K49,ENSG00000153214
129,SORL1,Sortilin-related receptor,0.3026798708142649,Tier 3,0.0277300479027231,0.3201211908344055,0.1732471869821795,0.5,0.0,0.1569373164568699,0.1686686377151576,1.0,0.7,0.4128089339999999,0.1686686377151576,0.0751954688,1.072258944,0.063088994,1.072258944,-1.3271750000283746,0.3621662076941223,0,5,type I,2108,Open Targets confirmed,UniProt loc high conf,0.0,,0.0498960267778233,RNA only,False,,liver,54.5,,Receptors,Q92673,ENSG00000137642
130,TXNDC15,Thioredoxin domain-containing protein 15,0.3022097669628879,Tier 3,0.0276010426334538,0.2245139506650607,0.24587374238165,0.5,0.0,0.1390816628534787,0.1641130904718248,0.6425000000000001,0.45,0.358337168,0.1641130904718248,0.8633568979999999,0.596883034,0.590102136,0.890919828,-1.225264476561192,0.2053339341284995,0,5,type I,291,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,-0.0717724614413149,protein+RNA (min),False,Cerebellum,heart muscle,88.7,28.0,Unclassified,Q96J42,ENSG00000113621
131,UBAC2,Ubiquitin-associated domain-containing protein 2,0.3019872971529436,Tier 3,0.0275401324948034,0.1700700740404944,0.3238680602708034,0.5,0.0,0.1462126690239027,0.1791377011785695,0.25,0.45,0.37983501,0.1791377011785695,0.569994484,0.575042162,0.523361,0.7136165520000001,-0.8516342396202068,0.4346257922291834,0,5,multi-pass (3 TM),54,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,0.0984774716085134,protein+RNA (min),False,Heart muscle,liver,36.5,16.0,Unclassified,Q8NBM4,ENSG00000134882
132,CLDN7,Claudin-7,0.3006299931414597,Tier 3,0.0271704556004554,0.603787902232342,0.05,0.9,0.9345657627702976,0.5446792270665086,0.3711616399397548,0.235,0.7,2.31811618,0.3711616399397548,0.2222195052,0.1057467725999999,0.0581369426,0.2395049086,2.803697288310893,1.7107649690961495,4,5,multi-pass (4 TM),48,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.0786644358346285,protein+RNA (min),False,Kidney,kidney,324.6,26.0,Miscellaneous,O95471,ENSG00000181885
133,MRC2,C-type mannose receptor 2,0.2999965051098192,Tier 3,0.0269990563906439,0.269785574637663,0.200151964588212,0.5,0.0,0.1433828706299158,0.1180450025583992,1.0,0.45,0.371263596,0.1180450025583992,3.30511088,0.0602759618,0.0575153328,3.30511088,-2.6818098387645177,0.7045963514100322,0,5,type I,1379,unconfirmed (ML prediction only),UniProt SigP or TMHMM,0.0,,-0.0753578438651448,protein+RNA (min),False,Cerebral cortex,heart muscle,60.4,16.0,Receptors,Q9UBG0,ENSG00000011028
134,SLC39A10,Zinc transporter ZIP10,0.2997567078029187,Tier 3,0.0269343643643711,0.2494382157223985,0.2159602071107389,0.5,0.0,0.1488535724888733,0.152712506123119,0.5608333333333334,0.7,0.3878825899999999,0.152712506123119,0.343128798,0.357726742,0.6427605200000001,0.6427605200000001,-0.5637796288493058,0.5153654632473346,0,5,multi-pass (7 TM),379,Open Targets confirmed,UniProt loc high conf,0.0,,-0.4533736537690574,protein+RNA (min),False,Cerebral cortex,cerebral cortex,45.2,10.0,Transporters,Q9ULF5,ENSG00000196950
135,MICA,MHC class I polypeptide-related sequence A,0.298699766828812,Tier 3,0.0266504563912663,0.2023765314592667,0.2633749694107236,0.5,0.0,0.116087973935772,0.1176696833605618,0.7375,0.3,0.291273068,0.1176696833605618,0.347185129,0.2158598759999999,0.29289483,0.354400846,-0.2304431937336163,0.5943508508647373,0,5,type I,285,experimental (CSPA/GPI),not in Open Targets,,,0.0623813554190686,RNA only,False,,lung,50.5,,Miscellaneous,Q29983,ENSG00000183214;ENSG00000235233
136,CPM,Carboxypeptidase M,0.2985928644796006,Tier 3,0.0266218526506566,0.5324370530131316,0.05,1.0,0.4979923665107211,0.477849967151558,0.3048467481480185,0.8099999999999999,0.7,1.86405231,0.3048467481480185,0.2370801734,0.4788474179999999,0.5145804620000001,0.5783675340000001,1.4939770995321633,0.5836360243591655,5,5,no TM (GPI/peripheral),426,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.2202385058007984,protein+RNA (min),False,Kidney,lung,146.3,7.0,Enzymes,P14384,ENSG00000135678
137,SDC1,Syndecan-1,0.2983973081651399,Tier 3,0.0265695808468854,0.5313916169377085,0.05,1.0,0.5844385464466847,0.4988372133761571,0.3802130516423586,0.5016666666666667,0.7,1.999519028,0.3802130516423586,0.5797577819999999,0.2425386892,0.0407340682,0.5797577819999999,1.753315639340054,0.6820388644307348,5,5,type I,230,unconfirmed (ML prediction only),UniProt loc high conf,1.0,INDATUXIMAB RAVTANSINE,-0.1219684525383757,protein+RNA (min),False,Kidney,liver,471.7,22.0,Receptors,P18827,ENSG00000115884
138,CD320,CD320 antigen,0.2965366884508448,Tier 3,0.0260756594151424,0.2556541541240659,0.2039916738649063,0.5,0.0,0.2004191303894712,0.1928516402308586,0.48,0.7,0.5547704440000001,0.1928516402308586,0.301464202,0.321693638,1.4735494,1.4735494,-1.4195003023817068,0.6981800781965712,0,5,type I,192,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0027899640876884,protein+RNA (min),False,Cerebral cortex,heart muscle,65.3,2.0,Unclassified,Q9NPF0,ENSG00000167775
139,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,0.2956417294123361,Tier 3,0.0258402792283257,0.3488664329223983,0.1481385240297602,0.5,0.0,0.276238510126961,0.2605936544850304,0.96,0.65,0.837276056,0.2605936544850304,0.1753007028,0.188256098,2.06102332,2.06102332,-1.2841771350257218,0.2930889993908381,0,5,type I,674,unconfirmed (ML prediction only),GO CC high conf,0.0,,-0.0475554218620511,RNA only,False,,heart muscle,104.2,,Enzymes,Q13444,ENSG00000143537
140,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,0.2954028161876234,Tier 3,0.0257776839024247,0.2808601538828102,0.1835624138636669,0.5,0.0,0.0967952366381396,0.1000055327759115,0.96,0.65,0.237564727,0.1000055327759115,0.0729639344,0.76929462,0.1433148904799999,0.76929462,-1.5596207901042778,0.2924961929044384,0,5,type I,633,unconfirmed (ML prediction only),GO CC high conf,0.0,,0.1523170060224238,protein+RNA (min),False,Cerebral cortex,bone marrow,64.8,19.0,Enzymes,P78325,ENSG00000151651
141,MPZL1,Myelin protein zero-like protein 1,0.2937841794417434,Tier 3,0.0253562610748758,0.2609770913330114,0.1943179069500836,0.5,0.0,0.2235879757453548,0.2456724809197024,0.4641666666666666,0.65,0.636150594,0.2456724809197024,0.93918496,0.13128257,0.3988230519999999,0.93918496,-0.499644391419655,0.4021229547341177,0,5,type I,125,Open Targets confirmed,GO CC high conf,0.0,,-0.1552586429778817,protein+RNA (min),False,Cerebral cortex,heart muscle,85.4,35.0,Miscellaneous,O95297,ENSG00000197965
142,SLC38A1,Sodium-coupled neutral amino acid transporter 1,0.2922497759831029,Tier 3,0.0249610333657774,0.2197114477794774,0.2272165025359137,0.5,0.0,0.1983930768803798,0.1982891620170072,0.2358333333333333,0.7,0.54784941,0.1982891620170072,0.1163578374,1.345977998,0.324255464,1.345977998,-1.1841202640747814,0.3648737943202605,0,5,multi-pass (11 TM),37,experimental (CSPA/GPI),UniProt loc high conf,0.0,,-0.1527890035937232,RNA only,False,,heart muscle,84.4,,Transporters,Q9H2H9,ENSG00000111371
143,SLC12A4,Solute carrier family 12 member 4,0.2922245081556753,Tier 3,0.0249545595552994,0.2096096355426104,0.2381050803385094,0.5,0.0,0.1195391780418696,0.1035089996711826,0.4,0.7,0.301123658,0.1035089996711826,0.457947188,0.1516025278,0.485744536,0.551851318,-0.9856240874991542,0.3715385055050713,0,5,multi-pass (12 TM),198,Open Targets confirmed,UniProt loc high conf,0.0,,-0.0299652958401332,protein+RNA (min),False,Adrenal gland,heart muscle,40.7,37.0,Transporters,Q9UP95,ENSG00000124067
