human_gene	organ	dN	dS	omega	tau	identity_cds	fident	tmscore	lddt	plddt_human	plddt_mouse	plddt_min
ENSG00000104369	Skeletal_muscle	0.0643495952433481	0.4615838431493232	0.1394104152439559	0.7854792012241576	0.709726443768997	0.632	0.8533	0.8869	65.42379727685326	64.85131818181817	64.85131818181817
ENSG00000198881	Skeletal_muscle	0.0629066761789624	0.639276648876571	0.0984029000425889	0.86475036282637	0.6233766233766234	0.874	0.9804	0.9447	83.29423948220064	83.80168831168832	83.29423948220064
ENSG00000130433	Skeletal_muscle	0.0885820947630676	0.612314781375825	0.1446675753344225	0.9529135609962548	0.5615384615384615	0.8	0.9274	0.9248	77.70930769230769	78.81476923076922	77.70930769230769
ENSG00000273540	Skeletal_muscle	0.1283842162915268	0.6574041213103083	0.1952896432039963	0.982066409268776	0.552772808586762	0.644	0.8927	0.8846	78.28112410071942	77.35104278074866	77.35104278074866
ENSG00000164122	Skeletal_muscle	0.0328314428341209	0.6489069547818609	0.0505949929988925	0.8858674163127647	0.6504559270516718	0.862	0.9485	0.9273	86.1348632218845	86.4908510638298	86.1348632218845
ENSG00000109061	Skeletal_muscle	0.0153969995516323	0.5150751930519811	0.0298927219934633	0.9704332788468252	0.742135121196493	0.584	0.7701	0.9231	73.64430634347602	74.03367147270856	73.64430634347602
ENSG00000116748	Skeletal_muscle	0.0327588303198396	0.6558609167134368	0.0499478311407795	0.9570716593833926	0.6738255033557047	0.807	0.9306	0.9471	86.619718875502	84.77855033557047	84.77855033557047
ENSG00000152556	Skeletal_muscle	0.0101381436690419	0.5374867117067458	0.0188621289572892	0.4439646518666659	0.7166666666666667	0.978	0.9966	0.9853	91.68556410256409	90.70487179487179	90.70487179487179
ENSG00000108515	Skeletal_muscle	0.0121521645897416	0.5605014358138636	0.0216808803925656	0.7087954806729372	0.7004608294930875	0.976	1.002	1.0	97.56352534562212	97.52746543778804	97.52746543778804
ENSG00000163092	Skeletal_muscle	0.1632595618677079	0.6534978007839521	0.2498241947744241	0.970063218897902	0.5262460233297985	0.106	0.3099	0.72	49.381005586592174	50.3068901569187	49.381005586592174
ENSG00000163380	Skeletal_muscle	0.102170481169213	0.8447320577090849	0.1209501642997894	0.91536067692624	0.5553571428571429	0.402	0.611	0.8632	67.80749999999999	66.17273204903677	66.17273204903677
ENSG00000104879	Skeletal_muscle	0.0513699939993833	0.5424751640479747	0.0946955683944276	0.8291458111394033	0.6912114014251781	0.965	1.002	0.9964	94.83687664041996	95.02944881889763	94.83687664041996
ENSG00000115592	Skeletal_muscle	0.0850900905995008	0.472935013048736	0.179919202959778	0.979890442033366	0.6454918032786885	0.569	0.7508	0.858	68.94965235173824	68.4456646216769	68.4456646216769
ENSG00000168530	Skeletal_muscle	0.0522984089215546	0.7939552155408077	0.0658707291014283	0.9621945736436956	0.6236559139784946	0.883	0.9575	0.9887	87.84721649484537	88.26978723404255	87.84721649484537
ENSG00000100628	Skeletal_muscle	0.0524543403774837	0.5662805921804654	0.0926295922936509	0.6870766151356217	0.6482649842271293	0.876	0.9705	0.9723	83.67990551181101	83.28231861198736	83.28231861198736
ENSG00000138435	Skeletal_muscle	0.029802062348392	0.5511492255954281	0.0540725831850633	0.9743824918098885	0.6980306345733042	0.934	0.9852	0.978	84.02551422319476	84.61971553610505	84.02551422319476
ENSG00000197893	Skeletal_muscle	0.0709030776822468	0.6691376833430708	0.1059618662156476	0.9433452229953948	0.6238425925925926	0.125	0.2987	0.5069	52.02356069364162	52.23752893518518	52.02356069364162
ENSG00000133055	Skeletal_muscle	0.0738340426034203	0.4846459230917403	0.1523463606841154	0.9279800835999958	0.639412997903564	0.613	0.7426	0.8886	84.20668763102725	83.68594202898551	83.68594202898551
ENSG00000174429	Skeletal_muscle	0.110244949243784	0.5814956119253565	0.1895886176660188	0.9296561052431596	0.5893333333333334	0.331	0.5453	0.8491	66.45385826771653	67.86901333333334	66.45385826771653
ENSG00000145358	Skeletal_muscle	0.036550818272126	0.4477684544152914	0.081628837207514	0.753506622332466	0.7098445595854922	0.932	0.935	0.9363	76.95300518134715	76.64652849740932	76.64652849740932
ENSG00000068976	Skeletal_muscle	0.0165566782124681	0.5916053803505048	0.0279860169673557	0.7028833501070462	0.6995249406175772	0.97	1.001	0.9978	94.33252969121139	94.24938242280284	94.24938242280284
ENSG00000239474	Skeletal_muscle	0.02074524245518	0.6730025429928606	0.0308249094615979	0.8468606083873634	0.6732673267326733	0.953	0.9909	0.9824	93.16384488448847	93.21422442244224	93.16384488448847
ENSG00000129152	Skeletal_muscle	0.0611844096593119	0.6021396836595263	0.101611654769972	0.9904634530743952	0.6257861635220126	0.324	0.4678	0.817	61.170624999999994	60.452201257861645	60.452201257861645
ENSG00000123407	Skin	0.0209409576695921	0.3819325087161459	0.0548289480253579	0.9760055295332136	0.7428571428571429	0.23	0.4802	0.7406	61.40173758865249	60.77307142857143	60.77307142857143
ENSG00000065618	Skin	0.0920797234041026	0.5622237761950184	0.1637777114786462	0.8158421646728299	0.5777003484320558	0.045	0.2178	0.5417	46.93610554442218	46.42204081632653	46.42204081632653
ENSG00000137709	Skin	0.0377625999648038	0.409063744204383	0.0923147076704413	0.9073021857038652	0.7300469483568075	0.41	0.6699	0.8711	59.3298623853211	60.03041763341067	59.3298623853211
ENSG00000182489	Skin	0.0384510024172631	0.3619419710166135	0.1062352683477491	0.871985995524389	0.7371937639198218	0.919	0.9745	0.9655	80.91917594654788	80.53612472160357	80.53612472160357
ENSG00000131686	Skin	0.3575692058005453	0.8489177367206684	0.4212059547510685	0.993631531027165	0.3525423728813559	0.533	0.9681	0.9071	89.19295454545454	88.72570977917981	88.72570977917981
ENSG00000189433	Skin	0.0868271146362339	0.6783031299415929	0.1280063599938135	0.9609251067833368	0.5902255639097744	0.808	0.9346	0.9633	78.13830827067669	79.30703007518797	78.13830827067669
ENSG00000204033	Skin	0.1578949887193513	0.679800963092494	0.2322664975363797	0.949629637756656	0.4990859232175503	0.473	0.752	0.8669	77.20036363636363	77.71872495446266	77.20036363636363
ENSG00000185664	Skin	0.1171088012801865	0.431919348595656	0.2711358073236461	0.7898309175500402	0.5942492012779552	0.554	0.8081	0.8701	68.46251134644478	70.01258785942491	68.46251134644478
ENSG00000188910	Skin	0.0984597735993491	0.6040277414904711	0.1630053834222817	0.87566145104468	0.5777777777777777	0.788	0.9674	0.9516	78.36766666666665	78.61188888888888	78.36766666666665
ENSG00000104055	Skin	0.0917954155394291	0.6184252433435871	0.148434134161676	0.9126646478439424	0.5966620305980529	0.814	0.9908	0.9697	91.53086111111111	91.08803867403314	91.08803867403314
ENSG00000115488	Skin	0.2034913095472598	0.8101551458440457	0.2511757292305488	1.0	0.4406332453825857	0.686	0.9936	0.9623	97.07436842105261	95.94166226912928	95.94166226912928
ENSG00000204021	Skin	0.0950781452565771	0.5604108013726657	0.169657945606497	0.9888994638869928	0.6005025125628141	0.783	0.9783	0.9529	92.82065162907269	92.36092964824121	92.36092964824121
ENSG00000165953	Skin	0.2645516781419282	1.008190084361531	0.2624025788841834	0.9871583237964916	0.3801452784503632	0.61	0.9803	0.9214	88.46415458937197	87.6140435835351	87.6140435835351
ENSG00000179859	Skin	0.1083344369911846	0.4855876576792525	0.2230996510680328	0.6158414382355275	0.5767195767195767	0.438	0.6761	0.7593	69.02663157894737	71.14415789473684	69.02663157894737
ENSG00000162040	Skin	0.0564227443596782	0.6578910043953095	0.0857630579879084	0.9261446180407824	0.5760233918128655	0.799	0.9203	0.936	82.88719298245614	83.5038596491228	82.88719298245614
ENSG00000204421	Skin	0.0763212181176501	0.5832784264410062	0.1308486901930177	0.9104782482626028	0.608	0.732	0.9406	0.9319	84.58232000000001	83.27015873015871	83.27015873015871
ENSG00000108578	Skin	0.0311843111880782	0.4079023222946664	0.0764504379691933	0.3696421935672423	0.7516483516483516	0.931	1.002	0.9979	98.00854945054945	97.85874725274726	97.85874725274726
ENSG00000167768	Skin	0.1323270389512954	0.8938331484240882	0.1480444523506433	0.8609947347050396	0.5024077046548957	0.296	0.4881	0.8557	63.0498602484472	63.46582417582418	63.0498602484472
ENSG00000179477	Skin	0.0740059351683045	0.6851604344463034	0.1080125638429643	0.943445661590384	0.5934379457917262	0.829	0.9803	0.9565	92.17864479315263	92.49554921540656	92.17864479315263
ENSG00000196407	Skin	0.1480886304006096	0.5607910432870902	0.2640709622118508	0.8836906079926865	0.5546558704453441	0.757	0.9106	0.8965	83.7221862348178	84.39326612903226	83.7221862348178
ENSG00000143367	Skin	0.0512394329831079	0.4247018793196193	0.1206480015233143	0.5366527245078461	0.7128205128205128	0.371	0.6306	0.8536	75.80953846153847	75.20497435897437	75.20497435897437
ENSG00000203786	Skin	0.2209819805624859	0.8208651527069734	0.2692061903636084	0.9839953586948766	0.4257950530035335	0.007	0.1506	0.6717	48.74751295336788	46.199269406392695	46.199269406392695
ENSG00000186847	Skin	0.0336868766949876	0.3857009759677226	0.0873393607845231	0.8066631213920483	0.734475374732334	0.389	0.6453	0.8808	73.24334745762712	72.33212809917356	72.33212809917356
ENSG00000182261	Skin	0.234933635500899	0.6557559380430222	0.3582638324282864	0.9976321596460976	0.4308426073131955	0.445	0.7946	0.7588	73.44977099236641	70.67451708766716	70.67451708766716
ENSG00000107165	Skin	0.0785306126157206	0.5400659734433491	0.1454092953033602	0.9228003455435922	0.6238361266294227	0.773	0.9307	0.9647	91.69687150837989	90.46525139664804	90.46525139664804
ENSG00000204542	Skin	0.412892181458123	0.7836046558776859	0.5269138951141863	0.9776716381791568	0.313915857605178	0.022	0.1835	0.6169	43.632584615384616	43.67283667621776	43.632584615384616
ENSG00000166573	Pituitary	0.0432116039994677	0.5348322855336264	0.0807946811893631	0.9274755140078876	0.6666666666666666	0.92	0.9833	0.9574	83.80183381088825	83.17525862068965	83.17525862068965
ENSG00000186188	Pituitary	0.0719307604653641	0.5558598165348487	0.1294044979069908	0.9034925702200124	0.6066481994459834	0.847	0.9565	0.9206	79.29919667590028	81.28662049861497	79.29919667590028
ENSG00000204889	Pituitary	0.1197385394237548	0.6830196014974599	0.1753076180555268	0.9605153526622976	0.5614849187935035	0.374	0.6537	0.9171	76.1115313225058	75.41608200455582	75.41608200455582
ENSG00000135346	Pituitary	0.1724665237554949	0.9347593756310508	0.1845036575739759	0.9861752214672166	0.4583333333333333	0.752	0.9875	0.9702	91.82749999999999	89.41683333333334	89.41683333333334
ENSG00000138083	Pituitary	0.0321600009118315	0.1880565138148706	0.1710124273785642	0.9587053123672724	0.8463855421686747	0.752	0.8474	0.9018	67.85042168674698	67.78192192192192	67.78192192192192
ENSG00000106113	Pituitary	0.0669830258616887	0.6043124592142058	0.1108417091859854	0.8068493018570344	0.642691415313225	0.809	0.952	0.9279	78.37031630170317	78.74116788321167	78.37031630170317
ENSG00000115138	Pituitary	0.1249298998693616	0.5141172317036264	0.2429988573916932	0.8403910304998037	0.625531914893617	0.112	0.3467	0.5747	57.65966292134832	59.976127659574466	57.65966292134832
ENSG00000175325	Pituitary	0.1546831601642781	0.6115735118228405	0.2529265201549253	0.9857539480464924	0.5426008968609866	0.28	0.4968	0.8158	69.42380530973452	68.55174887892377	68.55174887892377
ENSG00000106128	Pituitary	0.1070658474837094	0.5665010057258991	0.1889949821828085	0.989871979441744	0.5721040189125296	0.751	0.9122	0.8738	75.82394799054373	76.10581560283688	75.82394799054373
ENSG00000007516	Pituitary	0.0600546168146838	0.6486048859672585	0.0925904477656299	0.7116593429633591	0.6156521739130435	0.641	0.8292	0.8853	80.70759898904802	82.52562608695652	80.70759898904802
ENSG00000260001	Pituitary	0.2718840394342162	0.9784077833258984	0.2778841747456277	0.8907398879542968	0.3714285714285714	0.687	0.8255	0.8578	72.57352739726028	72.01013468013467	72.01013468013467
ENSG00000091536	Pituitary	0.0914001817533502	0.7322328249835851	0.1248239339111834	0.8606585325822896	0.5600686498855835	0.311	0.6587	0.8092	76.99848180677539	70.6760841283608	70.6760841283608
ENSG00000147255	Pituitary	0.0608698201667847	0.4239543411909528	0.1435763577648293	0.8647653304722206	0.6802413273001509	0.323	0.5393	0.8319	73.1943113772455	72.58984813971146	72.58984813971146
ENSG00000121853	Pituitary	0.0209072771461911	0.4601519327240431	0.0454355956356037	0.9975541942686	0.728021978021978	0.895	0.9601	0.9473	81.59718579234972	81.53351648351648	81.53351648351648
ENSG00000149295	Pituitary	0.0212569839213915	0.4375487152816758	0.0485819822547237	0.8927695450220878	0.7426636568848759	0.777	0.8901	0.9061	72.45135440180587	73.15655405405406	72.45135440180587
ENSG00000102195	Pituitary	0.1333967857704964	0.4659663423214222	0.2862798740053198	0.9975465512989372	0.5889464594127807	0.427	0.7015	0.8825	66.22635332252837	66.55558375634517	66.22635332252837
ENSG00000198049	Pituitary	0.0999149064917017	0.5239014137066436	0.1907131835831401	0.9759978176992086	0.5819477434679335	0.793	0.9251	0.9096	73.67099056603773	74.51529691211401	73.67099056603773
ENSG00000186191	Pituitary	0.0771662448843279	0.6542895114516176	0.117938991125084	0.9812315514407034	0.5620736698499318	0.61	0.8124	0.8377	68.3463680781759	68.33967585089141	68.33967585089141
ENSG00000171951	Pituitary	0.091696816732496	0.7708172639255738	0.1189605124637554	0.8254153980133248	0.5756097560975609	0.092	0.2453	0.6291	57.86017828200972	58.0429659643436	57.86017828200972
ENSG00000131808	Pituitary	0.0754889967946498	0.7060700288592726	0.106914319698019	0.9996673805470846	0.6046511627906976	0.798	0.9362	0.9488	89.7937984496124	90.339	89.7937984496124
ENSG00000174948	Pituitary	0.112852445233288	0.6145335620532424	0.1836391894630332	0.9826442922902784	0.5739726027397261	0.294	0.5776	0.7395	53.964254445964436	53.94300546448087	53.94300546448087
ENSG00000060709	Pituitary	0.0930926963818603	0.713788630145896	0.1304205369071688	0.8246435010925329	0.5571870170015456	0.236	0.5157	0.7572	65.94662547528517	66.45241604477611	65.94662547528517
ENSG00000109163	Pituitary	0.0486547506866775	0.8046106472596989	0.0604699314536582	0.9521541778238672	0.6055045871559633	0.876	0.9848	0.9629	84.19682926829267	85.9740366972477	84.19682926829267
ENSG00000119973	Pituitary	0.0559145348245919	0.5156158919182829	0.1084422255035023	0.9364141459357972	0.6430517711171662	0.797	0.9107	0.9385	80.55127027027028	80.4507027027027	80.4507027027027
ENSG00000159248	Pituitary	0.0082098881363783	0.4483279481164166	0.0183122381079988	0.9565944225250136	0.7507788161993769	0.906	0.9107	0.9448	72.44856697819314	72.80140186915888	72.44856697819314
ENSG00000132026	Pituitary	0.2450810541250961	0.7505809842549529	0.3265218001337594	0.9458424657646236	0.3857142857142857	0.339	0.7293	0.7785	65.63183406113536	63.05125506072874	63.05125506072874
ENSG00000179023	Kidney	0.1876836820967845	0.6727407166722925	0.2789836818933163	0.8815428858217211	0.4746423927178153	0.301	0.5631	0.8422	60.88879021879021	61.408486416558866	60.88879021879021
ENSG00000116218	Kidney	0.0720747838552051	0.5583535900514874	0.1290844818398301	0.9829297484450774	0.6240208877284595	0.646	0.8413	0.9444	74.15911227154048	73.77254545454545	73.77254545454545
ENSG00000151418	Kidney	0.0843894722635835	0.9254652274034044	0.091186000040603	0.9935256210016	0.576271186440678	0.838	0.9628	1.0	92.51627118644069	92.79983050847459	92.51627118644069
ENSG00000135638	Kidney	0.015689125268696	0.3971876256274107	0.0395005389302172	0.964201220816943	0.7431906614785992	0.344	0.4738	0.8069	62.22168965517242	65.23879377431908	62.22168965517242
ENSG00000164325	Kidney	0.1032037995944086	0.6089304418981162	0.1694837250584956	0.99585403799253	0.5802469135802469	0.527	0.5801	0.8082	58.49086419753086	59.68139917695474	58.49086419753086
ENSG00000113073	Kidney	0.0989851537404044	0.5072277758678958	0.1951493164407946	0.9504479593880124	0.608421052631579	0.744	0.938	0.9141	72.22891149542218	74.22262605042017	72.22891149542218
ENSG00000112499	Kidney	0.0857519587738216	0.7219652578895419	0.1187757414040848	0.9854508684723196	0.5634057971014492	0.833	0.9796	0.96	83.03135135135135	86.30453887884268	83.03135135135135
ENSG00000147614	Kidney	0.0359870518386232	0.6750765033931776	0.0533081090183695	0.971143069977464	0.6714285714285714	0.931	0.9968	0.9851	85.42465714285713	86.12954285714287	85.42465714285713
ENSG00000173253	Kidney	0.0746830859707434	0.5994560291004836	0.1245847607585321	0.8750277665097768	0.6153846153846154	0.283	0.5082	0.7745	53.91875222816399	54.35162210338681	53.91875222816399
ENSG00000187783	Kidney	0.0836867967957274	0.5701919439397963	0.1467695180284124	0.9515116599172594	0.6	0.233	0.4837	0.6775	57.44098181818182	59.07701818181818	57.44098181818182
ENSG00000110680	Kidney	0.1283789891190146	0.3687251459657958	0.348169878088335	0.913196279111463	0.6268656716417911	0.59	0.744	0.8989	73.09203124999999	72.33703125	72.33703125
ENSG00000197901	Kidney	0.0731348200765249	0.5272496077522177	0.1387100511810998	0.9786386199490004	0.6256880733944954	0.834	0.9858	0.9554	83.04699822380107	84.81785321100918	83.04699822380107
ENSG00000149452	Kidney	0.1212909172465426	0.529305272688579	0.2291511600299231	0.9969912865652896	0.5735567970204841	0.784	0.989	0.959	86.04619926199263	87.8057355679702	86.04619926199263
ENSG00000151704	Kidney	0.0483371057271936	0.6318216624567746	0.0765043501978702	0.9702575472190048	0.6547314578005116	0.896	0.9784	0.9699	84.95751918158568	86.31161290322581	84.95751918158568
ENSG00000167580	Kidney	0.0634262842739449	0.416949757697689	0.1521197293030503	0.9865511071963382	0.6715867158671587	0.889	0.9582	0.9748	91.72918819188192	91.7230627306273	91.7230627306273
ENSG00000086159	Kidney	0.1528029827816546	0.5522450304240539	0.2766941744397798	0.9124130613999518	0.5234657039711191	0.69	0.9373	0.9589	87.48776595744683	84.78866894197952	84.78866894197952
ENSG00000100557	Kidney	0.2099736932767748	0.5230901658649738	0.4014101334319018	0.9387972011179874	0.4914675767918088	0.116	0.4222	0.6794	59.61510135135135	61.66234693877551	59.61510135135135
ENSG00000169344	Kidney	0.13491659580764	0.8002552119395838	0.1685919614077136	0.990168942132728	0.4984326018808777	0.517	0.7513	0.8116	82.946078125	83.06500000000001	82.946078125
ENSG00000070915	Kidney	0.0454514099373975	0.5863793556231242	0.0775119545078423	0.9833319008888972	0.6513486513486514	0.871	0.9696	0.9624	80.69079333986288	81.72898203592814	80.69079333986288
ENSG00000166589	Kidney	0.1461094109441317	0.6635567806044219	0.2201912710635604	0.9630702040606977	0.5211608222490931	0.437	0.6749	0.8632	81.77915560916769	82.00955421686746	81.77915560916769
ENSG00000159263	Kidney	0.0427456281389503	0.4772251198630284	0.089571203106867	0.9472316750122936	0.6951219512195121	0.547	0.7532	0.8552	62.06547226386807	62.5696499238965	62.06547226386807
ENSG00000100253	Kidney	0.0565575043556887	0.6771507836565106	0.0835227629070838	0.9562151661525632	0.6350877192982456	0.898	0.9958	0.987	93.47119298245615	93.24077192982456	93.24077192982456
ENSG00000147003	Kidney	0.0731791939867669	0.4792220599553424	0.1527041430304487	0.8094074114963613	0.6216216216216216	0.675	0.8383	0.9026	76.95495495495496	78.24265765765767	76.95495495495496
ENSG00000159958	Spleen	0.3806762189217632	0.8595262254147877	0.4428907550064078	0.8594530056786701	0.3333333333333333	0.176	0.4577	0.8459	63.02152173913043	63.32622857142857	63.02152173913043
ENSG00000173626	Spleen	0.0375381007184074	0.4654741496875449	0.0806448666238616	0.932214166741059	0.7182320441988951	0.911	0.9606	0.9662	87.22530386740331	87.39911602209945	87.22530386740331
ENSG00000101331	Spleen	0.0434496061950539	0.5878133156083121	0.0739173561423818	0.6339673816426098	0.650088809946714	0.396	0.6427	0.8222	58.56877408056043	52.83081081081082	52.83081081081082
ENSG00000007312	Spleen	0.2236366134781652	0.6731585167898249	0.3322198381217089	0.6585888354863721	0.4581497797356828	0.429	0.6708	0.7607	75.36978165938865	73.35061403508772	73.35061403508772
ENSG00000156738	Spleen	0.1347497222596188	0.4518005277717858	0.2982504755454465	0.9079876697252606	0.5758620689655173	0.673	0.8798	0.8949	70.5152861952862	71.07006872852233	70.5152861952862
ENSG00000196092	Spleen	0.0033975143038125	0.37506081336226	0.0090585691247113	0.9575499022181928	0.7800511508951407	0.543	0.6623	0.8699	63.22703324808183	63.20265984654732	63.20265984654732
ENSG00000153563	Spleen	0.3797975465616505	0.8687040938058337	0.4372001343952916	0.7175735329524237	0.3217391304347826	0.352	0.6796	0.7347	78.20621276595745	74.69259109311741	74.69259109311741
ENSG00000179044	Spleen	0.1837429346255095	0.7314328011156019	0.2512095907447131	0.6566450154477584	0.4847222222222222	0.766	0.9536	0.9417	86.9979892761394	87.0393098782138	86.9979892761394
ENSG00000188820	Spleen	0.1894831617831807	0.6354733952904027	0.2981763881658484	0.7525754136948332	0.4935897435897436	0.679	0.9718	0.9242	84.58584126984127	84.94364217252397	84.58584126984127
ENSG00000240505	Spleen	0.3101450345843933	1.070459705714954	0.2897306950729633	0.9378343556888248	0.3198380566801619	0.125	0.3732	0.7733	62.4562457337884	65.53807228915663	62.4562457337884
ENSG00000156886	Spleen	0.1658668321942322	0.5971178516154573	0.2777790544119423	0.9559053249986904	0.5099223468507333	0.571	0.7843	0.8983	85.45868217054263	83.86512842465754	83.86512842465754
ENSG00000143297	Spleen	0.5373289409773886	0.9246045843293058	0.581144578000507	0.9165810662495132	0.2504409171075837	0.11	0.4768	0.7739	76.02938587512793	76.10635906040268	76.02938587512793
ENSG00000132185	Spleen	0.168955108179026	0.6094707909690624	0.2772160876001725	0.9416541738117314	0.5014577259475219	0.442	0.7205	0.8401	75.19821727019499	74.09187499999999	74.09187499999999
ENSG00000162692	Spleen	0.1351675570403313	0.6805381432934638	0.1986186349323317	0.591314013619125	0.530446549391069	0.592	0.7474	0.891	84.28266576454668	84.82116373477672	84.28266576454668
ENSG00000104921	Spleen	0.2778100069492672	0.88046579087529	0.3155261792432506	0.8921216354923198	0.3766233766233766	0.448	0.9151	0.919	86.42498442367602	88.01891238670696	86.42498442367602
ENSG00000137101	Spleen	0.3331051329790367	0.6017052622876974	0.5536018277662444	0.7444371009588695	0.3948126801152737	0.239	0.5998	0.7489	76.08640668523677	78.23531073446327	76.08640668523677
ENSG00000182578	Spleen	0.1524556746734459	0.6408460013022449	0.2378975204084056	0.5069738189731529	0.5278350515463918	0.504	0.711	0.7248	77.80577160493826	77.29830092118729	77.29830092118729
ENSG00000105369	Spleen	0.5270650517740388	1.1276025358767363	0.4674209528663696	0.8464601294414165	0.2303664921465968	0.497	0.737	0.8017	77.09057522123895	75.00313636363637	75.00313636363637
ENSG00000156234	Spleen	0.4388292736116458	0.5231716490767966	0.8387864181593484	0.917435732473434	0.3425925925925926	0.336	0.7966	0.8475	83.86256880733946	82.53311926605504	82.53311926605504
ENSG00000168081	Spleen	0.1026883888043238	0.4527126186052719	0.2268290844657451	0.8906502437848967	0.6368159203980099	0.286	0.5045	0.7788	62.90107954545454	64.85673796791444	62.90107954545454
ENSG00000105246	Spleen	0.2625673816334049	0.7624722871325594	0.3443631802289443	0.7169478661632206	0.4229074889867841	0.609	0.9483	0.891	87.61039301310043	84.9401754385965	84.9401754385965
ENSG00000171631	Spleen	0.0734399191177288	0.623800007884569	0.117729910531387	0.8556566295280482	0.5792682926829268	0.868	0.976	0.9344	85.93878048780488	88.42612804878048	85.93878048780488
ENSG00000144771	Spleen	0.2277052494565544	0.9288058922673056	0.2451591353503408	0.9961855408535916	0.3837209302325581	0.531	0.8625	0.8987	81.44159420289854	79.33370786516853	79.33370786516853
ENSG00000136011	Spleen	0.1197730331926189	0.7105692654315157	0.1685592651124348	0.9220937425143876	0.5477031802120141	0.142	0.2985	0.7297	70.47037240297922	69.33765533411488	69.33765533411488
ENSG00000188822	Spleen	0.0887166040765818	0.710077429411246	0.1249393381650511	0.9638847221584156	0.5331412103746398	0.741	0.9297	0.8727	84.46244444444446	85.05394812680116	84.46244444444446
ENSG00000124875	Spleen	0.3091155721942207	0.8475832167956103	0.3647023278290822	0.9051091414192314	0.3482142857142857	0.592	0.9188	0.9207	81.01298245614034	80.15545454545455	80.15545454545455
ENSG00000134061	Spleen	0.150228693895204	0.792136261153803	0.1896500656040985	0.8689611314530173	0.5007564296520424	0.687	0.9562	0.9651	93.29880484114976	93.11411497730711	93.11411497730711
ENSG00000177455	Spleen	0.2004472442798125	0.6242749260446276	0.3210880910271945	0.8909162869754147	0.4752293577981651	0.242	0.5751	0.7323	62.21940647482014	60.48453382084095	60.48453382084095
ENSG00000163687	Spleen	0.1063108921356315	0.5886176027839555	0.1806111329882392	0.7071273678447456	0.6	0.813	0.9896	0.9871	91.84216393442622	91.48925806451612	91.48925806451612
ENSG00000155868		0.0125977766906935	0.5492759202849198	0.022935242972528	0.3401533415593213	0.7381974248927039	0.969	0.9901	0.9892	79.23729613733906	79.285321888412	79.23729613733906
ENSG00000166938		0.0424178208775135	0.7219545398888918	0.058754143832992	0.1433070772553643	0.6353276353276354	0.897	0.9756	0.9509	84.03135673624288	85.00083570750238	84.03135673624288
ENSG00000185359		0.0583681408541901	0.755649622623811	0.0772423344188552	0.145285835509581	0.6138996138996139	0.327	0.4953	0.8033	66.1257915057915	65.48532903225806	65.48532903225806
ENSG00000164056		0.0735990201662087	0.8868038430719558	0.0829935737662752	0.3764720379101949	0.5591054313099042	0.419	0.6382	0.8775	62.09548589341693	62.42936102236421	62.09548589341693
ENSG00000162076		0.0897809730494759	0.6513260330223898	0.1378433664517592	0.1780724729144526	0.5739130434782609	0.486	0.6294	0.8433	66.77507142857144	66.43021582733813	66.43021582733813
ENSG00000180917		0.1112634876687402	1.0940975191823377	0.1016943057798831	0.266437008905635	0.5084745762711864	0.786	0.9883	0.9354	85.86445454545455	85.94414602346806	85.86445454545455
ENSG00000090776		0.0205184842054718	0.4298775623394677	0.0477309959929211	0.287069633960901	0.7333333333333333	0.691	0.7965	0.8941	70.66170520231213	70.24634782608695	70.24634782608695
ENSG00000149483		0.1759855318467707	0.5411749016997978	0.3251915994145529	0.2934237214223829	0.6073619631901841	0.919	1.004	0.9984	86.57814814814814	87.97382716049381	86.57814814814814
ENSG00000273749		0.0040953403617113	0.6475497972975577	0.0063243635914991	0.194990287139664	0.7110933758978452	0.983	0.9767	0.9411	89.87548284118117	90.97062250598563	89.87548284118117
ENSG00000105792		0.0861700112407853	0.6087138000946668	0.1415607979109135	0.4606165647377977	0.6110520722635494	0.777	0.9486	0.9497	85.06180658873538	84.43970276008493	84.43970276008493
ENSG00000187735		0.0629945485396979	0.4242990112146441	0.1484673470234185	0.1347623102913981	0.7275747508305648	0.622	0.7497	0.8125	80.07033222591362	79.57916943521596	79.57916943521596
ENSG00000162702		0.0232877699405419	0.2313690539741807	0.1006520515191314	0.2812377756403988	0.82847533632287	0.188	0.4323	0.7145	46.536078212290505	46.134613661814114	46.134613661814114
ENSG00000154589		0.311514621835929	0.7761723557115012	0.4013472259655137	0.4684752708249094	0.379746835443038	0.6	0.9645	0.9216	87.6670625	86.7436875	86.7436875
ENSG00000132485		0.2297210801457409	0.7790838699798696	0.294860526571647	0.1811537062494369	0.5825545171339563	0.406	0.5121	0.7685	56.60193939393939	56.83933333333333	56.60193939393939
ENSG00000035403		0.0050144834821435	0.4210006688262053	0.0119108682086526	0.310956768616778	0.763668430335097	0.922	0.9978	0.9853	86.58665784832452	89.56599437148218	86.58665784832452
ENSG00000109084		0.1083197627756997	0.6341029061013786	0.1708236340402165	0.4781855504288078	0.5965909090909091	0.802	0.9721	0.9541	90.17107954545455	90.57642045454544	90.17107954545455
ENSG00000198231		0.0184258664808478	0.4765391818664656	0.0386660051932752	0.1211029406153022	0.7435344827586207	0.527	0.6926	0.9134	66.10503198294244	66.50797631862218	66.10503198294244
ENSG00000075624		0.0767502001051272	0.5495085144874354	0.1396706294473297	0.1573165599866635	0.6757493188010899	1.0	1.002	1.0	95.20421333333334	95.09146666666668	95.09146666666668
