Name	symbol	tau	max_tpm	top_organ	mean_tpm	n_organs_over_1tpm	enriched_in	group_enriched_in	dN	dS	omega	identity	n_codons	log_expr_mean	log_expr	log_codons	log_omega	Entry	is_catalytic	has_binding	n_act_site	has_act_site	n_species	mean_conservation	frac_invariant	n_residues	omega_resid
ENSG00000154175	ABI3BP	0.4373715748976365	65.0421	Artery	19.295624390624997	27			0.1284579681244437	0.4328076825364315	0.2968014970797815	0.5859277708592777	1606	1.307402416837424	1.8198208744622235	3.205745540942662	-0.5275339127870526	Q7Z7G0	False	False	0.0	False	493.0	0.8368833065032959	0.1702127659574468	1786.0	0.5915589689566683
ENSG00000055332	EIF2AK2	0.2258208325360532	21.0273	Uterus	11.224500937500004	32			0.292893950667394	0.7626701520504928	0.3840375159299572	0.428849902534113	513	1.087231138183061	1.3429612666939486	2.7101173651118162	-0.41562634811808635	P19525	True	True	1.0	True	499.0	0.6526861190795898	0.0834845735027223	551.0	0.5910369125392241
ENSG00000107611	CUBN	0.6334196587115501	12.33355	Kidney	2.5073155625	20			0.1864762845657714	0.7577251608965385	0.246100161627381	0.4767955801104972	3620	0.5449748422678775	1.124945793836291	3.558708570533166	-0.6088881010722619	O60494	False	True	0.0	False	496.0	0.8088335990905762	0.1595803423522915	3622.0	0.5902718583912608
ENSG00000249751	ECSCR	0.3412933058063628	127.612	Lung	39.90781950000001	31			0.3704567911214748	0.8019849884418682	0.4619248445550267	0.3911111111111111	225	1.6118063310174244	2.109281491843624	2.3521825181113627	-0.33542867866494286	Q19T08	False	False	0.0	False	487.0	0.7250473499298096	0.0829268292682926	205.0	0.5900396839129294
ENSG00000153802	TMPRSS11D	0.966205090578318	173.222	Vagina	7.339555484374999	2		Cervix,Vagina	0.2251304933332287	0.5645041045021192	0.3988110831041505	0.4724220623501199	417	0.9211429024569272	2.241102994961698	2.6201360549737576	-0.3992327809920464	O60235	True	False	3.0	True	488.0	0.7468060255050659	0.1626794258373205	418.0	0.5870188785961322
ENSG00000167103	PIP5KL1	0.4943258926848087	4.43537	Pituitary	1.7085722812499995	20			0.2813619627536352	0.6865156920570332	0.4098405411689566	0.4562841530054645	366	0.43274042970692456	0.7352291130016912	2.5634810853944106	-0.3873850836724716	Q5T9C9	False	False	0.0	False	486.0	0.8940838575363159	0.1878172588832487	394.0	0.5860148110785076
ENSG00000138778	CENPE	0.8370438184425358	6.49185	Testis	0.6090945703125	4	Testis		0.2067180326470763	0.7795480858283792	0.2651767561296869	0.4642276422764227	2460	0.2065815693680887	0.8745890734516739	3.3909351071033793	-0.5764645463570953	Q02224	False	True	0.0	False	514.0	0.79361891746521	0.068863383931877	2701.0	0.5846372319101197
ENSG00000090339	ICAM1	0.4967820463818325	244.772	Lung	26.685908843750006	31			0.3599716516113124	0.9589553276336908	0.3753789579537298	0.3156899810964083	529	1.442258784642136	2.390532403618965	2.7234556720351857	-0.42553007561639933	P05362	False	False	0.0	False	492.0	0.6218311786651611	0.0469924812030075	532.0	0.5841588822600305
ENSG00000173947	PIFO	0.6477026307039483	24.3378	Testis	3.68596471875	22			0.2265463603662556	0.4800967103345274	0.4718765104813986	0.5235602094240838	191	0.6707990144124865	1.403768903785851	2.2810333672477277	-0.3261716408435598		False			False	600.0	0.7431755661964417	0.0785340314136125	191.0	0.583157058046289
ENSG00000167434	CA4	0.5653481568355545	108.555	Cerebellum	16.510943250000004	30			0.322724430109427	0.7618071081343611	0.4236301114330211	0.3934426229508196	305	1.2433095405572747	2.0396322031916276	2.484299839346786	-0.3730131780158497	P22748	True	True	1.0	True	486.0	0.7039251923561096	0.1378205128205128	312.0	0.5824250310917318
ENSG00000172724	CCL19	0.4892534985194988	30.8465	Breast	9.091245015625002	25			0.399998963895896	0.7383149408568408	0.5417728150424302	0.4077669902912621	103	1.0039447509801798	1.5030617093806016	2.012837224705172	-0.26618279068945955	Q99731	False	False	0.0	False	520.0	0.7849239706993103	0.0576923076923076	104.0	0.5823075778686861
ENSG00000008226	DLEC1	0.7402906008943997	40.3499	Testis	3.8238422500000007	18			0.2086256509614375	0.734549353655009	0.2840185617526544	0.4679746105020196	1733	0.683393097002178	1.6164744635983428	3.238798562713917	-0.5466532761384255	Q9Y238	False	False	0.0	False	513.0	0.7699204683303833	0.0878378378378378	1776.0	0.5799374414724221
ENSG00000198870	STKLD1	0.8344994140526923	23.0305	Testis	1.429451140625	9	Testis		0.2578286543271184	0.7248384821314043	0.3557049752228486	0.4115805946791862	639	0.3855081692684119	1.3807628072159623	2.8055008581584002	-0.4489100603224613	Q8NE28	False	True	0.0	False	490.0	0.6788496971130371	0.0544117647058823	680.0	0.5793902470244338
ENSG00000110274	CEP164	0.353733237236257	60.8297	Testis	17.05010578125	32			0.1902488482263573	0.6420779220668676	0.2963018065065073	0.4975404075895994	1423	1.256479751398383	1.7911971392910369	3.153204900084284	-0.5282657006852679	Q9UPV0	False	False	0.0	False	487.0	0.7514060139656067	0.0472926662097326	1459.0	0.5789087215531147
ENSG00000235568	NFAM1	0.7798369105010591	96.3251	Blood	5.912542796875001	22			0.400463476372187	0.9230809389782276	0.4338335453177769	0.2889733840304182	263	0.8396378331213072	1.988224858621136	2.419955748489758	-0.3626768700646847	Q8NET5	False	False	0.0	False	488.0	0.6451267600059509	0.0518518518518518	270.0	0.5781653533685993
ENSG00000176208	ATAD5	0.4845407378571094	4.3263	Testis	1.6051549531249996	22			0.1718727802027711	0.6149798623262606	0.2794770865384674	0.5168044077134987	1815	0.4158335599909209	0.7264256241148082	3.258876629372131	-0.5536537927787293	Q96QE3	False	True	0.0	False	489.0	0.8012238144874573	0.1066956995100707	1837.0	0.5774914871766554
ENSG00000182896	TMEM95	0.9931825391410996	25.4676	Testis	0.8186208203125	1	Testis		0.3138902728985422	0.6805906125552428	0.4612027658154983	0.3919597989949748	199	0.25974215875999296	1.422714562608046	2.298853076409707	-0.3361080969219892	Q3KNT9	False	False	0.0	False	488.0	0.7300702333450317	0.1133004926108374	203.0	0.5772628724574115
ENSG00000090554	FLT3LG	0.2892301874326075	21.3786	Uterus	10.46255046875	32			0.3639425063876275	0.8121711545795247	0.4481106037015646	0.4099099099099099	222	1.059281260848318	1.3498329136805876	2.346352974450639	-0.34861477919655076	P49771	False	False	0.0	False	570.0	0.7535170316696167	0.0512820512820512	234.0	0.5755311941047572
ENSG00000196476	C20orf96	0.3520798397768127	75.106	Testis	21.01210625	32			0.3457526813418899	0.8593001008118653	0.4023654611645261	0.3456090651558073	353	1.3426616004355634	1.881418896772843	2.5477747053878224	-0.3953793059576865	Q9NUD7	False	False	0.0	False	490.0	0.6257039308547974	0.0110192837465564	363.0	0.5744577115419749
ENSG00000168894	RNF181	0.0818836035456215	102.394	Testis	72.6417078125	32			0.2753738872654643	0.581409100210687	0.4736318835836525	0.4792899408284023	169	1.8671238515992852	2.0144953371863874	2.2278867046136734	-0.3245590698020985	Q9P0P0	True	False	0.0	False	487.0	0.9277894496917723	0.2810457516339869	153.0	0.5727136979818617
ENSG00000165480	SKA3	0.8978842673549596	12.3588	Testis	0.7160570078124999	4	Testis		0.2240236898089054	0.5769645973497699	0.3882797849953641	0.4789081885856079	403	0.23453171111592283	1.1257674479011452	2.6053050461411096	-0.4108552195324959	Q8IX90	False	False	0.0	False	488.0	0.7573486566543579	0.0509708737864077	412.0	0.5720321343428596
ENSG00000100385	IL2RB	0.7539569677350355	49.5328	Spleen	4.2828006875	20			0.2776320075042849	0.7635745645888818	0.3635951488952039	0.3876404494382022	534	0.7228642256875446	1.703573362969262	2.727541257028556	-0.4393819197902753	P14784	False	False	0.0	False	487.0	0.6832902431488037	0.0907441016333938	551.0	0.5712338231139651
ENSG00000167775	CD320	0.2167330964391374	85.6967	Testis	36.88884843750001	32			0.3049298560968946	0.7187198159919848	0.424268051766497	0.4111111111111111	270	1.5785114058862544	1.9380025669218173	2.4313637641589874	-0.37235967024589706	Q9NPF0	False	True	0.0	False	486.0	0.6337957978248596	0.0711610486891385	267.0	0.571070377975373
ENSG00000004468	CD38	0.6788412009727763	26.2992	Spleen	3.06813825	24			0.2823784086460877	0.682183394564196	0.4139332779075949	0.42	300	0.6093957033932594	1.4361499202760581	2.4771212547196626	-0.3830696573618014	P28907	True	False	2.0	True	495.0	0.5845556855201721	0.07	300.0	0.5707401424080518
ENSG00000145192	AHSG	0.9854183512108444	1453.04	Liver	45.57084459375	2	Liver	Liver,Testis	0.2761124795978621	0.6948445529406895	0.3973730216770233	0.4106145251396648	358	1.668114114228178	3.1625763539372755	2.5538830266438746	-0.40080162120838403	P02765	False	False	0.0	False	487.0	0.6803818345069885	0.0824175824175824	364.0	0.5704210242232262
ENSG00000133710	SPINK5	0.8581399102939841	707.489	Vagina	39.4031849375	13		Cervix,Skin,Vagina	0.2195652959557252	0.6994314942289919	0.3139196587047597	0.4762845849802372	1012	1.6064156014042175	2.8503331117798285	3.0051805125037805	-0.5031814864673223	Q9NQ38	False	False	0.0	False	506.0	0.7789029479026794	0.1148897058823529	1088.0	0.570414687764224
ENSG00000148120	AOPEP	0.3064184248072419	35.7806	Uterus	14.128017281250004	31			0.1727403303098696	0.5275496059380467	0.3274390282269598	0.5588235294117647	816	1.1797820119466627	1.5656188095829653	2.9116901587538613	-0.4848695572593642	Q8N6M6	True	True	1.0	True	486.0	0.857721209526062	0.21001221001221	819.0	0.5675190150643252
ENSG00000186377	CYP4X1	0.5012947150464139	48.2901	Salivary_gland	10.615985843749998	30			0.1641470533792448	0.4511255284367491	0.3638611495741574	0.5424063116370809	507	1.0650560740873367	1.6927596992544227	2.705007959333336	-0.4390643127190498	Q8N118	True	True	0.0	False	519.0	0.7275888323783875	0.0275049115913556	509.0	0.5664399166650923
ENSG00000126545	CSN1S1	0.9597991641186884	2.152582	Adipose	0.126703984375	2			0.6243496249388378	1.359375715151154	0.4592914364881191	0.25	180	0.051809830119893305	0.4986663915764019	2.255272505103306	-0.33791165194899714	P47710	False	False	0.0	False	489.0	0.5470250844955444	0.0054054054054054	185.0	0.5655733840681723
ENSG00000170613	FAM71B	1.0	77.9128	Testis	2.434775	1	Testis		0.2552673167216442	0.7252226346956292	0.3519847623465008	0.4013840830449827	578	0.5358982932270446	1.8971474533805162	2.761927838420529	-0.4534761370107058		False			False	509.0	0.665966808795929	0.0232172470978441	603.0	0.5649399499919618
ENSG00000143106	PSMA5	0.1052209597241511	26.3857	Spleen	19.08874812500001	32			0.202190521468229	0.4805272327370423	0.4207680807528202	0.6412213740458015	262	1.302952873565344	1.437523846314721	2.4183012913197452	-0.37595721295768914	P28066	False	False	0.0	False	487.0	0.9995012283325196	0.8755186721991701	241.0	0.5645097089858917
ENSG00000159884	CCDC107	0.2677131952018565	190.907	Artery	57.0983921875	32			0.2616962356723501	0.6243887671424724	0.419123868723661	0.4264150943396226	265	1.764164113909118	2.283090816350521	2.423245873936808	-0.3776576057855741	Q8WV48	False	False	0.0	False	516.0	0.7227509617805481	0.0353356890459364	283.0	0.5639309585043784
ENSG00000081791	DELE1	0.1633353005543609	74.92255	Cerebellum	40.33485	32			0.3076979411622736	0.8363743003776659	0.3678950214315914	0.4072494669509595	469	1.616316365955795	1.880370786251833	2.6711728427150834	-0.4342760892534541	Q14154	False	False	0.0	False	486.0	0.8230851292610168	0.1126213592233009	515.0	0.5635528917765611
ENSG00000141255	SPATA22	0.9722537291569004	140.66	Testis	4.544724460937499	1	Testis		0.1563511121911857	0.4003516597069011	0.3905344424090835	0.5949720670391061	358	0.7438799692286131	2.151247237462371	2.5538830266438746	-0.40834065835880134	Q8NHS9	False	False	0.0	False	496.0	0.7995886206626892	0.0853994490358126	363.0	0.5628819870728088
ENSG00000153207	AHCTF1	0.2920226387787956	42.0562	Testis	15.66691765625	32			0.1655330611454392	0.6419069670910604	0.2578770283419542	0.513695554557701	2227	1.2218552897705746	1.6340356977620856	3.347720217034038	-0.588587343044953	Q8WYP5	False	False	0.0	False	495.0	0.7872151732444763	0.1316818774445893	2301.0	0.562711453969951
ENSG00000104804	TULP2	0.9350613503823656	66.3672	Testis	2.4088916484375003	3	Testis		0.3104962474738664	0.8652341093856044	0.3588580756419176	0.3618677042801556	514	0.5326131974056186	1.8284484970362178	2.710963118995276	-0.44507727607995906	O00295	False	False	0.0	False	502.0	0.626922070980072	0.0538461538461538	520.0	0.5617778376504547
ENSG00000187105	HEATR4	0.8284482265664507	11.5307	Testis	0.9356300625	4			0.2185753855939312	0.7029532422173503	0.3109387260302991	0.4525080042689434	937	0.28682235856805705	1.0979753325780173	2.971739590887778	-0.5073251851491954	Q86WZ0	False	False	0.0	False	486.0	0.7557327747344971	0.0711500974658869	1026.0	0.5586851609769071
ENSG00000166762	CATSPER2	0.6145559106935546	24.9252	Testis	3.8763225625	27			0.2323583250135902	0.6555857842619179	0.354428559300119	0.5095057034220533	526	0.6880924259210008	1.4137221154395296	2.7209857441537393	-0.45047129060349084	Q96P56	False	False	0.0	False	536.0	0.774366021156311	0.0545112781954887	532.0	0.5586573822258747
ENSG00000046651	OFD1	0.2764170097521808	23.9545	Ovary	11.0202565625	32			0.1883349309576808	0.6152722328769356	0.3061001633001548	0.5070281124497992	996	1.0799137374245311	1.3971488725625352	2.998259338423699	-0.5141364387125732	O75665	False	False	0.0	False	592.0	0.7301399111747742	0.014910536779324	1006.0	0.5578897178782444
ENSG00000173193	PARP14	0.342667537814144	67.0704	Spleen	19.835970781249998	32			0.2251510734422193	0.841681744729132	0.267501433709575	0.4327191513121161	1791	1.3188137397401762	1.8329583026434166	3.2530955858490316	-0.5726738859773752	Q460N5	True	True	0.0	False	523.0	0.7237278819084167	0.0605555555555555	1800.0	0.5571600066023894
ENSG00000129566	TEP1	0.2562337166313891	24.8935	Small_intestine	12.0581425	32			0.1445702695814812	0.5896049973645973	0.2451985146457002	0.5294117647058824	2618	1.1158814036332778	1.4131907575786138	3.417969642214737	-0.6104821649983614	Q99973	False	True	0.0	False	501.0	0.8090859651565552	0.0988172453262113	2621.0	0.5567521995241087
ENSG00000187889	FYB2	0.803841411009214	12.8826	Liver	1.43720303125	10			0.2549539184600855	0.7772003792770111	0.3280414231105443	0.4077669902912621	721	0.38689170960273916	1.142470810492652	2.857935264719429	-0.4840713127137452	Q5VWT5	False	False	0.0	False	495.0	0.6848662495613098	0.0329670329670329	728.0	0.5561233556663274
ENSG00000122861	PLAU	0.4733162776600332	107.63735	Kidney	19.724055921875	31			0.2091352471344846	0.5675775079603845	0.3684699344165727	0.5220417633410673	431	1.3164747555186236	2.03597916328387	2.6344772701607315	-0.43359794294651455	P00749	True	False	3.0	True	493.0	0.7987533807754517	0.2088167053364269	431.0	0.5559069162538274
ENSG00000086717	PPEF1	0.9273788776119476	20.6401	Testis	1.06784846875	2		Spinal_cord,Testis	0.169497174547377	0.5054985695152358	0.3353069321440847	0.5378670788253478	647	0.31551871063230646	1.3352592633360034	2.8109042806687006	-0.47455746786314834	O14829	True	True	1.0	True	489.0	0.7550997734069824	0.1531393568147013	653.0	0.554968566298782
ENSG00000120949	TNFRSF8	0.7062221587639721	6.02243	Adipose	1.1794387109374995	9			0.2721860864161854	0.7659302850617329	0.3553666589828703	0.3967611336032389	494	0.3383446605177755	0.8464874188219602	2.693726948923647	-0.4493233207597497	P28908	False	False	0.0	False	489.0	0.6704798340797424	0.0823529411764705	595.0	0.553621894049188
ENSG00000131203	IDO1	0.8262712040546879	15.1194	Lung	1.2994668593749998	6			0.2769830938780558	0.7452580466171815	0.3716606551721466	0.401985111662531	403	0.36162715476925167	1.2073488723612118	2.6053050461411096	-0.42985341185569476	P14902	True	True	0.0	False	500.0	0.7076692581176758	0.1464019851116625	403.0	0.5530339420196606
ENSG00000102901	CENPT	0.2429202157075173	138.17399999999998	Cerebellum	49.681596875	32			0.2488899680736886	0.7027865073387944	0.3541473341828197	0.4133064516129032	496	1.7048502901710536	2.143558109475709	2.6954816764901977	-0.4508160229720399	Q96BT3	False	False	0.0	False	489.0	0.7506218552589417	0.071301247771836	561.0	0.5525272389315496
ENSG00000126787	DLGAP5	0.8957910467374993	22.0343	Testis	1.184567984375	6	Testis		0.2707023478936474	0.8563657822495097	0.3161059835699693	0.3940520446096654	807	0.33936556462329226	1.3623750188132882	2.90687353472207	-0.5001672833226322	Q15398	False	False	0.0	False	512.0	0.7635048031806946	0.0425531914893617	846.0	0.5511286731224257
ENSG00000244045	TMEM199	0.1297513329562143	17.5007	Uterus	12.43990421875	32			0.2976531192156226	0.716816421411658	0.4152431645321982	0.4398340248962655	241	1.1283961736719308	1.2671881608563116	2.3820170425748683	-0.3816975078961491		False			False	492.0	0.9154050350189208	0.2692307692307692	208.0	0.5505385980108877
ENSG00000026103	FAS	0.4785868435733673	10.1614	Ovary	3.2948690781249987	25			0.3935340497983584	1.0163480624870846	0.3872040143760881	0.3466257668711656	326	0.6329499296307104	1.0477186725711731	2.513217600067939	-0.4120601487491146	P25445	False	False	0.0	False	488.0	0.6070939302444458	0.0725075528700906	331.0	0.5499378425482033
ENSG00000171811	CFAP46	0.8853772428219039	32.5917	Testis	1.7081178359375	7	Testis		0.225561150052465	0.9301295587364692	0.2425050875265998	0.4254230617866981	2541	0.43266755749613217	1.5262319830597963	3.4050046650503694	-0.6152791458800589	Q8IYW2	False	False	0.0	False	492.0	0.7116566896438599	0.0855635130041462	2653.0	0.5490142085443867
ENSG00000136436	CALCOCO2	0.1742653863357627	117.01	Nerve_tibial	58.24451875	32			0.4782313220708761	1.2364012105484048	0.3867929908114187	0.3271604938271605	324	1.7726481760028956	2.0719188103638064	2.510545010206612	-0.4125214044946833	Q13137	False	True	0.0	False	486.0	0.804526686668396	0.0744680851063829	470.0	0.5488703293699844
ENSG00000152292	SH2D6	0.8262647453146381	15.3635	Testis	1.484906109375	8			0.1862551372749131	0.493044916190875	0.3777650497116316	0.4929971988795518	357	0.3953099838336642	1.213876200809319	2.552668216112193	-0.4227782248671085	Q7Z4S9	False	False	0.0	False	494.0	0.7325548529624939	0.0304709141274238	361.0	0.5481688496941819
ENSG00000132972	RNF17	0.9971027738229824	35.2186	Testis	1.1108880468750002	1	Testis		0.1352271476546759	0.5048854540491146	0.2678372818431827	0.5829707893101305	1609	0.32446520066259765	1.5589316590088067	3.2065560440990297	-0.5721289711184976	Q9BXT8	False	False	0.0	False	494.0	0.8091385960578918	0.121996303142329	1623.0	0.5471477673291063
ENSG00000243364	EFNA4	0.4421896467347195	45.77945	Skin	10.617522406249998	31			0.2605249346287368	0.6056681488032674	0.4301446842524326	0.5279187817258884	197	1.0651135187580807	1.6700551113728943	2.294466226161593	-0.366385439761063	P52798	False	False	0.0	False	494.0	0.8048132658004761	0.1642512077294686	207.0	0.5459904047743322
ENSG00000167286	CD3D	0.6955833795964375	65.9333	Spleen	6.922697203125	22			0.283714135844675	0.6391004236679917	0.4439273161741207	0.4619883040935672	171	0.8988730579807491	1.825642237471153	2.2329961103921536	-0.352688130715366	P04234	False	False	0.0	False	496.0	0.7071235179901123	0.0760233918128654	171.0	0.5457436683417624
ENSG00000088827	SIGLEC1	0.5100094657080042	24.95445	Adipose	6.309760640625002	27			0.1696618977462401	0.6431355864958365	0.2638042448726144	0.4875886524822695	1692	0.8639031561428528	1.414211830190561	3.228400358703005	-0.5787182205033735	Q9BZZ2	False	True	0.0	False	486.0	0.7973950505256653	0.1246342890579286	1709.0	0.5455137406970537
ENSG00000160862	AZGP1	0.6800587664478733	3064.95	Salivary_gland	190.49959081249995	27			0.2518907929558515	0.6413494414087566	0.3927512471244391	0.4742268041237113	291	2.2821678503251994	3.4865650680326556	2.4638929889859074	-0.4058824272468631	P25311	False	False	0.0	False	502.0	0.661035418510437	0.0134228187919463	298.0	0.5449266373416553
ENSG00000185215	TNFAIP2	0.2766097347525653	209.902	Spleen	68.354180625	32			0.1602656622960729	0.4913477975543679	0.3261755992268175	0.5371517027863777	646	1.8410726451878912	2.3240806982072217	2.8102325179950842	-0.4865485310870241	Q03169	False	False	0.0	False	487.0	0.7785757184028625	0.0832049306625577	649.0	0.5428251186332265
ENSG00000204334	ERICH2	0.8197847118145452	353.361	Testis	13.1558325	27	Testis		0.3124307569425266	0.8639202414607846	0.3616430567875618	0.3645320197044335	406	1.1509354151723088	2.5494459185851976	2.6085260335771943	-0.44171986853947626	A1L162	False	False	0.0	False	486.0	0.7546741962432861	0.1282051282051282	156.0	0.5418981427412133
ENSG00000166523	CLEC4E	0.7847814261135287	108.401	Blood	6.873949671874998	21			0.1919397746835255	0.4585831763915839	0.4185495337919424	0.5446009389671361	213	0.8961926345719622	2.0390212917642954	2.3283796034387376	-0.3782531374807325	Q9ULY5	False	True	0.0	False	494.0	0.7362897992134094	0.0639269406392694	219.0	0.5418157082659805
ENSG00000197140	ADAM32	0.8609752954878899	57.5628	Testis	2.58659665625	11	Testis		0.2941691536879821	0.9320224937464214	0.3156245215772847	0.4024390243902439	738	0.5546825392591131	1.7676218330004487	2.8680563618230415	-0.5008292628390543	Q8TC27	False	False	0.0	False	539.0	0.6830684542655945	0.094147582697201	786.0	0.5416613022793955
ENSG00000235718	MFRP	0.7323786258961009	0.090496	Spinal_cord	0.0257521875	0			0.1839973648829799	0.5517933789160954	0.3334533756900302	0.5190311418685121	578	0.011042451808256765	0.03762407690131818	2.761927838420529	-0.4769648816757315	Q9BY79	False	False	0.0	False	486.0	0.8311299681663513	0.1191709844559585	579.0	0.5414512053269362
ENSG00000116830	TTF2	0.2592359380856545	6.14648	Vagina	3.713070296875	29			0.1769276044881645	0.6211737643890614	0.2848278768859095	0.5229276895943563	1134	0.673303917442052	0.8540921826403375	3.0546130545568877	-0.5454175073622809	Q9UNY4	True	True	0.0	False	488.0	0.7802250981330872	0.1755593803786574	1162.0	0.5393920769282323
ENSG00000117525	F3	0.3016730473085668	176.043	Ovary	60.986626593749975	31			0.345578264207255	0.8731097475353863	0.3958016333946026	0.3560606060606061	264	1.792298002030166	2.248078760117162	2.4216039268698313	-0.4025224178789935	P13726	False	False	0.0	False	491.0	0.7137129306793213	0.0745762711864406	295.0	0.5386936827464899
ENSG00000116353	MECR	0.1637219168565163	15.4406	Nerve_tibial	10.185565781249998	32			0.3047368574913578	0.8201228910010047	0.3715746272115511	0.4339080459770115	348	1.0486579561984435	1.2159176630783752	2.5415792439465807	-0.4299539492484381	Q9BV79	True	True	1.0	True	486.0	0.863070547580719	0.2493297587131367	373.0	0.5384776732065881
ENSG00000198851	CD3E	0.6480247614890796	134.047	Blood	14.229442875	28			0.2693253121455784	0.6320091858981818	0.4261414519835276	0.4761904761904761	189	1.182684016222529	2.1304849410009443	2.2764618041732443	-0.37044621869297323	P07766	False	False	0.0	False	493.0	0.6603927612304688	0.125	200.0	0.5378454546012764
ENSG00000155833	CYLC2	1.0	114.626	Testis	3.5820625	1	Testis		0.4236734347963796	1.1402534382360403	0.3715607606075697	0.3294460641399417	343	0.6610610087337799	2.0630555017912307	2.5352941200427703	-0.4299701567651067	Q14093	False	False	0.0	False	533.0	0.5592795610427856	0.0057471264367816	348.0	0.5370357313724505
ENSG00000177465	ACOT4	0.6274825077196746	3.06577	Liver	0.8188995	6			0.1549735818179101	0.4369727648423838	0.3546527250360995	0.5653206650831354	421	0.25980870357078656	0.6091428070230968	2.6242820958356683	-0.45019669882519425	Q8N9L9	True	False	3.0	True	502.0	0.8239060640335083	0.0451306413301662	421.0	0.5369954597617186
ENSG00000135549	PKIB	0.809339100954619	157.506	Cerebellum	7.600592601562501	16	Cerebellum		0.2525509245814137	0.5250268811663481	0.48102475061919	0.4770642201834862	109	0.9345283762112272	2.20004570641227	2.037426497940624	-0.31783257688855393	Q9C010	False	False	0.0	False	487.0	0.7822685837745667	0.0919540229885057	87.0	0.5362356881804544
ENSG00000138684	IL21	0.9927056017984908	0.37713	Testis	0.0140899375	0			0.2763277065757823	0.6162813791347186	0.4483791266965691	0.4729729729729729	148	0.006076473367996498	0.13897493925311438	2.1702617153949575	-0.3483546132302762	Q9HBE4	False	False	0.0	False	486.0	0.7806424498558044	0.0679012345679012	162.0	0.5358463478669311
ENSG00000133317	LGALS12	0.8824331267849829	46.0191	Adipose	2.7615169453125	7			0.343999299855522	0.8975713083348875	0.3832556774722287	0.4169491525423728	295	0.5753630226191534	1.6722743119693864	2.469822015978163	-0.41651140287516103	Q96DT0	False	False	0.0	False	492.0	0.8310635685920715	0.1483679525222551	337.0	0.5356426180549394
ENSG00000100721	TCL1A	0.943293497820084	38.2746	Spleen	1.8625565546875	4		Blood,Small_intestine,Spleen,Testis	0.3905000495341113	0.8061012299807934	0.4844305342933363	0.3714285714285714	105	0.45675407566098525	1.594111770575731	2.0211892990699383	-0.3147684905141819	P56279	False	False	0.0	False	518.0	0.5853630304336548	0.0178571428571428	112.0	0.5356164849325695
ENSG00000163530	DPPA2	0.9981314458849136	6.32913	Testis	0.201523578125	1	Testis		0.4659077639556969	1.210528699179871	0.3848795689613536	0.2837370242214533	289	0.07973229761108785	0.8650524250335183	2.4608978427565478	-0.4146751424851702	Q7Z7J5	False	False	0.0	False	501.0	0.628429651260376	0.0302013422818791	298.0	0.535454495121416
ENSG00000170703	TTLL6	0.8954972799240989	48.13	Testis	2.0906658828125	8	Testis		0.2111194483470151	0.694327106871524	0.3040633820250373	0.4822085889570552	815	0.4900520580901969	1.6913467641348219	2.9111576087399764	-0.5170358782511808	Q8N841	True	True	0.0	False	490.0	0.7538048028945923	0.1582491582491582	891.0	0.5352318890029213
ENSG00000224383	PRR29	0.6445290239524444	26.7837	Testis	4.360044671875	22			0.403126299107593	0.9913168799867392	0.4066573537141683	0.3513513513513513	222	0.7291684092203752	1.4437900809473945	2.346352974450639	-0.39077136980768307	P0C7W0	False	False	0.0	False	505.0	0.6133828163146973	0.0169491525423728	236.0	0.5333746034936249
ENSG00000228486	C2orf92	0.5416040389883336	10.8725	Testis	2.60764071875	29			0.4291340754270959	1.0621620307387043	0.404019408534727	0.2511013215859031	227	0.5572232800800774	1.074542178254056	2.3560258571931225	-0.3935977714808027	A0A1B0GVN3	False	False	0.0	False	531.0	0.5564066171646118	0.0	265.0	0.532742424414343
ENSG00000197816	CCDC180	0.6009200809408384	35.3886	Testis	4.845144125	29			0.2057667763867312	0.7958706196145927	0.2585429984667301	0.4639303482587065	1608	0.7667952241241236	1.560965347040736	3.2062860444124324	-0.5874672187444976	Q9P1Z9	False	False	0.0	False	550.0	0.7250934839248657	0.0543150271575135	1657.0	0.531748272252017
ENSG00000019169	MARCO	0.7163933651678227	137.458	Lung	9.805728625	22			0.2233473630820421	0.6693698100507615	0.3336681154847791	0.4571984435797665	514	1.0336540564712744	2.141318054017891	2.710963118995276	-0.4766852914890587	Q9UEW3	False	False	0.0	False	501.0	0.7024530172348022	0.1115384615384615	520.0	0.5301698222413551
ENSG00000171320	ESCO2	0.911591327711642	4.77231	Testis	0.337228171875	2			0.1622685595883098	0.4991632111942134	0.3250811677408949	0.5607638888888888	576	0.12620551745760694	0.7613496466893293	2.760422483423212	-0.4880081888647093	Q56NI9	True	False	0.0	False	490.0	0.7949707508087158	0.1414309484193011	601.0	0.5300664193839203
ENSG00000114487	MORC1	0.9908297725953412	16.4876	Testis	0.5436735312500001	1	Testis		0.1955996956837205	0.6734561949044688	0.2904416013449349	0.4920297555791711	941	0.18855545754870742	1.2427302109494347	2.973589623427257	-0.5369411774328432	Q86VD1	False	True	0.0	False	489.0	0.7814163565635681	0.1077235772357723	984.0	0.5294888350228875
ENSG00000165392	WRN	0.3298638083120811	16.0122	Uterus	6.762816187500001	31			0.1739303860619963	0.6577862537017892	0.264417787819641	0.5050215208034433	1394	0.8900193028065235	1.2307604797547655	3.144262773761991	-0.5777093324993039	Q14191	True	True	0.0	False	488.0	0.7784714102745056	0.1572327044025157	1431.0	0.5274366338861867
