id,round,puzzle,method,sn,sn_filter,reads,rnet_f1,rnet_f1_cp,oks_exp_published,oks_exp_recomputed,oks_insilico,gc,exp,hit
W04_82U_8pad8_libraryready_0pad16_libraryready,1,W04,M2,10.535,1,288.0,0.8,0.578947368421053,92.1130952380952,91.33184523809524,76.26488095238096,0.6309523809523809,92.1130952380952,True
W04_83C_8pad8_libraryready_0pad16_libraryready,1,W04,M2,21.795,1,4386.0,0.819672131147541,0.615384615384615,95.2380952380952,93.67559523809524,82.51488095238096,0.6309523809523809,95.2380952380952,True
W04_84U_8pad8_libraryready_0pad16_libraryready,1,W04,M2,20.719,1,2251.0,0.838709677419355,0.65,95.4613095238095,94.68005952380952,77.23214285714286,0.6309523809523809,95.4613095238095,True
3T4B3T4B_HCV_IRES_9_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,11.205,1,31658.0,0.838709677419355,0.65,95.4613095238095,93.89880952380952,76.26488095238096,0.6309523809523809,95.4613095238095,True
3T4B3T4B_HCV_IRES_8_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,28.88,1,29165.0,0.838709677419355,0.65,94.2708333333333,92.70833333333333,76.26488095238096,0.6309523809523809,94.2708333333333,True
3T4B3T4B_HCV_IRES_7_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,19.176,1,7998.0,0.838709677419355,0.65,93.3035714285714,92.52232142857143,76.26488095238096,0.6309523809523809,93.3035714285714,True
3T4B3T4B_HCV_IRES_6_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,45.778,1,24542.0,0.838709677419355,0.65,93.3035714285714,92.52232142857143,76.26488095238096,0.6309523809523809,93.3035714285714,True
3T4B3T4B_HCV_IRES_5_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,27.153,1,38852.0,0.838709677419355,0.65,93.3035714285714,92.52232142857143,76.26488095238096,0.6309523809523809,93.3035714285714,True
3T4B3T4B_HCV_IRES_4_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,20.04,1,3596.0,0.838709677419355,0.65,93.3035714285714,92.52232142857143,76.26488095238096,0.6309523809523809,93.3035714285714,True
3T4B3T4B_HCV_IRES_3_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,13.925,1,11936.0,0.838709677419355,0.65,94.2708333333333,92.70833333333333,76.26488095238096,0.6309523809523809,94.2708333333333,True
3T4B3T4B_HCV_IRES_2_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,18.213,1,91264.0,0.838709677419355,0.65,96.4285714285714,94.86607142857143,76.26488095238096,0.6309523809523809,96.4285714285714,True
3T4B3T4B_HCV_IRES_1_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,27.655,1,30984.0,0.838709677419355,0.65,94.8660714285714,94.08482142857143,76.26488095238096,0.6309523809523809,94.8660714285714,True
3T4B3T4B_HCV_IRES_0_8pad8_libraryready_0pad16_libraryready,1,W04,Starting sequence,18.242,1,15738.0,0.838709677419355,0.65,92.7083333333333,91.14583333333333,76.26488095238096,0.6309523809523809,92.7083333333333,True
W05_13218493_5pad5_libraryready,1,W05,Eterna,18.077,1,3396.0,0.914285714285714,0.896551724137931,92.9390681003584,92.93906810035841,90.46594982078852,0.6444444444444445,92.9390681003584,True
W05_13218496_5pad5_libraryready,1,W05,Eterna,11.33,1,260.0,0.972222222222222,0.966666666666667,90.2150537634409,90.21505376344086,90.7168458781362,0.6444444444444445,90.2150537634409,True
W05_13218498_5pad5_libraryready,1,W05,Eterna,39.584,1,16118.0,0.972222222222222,0.966666666666667,94.3010752688172,94.30107526881721,89.15770609318997,0.6222222222222222,94.3010752688172,True
W05_13218501_5pad5_libraryready,1,W05,Eterna,11.025,1,209.0,0.72,0.9,82.2401433691756,81.4336917562724,80.87813620071685,0.6222222222222222,82.2401433691756,False
W05_13218505_5pad5_libraryready,1,W05,Eterna,19.258,1,3336.0,0.742857142857143,0.733333333333333,92.9390681003584,92.93906810035841,85.07168458781362,0.6444444444444445,92.9390681003584,True
W05_13218509_5pad5_libraryready,1,W05,Eterna,13.585,1,47734.0,0.771428571428571,0.724137931034483,90.0179211469534,90.0179211469534,89.6594982078853,0.6444444444444445,90.0179211469534,True
W05_13218511_5pad5_libraryready,1,W05,Eterna,23.115,1,9191.0,0.788732394366197,0.766666666666667,84.2114695340502,84.21146953405017,84.76702508960574,0.6444444444444445,84.2114695340502,False
W05_13218513_5pad5_libraryready,1,W05,Eterna,44.208,1,24991.0,0.788732394366197,0.766666666666667,95.1075268817204,95.10752688172043,84.71326164874552,0.6444444444444445,95.1075268817204,True
W05_13218517_5pad5_libraryready,1,W05,Eterna,16.504,1,7813.0,0.753623188405797,0.724137931034483,93.494623655914,93.49462365591398,89.91039426523298,0.6444444444444445,93.494623655914,True
W05_13218519_5pad5_libraryready,1,W05,Eterna,8.154,1,144.0,0.788732394366197,0.766666666666667,84.2114695340502,84.21146953405017,86.4336917562724,0.6444444444444445,84.2114695340502,False
W05_13218521_5pad5_libraryready,1,W05,Eterna,10.253,1,1384.0,0.716417910447761,0.678571428571428,92.078853046595,92.07885304659499,83.9605734767025,0.6444444444444445,92.078853046595,True
W05_13218523_5pad5_libraryready,1,W05,Eterna,30.472,1,7540.0,0.805555555555555,0.766666666666667,89.7132616487455,89.71326164874552,87.24014336917563,0.6444444444444445,89.7132616487455,False
W05_13218525_5pad5_libraryready,1,W05,Eterna,36.358,1,8547.0,0.805555555555555,0.766666666666667,81.2903225806452,81.29032258064515,82.84946236559139,0.6444444444444445,81.2903225806452,False
W05_13218530_5pad5_libraryready,1,W05,Eterna,17.13,1,3138.0,0.957746478873239,0.966666666666667,95.6093189964158,95.60931899641577,91.32616487455198,0.6444444444444445,95.6093189964158,True
W05_13218534_5pad5_libraryready,1,W05,Eterna,6.838,1,135.0,0.805555555555555,0.766666666666667,78.8172043010753,78.81720430107526,83.45878136200717,0.6444444444444445,78.8172043010753,False
W05_13218536_5pad5_libraryready,1,W05,Eterna,13.365,1,727.0,0.788732394366197,0.766666666666667,94.8028673835125,94.80286738351255,89.10394265232975,0.6444444444444445,94.8028673835125,True
W05_13218545_5pad5_libraryready,1,W05,Eterna,26.431,1,14855.0,0.957746478873239,0.966666666666667,95.9139784946237,95.91397849462366,87.24014336917563,0.6444444444444445,95.9139784946237,True
W05_13218557_5pad5_libraryready,1,W05,Eterna,11.725,1,490.0,0.972222222222222,0.966666666666667,94.5519713261649,94.55197132616487,91.02150537634408,0.6444444444444445,94.5519713261649,True
W05_13218563_5pad5_libraryready,1,W05,Eterna,5.713,1,10776.0,0.957746478873239,0.966666666666667,93.494623655914,93.49462365591398,84.76702508960574,0.6333333333333333,93.494623655914,True
W05_13218565_5pad5_libraryready,1,W05,Eterna,7.761,1,217.0,0.788732394366197,0.766666666666667,92.6344086021505,92.63440860215053,87.24014336917563,0.6444444444444445,92.6344086021505,True
W05_13218567_5pad5_libraryready,1,W05,Eterna,13.214,1,774.0,0.957746478873239,0.966666666666667,95.663082437276,95.66308243727599,88.04659498207886,0.6444444444444445,95.663082437276,True
W05_13218569_5pad5_libraryready,1,W05,Eterna,33.94,1,10315.0,0.942857142857143,0.949152542372881,95.9139784946237,95.91397849462366,84.76702508960574,0.6444444444444445,95.9139784946237,True
W05_13218571_5pad5_libraryready,1,W05,Eterna,14.745,1,9568.0,0.898550724637681,0.896551724137931,95.9139784946237,95.91397849462366,86.37992831541219,0.6333333333333333,95.9139784946237,True
W05_13218573_5pad5_libraryready,1,W05,Eterna,10.135,1,561.0,0.957746478873239,0.966666666666667,87.5448028673835,87.54480286738351,86.68458781362008,0.6444444444444445,87.5448028673835,False
W05_13218575_5pad5_libraryready,1,W05,Eterna,19.854,1,6120.0,0.957746478873239,0.966666666666667,95.3584229390681,95.3584229390681,86.37992831541219,0.6444444444444445,95.3584229390681,True
W05_13218577_5pad5_libraryready,1,W05,Eterna,16.315,1,4902.0,0.914285714285714,0.915254237288136,95.3584229390681,95.3584229390681,87.43727598566308,0.6333333333333333,95.3584229390681,True
W05_13218579_5pad5_libraryready,1,W05,Eterna,10.078,1,35971.0,0.957746478873239,0.966666666666667,92.9390681003584,92.93906810035841,86.68458781362008,0.6555555555555556,92.9390681003584,True
W05_13218581_5pad5_libraryready,1,W05,Eterna,8.313,1,22831.0,0.929577464788732,0.933333333333333,93.9964157706093,93.99641577060932,88.04659498207886,0.6555555555555556,93.9964157706093,True
W05_13218583_5pad5_libraryready,1,W05,Eterna,35.263,1,20484.0,0.927536231884058,0.931034482758621,94.5519713261649,94.55197132616487,89.10394265232975,0.6444444444444445,94.5519713261649,True
W05_13218585_5pad5_libraryready,1,W05,Eterna,13.998,1,1322.0,0.901408450704225,0.9,91.5770609318996,91.57706093189964,83.15412186379928,0.6555555555555556,91.5770609318996,True
W05_13218587_5pad5_libraryready,1,W05,Eterna,23.118,1,26607.0,0.942857142857143,0.949152542372881,93.4408602150538,93.44086021505376,87.1863799283154,0.6555555555555556,93.4408602150538,True
W05_13218589_5pad5_libraryready,1,W05,Eterna,13.613,1,724.0,0.898550724637681,0.896551724137931,91.2724014336918,91.27240143369175,83.9068100358423,0.6444444444444445,91.2724014336918,True
W05_13218591_5pad5_libraryready,1,W05,Eterna,26.682,1,3677.0,0.898550724637681,0.896551724137931,94.8566308243728,94.85663082437276,86.12903225806451,0.6444444444444445,94.8566308243728,True
W05_13218593_5pad5_libraryready,1,W05,Eterna,9.844,1,352.0,0.914285714285714,0.915254237288136,96.4695340501792,96.46953405017922,87.24014336917563,0.6444444444444445,96.4695340501792,True
W05_13218595_5pad5_libraryready,1,W05,Eterna,12.95,1,1283.0,0.685714285714286,0.644067796610169,90.7706093189964,90.7706093189964,90.16129032258064,0.6333333333333333,90.7706093189964,True
W05_13218600_5pad5_libraryready,1,W05,Eterna,22.318,1,7018.0,0.957746478873239,0.966666666666667,95.9139784946237,95.91397849462366,86.12903225806451,0.6444444444444445,95.9139784946237,True
W05_13218602_5pad5_libraryready,1,W05,Eterna,11.344,1,52486.0,0.942857142857143,0.949152542372881,92.078853046595,92.07885304659499,90.7168458781362,0.6444444444444445,92.078853046595,True
W05_13218604_5pad5_libraryready,1,W05,Eterna,23.5,1,29474.0,0.901408450704225,0.9,95.663082437276,95.66308243727599,88.79928315412187,0.6333333333333333,95.663082437276,True
W05_13218606_5pad5_libraryready,1,W05,Eterna,39.583,1,12093.0,0.901408450704225,0.857142857142857,91.8817204301075,91.88172043010752,80.12544802867384,0.6444444444444445,91.8817204301075,True
W05_13218608_5pad5_libraryready,1,W05,Eterna,22.181,1,4133.0,0.957746478873239,0.966666666666667,93.4408602150538,93.44086021505376,87.74193548387098,0.6444444444444445,93.4408602150538,True
W05_13218610_5pad5_libraryready,1,W05,Eterna,7.107,1,180.0,0.914285714285714,0.896551724137931,91.5232974910394,91.52329749103943,89.35483870967741,0.6333333333333333,91.5232974910394,True
W05_13218612_5pad5_libraryready,1,W05,Eterna,6.217,1,165.0,0.927536231884058,0.949152542372881,86.0752688172043,86.0752688172043,82.54480286738351,0.6555555555555556,86.0752688172043,False
W05_13218614_5pad5_libraryready,1,W05,Eterna,24.469,1,5958.0,0.972222222222222,0.966666666666667,94.8028673835125,94.80286738351255,87.74193548387098,0.6555555555555556,94.8028673835125,True
W05_13218616_5pad5_libraryready,1,W05,Eterna,20.632,1,6779.0,0.914285714285714,0.896551724137931,96.1648745519713,96.16487455197134,91.7741935483871,0.6444444444444445,96.1648745519713,True
W05_13218618_5pad5_libraryready,1,W05,Eterna,16.684,1,4648.0,0.944444444444445,0.950819672131148,89.7132616487455,89.71326164874552,85.87813620071685,0.6555555555555556,89.7132616487455,False
W05_13218620_5pad5_libraryready,1,W05,Eterna,8.501,1,426.0,0.957746478873239,0.949152542372881,90.2150537634409,90.21505376344086,90.96774193548387,0.6555555555555556,90.2150537634409,True
W05_13218622_5pad5_libraryready,1,W05,Eterna,24.587,1,27395.0,0.914285714285714,0.896551724137931,91.5770609318996,91.57706093189964,89.05017921146953,0.6444444444444445,91.5770609318996,True
W05_13218624_5pad5_libraryready,1,W05,Eterna,27.291,1,4814.0,0.895522388059701,0.892857142857143,84.2652329749104,84.26523297491039,84.51612903225806,0.6444444444444445,84.2652329749104,False
W05_13218628_5pad5_libraryready,1,W05,Eterna,26.144,1,24006.0,0.735294117647059,0.701754385964912,83.7096774193548,83.70967741935485,82.04301075268818,0.6666666666666666,83.7096774193548,False
W05_13218630_5pad5_libraryready,1,W05,Eterna,37.765,1,18486.0,0.957746478873239,0.949152542372881,95.1075268817204,95.10752688172043,86.98924731182795,0.6666666666666666,95.1075268817204,True
W05_13218653_5pad5_libraryready,1,W05,Eterna,11.242,1,210.0,0.986666666666667,0.984126984126984,96.4695340501792,96.46953405017922,83.65591397849462,0.4222222222222222,96.4695340501792,True
W05_13218662_5pad5_libraryready,1,W05,Eterna,21.79,1,1082.0,0.914285714285714,0.896551724137931,95.9139784946237,95.91397849462366,84.21146953405017,0.43333333333333335,95.9139784946237,True
W05_13218664_5pad5_libraryready,1,W05,Eterna,50.407,1,10966.0,0.986666666666667,0.984126984126984,92.6344086021505,92.63440860215053,86.37992831541219,0.4222222222222222,92.6344086021505,True
W05_13218666_5pad5_libraryready,1,W05,Eterna,24.384,1,872.0,0.986666666666667,0.984126984126984,92.3835125448029,92.38351254480287,85.26881720430109,0.43333333333333335,92.3835125448029,True
W05_13218669_5pad5_libraryready,1,W05,Eterna,29.641,1,3101.0,0.972972972972973,0.967741935483871,91.8279569892473,91.8279569892473,85.32258064516128,0.43333333333333335,91.8279569892473,True
W05_13218672_5pad5_libraryready,1,W05,Eterna,29.718,1,4488.0,0.972972972972973,0.967741935483871,91.8279569892473,91.8279569892473,86.37992831541219,0.43333333333333335,91.8279569892473,True
W05_13218674_5pad5_libraryready,1,W05,Eterna,48.589,1,8641.0,0.972972972972973,0.967741935483871,91.2724014336918,91.27240143369175,87.74193548387098,0.43333333333333335,91.2724014336918,True
W05_13218676_5pad5_libraryready,1,W05,Eterna,21.223,1,889.0,0.972972972972973,0.967741935483871,92.6344086021505,92.63440860215053,91.52329749103943,0.43333333333333335,92.6344086021505,True
W05_13218679_5pad5_libraryready,1,W05,Eterna,8.665,1,75.0,0.972972972972973,0.967741935483871,87.741935483871,87.74193548387098,92.32974910394265,0.43333333333333335,87.741935483871,False
W05_13218681_5pad5_libraryready,1,W05,Eterna,16.644,1,1675.0,0.695652173913043,0.842105263157895,91.2724014336918,91.27240143369175,94.55197132616487,0.6555555555555556,91.2724014336918,True
W05_13218799_5pad5_libraryready,1,W05,Eterna,31.328,1,11985.0,0.776119402985075,0.75,90.7706093189964,90.7706093189964,87.4910394265233,0.6444444444444445,90.7706093189964,True
W05_13218803_5pad5_libraryready,1,W05,Eterna,16.85,1,3450.0,0.805970149253731,0.785714285714286,91.0752688172043,91.0752688172043,87.99283154121864,0.6333333333333333,91.0752688172043,True
W05_13218810_5pad5_libraryready,1,W05,Eterna,11.742,1,1004.0,0.929577464788732,0.915254237288136,89.4086021505376,89.40860215053763,89.6594982078853,0.6666666666666666,89.4086021505376,False
W05_13218824_5pad5_libraryready,1,W05,Eterna,30.156,1,2497.0,0.957746478873239,0.949152542372881,89.7132616487455,89.71326164874552,92.43727598566308,0.6555555555555556,89.7132616487455,False
W05_13218835_5pad5_libraryready,1,W05,Eterna,29.901,1,1870.0,0.972972972972973,0.967741935483871,92.6344086021505,92.63440860215053,90.96774193548387,0.43333333333333335,92.6344086021505,True
W05_13218848_5pad5_libraryready,1,W05,Eterna,30.239,1,1257.0,0.958904109589041,0.950819672131148,92.3835125448029,92.38351254480287,88.54838709677419,0.43333333333333335,92.3835125448029,True
W05_13218854_5pad5_libraryready,1,W05,Eterna,24.215,1,1409.0,0.945945945945946,0.935483870967742,94.8028673835125,94.80286738351255,86.12903225806451,0.45555555555555555,94.8028673835125,True
W05_13218856_5pad5_libraryready,1,W05,Eterna,28.866,1,1991.0,0.945945945945946,0.935483870967742,95.0537634408602,95.05376344086022,82.65232974910394,0.45555555555555555,95.0537634408602,True
W05_13218858_5pad5_libraryready,1,W05,Eterna,24.819,1,4483.0,0.986666666666667,0.984126984126984,97.5268817204301,97.52688172043011,80.68100358422939,0.43333333333333335,97.5268817204301,True
W05_13218864_5pad5_libraryready,1,W05,Eterna,17.207,1,333.0,1.0,1.0,94.8566308243728,94.05017921146953,78.62007168458781,0.4444444444444444,94.8566308243728,True
W05_13218866_5pad5_libraryready,1,W05,Eterna,22.309,1,2121.0,0.914285714285714,0.896551724137931,94.8028673835125,94.80286738351255,89.6594982078853,0.6444444444444445,94.8028673835125,True
W05_13218868_5pad5_libraryready,1,W05,Eterna,17.801,1,691.0,1.0,1.0,94.8028673835125,94.80286738351255,82.70609318996415,0.4666666666666667,94.8028673835125,True
W05_13218870_5pad5_libraryready,1,W05,Eterna,20.096,1,2819.0,1.0,1.0,93.9964157706093,93.99641577060932,85.07168458781362,0.4666666666666667,93.9964157706093,True
W05_13218872_5pad5_libraryready,1,W05,Eterna,30.904,1,2147.0,1.0,1.0,95.6093189964158,95.60931899641577,86.68458781362008,0.45555555555555555,95.6093189964158,True
W05_13218876_5pad5_libraryready,1,W05,Eterna,30.624,1,6940.0,1.0,1.0,92.3835125448029,92.38351254480287,81.34408602150538,0.4666666666666667,92.3835125448029,True
W05_13218878_5pad5_libraryready,1,W05,Eterna,13.668,1,6576.0,0.986301369863014,0.983606557377049,94.247311827957,94.24731182795699,84.31899641577061,0.4888888888888889,94.247311827957,True
W05_13218880_5pad5_libraryready,1,W05,Eterna,36.076,1,22401.0,1.0,1.0,93.9964157706093,93.99641577060932,85.93189964157706,0.4666666666666667,93.9964157706093,True
W05_13218882_5pad5_libraryready,1,W05,Eterna,7.527,1,10447.0,0.986301369863014,0.983606557377049,92.6344086021505,92.63440860215053,84.6236559139785,0.4888888888888889,92.6344086021505,True
W05_13218884_5pad5_libraryready,1,W05,Eterna,15.93,1,2941.0,0.986301369863014,0.983606557377049,93.1899641577061,93.1899641577061,82.95698924731182,0.5,93.1899641577061,True
W05_13218886_5pad5_libraryready,1,W05,Eterna,13.457,1,314.0,0.986301369863014,0.983606557377049,93.4408602150538,93.44086021505376,82.70609318996415,0.5,93.4408602150538,True
W05_13218888_5pad5_libraryready,1,W05,Eterna,27.765,1,3907.0,0.972972972972973,0.967741935483871,93.7455197132616,93.74551971326164,77.75985663082437,0.6444444444444445,93.7455197132616,True
W05_13218890_5pad5_libraryready,1,W05,Eterna,25.128,1,1206.0,1.0,1.0,96.1648745519713,96.16487455197134,88.54838709677419,0.45555555555555555,96.1648745519713,True
W05_13218893_5pad5_libraryready,1,W05,Eterna,8.781,1,21757.0,0.986301369863014,0.983606557377049,91.2724014336918,91.27240143369175,85.43010752688173,0.5111111111111111,91.2724014336918,True
W05_13218901_5pad5_libraryready,1,W05,Eterna,18.048,1,6649.0,0.805555555555555,0.950819672131148,79.7670250896057,79.76702508960574,77.65232974910394,0.4666666666666667,79.7670250896057,False
W05_13218903_5pad5_libraryready,1,W05,Eterna,14.272,1,944.0,0.821917808219178,0.967741935483871,77.9032258064516,77.90322580645162,79.31899641577061,0.4666666666666667,77.9032258064516,False
W05_13218905_5pad5_libraryready,1,W05,Eterna,25.931,1,14691.0,0.810810810810811,0.967741935483871,79.2114695340502,79.21146953405018,78.45878136200717,0.4666666666666667,79.2114695340502,False
W05_13218909_5pad5_libraryready,1,W05,Eterna,9.078,1,125.0,0.878787878787879,0.872727272727273,73.5663082437276,73.5663082437276,77.70609318996415,0.5222222222222223,73.5663082437276,False
W05_13218911_5pad5_libraryready,1,W05,Eterna,10.567,1,22853.0,0.84375,0.872727272727273,81.7921146953405,81.7921146953405,81.23655913978496,0.5111111111111111,81.7921146953405,False
W05_13218917_5pad5_libraryready,1,W05,Eterna,15.678,1,778.0,0.84375,0.872727272727273,80.3763440860215,80.3763440860215,80.98566308243727,0.5111111111111111,80.3763440860215,False
W05_13218962_5pad5_libraryready,1,W05,Eterna,17.118,1,45326.0,0.878787878787879,0.0,81.2903225806452,81.29032258064515,72.75985663082437,0.6444444444444445,81.2903225806452,False
W05_13218964_5pad5_libraryready,1,W05,Eterna,9.381,1,623.0,1.0,1.0,97.5268817204301,97.52688172043011,93.79928315412187,0.45555555555555555,97.5268817204301,True
W05_13218966_5pad5_libraryready,1,W05,Eterna,19.2,1,3235.0,0.865671641791045,0.0,80.3763440860215,80.3763440860215,85.87813620071685,0.7222222222222222,80.3763440860215,False
W05_13219012_5pad5_libraryready,1,W05,Eterna,27.081,1,2778.0,1.0,1.0,92.1326164874552,92.1326164874552,86.4336917562724,0.4666666666666667,92.1326164874552,True
W05_13219014_5pad5_libraryready,1,W05,Eterna,15.132,1,1609.0,1.0,1.0,93.9964157706093,93.99641577060932,86.4336917562724,0.45555555555555555,93.9964157706093,True
W05_13219016_5pad5_libraryready,1,W05,Eterna,26.293,1,2917.0,0.861111111111111,1.0,80.2150537634409,80.21505376344086,86.27240143369175,0.4666666666666667,80.2150537634409,False
W05_13219021_5pad5_libraryready,1,W05,Eterna,38.145,1,3127.0,0.861111111111111,1.0,79.910394265233,79.91039426523298,87.63440860215054,0.4666666666666667,79.910394265233,False
W05_13219027_5pad5_libraryready,1,W05,Eterna,50.377,1,6423.0,0.837837837837838,1.0,79.4623655913979,79.46236559139786,77.90322580645162,0.4666666666666667,79.4623655913979,False
W05_13219029_5pad5_libraryready,1,W05,Eterna,37.301,1,5429.0,0.837837837837838,1.0,78.9068100358423,78.9068100358423,77.90322580645162,0.45555555555555555,78.9068100358423,False
W05_13219031_5pad5_libraryready,1,W05,Eterna,29.087,1,1060.0,0.821917808219178,0.983606557377049,78.6021505376344,78.6021505376344,77.59856630824373,0.4666666666666667,78.6021505376344,False
W05_13219033_5pad5_libraryready,1,W05,Eterna,26.147,1,372.0,0.794520547945206,0.950819672131148,83.7992831541219,83.79928315412187,79.26523297491039,0.5,83.7992831541219,False
W05_13219035_5pad5_libraryready,1,W05,Eterna,27.525,1,2334.0,0.810810810810811,0.967741935483871,82.4372759856631,82.43727598566309,81.68458781362008,0.4888888888888889,82.4372759856631,False
W05_13219108_5pad5_libraryready,1,W05,Eterna,59.008,1,17729.0,1.0,1.0,95.6093189964158,95.60931899641577,88.04659498207886,0.45555555555555555,95.6093189964158,True
W05_13219111_5pad5_libraryready,1,W05,Eterna,8.284,1,124.0,0.986301369863014,1.0,90.7706093189964,90.7706093189964,84.01433691756273,0.4666666666666667,90.7706093189964,True
W05_13219113_5pad5_libraryready,1,W05,Eterna,18.993,1,406.0,1.0,1.0,96.1648745519713,96.16487455197134,88.29749103942652,0.45555555555555555,96.1648745519713,True
W05_13219115_5pad5_libraryready,1,W05,Eterna,32.197,1,591.0,1.0,1.0,96.1648745519713,96.16487455197134,88.54838709677419,0.4444444444444444,96.1648745519713,True
W05_13219117_5pad5_libraryready,1,W05,Eterna,42.797,1,1191.0,1.0,1.0,93.7455197132616,93.74551971326164,89.10394265232975,0.4777777777777778,93.7455197132616,True
W05_13219119_5pad5_libraryready,1,W05,Eterna,30.704,1,1410.0,1.0,1.0,92.6344086021505,92.63440860215053,85.87813620071685,0.4777777777777778,92.6344086021505,True
W05_13219122_5pad5_libraryready,1,W05,Eterna,139.852,1,39827.0,1.0,1.0,92.078853046595,92.07885304659499,84.26523297491039,0.4888888888888889,92.078853046595,True
W05_13219124_5pad5_libraryready,1,W05,Eterna,48.912,1,6152.0,1.0,1.0,91.2724014336918,91.27240143369175,86.73835125448028,0.4888888888888889,91.2724014336918,True
W05_13219126_5pad5_libraryready,1,W05,Eterna,86.281,1,9407.0,1.0,1.0,90.7168458781362,90.7168458781362,79.12186379928315,0.5,90.7168458781362,True
W05_13219128_5pad5_libraryready,1,W05,Eterna,24.477,1,558.0,1.0,1.0,91.8279569892473,91.8279569892473,77.75985663082437,0.5,91.8279569892473,True
W05_13219130_5pad5_libraryready,1,W05,Eterna,11.869,1,107.0,0.986301369863014,0.983606557377049,90.4659498207885,90.46594982078852,87.24014336917563,0.4888888888888889,90.4659498207885,True
W05_13219133_5pad5_libraryready,1,W05,Eterna,47.562,1,5758.0,0.944444444444445,0.933333333333333,91.2724014336918,91.27240143369175,83.9605734767025,0.4888888888888889,91.2724014336918,True
W05_13219135_5pad5_libraryready,1,W05,Eterna,62.299,1,8071.0,0.944444444444445,0.933333333333333,92.078853046595,92.07885304659499,87.4910394265233,0.4777777777777778,92.078853046595,True
W05_13219137_5pad5_libraryready,1,W05,Eterna,170.987,1,58246.0,1.0,1.0,92.078853046595,92.07885304659499,90.51971326164875,0.4888888888888889,92.078853046595,True
W05_13219297_5pad5_libraryready,1,W05,Eterna,41.426,1,23772.0,0.837837837837838,1.0,83.2974910394265,83.29749103942652,77.65232974910394,0.4444444444444444,83.2974910394265,False
W05_13219324_5pad5_libraryready,1,W05,Eterna,25.395,1,597.0,0.861111111111111,1.0,86.5770609318996,86.57706093189964,82.7956989247312,0.4666666666666667,86.5770609318996,False
W05_13219327_5pad5_libraryready,1,W05,Eterna,34.891,1,4303.0,0.828571428571429,0.966666666666667,79.8207885304659,79.82078853046595,86.63082437275986,0.45555555555555555,79.8207885304659,False
W05_13219330_5pad5_libraryready,1,W05,Eterna,22.238,1,774.0,0.776119402985075,0.912280701754386,82.4910394265233,82.4910394265233,82.59856630824373,0.5,82.4910394265233,False
W05_13219334_5pad5_libraryready,1,W05,Eterna,20.973,1,854.0,0.566666666666667,0.68,61.8637992831541,61.86379928315412,71.3978494623656,0.4888888888888889,61.8637992831541,False
W05_13219356_5pad5_libraryready,1,W05,Eterna,24.652,1,11184.0,0.704225352112676,0.644067796610169,91.0215053763441,91.02150537634408,87.24014336917563,0.6444444444444445,91.0215053763441,True
W05_13219421_5pad5_libraryready,1,W05,Eterna,14.43,1,12786.0,0.957746478873239,0.949152542372881,93.9964157706093,93.99641577060932,91.27240143369175,0.6666666666666666,93.9964157706093,True
W05_13219424_5pad5_libraryready,1,W05,Eterna,14.738,1,2320.0,0.957746478873239,0.949152542372881,89.6594982078853,89.6594982078853,89.6594982078853,0.6222222222222222,89.6594982078853,False
W05_13219480_5pad5_libraryready,1,W05,Eterna,21.342,1,21875.0,0.656716417910448,0.607142857142857,90.2150537634409,90.21505376344086,87.99283154121864,0.6444444444444445,90.2150537634409,True
W05_13219485_5pad5_libraryready,1,W05,Eterna,27.273,1,12688.0,0.742857142857143,0.827586206896552,88.3512544802867,88.35125448028674,82.59856630824373,0.6555555555555556,88.3512544802867,False
W05_13219534_5pad5_libraryready,1,W05,Eterna,17.107,1,5305.0,0.957746478873239,0.966666666666667,92.6344086021505,92.63440860215053,88.85304659498209,0.6222222222222222,92.6344086021505,True
W05_13219538_5pad5_libraryready,1,W05,Eterna,6.492,1,71.0,0.825396825396825,0.851851851851852,86.0752688172043,86.0752688172043,82.40143369175627,0.6111111111111112,86.0752688172043,False
W05_13219547_5pad5_libraryready,1,W05,Eterna,12.976,1,3810.0,0.957746478873239,0.966666666666667,94.0501792114695,94.05017921146953,85.62724014336918,0.6333333333333333,94.0501792114695,True
W05_13219549_5pad5_libraryready,1,W05,Eterna,14.508,1,2654.0,0.8125,0.222222222222222,86.236559139785,86.23655913978496,79.06810035842294,0.6666666666666666,86.236559139785,False
W05_13219554_5pad5_libraryready,1,W05,Eterna,23.702,1,2941.0,0.655737704918033,0.210526315789474,90.2150537634409,90.21505376344086,82.15053763440861,0.6333333333333333,90.2150537634409,True
W05_13219566_5pad5_libraryready,1,W05,Eterna,16.419,1,634.0,0.942857142857143,0.949152542372881,94.5519713261649,94.55197132616487,85.3763440860215,0.5888888888888889,94.5519713261649,True
