chembl_id,pref_name,max_phase,molecule_type,first_approval,withdrawn_flag,smiles,std_smiles,scaffold,mw
CHEMBL1201232,ISOPROPAMIDE,4.0,Small molecule,1957.0,False,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,c1ccc(Cc2ccccc2)cc1,353.5300000000001
CHEMBL582,ISOPROPYL ALCOHOL,4.0,Small molecule,2000.0,False,CC(C)O,CC(C)O,CC(C)O,60.096000000000004
CHEMBL434,ISOPROTERENOL,4.0,Small molecule,1956.0,False,CC(C)NCC(O)c1ccc(O)c(O)c1,CC(C)NCC(O)c1ccc(O)c(O)c1,c1ccccc1,211.261
CHEMBL1200660,ISOSORBIDE,4.0,Small molecule,1974.0,False,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,OC1COC2C(O)COC12,C1CC2OCCC2O1,146.142
CHEMBL6622,ISOSORBIDE DINITRATE,4.0,Small molecule,1986.0,False,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,C1CC2OCCC2O1,236.13599999999997
CHEMBL1311,ISOSORBIDE MONONITRATE,4.0,Small molecule,1991.0,False,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,O=[N+]([O-])OC1COC2C(O)COC12,C1CC2OCCC2O1,191.13899999999998
CHEMBL1200859,ISOSULFAN BLUE,4.0,Small molecule,1981.0,False,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1.[Na+],CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)[O-])cc1,[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,544.6950000000002
CHEMBL1201275,ISOSULFAN BLUE INNER SALT,4.0,Small molecule,1981.0,False,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)O)cc1,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)O)cc1,[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,544.6950000000002
CHEMBL53292,ISOXICAM,4.0,Small molecule,,True,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,O=C(Nc1ccon1)C1=Cc2ccccc2S(=O)(=O)N1,335.3410000000001
CHEMBL1648,ISRADIPINE,4.0,Small molecule,1990.0,False,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,C1=CC(c2cccc3nonc23)C=CN1,371.3930000000001
CHEMBL431770,ISTRADEFYLLINE,4.0,Small molecule,,False,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,O=c1[nH]c(=O)c2[nH]c(C=Cc3ccccc3)nc2[nH]1,384.4360000000002
CHEMBL471737,IVABRADINE,4.0,Small molecule,2005.0,False,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,O=C1Cc2ccccc2CCN1CCCNCC1Cc2ccccc21,468.59400000000034
CHEMBL2010601,IVACAFTOR,4.0,Small molecule,2012.0,False,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,O=C(Nc1ccccc1)c1c[nH]c2ccccc2c1=O,392.49900000000014
CHEMBL3989958,IVOSIDENIB,4.0,Small molecule,2018.0,False,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,O=C(NC1CCC1)C(c1ccccc1)N(C(=O)C1CCC(=O)N1c1ccccn1)c1cccnc1,582.9700000000001
CHEMBL1201752,IXABEPILONE,4.0,Small molecule,2007.0,False,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,O=C1CCCCCCC2OC2CC(C=Cc2cscn2)NC(=O)CCC1,506.7090000000003
CHEMBL3545432,IXAZOMIB CITRATE,4.0,Small molecule,2015.0,False,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,O=C(CNC(=O)c1ccccc1)NCB1OCC(=O)O1,517.1270000000003
CHEMBL1384,KANAMYCIN,4.0,Small molecule,1973.0,False,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,484.50300000000016
CHEMBL51,KETANSERIN,4.0,Small molecule,,False,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,O=C(c1ccccc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,395.43400000000014
CHEMBL2104356,KETAZOLAM,4.0,Small molecule,,False,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,O=C1CN2C(=O)C=COC2(c2ccccc2)c2ccccc2N1,368.8200000000001
CHEMBL157101,KETOCONAZOLE,4.0,Small molecule,1981.0,True,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,531.4399999999999
CHEMBL469,KETOROLAC,4.0,Small molecule,1989.0,True,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,O=C(c1ccccc1)c1ccc2n1CCC2,255.27299999999997
CHEMBL534,KETOTIFEN,4.0,Small molecule,1999.0,False,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,309.4340000000001
CHEMBL1233877,KRYPTON,4.0,Small molecule,1982.0,False,[Kr],[Kr],[Kr],83.8
CHEMBL1201096,KRYPTON KR 81M,4.0,Small molecule,1982.0,False,[81Kr],[81Kr],[81Kr],80.916592
CHEMBL58323,LACOSAMIDE,4.0,Small molecule,2008.0,False,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,COCC(NC(C)=O)C(=O)NCc1ccccc1,c1ccccc1,250.298
CHEMBL1661,LACTITOL,4.0,Small molecule,2020.0,False,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,C1CCOCC1,344.3130000000001
CHEMBL296306,LACTULOSE,4.0,Small molecule,1976.0,False,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,C1CCC(OC2CCOC2)OC1,342.29699999999997
CHEMBL141,LAMIVUDINE,4.0,Small molecule,1995.0,False,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,Nc1ccn(C2CSC(CO)O2)c(=O)n1,O=c1ncccn1C1CSCO1,229.261
CHEMBL741,LAMOTRIGINE,4.0,Small molecule,1994.0,False,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,c1ccc(-c2cncnn2)cc1,256.09599999999995
CHEMBL1742466,LANDIOLOL,4.0,Small molecule,2024.0,False,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,CC1(C)OCC(COC(=O)CCc2ccc(OCC(O)CNCCNC(=O)N3CCOCC3)cc2)O1,O=C(CCc1ccc(OCCCNCCNC(=O)N2CCOCC2)cc1)OCC1COCO1,509.60000000000036
CHEMBL467058,LANINAMIVIR OCTANOATE,4.0,Small molecule,2010.0,False,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CCCCCCCC(=O)OCC(O)C(OC)C1OC(C(=O)O)=CC(NC(=N)N)C1NC(C)=O,C1=COCCC1,472.53900000000016
CHEMBL554,LAPATINIB,4.0,Small molecule,2007.0,False,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,581.0690000000002
CHEMBL1201786,LAPYRIUM,4.0,Small molecule,1982.0,False,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,c1cc[nH+]cc1,363.52200000000005
CHEMBL426559,LAROPIPRANT,4.0,Small molecule,,True,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)C(CC(=O)O)CC3,c1ccc(Cn2c3c(c4ccccc42)CCC3)cc1,435.90400000000017
CHEMBL3889654,LAROTRECTINIB,4.0,Small molecule,2018.0,False,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CCC(O)C1,O=C(Nc1cnn2ccc(N3CCCC3c3ccccc3)nc12)N1CCCC1,428.44300000000015
CHEMBL3039520,LASMIDITAN,4.0,Small molecule,2020.0,False,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,O=C(Nc1cccc(C(=O)C2CCNCC2)n1)c1ccccc1,377.3660000000001
CHEMBL328190,LASOFOXIFENE,4.0,Small molecule,2009.0,False,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,Oc1ccc2c(c1)CCC(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,c1ccc(C2CCc3ccccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,413.5610000000004
CHEMBL1051,LATANOPROST,4.0,Small molecule,1996.0,False,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,c1ccc(CCCCCC2CCCC2)cc1,432.60100000000017
CHEMBL2364612,LATANOPROSTENE BUNOD,4.0,Small molecule,2017.0,False,O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-],O=C(CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)OCCCCO[N+](=O)[O-],c1ccc(CCCCCC2CCCC2)cc1,507.6240000000003
CHEMBL4558324,LAZERTINIB,4.0,Small molecule,2024.0,False,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,c1ccc(-c2ccn(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)n2)cc1,554.6550000000002
CHEMBL3291398,LEFAMULIN,4.0,Small molecule,2019.0,False,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,C=CC1(C)CC(OC(=O)CSC2CCC(N)CC2O)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,O=C(CSC1CCCCC1)OC1CCCCC23CCCC1C2C(=O)CC3,507.7370000000003
CHEMBL960,LEFLUNOMIDE,4.0,Small molecule,1998.0,False,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,O=C(Nc1ccccc1)c1cnoc1,270.21
CHEMBL3545367,LEMBOREXANT,4.0,Small molecule,2020.0,False,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,Cc1ncc(OCC2(c3cccc(F)c3)CC2C(=O)Nc2ccc(F)cn2)c(C)n1,O=C(Nc1ccccn1)C1CC1(COc1cncnc1)c1ccccc1,410.4240000000001
CHEMBL848,LENALIDOMIDE,4.0,Small molecule,2005.0,False,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,259.265
CHEMBL3643413,LENIOLISIB,4.0,Small molecule,2023.0,False,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,CCC(=O)N1CCC(Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,c1cncc(N2CCc3ncnc(NC4CCNC4)c3C2)c1,450.4650000000002
CHEMBL1289601,LENVATINIB,4.0,Small molecule,2015.0,False,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)NC1CC1,426.8600000000003
CHEMBL2105720,LESINURAD,4.0,Small molecule,2015.0,False,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,c1ccc2c(-n3cnnc3)ccc(C3CC3)c2c1,404.28900000000016
CHEMBL1241951,LETERMOVIR,4.0,Small molecule,2017.0,False,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,c1ccc(N2CCN(C3=Nc4ccccc4CN3c3ccccc3)CC2)cc1,572.559
CHEMBL1444,LETROZOLE,4.0,Small molecule,1997.0,False,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,c1ccc(C(c2ccccc2)n2cncn2)cc1,285.31
CHEMBL1679,LEUCOVORIN,4.0,Small molecule,1952.0,False,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2,473.4460000000002
CHEMBL56021,LEVACETYLLEUCINE,4.0,Small molecule,2024.0,False,CC(=O)N[C@@H](CC(C)C)C(=O)O,CC(=O)NC(CC(C)C)C(=O)O,CC(=O)NC(CC(C)C)C(=O)O,173.21199999999996
CHEMBL1254682,LEVALLORPHAN,4.0,Small molecule,1982.0,False,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,c1ccc2c(c1)CC1NCCC23CCCCC13,283.415
CHEMBL1454,LEVAMISOLE,4.0,Small molecule,1990.0,True,c1ccc([C@H]2CN3CCSC3=N2)cc1,c1ccc(C2CN3CCSC3=N2)cc1,c1ccc(C2CN3CCSC3=N2)cc1,204.298
CHEMBL1286,LEVETIRACETAM,4.0,Small molecule,1999.0,False,CC[C@@H](C(N)=O)N1CCCC1=O,CCC(C(N)=O)N1CCCC1=O,O=C1CCCN1,170.212
CHEMBL1201237,LEVOBUNOLOL,4.0,Small molecule,1985.0,False,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,O=C1CCCc2ccccc21,291.391
CHEMBL1615438,LEVOCABASTINE,4.0,Small molecule,1993.0,False,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1,c1ccc(C2CCC(N3CCC(c4ccccc4)CC3)CC2)cc1,420.5280000000002
CHEMBL1149,LEVOCARNITINE,4.0,Small molecule,1985.0,False,C[N+](C)(C)C[C@H](O)CC(=O)[O-],C[N+](C)(C)CC(O)CC(=O)[O-],C[N+](C)(C)CC(O)CC(=O)[O-],161.20099999999996
CHEMBL1009,LEVODOPA,4.0,Small molecule,1970.0,False,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,NC(Cc1ccc(O)c(O)c1)C(=O)O,c1ccccc1,197.18999999999997
CHEMBL5315124,LEVOFLOXACIN,4.0,Small molecule,1996.0,False,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,361.37300000000005
CHEMBL1615371,LEVOMEFOLATE CALCIUM,4.0,Small molecule,2010.0,False,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2],CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2,459.46300000000025
CHEMBL1764,LEVOMEPROMAZINE,4.0,Small molecule,1982.0,False,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,c1ccc2c(c1)Nc1ccccc1S2,328.481
CHEMBL1514,LEVOMETHADYL ACETATE,4.0,Small molecule,1993.0,True,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,c1ccc(Cc2ccccc2)cc1,353.50600000000003
CHEMBL99946,LEVOMILNACIPRAN,4.0,Small molecule,2013.0,False,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,c1ccc(C2CC2)cc1,246.35399999999998
CHEMBL677,LEVONORDEFRIN,4.0,Small molecule,1960.0,False,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,CC(N)C(O)c1ccc(O)c(O)c1,c1ccccc1,183.207
CHEMBL1389,LEVONORGESTREL,4.0,Small molecule,1982.0,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,312.4530000000001
CHEMBL1738990,LEVOPROPOXYPHENE,4.0,Small molecule,1962.0,False,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,c1ccc(CCc2ccccc2)cc1,339.47900000000016
CHEMBL592,LEVORPHANOL,4.0,Small molecule,1991.0,False,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,c1ccc2c(c1)CC1NCCC23CCCCC13,257.377
CHEMBL79,LIDOCAINE,4.0,Small molecule,1948.0,False,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCN(CC)CC(=O)Nc1c(C)cccc1C,c1ccccc1,234.343
CHEMBL2048028,LIFITEGRAST,4.0,Small molecule,2016.0,False,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,CS(=O)(=O)c1cccc(CC(NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,O=C(NCCc1ccccc1)c1ccc2c(c1)CCN(C(=O)c1ccc3ccoc3c1)C2,615.4910000000003
CHEMBL237500,LINAGLIPTIN,4.0,Small molecule,2011.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,O=c1[nH]c2nc(N3CCCCC3)[nH]c2c(=O)n1Cc1ncc2ccccc2n1,472.5530000000002
CHEMBL1447,LINCOMYCIN,4.0,Small molecule,1964.0,False,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,O=C(NCC1CCCCO1)C1CCCN1,406.54500000000013
CHEMBL15891,LINDANE,4.0,Small molecule,1974.0,True,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,C1CCCCC1,290.832
CHEMBL126,LINEZOLID,4.0,Small molecule,2000.0,False,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,O=C1OCCN1c1ccc(N2CCOCC2)cc1,337.35100000000006
CHEMBL3668014,LINZAGOLIX,4.0,Small molecule,2022.0,False,COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F,COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F,O=c1[nH]c2cscc2c(=O)n1-c1cccc(OCc2ccccc2)c1,508.4300000000003
CHEMBL1201222,LISDEXAMFETAMINE,4.0,Small molecule,2007.0,False,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,c1ccccc1,263.38499999999993
CHEMBL419213,LISINOPRIL,4.0,Small molecule,1987.0,False,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,O=C(CNCCCc1ccccc1)N1CCCC1,405.49500000000023
CHEMBL1201266,LODOXAMIDE,4.0,Small molecule,1993.0,False,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,c1ccccc1,311.63700000000006
CHEMBL87708,LOFEPRAMINE,4.0,Small molecule,,False,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,O=C(CNCCCN1c2ccccc2CCc2ccccc21)c1ccccc1,418.9680000000002
CHEMBL17860,LOFEXIDINE,4.0,Small molecule,2018.0,False,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,c1ccc(OCC2=NCCN2)cc1,259.13599999999997
CHEMBL561,LOMEFLOXACIN,4.0,Small molecule,1992.0,False,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,351.353
CHEMBL514,LOMUSTINE,4.0,Small molecule,1976.0,False,O=NN(CCCl)C(=O)NC1CCCCC1,O=NN(CCCl)C(=O)NC1CCCCC1,C1CCCCC1,233.69899999999996
CHEMBL298734,LONAFARNIB,4.0,Small molecule,2020.0,False,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,O=C(CC1CCNCC1)N1CCC(C2c3ccccc3CCc3cccnc32)CC1,638.8319999999999
CHEMBL841,LOPERAMIDE,4.0,Small molecule,1976.0,False,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,477.0480000000002
