chembl_id,BRD4,CTSK,EZH2,HDAC1,HDAC6,HSP90AA1,IDO1,KDM1A,NAMPT,PARP1,PDE4B,PDE5A,PRMT5,PTP1B,PTPN11,SIRT1
CHEMBL1742404,borderline,borderline,borderline,high,high,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,high,borderline,borderline
CHEMBL1742407,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1742408,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL1742409,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742410,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,high,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742411,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742412,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL1742413,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742415,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain
CHEMBL1742416,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL1742417,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL1742418,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL1742419,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline
CHEMBL1742420,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,high,borderline,borderline
CHEMBL1742421,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain
CHEMBL1742423,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL1742425,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline
CHEMBL1742426,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742428,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline
CHEMBL1742429,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline
CHEMBL1742431,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742432,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742433,borderline,borderline,out_of_domain,high,borderline,high,borderline,borderline,borderline,high,borderline,borderline,borderline,out_of_domain,borderline,borderline
CHEMBL1742434,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1742435,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742436,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742437,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1742439,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,high,out_of_domain,borderline,borderline,borderline,borderline,borderline
CHEMBL1742440,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL1742441,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1742442,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742443,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742444,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742445,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1742446,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742448,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742449,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL1742450,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline
CHEMBL1742452,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1742453,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742454,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742455,borderline,borderline,out_of_domain,high,high,out_of_domain,borderline,borderline,borderline,borderline,high,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742456,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742457,high,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742458,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742460,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1742461,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain
CHEMBL1742463,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742464,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742465,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1742466,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742467,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,high,high,borderline,borderline,borderline,out_of_domain
CHEMBL1742468,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1742470,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742471,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1742472,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL1742475,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1742477,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline
CHEMBL1742479,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,borderline
CHEMBL1742480,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1742483,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1743,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain
CHEMBL1743259,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,high,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain
CHEMBL1743260,high,out_of_domain,out_of_domain,high,high,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1743261,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1743323,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1744042,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1747,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL174984,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain
CHEMBL175,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline
CHEMBL1750,out_of_domain,borderline,borderline,out_of_domain,borderline,high,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline
CHEMBL1752,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL175247,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1753,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1754,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL1755,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL1756,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,high,high,out_of_domain
CHEMBL175691,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1757,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL176,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1760,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1761322,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1762,borderline,borderline,out_of_domain,high,borderline,out_of_domain,high,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline
CHEMBL1762621,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,high,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1763,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1764,borderline,out_of_domain,out_of_domain,high,high,borderline,borderline,high,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,borderline
CHEMBL1765291,out_of_domain,out_of_domain,out_of_domain,borderline,high,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline
CHEMBL1765292,borderline,borderline,out_of_domain,borderline,high,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,high
CHEMBL1765293,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,borderline,borderline,borderline
CHEMBL1765294,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL1765508,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline
CHEMBL1766,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1766570,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline
CHEMBL176687,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL17669,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,high,out_of_domain,out_of_domain
CHEMBL1767164,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL177,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1770248,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1770916,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1771,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain
CHEMBL177281,borderline,borderline,out_of_domain,high,high,borderline,borderline,borderline,borderline,high,borderline,borderline,borderline,borderline,borderline,high
CHEMBL1773,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain
CHEMBL1773683,borderline,borderline,out_of_domain,borderline,high,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,high,borderline,borderline
CHEMBL1773903,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1773943,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1774080,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1774461,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1779046,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain
CHEMBL1779325,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline
CHEMBL1779710,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL178,out_of_domain,out_of_domain,out_of_domain,high,high,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1780010,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1783256,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL1783282,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL1783734,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL178459,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL17860,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL178654,borderline,out_of_domain,out_of_domain,high,high,out_of_domain,borderline,borderline,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline
CHEMBL178803,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain
CHEMBL1788384,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain
CHEMBL1788385,high,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,high,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,out_of_domain
CHEMBL1788386,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1788387,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1788390,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain
CHEMBL1788393,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline
CHEMBL1788396,out_of_domain,borderline,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1788400,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline
CHEMBL1788401,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline,borderline
CHEMBL1788402,borderline,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,high,borderline,borderline,borderline,borderline,out_of_domain,borderline,high,high,borderline
CHEMBL1788403,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1789329,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1789941,borderline,out_of_domain,out_of_domain,high,high,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,borderline,borderline,out_of_domain,out_of_domain,out_of_domain
CHEMBL1790041,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1794791,out_of_domain,out_of_domain,out_of_domain,borderline,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,high,out_of_domain,out_of_domain
CHEMBL17962,borderline,borderline,out_of_domain,borderline,out_of_domain,out_of_domain,borderline,borderline,borderline,out_of_domain,out_of_domain,borderline,out_of_domain,borderline,out_of_domain,out_of_domain
CHEMBL1796997,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1796998,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1796999,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL1797127,borderline,borderline,out_of_domain,high,high,borderline,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,borderline
CHEMBL17976,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain,out_of_domain
CHEMBL18,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,borderline,borderline,borderline,borderline,out_of_domain,high,borderline,borderline
