chembl_id,pref_name,max_phase,pains_alert,n_targets_high_ad,best_target,best_pred_pAffinity,second_best_pred,selectivity_gap_log,n_targets_top_decile,frequent_hitter,BRD4,CTSK,EZH2,HDAC1,HDAC6,HSP90AA1,IDO1,KDM1A,NAMPT,PARP1,PDE4B,PDE5A,PRMT5,PTP1B,PTPN11,SIRT1
CHEMBL367149,DOCONEXENT,3.0,,2,PTP1B,5.415,5.114,0.301,0,False,4.821,5.43,5.949,5.114,4.611,5.629,5.858,4.984,6.406,5.209,6.22,5.388,4.784,5.415,4.708,4.737
CHEMBL1112,ARIPIPRAZOLE,4.0,,1,KDM1A,5.415,,,2,False,5.507,7.107,6.311,5.65,6.337,5.831,6.011,5.415,6.564,6.211,5.994,6.472,5.632,4.962,5.109,5.034
CHEMBL3989529,ETHANOLAMINE OLEATE,4.0,,2,PTP1B,5.415,4.736,0.679,0,False,4.407,5.246,6.024,4.736,4.588,5.938,5.494,4.916,6.705,4.617,5.978,5.626,5.643,5.415,5.041,4.931
CHEMBL6273,FLEROXACIN,2.0,,1,BRD4,5.414,,,1,False,5.414,6.104,6.015,5.802,5.911,5.587,5.598,5.269,5.976,6.491,5.567,5.101,5.163,6.046,4.571,4.934
CHEMBL276520,INDALPINE,4.0,,3,SIRT1,5.413,5.041,0.372,2,False,4.754,5.041,6.005,4.945,6.222,5.266,4.983,6.192,4.652,6.241,5.827,5.083,5.141,5.102,4.443,5.413
CHEMBL162036,BENORILATE,4.0,,2,HSP90AA1,5.411,5.192,0.219,0,False,5.192,5.858,5.913,5.446,6.207,5.411,5.384,5.326,5.707,5.465,5.689,4.808,5.308,4.655,4.752,4.822
CHEMBL4297478,VAMOTINIB,2.0,,1,HDAC6,5.411,,,3,False,6.58,5.959,6.326,5.665,5.411,5.839,5.839,6.186,6.777,6.257,5.873,6.198,5.699,5.424,5.109,5.013
CHEMBL592435,DERENOFYLLINE,2.0,,1,PDE5A,5.411,,,0,False,5.831,6.483,5.874,5.974,5.988,5.814,5.2,5.947,5.556,6.725,5.802,5.411,6.001,4.918,4.652,4.928
CHEMBL712,ANISINDIONE,4.0,keto_keto_beta_A(68),3,IDO1,5.41,5.253,0.157,0,False,5.199,4.998,6.04,4.757,5.758,5.684,5.41,5.253,5.036,5.851,5.432,4.875,5.059,4.662,4.7,4.893
CHEMBL576127,FENSPIRIDE,4.0,,1,HDAC6,5.41,,,0,False,4.191,6.538,6.028,4.909,5.41,6.077,4.843,5.218,4.868,6.302,5.331,4.802,5.305,4.793,4.477,4.966
CHEMBL572284,OMBRABULIN,3.0,,2,HDAC6,5.409,5.269,0.14,0,False,5.444,5.557,5.957,5.269,5.409,6.025,6.294,5.108,6.769,5.569,6.599,5.722,5.712,5.058,5.529,4.955
CHEMBL562318,MARDEPODECT,2.0,,1,PDE4B,5.408,,,2,False,5.685,5.545,5.926,5.815,6.408,5.894,5.307,5.629,6.376,6.612,5.408,5.45,5.766,5.209,5.876,4.695
CHEMBL91238,IPROCLOZIDE,2.0,,3,PDE5A,5.407,5.144,0.263,0,False,4.556,5.587,5.979,5.144,6.144,5.059,5.224,4.517,5.064,5.285,5.807,5.407,5.66,4.58,4.786,4.783
CHEMBL1199080,BRETYLIUM,4.0,,1,IDO1,5.407,,,0,False,4.332,5.155,6.05,5.02,5.933,5.491,5.407,5.08,4.833,4.905,5.973,5.007,5.362,4.922,5.063,4.93
CHEMBL396778,SAFINAMIDE,4.0,,4,IDO1,5.407,5.152,0.255,1,False,5.304,5.372,5.815,5.757,5.611,5.437,5.407,5.152,5.381,6.852,6.435,5.652,5.29,4.399,4.678,4.82
CHEMBL2106137,FECLEMINE,2.0,,1,IDO1,5.407,,,0,False,4.75,6.386,5.794,4.968,5.564,5.599,5.407,5.356,6.955,4.936,6.075,5.26,5.327,5.442,4.814,4.904
CHEMBL53904,ZUCLOPENTHIXOL,3.0,styrene_B(8),1,HDAC6,5.407,,,1,False,5.548,6.663,5.964,5.346,5.407,5.323,6.126,5.674,7.167,6.004,6.056,5.724,5.166,5.19,5.593,4.909
CHEMBL18972,GLEMANSERIN,2.0,,2,HDAC6,5.406,4.626,0.78,1,False,5.101,5.97,5.856,4.626,5.406,5.595,5.296,6.046,5.683,6.548,5.395,5.384,4.875,5.192,5.282,4.917
CHEMBL1200453,DOCOSANOL,4.0,,1,PTP1B,5.405,,,0,False,4.583,5.353,5.978,4.631,4.88,5.804,5.392,5.052,7.017,4.905,5.503,5.501,4.921,5.405,5.223,4.945
CHEMBL56900,LERISETRON,3.0,,1,BRD4,5.403,,,1,False,5.403,5.784,5.884,5.262,6.073,5.358,4.095,5.569,5.322,7.303,5.509,5.538,5.953,4.976,4.789,4.892
CHEMBL336296,URIDINE TRIPHOSPHATE,3.0,,1,HSP90AA1,5.403,,,2,False,5.239,6.356,5.977,6.295,5.738,5.403,5.709,5.727,6.529,6.091,6.751,6.004,5.966,4.869,4.982,5.242
CHEMBL2107547,DACEMAZINE,2.0,,1,KDM1A,5.402,,,0,False,4.737,5.125,5.883,5.535,5.993,5.242,5.373,5.402,4.989,5.256,5.565,4.552,5.874,4.905,5.125,4.827
CHEMBL64,ISONIAZID,4.0,,3,HDAC6,5.4,4.945,0.455,0,False,4.115,4.909,5.994,4.794,5.4,4.779,5.214,4.945,4.469,4.91,5.461,4.476,4.913,4.396,4.324,4.804
CHEMBL11417,STREPTONIGRIN,2.0,quinone_A(370),1,PTP1B,5.398,,,6,True,6.127,6.445,6.186,5.912,5.883,6.516,5.764,5.686,6.366,6.153,7.525,6.814,6.725,5.398,6.47,4.967
CHEMBL284906,NICORANDIL,4.0,,4,HDAC6,5.397,5.223,0.174,0,False,4.466,5.527,5.937,5.223,5.397,4.995,5.057,5.166,5.073,5.275,5.984,4.532,5.24,4.705,4.033,5.026
CHEMBL2106524,OCTAZAMIDE,2.0,,2,PTP1B,5.397,5.086,0.311,0,False,3.933,5.324,5.945,4.712,5.797,5.533,4.649,4.592,5.086,5.957,5.113,4.649,5.26,5.397,4.339,4.913
CHEMBL799,CILOSTAZOL,4.0,,1,KDM1A,5.395,,,2,False,5.819,6.728,6.119,6.273,6.558,6.038,5.666,5.395,6.661,6.384,5.861,5.366,6.203,5.349,4.546,5.104
CHEMBL2347597,ASNUCICLIB,2.0,,1,BRD4,5.394,,,3,False,5.394,5.527,5.961,6.26,6.486,6.222,6.122,5.393,6.582,6.711,7.313,5.677,5.772,4.847,5.594,4.95
CHEMBL5095085,DEULINOLEIC ACID,2.0,,1,PTP1B,5.394,,,0,False,4.782,5.369,6.024,4.853,4.642,5.997,5.685,5.052,6.622,4.612,5.888,5.557,5.759,5.394,5.037,4.935
CHEMBL1200666,CALCIPOTRIENE,4.0,,1,HDAC6,5.394,,,5,True,5.536,7.395,6.427,5.291,5.394,7.132,7.029,5.788,7.553,6.215,6.179,6.159,4.957,4.851,4.995,5.138
CHEMBL1257073,TECOVIRIMAT,4.0,,2,HDAC1,5.393,5.193,0.2,0,False,5.838,6.278,5.947,5.393,5.193,5.702,5.725,5.576,6.375,5.885,5.678,5.795,5.298,4.826,5.409,4.894
CHEMBL4163691,POSELTINIB,2.0,anil_di_alk_A(478),1,BRD4,5.392,,,0,False,5.392,6.062,6.198,6.13,6.278,5.738,5.868,5.945,6.899,6.636,7.078,6.084,5.294,4.826,4.971,4.856
CHEMBL511,PYRILAMINE,4.0,,1,HDAC1,5.392,,,0,False,4.698,5.462,5.729,5.392,6.201,5.556,4.88,5.566,5.113,5.673,6.158,5.068,5.701,4.817,4.731,4.667
CHEMBL308005,MIFENTIDINE,2.0,,1,IDO1,5.39,,,0,False,5.062,6.037,5.955,5.797,5.887,5.155,5.39,5.486,4.466,5.817,5.783,4.808,5.243,4.759,5.076,4.822
CHEMBL1354007,ETOCARLIDE,2.0,,1,PTPN11,5.39,,,0,False,5.289,5.631,5.849,5.469,5.764,5.419,5.695,5.161,6.458,5.407,5.936,5.706,5.29,4.667,5.39,4.668
CHEMBL1358619,NIFURALDEZONE,2.0,,2,PRMT5,5.389,4.399,0.99,1,False,4.47,5.216,6.165,5.638,6.09,4.738,5.54,6.425,4.961,5.556,6.156,4.464,5.389,4.399,5.351,4.981
CHEMBL2111132,TETRAZOLAST,2.0,,1,IDO1,5.389,,,0,False,4.616,5.555,6.072,5.408,5.86,5.35,5.389,5.469,4.665,6.321,5.791,4.632,5.616,5.435,4.873,4.944
CHEMBL2151439,FACINICLINE,2.0,,2,IDO1,5.388,5.191,0.197,0,False,4.862,6.221,5.942,5.562,5.496,5.453,5.388,5.677,4.72,6.357,5.687,4.966,5.71,4.738,5.113,5.191
CHEMBL453,SULFISOXAZOLE,4.0,,2,PTPN11,5.386,4.883,0.503,0,False,4.883,5.341,6.203,5.305,6.215,5.534,5.612,5.745,5.021,5.215,6.55,4.789,5.515,4.685,5.386,4.941
CHEMBL419,MAFENIDE,4.0,,2,KDM1A,5.386,4.88,0.506,0,False,4.102,5.043,6.067,5.044,5.584,4.834,4.646,5.386,5.027,5.43,5.579,4.266,4.69,4.374,4.88,4.899
CHEMBL3115298,IZILENDUSTAT,2.0,,2,IDO1,5.385,5.028,0.357,1,False,5.116,6.934,6.182,5.497,6.136,5.396,5.385,5.028,6.39,6.535,6.284,6.255,5.918,5.139,5.464,5.144
CHEMBL2111114,LOFEMIZOLE,2.0,,1,IDO1,5.385,,,0,False,4.365,5.194,6.053,5.23,6.107,5.497,5.385,4.744,5.151,5.332,6.338,5.24,5.532,4.769,5.005,4.891
CHEMBL164447,CLOBUZARIT,2.0,,1,PDE5A,5.385,,,0,False,5.178,5.949,5.913,5.318,5.988,5.506,5.138,4.85,5.976,5.452,5.891,5.385,5.581,4.966,4.729,4.718
CHEMBL2105232,PIFARNINE,2.0,,1,KDM1A,5.383,,,3,False,5.214,7.269,6.05,5.202,5.966,6.081,5.986,5.383,7.363,6.048,6.031,6.496,5.471,5.029,4.756,4.91
CHEMBL284483,COFORMYCIN,2.0,,1,HSP90AA1,5.383,,,1,False,5.006,5.678,6.071,5.733,5.766,5.383,5.286,5.992,5.17,5.447,6.199,5.248,5.676,4.974,5.53,5.297
CHEMBL61301,TECASTEMIZOLE,2.0,,1,BRD4,5.382,,,2,False,5.382,6.774,5.802,5.22,5.881,5.199,4.975,6.066,5.435,7.415,5.98,5.745,5.776,4.515,5.098,4.855
CHEMBL1555736,ETHAVERINE,2.0,,1,PDE5A,5.381,,,0,False,5.6,5.976,5.922,5.212,6.358,5.573,5.818,5.229,6.673,6.303,6.419,5.381,5.316,5.187,5.411,4.723
CHEMBL3183409,APALUTAMIDE,4.0,,2,HDAC1,5.38,5.36,0.02,5,True,5.973,6.845,6.302,5.38,5.36,6.504,6.716,5.884,6.911,6.971,6.415,5.603,6.948,5.118,4.352,4.978
CHEMBL2106495,XYLOCOUMAROL,2.0,,1,PARP1,5.379,,,0,False,5.495,5.259,6.156,5.44,6.19,6.071,4.868,4.738,5.494,5.379,5.445,5.265,5.087,4.728,4.717,4.743
CHEMBL33864,"LIPOIC ACID, ALPHA",3.0,,1,PTP1B,5.379,,,0,False,3.671,5.088,6.086,4.943,5.152,6.118,4.826,5.288,5.806,4.65,5.975,5.851,5.348,5.379,4.855,5.123
CHEMBL267648,PEFLOXACIN,2.0,,1,BRD4,5.375,,,2,False,5.375,6.38,6.133,5.537,6.141,5.518,5.595,5.19,5.471,6.85,5.794,5.364,4.899,5.453,4.987,5.013
CHEMBL417799,SANGUINARIUM,2.0,,1,IDO1,5.375,,,1,False,5.702,5.757,6.108,5.08,5.933,5.365,5.375,6.141,5.658,6.424,6.364,5.676,5.683,4.809,5.271,4.832
CHEMBL422872,AZD-4769,1.0,,1,HDAC6,5.374,,,1,False,4.795,5.34,5.692,5.642,5.374,5.324,5.6,5.395,6.512,5.437,6.501,5.27,6.164,5.655,5.187,4.722
CHEMBL1734,SOLIFENACIN,4.0,,1,HDAC1,5.374,,,2,False,5.295,5.416,6.013,5.374,6.104,5.83,5.786,5.582,5.839,6.876,5.725,6.37,5.275,5.548,4.538,4.93
CHEMBL1201073,SUCCIMER,4.0,,1,PTPN11,5.374,,,0,False,4.091,5.128,5.988,4.946,5.74,5.49,4.94,4.952,4.628,5.18,5.442,4.551,4.83,4.607,5.374,4.953
CHEMBL4297543,GET-73,1.0,,4,HDAC6,5.373,5.284,0.089,0,False,4.751,5.2,5.775,5.048,5.373,5.428,4.945,5.284,4.988,5.703,5.766,5.211,5.0,4.478,4.683,4.813
CHEMBL2110754,ROXOLONIUM,2.0,,2,PTP1B,5.373,5.099,0.274,3,False,5.652,6.342,6.535,5.424,5.273,7.213,5.562,5.684,7.545,5.432,6.466,5.661,6.045,5.373,5.099,4.968
CHEMBL2104214,BUTERIZINE,2.0,,1,HDAC1,5.372,,,3,False,5.6,6.99,5.775,5.372,5.729,5.682,5.279,5.793,6.831,6.211,5.671,6.258,5.415,5.598,5.958,4.814
CHEMBL2105159,MORFOREX,2.0,,1,KDM1A,5.369,,,0,False,3.951,5.799,5.875,4.739,5.862,5.26,4.668,5.369,5.261,5.344,5.392,4.753,4.98,5.053,4.549,4.905
CHEMBL127453,ZOLAMINE,2.0,,1,HDAC1,5.369,,,0,False,4.627,5.585,5.829,5.369,5.913,5.923,4.751,5.479,5.366,6.015,6.042,5.213,5.804,4.594,4.9,4.702
CHEMBL2105793,TOCOFENOXATE,2.0,,1,PTP1B,5.365,,,3,False,5.182,6.139,6.312,5.477,6.021,5.677,6.536,5.539,7.918,4.858,7.182,5.893,5.671,5.365,4.854,4.928
CHEMBL38943,GW501516,2.0,,1,PTP1B,5.364,,,0,False,4.825,5.983,6.001,5.893,4.942,5.61,5.573,5.074,6.675,5.702,6.23,5.46,6.016,5.364,5.298,4.74
CHEMBL439,SULFADIAZINE,4.0,,1,PTP1B,5.363,,,0,False,4.529,4.949,6.106,5.535,5.929,5.125,5.698,5.175,4.944,5.39,6.114,4.452,4.868,5.363,4.791,4.946
CHEMBL1200848,HYDROXYPROGESTERONE CAPROATE,4.0,,1,PTP1B,5.361,,,2,False,5.053,6.407,6.124,5.006,5.173,6.456,6.149,6.326,7.62,5.739,6.584,5.991,5.437,5.361,4.514,4.998
CHEMBL990,BUTENAFINE,4.0,,2,HDAC6,5.361,5.031,0.33,0,False,4.761,6.242,5.787,5.031,5.361,5.573,4.683,5.407,5.718,6.136,5.334,4.519,5.495,4.86,4.808,4.832
CHEMBL5095172,BRILAROXAZINE,3.0,,1,KDM1A,5.361,,,3,False,5.639,7.125,6.319,6.144,6.499,6.139,6.02,5.361,6.759,6.401,6.496,6.311,5.667,4.97,5.527,5.04
CHEMBL2063215,SC-43,1.0,,2,HDAC6,5.36,4.992,0.368,0,False,4.951,5.719,5.888,4.992,5.36,5.685,6.217,5.641,6.617,6.222,6.667,5.781,4.986,5.231,4.916,4.84
CHEMBL1720051,CARSALAM,2.0,,1,PARP1,5.36,,,0,False,4.299,4.957,6.184,5.149,5.492,4.819,5.138,5.054,4.309,5.36,5.347,4.773,4.918,4.561,4.72,4.835
CHEMBL1618318,TREPIPAM,2.0,,1,BRD4,5.359,,,1,False,5.359,5.765,5.724,5.339,6.142,5.422,4.634,6.099,5.821,6.56,5.173,5.5,5.22,4.926,5.012,5.011
CHEMBL92281,FLUACIZINE,2.0,,2,HDAC6,5.358,4.923,0.435,0,False,5.215,5.904,5.879,4.923,5.358,5.29,5.993,5.704,5.959,5.057,6.08,4.965,5.259,4.881,5.141,4.883
CHEMBL2105257,PRAZEPINE,2.0,,1,KDM1A,5.358,,,0,False,5.213,5.849,5.923,5.308,5.798,5.842,5.208,5.358,5.736,5.733,5.541,4.877,6.059,5.217,5.018,4.78
CHEMBL869,NITROFURAZONE,4.0,,2,PRMT5,5.357,4.646,0.711,1,False,4.314,5.304,6.168,6.08,6.098,4.877,5.239,6.213,4.964,5.139,5.953,4.328,5.357,4.646,5.302,4.993
CHEMBL7492,PIRITREXIM,2.0,,1,IDO1,5.357,,,1,False,5.671,5.652,5.854,5.576,6.113,6.207,5.357,5.815,6.074,6.338,6.984,5.739,6.405,5.035,5.281,4.899
CHEMBL31907,CETABEN,2.0,,2,PTPN11,5.357,4.509,0.848,1,False,4.485,5.739,5.785,4.509,4.991,5.756,6.14,5.076,7.124,4.923,5.797,5.366,5.096,6.068,5.357,4.808
CHEMBL28196,ISBOGREL,2.0,,3,HDAC1,5.356,4.991,0.365,0,False,5.054,5.443,5.984,5.356,4.991,5.518,4.987,4.951,6.019,5.087,5.636,5.304,6.023,4.894,4.746,4.635
CHEMBL91,MICONAZOLE,4.0,,1,IDO1,5.355,,,0,False,5.449,5.919,6.099,5.2,5.373,5.053,5.355,5.252,6.712,5.872,6.319,5.694,5.357,5.355,5.668,4.849
CHEMBL894,BUPROPION,4.0,,1,PARP1,5.355,,,0,False,4.947,5.593,5.955,4.804,5.858,5.612,5.346,4.985,5.311,5.355,6.306,5.285,5.261,5.104,4.831,4.742
CHEMBL2105919,BENTEMAZOLE,2.0,,2,HSP90AA1,5.355,5.074,0.281,0,False,5.074,5.291,5.996,5.008,6.209,5.355,4.738,4.907,4.611,6.04,5.286,4.874,5.332,5.208,5.152,4.825
CHEMBL2106035,TOCOFIBRATE,2.0,,1,PTP1B,5.351,,,3,False,5.212,6.003,6.298,5.253,5.902,5.706,6.593,5.735,7.587,4.857,7.202,5.275,5.598,5.351,4.99,4.932
CHEMBL328250,ADINAZOLAM,2.0,,1,BRD4,5.351,,,2,False,5.351,6.138,5.964,5.328,6.431,6.189,5.213,5.878,6.026,7.005,5.49,5.013,6.272,5.148,5.445,4.799
CHEMBL2107238,URSULCHOLIC ACID,2.0,,1,PTP1B,5.351,,,6,True,5.2,6.783,6.37,6.059,5.759,6.628,5.958,5.405,7.818,6.332,7.353,6.521,5.96,5.351,4.613,5.3
CHEMBL2106238,ETHYL LINOLEATE,1.0,,1,PTP1B,5.35,,,0,False,4.73,5.357,5.97,4.642,5.023,5.769,5.06,4.93,6.869,4.755,6.3,5.326,5.432,5.35,4.59,4.887
CHEMBL1812161,VATIQUINONE,3.0,quinone_A(370),1,PTP1B,5.349,,,1,False,4.857,6.265,6.25,5.732,5.328,6.015,6.015,5.023,7.354,5.157,6.396,6.177,5.139,5.349,4.791,4.884
CHEMBL561,LOMEFLOXACIN,4.0,,1,BRD4,5.349,,,2,False,5.349,5.886,6.187,5.56,5.713,5.307,5.555,5.451,5.475,6.8,6.414,5.849,5.64,5.876,4.5,5.058
CHEMBL1454946,FLUBENDAZOLE,2.0,,1,HSP90AA1,5.345,,,1,False,5.421,6.065,5.849,5.619,6.126,5.345,5.515,5.195,5.787,7.094,5.955,5.126,5.951,5.012,5.39,4.789
CHEMBL28854,SIPATRIGINE,2.0,,1,PTPN11,5.345,,,0,False,5.954,6.328,6.161,5.683,6.274,5.841,4.996,5.543,6.741,6.517,5.845,5.62,6.108,4.793,5.345,4.856
CHEMBL289469,GRANISETRON,4.0,,1,HDAC1,5.344,,,1,False,5.512,6.206,5.78,5.344,6.027,5.824,4.686,6.052,5.602,6.49,5.525,5.794,5.549,4.67,4.863,5.155
CHEMBL5314938,F-ARAG F-18,1.0,,1,HSP90AA1,5.342,,,1,False,5.102,5.441,6.2,5.296,5.907,5.342,5.078,5.558,4.837,5.707,6.939,4.772,5.904,5.263,4.575,5.269
CHEMBL3989530,SITOFIBRATE,2.0,,1,PTP1B,5.341,,,1,False,5.172,6.734,6.262,5.196,5.677,6.234,6.219,5.334,7.454,5.702,6.595,5.973,4.983,5.341,5.08,5.123
CHEMBL23013,PROPAMIDINE,3.0,,1,PRMT5,5.34,,,0,False,5.415,5.108,6.004,5.387,5.799,5.455,5.148,5.242,6.08,5.923,6.237,5.343,5.34,4.604,5.124,4.861
CHEMBL2105608,TOLPYRRAMIDE,2.0,,1,IDO1,5.34,,,0,False,3.994,5.603,6.035,5.374,5.933,5.643,5.34,5.225,5.653,5.84,5.076,4.564,5.013,4.512,4.904,4.868
CHEMBL285674,ESTAZOLAM,4.0,,1,BRD4,5.339,,,1,False,5.339,5.696,5.997,5.674,6.334,6.262,5.109,4.801,5.326,6.843,5.537,5.283,6.028,5.232,5.326,4.836
CHEMBL592943,TINORIDINE,3.0,thiophene_amino_Aa(45),2,BRD4,5.339,5.118,0.221,0,False,5.339,5.945,5.886,5.313,5.792,5.85,5.316,5.441,6.134,6.476,5.99,6.115,5.679,5.118,5.46,4.804
CHEMBL2110817,EMILIUM,2.0,,1,IDO1,5.338,,,0,False,4.418,5.46,5.824,5.034,6.003,5.488,5.338,5.076,5.071,5.834,6.025,5.055,4.99,5.12,4.735,4.878
CHEMBL2106914,PHTHALYLSULFAMETHIZOLE,2.0,,1,PDE5A,5.338,,,0,False,5.219,5.674,5.974,5.756,6.065,5.785,6.009,5.33,6.932,5.417,6.477,5.338,5.566,4.894,5.048,4.879
CHEMBL2106236,EPIMESTROL,2.0,,2,PTPN11,5.337,4.57,0.767,1,False,4.703,5.942,5.764,5.321,5.68,6.591,5.642,5.678,6.304,6.124,5.944,5.51,5.408,4.57,5.337,5.038
CHEMBL927,CEFDINIR,4.0,,1,PTPN11,5.337,,,0,False,5.432,5.264,6.103,5.476,5.711,5.515,5.638,5.723,6.625,6.681,6.811,5.339,5.581,5.157,5.337,5.133
CHEMBL1623,MECLIZINE,4.0,,1,HDAC1,5.336,,,2,False,5.433,5.95,5.929,5.336,5.59,5.531,5.855,5.28,6.371,5.847,5.501,5.728,5.392,5.473,5.812,4.787
CHEMBL2104933,SULOCARBILATE,2.0,,3,IDO1,5.336,4.972,0.364,0,False,4.583,5.32,6.073,5.237,5.766,4.801,5.336,5.85,5.696,5.329,6.262,4.251,4.818,4.785,4.972,5.027
CHEMBL2105577,ZOFICONAZOLE,2.0,,1,IDO1,5.335,,,0,False,5.73,5.521,6.055,5.657,5.644,5.489,5.335,5.316,6.659,5.795,6.593,5.349,5.535,5.194,5.508,4.692
CHEMBL1330792,ACETARSONE,4.0,,1,HDAC1,5.333,,,0,False,4.826,4.987,6.032,5.333,4.802,5.009,4.199,5.381,4.731,4.945,6.176,4.703,4.666,4.522,5.011,4.861
CHEMBL1413199,DIPHENADIONE,2.0,keto_keto_beta_A(68),1,HDAC6,5.333,,,0,False,5.85,5.729,6.015,4.965,5.333,5.978,5.608,5.107,6.474,5.918,5.39,5.065,4.823,4.72,5.121,4.731
CHEMBL2106321,FLURETOFEN,2.0,,1,PTP1B,5.333,,,0,False,4.284,5.184,5.916,5.665,6.26,5.616,5.188,4.666,5.019,5.433,5.721,5.368,5.23,5.333,5.229,4.792
CHEMBL2110834,FENIODIUM,2.0,,1,IDO1,5.333,,,0,False,5.036,5.442,6.165,4.994,5.358,5.394,5.333,5.59,5.56,5.392,5.78,4.978,5.293,5.071,5.033,4.892
CHEMBL1005,REMIFENTANIL,4.0,,1,KDM1A,5.333,,,1,False,4.76,6.915,5.828,5.686,5.62,6.342,5.841,5.333,6.27,6.272,5.812,4.918,5.095,4.926,5.072,4.982
CHEMBL6068560,SC-0191,2.0,anil_di_alk_A(478),1,BRD4,5.332,,,8,True,5.332,7.09,6.288,6.635,6.56,5.918,5.469,6.141,7.103,7.044,7.14,6.057,6.532,5.29,5.71,4.936
CHEMBL2104000,BAXITOZINE,2.0,,3,HDAC6,5.331,4.975,0.356,0,False,4.975,5.537,5.925,4.607,5.331,5.086,4.935,5.362,5.382,4.896,5.215,5.131,4.837,4.669,5.124,4.836
CHEMBL2105161,NICOBOXIL,3.0,,3,NAMPT,5.331,4.942,0.389,0,False,4.78,5.342,5.851,4.738,5.896,5.41,5.104,5.098,5.331,5.211,6.0,5.135,5.767,4.525,5.203,4.942
CHEMBL1697795,TESTOSTERONE KETOLAURATE,2.0,,1,PTP1B,5.331,,,3,False,5.246,6.592,6.183,5.12,5.397,6.305,6.394,6.14,7.988,5.435,6.515,5.879,5.704,5.331,4.53,5.0
CHEMBL2107047,RUVAZONE,2.0,,1,HDAC1,5.33,,,1,False,4.743,5.116,5.808,5.33,5.925,5.208,4.767,6.067,5.289,5.326,5.416,5.368,5.55,5.142,4.835,4.674
CHEMBL432600,LEXACALCITOL,2.0,,1,HDAC6,5.329,,,6,True,5.508,7.198,6.535,5.621,5.329,6.931,6.631,6.443,7.937,5.755,6.251,6.112,5.645,5.02,5.235,5.155
CHEMBL1328898,MELEVODOPA,2.0,catechol_A(92),1,KDM1A,5.328,,,0,False,4.57,5.042,5.955,4.833,5.218,5.167,4.329,5.328,4.56,5.48,6.275,4.636,5.119,5.043,5.172,4.897
CHEMBL561371,CXA-10,2.0,,1,PTP1B,5.326,,,0,False,4.721,5.257,6.114,4.864,4.766,5.811,5.275,5.272,6.708,4.726,5.91,5.864,5.508,5.326,5.144,4.952
CHEMBL1705586,ETEBENECID,2.0,,3,NAMPT,5.326,5.204,0.122,0,False,4.576,5.612,6.01,4.72,5.588,4.942,5.263,5.204,5.326,5.066,5.574,5.216,4.664,4.811,4.84,4.701
CHEMBL36591,ALAPROCLATE,2.0,,1,CTSK,5.325,,,0,False,4.496,5.325,5.961,4.27,5.805,5.335,5.131,5.089,4.877,5.239,6.11,4.926,5.095,4.895,4.685,4.814
CHEMBL1194,PRILOCAINE,4.0,,1,HDAC1,5.324,,,0,False,4.729,5.577,5.859,5.324,5.597,5.383,5.183,4.63,4.887,4.942,6.256,4.724,5.198,4.863,4.499,4.799
CHEMBL2105041,DIMOXYLINE,2.0,,1,PDE5A,5.323,,,2,False,5.662,5.895,5.808,5.325,6.73,6.217,5.717,5.106,6.431,6.254,6.433,5.323,5.188,5.455,5.461,4.733
CHEMBL3560466,AMBASILIDE,2.0,,1,HDAC1,5.323,,,0,False,5.387,6.145,5.799,5.323,5.426,5.911,4.966,5.865,5.819,6.391,5.187,5.404,5.387,4.886,4.551,4.879
CHEMBL4571518,IBEZAPOLSTAT,2.0,,1,BRD4,5.322,,,4,True,5.322,6.617,6.427,6.327,6.329,5.861,5.449,5.447,6.396,7.24,6.089,5.943,6.543,4.762,4.978,4.966
CHEMBL68262,IRLOXACIN,2.0,,1,BRD4,5.321,,,1,False,5.321,5.54,6.205,5.55,6.066,6.015,5.057,5.024,5.179,6.843,6.152,5.528,5.331,4.946,5.063,4.945
CHEMBL279014,LUCANTHONE,2.0,,1,IDO1,5.32,,,0,False,5.496,5.541,6.019,5.482,6.238,5.355,5.32,5.405,6.074,6.044,6.087,5.576,5.273,4.766,5.633,4.902
CHEMBL1469,PHENYLBUTANOIC ACID,4.0,,5,HDAC6,5.319,5.275,0.044,0,False,4.046,5.054,5.874,4.897,5.319,5.398,5.275,4.707,4.959,5.544,5.931,5.417,5.305,5.034,4.754,4.79
CHEMBL48449,CANTHARIDIN,4.0,,1,PTP1B,5.318,,,0,False,3.689,4.975,6.138,4.604,5.843,6.224,5.334,5.546,5.486,5.454,5.096,4.845,4.943,5.318,4.473,5.107
CHEMBL83,TAMOXIFEN,4.0,,3,HDAC1,5.316,5.289,0.027,0,False,5.172,5.617,5.771,5.316,5.239,5.771,5.736,5.289,6.226,5.537,5.693,5.234,5.439,5.149,4.818,4.608
CHEMBL2105489,SOPITAZINE,2.0,,1,KDM1A,5.315,,,0,False,5.413,5.833,5.968,5.026,5.406,5.91,5.459,5.315,5.56,5.707,5.957,5.639,5.399,5.291,5.139,4.881
CHEMBL3982723,DAROVASERTIB,2.0,,1,PTPN11,5.313,,,7,True,5.91,7.066,6.175,6.402,6.299,6.235,6.435,5.896,5.911,6.834,6.922,6.713,6.919,5.418,5.313,5.218
CHEMBL2106770,MODECAINIDE,2.0,,3,BRD4,5.309,5.233,0.076,0,False,5.309,6.499,5.636,5.307,5.926,5.636,5.366,5.558,6.502,5.685,5.939,4.985,5.329,5.183,5.233,5.004
