head,linker,tail,n_tails,mw,smiles
H6_DAP,ester,T12_linoleyl,4,1356.2,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC
H6_DAP,ester,T13_C9,4,867.4,CCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC
H6_DAP,ester,T14_thioC8,4,1051.7,CCSCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC
H6_DAP,ester,T15_OC8,4,987.5,CCOCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC
H6_DAP,ester,T16_C11,4,979.6,CCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC
H6_DAP,amide,T1_C6,4,695.1,CCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC
H6_DAP,amide,T2_C8,4,807.3,CCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC
H6_DAP,amide,T3_C10,4,919.5,CCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC
H6_DAP,amide,T4_C12,4,1031.7,CCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC
H6_DAP,amide,T5_C14,4,1144.0,CCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC
H6_DAP,amide,T6_C16,4,1256.2,CCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC
H6_DAP,amide,T7_C18,4,1368.4,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC
H6_DAP,amide,T10_C12i,4,1087.8,CC(C)CCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C
H6_DAP,amide,T11_oleyl,4,1360.3,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC
H6_DAP,amide,T12_linoleyl,4,1352.3,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC
H6_DAP,amide,T13_C9,4,863.4,CCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC
H6_DAP,amide,T14_thioC8,4,1047.8,CCSCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC
H6_DAP,amide,T15_OC8,4,983.5,CCOCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC
H6_DAP,amide,T16_C11,4,975.6,CCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC
H7_MePr,ester,T1_C6,3,556.8,CCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC
H7_MePr,ester,T2_C8,3,641.0,CCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC
H7_MePr,ester,T3_C10,3,725.2,CCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC
H7_MePr,ester,T4_C12,3,809.3,CCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC
H7_MePr,ester,T5_C14,3,893.5,CCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC
H7_MePr,ester,T6_C16,3,977.6,CCCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC
H7_MePr,ester,T7_C18,3,1061.8,CCCCCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC
H7_MePr,ester,T10_C12i,3,851.4,CC(C)CCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C
H7_MePr,ester,T11_oleyl,3,1055.8,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC
H7_MePr,ester,T12_linoleyl,3,1049.7,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC
H7_MePr,ester,T13_C9,3,683.1,CCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC
H7_MePr,ester,T14_thioC8,3,821.4,CCSCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC
H7_MePr,ester,T15_OC8,3,773.1,CCOCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC
H7_MePr,ester,T16_C11,3,767.2,CCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC
H7_MePr,amide,T1_C6,3,553.9,CCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC
H7_MePr,amide,T2_C8,3,638.0,CCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC
H7_MePr,amide,T3_C10,3,722.2,CCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC
H7_MePr,amide,T4_C12,3,806.4,CCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC
H7_MePr,amide,T5_C14,3,890.5,CCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC
H7_MePr,amide,T6_C16,3,974.7,CCCCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC
H7_MePr,amide,T7_C18,3,1058.8,CCCCCCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC
H7_MePr,amide,T10_C12i,3,848.4,CC(C)CCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C
H7_MePr,amide,T11_oleyl,3,1052.8,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC
H7_MePr,amide,T12_linoleyl,3,1046.8,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC
H7_MePr,amide,T13_C9,3,680.1,CCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC
H7_MePr,amide,T14_thioC8,3,818.4,CCSCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC
H7_MePr,amide,T15_OC8,3,770.2,CCOCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC
H7_MePr,amide,T16_C11,3,764.3,CCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC
H8_AEEA,ester,T1_C6,3,572.8,CCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC
H8_AEEA,ester,T2_C8,3,657.0,CCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC
H8_AEEA,ester,T3_C10,3,741.2,CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC
H8_AEEA,ester,T4_C12,3,825.3,CCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC
H8_AEEA,ester,T5_C14,3,909.5,CCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC
H8_AEEA,ester,T6_C16,3,993.6,CCCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC
H8_AEEA,ester,T7_C18,3,1077.8,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC
H8_AEEA,ester,T10_C12i,3,867.4,CC(C)CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C
H8_AEEA,ester,T11_oleyl,3,1071.8,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC
H8_AEEA,ester,T12_linoleyl,3,1065.7,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC
H8_AEEA,ester,T13_C9,3,699.1,CCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC
H8_AEEA,ester,T14_thioC8,3,837.4,CCSCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC
H8_AEEA,ester,T15_OC8,3,789.1,CCOCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC
H8_AEEA,ester,T16_C11,3,783.2,CCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC
H8_AEEA,amide,T1_C6,3,569.9,CCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC
H8_AEEA,amide,T2_C8,3,654.0,CCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC
H8_AEEA,amide,T3_C10,3,738.2,CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC
H8_AEEA,amide,T4_C12,3,822.4,CCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC
H8_AEEA,amide,T5_C14,3,906.5,CCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC
H8_AEEA,amide,T6_C16,3,990.7,CCCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC
H8_AEEA,amide,T7_C18,3,1074.8,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC
H8_AEEA,amide,T10_C12i,3,864.4,CC(C)CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C
H8_AEEA,amide,T11_oleyl,3,1068.8,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC
H8_AEEA,amide,T12_linoleyl,3,1062.8,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC
H8_AEEA,amide,T13_C9,3,696.1,CCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC
H8_AEEA,amide,T14_thioC8,3,834.4,CCSCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC
H8_AEEA,amide,T15_OC8,3,786.2,CCOCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC
H8_AEEA,amide,T16_C11,3,780.3,CCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC
H9_PZE,ester,T1_C6,2,485.7,CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T2_C8,2,541.8,CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T3_C10,2,597.9,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T4_C12,2,654.0,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T5_C14,2,710.1,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T6_C16,2,766.2,CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T7_C18,2,822.4,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T10_C12i,2,682.1,CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1
H9_PZE,ester,T11_oleyl,2,818.3,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T12_linoleyl,2,814.3,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T13_C9,2,569.9,CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T14_thioC8,2,662.1,CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T15_OC8,2,629.9,CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(CCO)CC1
H9_PZE,ester,T16_C11,2,626.0,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T1_C6,2,483.7,CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T2_C8,2,539.9,CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T3_C10,2,596.0,CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T4_C12,2,652.1,CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T5_C14,2,708.2,CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T6_C16,2,764.3,CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T7_C18,2,820.4,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T10_C12i,2,680.1,CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1
H9_PZE,amide,T11_oleyl,2,816.4,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T12_linoleyl,2,812.3,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T13_C9,2,567.9,CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T14_thioC8,2,660.1,CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T15_OC8,2,628.0,CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(CCO)CC1
H9_PZE,amide,T16_C11,2,624.0,CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN1CCN(CCO)CC1
H10_DMPDA,ester,T1_C6,2,414.6,CCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCC
H10_DMPDA,ester,T2_C8,2,470.7,CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC
H10_DMPDA,ester,T3_C10,2,526.8,CCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCC
H10_DMPDA,ester,T4_C12,2,583.0,CCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCC
H10_DMPDA,ester,T5_C14,2,639.1,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCC
H10_DMPDA,ester,T6_C16,2,695.2,CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCCCC
H10_DMPDA,ester,T7_C18,2,751.3,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCCCCCC
H10_DMPDA,ester,T10_C12i,2,611.0,CC(C)CCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCC(C)C
H10_DMPDA,ester,T11_oleyl,2,747.2,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC
H10_DMPDA,ester,T12_linoleyl,2,743.2,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC
H10_DMPDA,ester,T13_C9,2,498.8,CCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCC
H10_DMPDA,ester,T14_thioC8,2,591.0,CCSCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCSCC
H10_DMPDA,ester,T15_OC8,2,558.8,CCOCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCOCC
H10_DMPDA,ester,T16_C11,2,554.9,CCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCC
H10_DMPDA,amide,T1_C6,2,412.7,CCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCC
H10_DMPDA,amide,T2_C8,2,468.8,CCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC
H10_DMPDA,amide,T3_C10,2,524.9,CCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCC
H10_DMPDA,amide,T4_C12,2,581.0,CCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCC
H10_DMPDA,amide,T5_C14,2,637.1,CCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCC
H10_DMPDA,amide,T6_C16,2,693.2,CCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCC
H10_DMPDA,amide,T7_C18,2,749.3,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCCCC
H10_DMPDA,amide,T10_C12i,2,609.0,CC(C)CCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCC(C)C
H10_DMPDA,amide,T11_oleyl,2,745.3,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC
H10_DMPDA,amide,T12_linoleyl,2,741.2,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC
H10_DMPDA,amide,T13_C9,2,496.8,CCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCC
H10_DMPDA,amide,T14_thioC8,2,589.0,CCSCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCSCC
H10_DMPDA,amide,T15_OC8,2,556.9,CCOCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCOCC
H10_DMPDA,amide,T16_C11,2,552.9,CCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCC
H12_TRIS,ester,T1_C6,4,745.1,CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC
H12_TRIS,ester,T2_C8,4,857.3,CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC
H12_TRIS,ester,T3_C10,4,969.5,CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC
H12_TRIS,ester,T4_C12,4,1081.7,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC
H12_TRIS,ester,T5_C14,4,1193.9,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC
H12_TRIS,ester,T6_C16,4,1306.1,CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC
H12_TRIS,ester,T10_C12i,4,1137.8,CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C
H12_TRIS,ester,T13_C9,4,913.4,CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC
H12_TRIS,ester,T14_thioC8,4,1097.8,CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC
H12_TRIS,ester,T15_OC8,4,1033.5,CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC
H12_TRIS,ester,T16_C11,4,1025.6,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC
H12_TRIS,amide,T1_C6,4,741.1,CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC
H12_TRIS,amide,T2_C8,4,853.3,CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC
H12_TRIS,amide,T3_C10,4,965.5,CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC
