smiles,head,linker,tail,n_tails,mw,HeLa,lung,liver,spleen
CCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,H5_bAE,ester,T2_C8,4,841.3,-0.19679747979162499,-0.24062838212870646,-0.42429904017163284,-0.21932737617859246
CCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,H5_bAE,ester,T3_C10,4,953.5,-0.17824839588218172,-0.23448299555917637,-0.40704816080124456,-0.26299925072688907
CCCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,H5_bAE,ester,T4_C12,4,1065.7,-0.2142755793299765,-0.2624320964615496,-0.40565287803876676,-0.34163141963967825
CCCCCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,H5_bAE,ester,T5_C14,4,1177.9,-0.25819799032071944,-0.3041589260218291,-0.4373321132167593,-0.4064529979794133
CCCCCCCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,H5_bAE,ester,T6_C16,4,1290.1,-0.3025403678550987,-0.3515594219456706,-0.48696019445839306,-0.4662166800757552
CC(C)CCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,H5_bAE,ester,T10_C12i,4,1121.8,-0.03704569632796477,-0.1642183788300733,-0.27515049108490486,-0.1163881821456499
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,H5_bAE,ester,T11_oleyl,4,1394.3,-0.07432110884819301,-0.29815566419662665,-0.44981395315945427,-0.44132274116734294
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,H5_bAE,ester,T12_linoleyl,4,1386.2,0.12232190893678241,-0.26180456831016624,-0.46760653975583616,-0.4306012705880776
CCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,H5_bAE,ester,T13_C9,4,897.4,-0.16186443327770467,-0.22637886376403218,-0.41618033124930404,-0.22342478516051473
CCSCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,H5_bAE,ester,T14_thioC8,4,1081.8,-0.16563651158825204,-0.21209086196861496,-0.4028870257598376,-0.2189439948609218
CCOCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,H5_bAE,ester,T15_OC8,4,1017.5,-0.19036346203491933,-0.2079677991007915,-0.4219824401229908,-0.23008307552769117
CCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,H5_bAE,ester,T16_C11,4,1009.6,-0.19690750727232778,-0.2470973848202806,-0.40268883815714485,-0.30332331373299004
CCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,H5_bAE,amide,T1_C6,4,725.1,-0.24812823768173167,-0.13934915867453776,-0.3628823233562552,-0.060657576352109346
CCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,H5_bAE,amide,T2_C8,4,837.3,-0.16423648780832786,-0.1305793172226243,-0.35775165616959226,-0.0960308774619792
CCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,H5_bAE,amide,T3_C10,4,949.5,0.017872201230715135,-0.10321222272465161,-0.2988266960067567,-0.12188005170681544
CCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,H5_bAE,amide,T4_C12,4,1061.8,-0.025021878854511008,-0.13820246424723032,-0.3191434862312175,-0.21273141409375745
CCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,H5_bAE,amide,T5_C14,4,1174.0,-0.09691406607480733,-0.18078374341021666,-0.3576582050210182,-0.30245501900211325
CCCCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,H5_bAE,amide,T6_C16,4,1286.2,-0.16672810796429266,-0.23621470524489313,-0.4048911971625011,-0.38560556241425903
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,H5_bAE,amide,T7_C18,4,1398.4,-0.22018107227006928,-0.2959367920160766,-0.45742842163519015,-0.4530161979616357
CC(C)CCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,H5_bAE,amide,T10_C12i,4,1117.9,0.11293858656614271,-0.04767895424542519,-0.16084881686394495,0.024187218007059218
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,H5_bAE,amide,T11_oleyl,4,1390.3,0.10269262384905398,-0.200996935311528,-0.3811433020104192,-0.3540186299673267
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,H5_bAE,amide,T12_linoleyl,4,1382.3,0.22083057447879278,-0.16778586680162524,-0.4033187047558836,-0.3344399545585913
CCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,H5_bAE,amide,T13_C9,4,893.4,-0.0016860168242522565,-0.09073680347495532,-0.2943899936624107,-0.06590215856416237
CCSCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,H5_bAE,amide,T14_thioC8,4,1077.8,0.004258191543421508,-0.08178892889250697,-0.28754206530890597,-0.07389032032352069
CCOCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,H5_bAE,amide,T15_OC8,4,1013.5,-0.10911274920146383,-0.11349704173960344,-0.358101844908182,-0.12212493925291672
CCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,H5_bAE,amide,T16_C11,4,1005.7,0.003968729498633738,-0.12017794996697229,-0.30626570707504475,-0.16743207489813278
CCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,H6_DAP,ester,T1_C6,4,699.0,0.18003687790696196,0.06484503943162709,-0.12498470523832692,0.03820115990726209
CCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,H6_DAP,ester,T2_C8,4,811.2,0.406878142725242,0.09767299913929764,-0.09987574397814483,0.022875986551871026
CCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,H6_DAP,ester,T3_C10,4,923.5,0.5495640955780123,0.08004674471375153,-0.13638959774905782,-0.059130107330527606
CCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,H6_DAP,ester,T4_C12,4,1035.7,0.3818151003014401,-0.018929359460747846,-0.2391097554112927,-0.1924217691820132
CCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,H6_DAP,ester,T5_C14,4,1147.9,0.23547306328071055,-0.12462511056119163,-0.3337458756219248,-0.3000588956699849
CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,H6_DAP,ester,T6_C16,4,1260.1,0.1147166224978731,-0.2185517036832902,-0.4146761081353042,-0.3907487023216972
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,H6_DAP,ester,T7_C18,4,1372.3,0.022031617821511352,-0.2957845469237343,-0.4819363511038257,-0.46548335495980053
CC(C)CCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,H6_DAP,ester,T10_C12i,4,1091.8,0.669820376448002,0.17728032772137386,0.10398302785903071,0.18020802889821205
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,H6_DAP,ester,T11_oleyl,4,1364.3,0.4690522845422606,-0.13695283629999455,-0.35401712317201656,-0.33033536527314833
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,H6_DAP,ester,T12_linoleyl,4,1356.2,0.7388695772687248,-0.08618084773651116,-0.34907148878551186,-0.30766794760669847
CCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,H6_DAP,ester,T13_C9,4,867.4,0.6212555549966774,0.1266690199338469,-0.08801440585878614,0.018531604620464687
CCSCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,H6_DAP,ester,T14_thioC8,4,1051.7,0.5742492185262311,0.11239693868258123,-0.10239981505550999,0.002256032328513394
CCOCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,H6_DAP,ester,T15_OC8,4,987.5,-0.04945893158408567,-0.10688109143765905,-0.34491208499314346,-0.16263335252359093
CCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,H6_DAP,ester,T16_C11,4,979.6,0.4627364242735837,0.029442074131408487,-0.18722925852519767,-0.13098876819603714
CCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,H6_DAP,amide,T1_C6,4,695.1,0.1792066443868998,0.1880733752331595,-0.06353178302983915,0.1265889455648981
CCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,H6_DAP,amide,T2_C8,4,807.3,0.2683473532023475,0.11591454245718795,-0.12101996114564222,0.043050072206630985
CCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,H6_DAP,amide,T3_C10,4,919.5,0.974277667661523,0.2650264601072979,0.01818524919358394,0.09717817125577383
CCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,H6_DAP,amide,T4_C12,4,1031.7,0.7948037030596448,0.14421847209880215,-0.09295701559583927,-0.03905221656310888
CCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,H6_DAP,amide,T5_C14,4,1144.0,0.59782060382066,0.030674621458761365,-0.18681487690184367,-0.16484672949988546
CCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,H6_DAP,amide,T6_C16,4,1256.2,0.4229428099426221,-0.0758378353601815,-0.27535182424736954,-0.2706756665575489
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,H6_DAP,amide,T7_C18,4,1368.4,0.27096021334877307,-0.17142267561677008,-0.35580664274754514,-0.3606230387818302
CC(C)CCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,H6_DAP,amide,T10_C12i,4,1087.8,0.8184582654622012,0.2806434490185793,0.20842303151070013,0.30972588594745404
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,H6_DAP,amide,T11_oleyl,4,1360.3,0.7643594425038345,-0.017211690431626236,-0.2382417652621629,-0.2257765759563032
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,H6_DAP,amide,T12_linoleyl,4,1352.3,0.834776524806691,0.016688747557020194,-0.2578081609083336,-0.20817294682761656
CCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,H6_DAP,amide,T13_C9,4,863.4,1.0603593934234108,0.32317613912250537,0.07928328775681019,0.17884625833885417
CCSCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,H6_DAP,amide,T14_thioC8,4,1047.8,0.9478073491734047,0.27533841223709243,0.045307932174982725,0.1420714232611876
CCOCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,H6_DAP,amide,T15_OC8,4,983.5,0.19429668459829105,-0.008819653365716777,-0.2518948350791402,-0.05069093568555746
CCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,H6_DAP,amide,T16_C11,4,975.6,0.8892660854971173,0.20446770559767707,-0.03942803626885919,0.030800438974919398
CCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,H7_MePr,ester,T1_C6,3,556.8,0.11908402185516383,0.10727768317133284,0.07479931758273022,0.2913979829210841
CCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,H7_MePr,ester,T2_C8,3,641.0,0.47214380186919697,0.16179992301202192,0.139480603390053,0.2876326306201053
CCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,H7_MePr,ester,T3_C10,3,725.2,0.7639333257340049,0.182813367999193,0.14736165403330287,0.21359940286663082
CCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,H7_MePr,ester,T4_C12,3,809.3,0.741661913380521,0.12334304756740477,0.05950327062125321,0.07293656375009809
CCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,H7_MePr,ester,T5_C14,3,893.5,0.6388053716975483,0.0363782227545159,-0.04065459809507389,-0.04652095155185663
CCCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,H7_MePr,ester,T6_C16,3,977.6,0.5054850205112118,-0.04481149928607858,-0.13391886400723868,-0.14613184934731058
CCCCCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,H7_MePr,ester,T7_C18,3,1061.8,0.3772905382522539,-0.11645729209113062,-0.21852773895074992,-0.23125618045188845
CC(C)CCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,H7_MePr,ester,T10_C12i,3,851.4,0.7686691289963287,0.21935514885070345,0.22999821720894692,0.32039815192456655
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,H7_MePr,ester,T11_oleyl,3,1055.8,0.8436748495261333,0.00839730748780788,-0.09930111127603217,-0.11103937911554299
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,H7_MePr,ester,T12_linoleyl,3,1049.7,1.0581312871833126,0.04578893046426054,-0.09457100378469277,-0.09396446756876861
CCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,H7_MePr,ester,T13_C9,3,683.1,0.6750635814115331,0.20234728317973055,0.17879650699551827,0.29133007355483775
CCSCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,H7_MePr,ester,T14_thioC8,3,821.4,0.7014220786897318,0.19219643089753552,0.148583255357016,0.24899838637614655
CCOCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,H7_MePr,ester,T15_OC8,3,773.1,0.04540703934970508,-0.03137179108005968,-0.14253071473640952,0.03827241548537935
CCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,H7_MePr,ester,T16_C11,3,767.2,0.7678277596410539,0.1571812304186315,0.10627789646114132,0.14089545474408913
CCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,H7_MePr,amide,T1_C6,3,553.9,0.2528094715191133,0.3114937814309485,0.28502694594409383,0.5319549744189173
CCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,H7_MePr,amide,T2_C8,3,638.0,0.48172665318886904,0.27854419769644223,0.267907034651205,0.42728863321113053
CCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,H7_MePr,amide,T3_C10,3,722.2,1.3077027723037586,0.4570746005636271,0.42413364786214214,0.47684618973413195
CCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,H7_MePr,amide,T4_C12,3,806.4,1.2498369071274276,0.3684733224443171,0.3037791729144992,0.30671233295020117
CCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,H7_MePr,amide,T5_C14,3,890.5,1.1081353690719564,0.26013165758194423,0.17770079983500878,0.16850936199070649
CCCCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,H7_MePr,amide,T6_C16,3,974.7,0.9432399519835732,0.16804687670219753,0.061344142939243985,0.04192165524384563
CCCCCCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,H7_MePr,amide,T7_C18,3,1058.8,0.7727082918324486,0.07006124731800592,-0.03960019222270766,-0.06890817754477205
CC(C)CCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,H7_MePr,amide,T10_C12i,3,848.4,1.0468588820197107,0.4064460845915462,0.4311171155497682,0.5339684222914056
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,H7_MePr,amide,T11_oleyl,3,1052.8,1.231008111562169,0.19201767098634584,0.07203888637700513,0.05878699111972794
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,H7_MePr,amide,T12_linoleyl,3,1046.8,1.2406386734652597,0.20236001486241229,0.05566559102281452,0.05298128414887436
CCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,H7_MePr,amide,T13_C9,3,680.1,1.2911622268489267,0.48870873917148866,0.4819172358859333,0.5705877355425031
CCSCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,H7_MePr,amide,T14_thioC8,3,818.4,1.2056464671207026,0.4370813276263479,0.41482581436308774,0.4899588904562967
CCOCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,H7_MePr,amide,T15_OC8,3,770.2,0.2529504167389599,0.09720761745722671,0.01726459007536766,0.22160611751930476
CCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,H7_MePr,amide,T16_C11,3,764.3,1.2934656594814595,0.4195341870062622,0.363667775922204,0.38505258773317247
CCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,H8_AEEA,ester,T1_C6,3,572.8,-0.2489259913188983,-0.0438245362254216,-0.3838427642926848,-0.08952463992008568
CCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,H8_AEEA,ester,T2_C8,3,657.0,-0.22170949447816451,-0.015694531178030678,-0.37429891816904964,-0.12437125739131524
CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,H8_AEEA,ester,T3_C10,3,741.2,-0.18122465585196196,-0.008769361833163845,-0.3721646057743767,-0.17258886540520005
CCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,H8_AEEA,ester,T4_C12,3,825.3,-0.23246089432687214,-0.060493281854995515,-0.39613237818647445,-0.26108790586653013
CCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,H8_AEEA,ester,T5_C14,3,909.5,-0.2950492985030569,-0.11898195152723227,-0.43779251162345895,-0.3423940723255586
CCCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,H8_AEEA,ester,T6_C16,3,993.6,-0.3536532731949838,-0.18246103402118885,-0.48330505552221836,-0.41613349825031865
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,H8_AEEA,ester,T7_C18,3,1077.8,-0.4023727546651745,-0.24602316451741038,-0.5275389301367795,-0.47636130532559945
CC(C)CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,H8_AEEA,ester,T10_C12i,3,867.4,-0.2060537459735313,0.011266496633257257,-0.19919612476240292,0.04286666519407515
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,H8_AEEA,ester,T11_oleyl,3,1071.8,-0.25412467477814094,-0.15709194035294982,-0.4507672562214978,-0.3794472717748033
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,H8_AEEA,ester,T12_linoleyl,3,1065.7,-0.13230373909783996,-0.13688454551265547,-0.45896745669970435,-0.35906762889966365
CCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,H8_AEEA,ester,T13_C9,3,699.1,-0.1719120334419315,0.009675178621820416,-0.3629450732366873,-0.12336778656947053
