smiles,ens_mean,ens_std,head,linker,tail,n_tails,mw,lite_pred,ens_rank,lite_rank
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CCN1CCN(CCC(=O)NCCCCCCCCSCC)CC1,0.3227980363741224,0.2585353235438575,H4_AEPZ,amide,T14_thioC8,3,859.5,0.2668273616105733,109,89
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(C)CC1,0.3199587903796823,0.40065171342828154,H3_MPZ,amide,T12_linoleyl,2,782.3,0.614682838920919,110,12
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN(CC)CC,0.31094147366479036,0.2373038217637688,H2_DEAEA,ester,T3_C10,2,540.9,0.2128894849207235,111,137
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCN1CCN(CCC(=O)OCCCCCCCCCCC(C)C)CC1,0.31075652820369704,0.18098198341808244,H4_AEPZ,ester,T10_C12i,3,892.4,0.2882200661004497,112,72
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(C)CC1,0.3078566072012709,0.3342303076357039,H3_MPZ,ester,T11_oleyl,2,788.3,0.3301381276577775,113,32
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CCN(C)C,0.30419387802662917,0.200726435646613,H1_DMAEA,amide,T14_thioC8,2,575.0,0.2011179646507266,114,151
CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC,0.29645523531257434,0.15637409503003452,H10_DMPDA,ester,T2_C8,2,470.7,0.1564604710021932,115,185
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCCC)CC1,0.28253954542290627,0.24158666490023634,H4_AEPZ,amide,T13_C9,3,721.2,0.2837095079358926,116,78
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,0.27096021334877307,0.6306625755190024,H6_DAP,amide,T7_C18,4,1368.4,0.3350526666906952,117,27
CCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,0.2683473532023475,0.2954528010659642,H6_DAP,amide,T2_C8,4,807.3,0.3044286082394358,118,53
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(C)C,0.2621814817554301,0.154021223789524,H1_DMAEA,ester,T4_C12,2,568.9,0.2208374254431448,119,126
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN(C)C,0.2532382448756022,0.1308634230324384,H1_DMAEA,ester,T16_C11,2,540.9,0.2154779478760481,120,135
CCOCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,0.2529504167389599,0.32042766149245583,H7_MePr,amide,T15_OC8,3,770.2,0.0057032017307567,121,256
CCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,0.2528094715191133,0.2794266577116937,H7_MePr,amide,T1_C6,3,553.9,0.2085113067368531,122,143
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(C)C,0.2520378067750494,0.23149891180370818,H1_DMAEA,ester,T5_C14,2,625.0,0.2294950351637894,123,113
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CC1,0.24642765947261963,0.27045951307670885,H4_AEPZ,amide,T7_C18,3,1099.9,0.3131979140265555,124,45
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CCN(C)C,0.24290606347930122,0.14056824645465926,H1_DMAEA,amide,T13_C9,2,482.8,0.2122343087542756,125,139
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCN1CCN(C)CC1,0.23747120003106853,0.25452505657860824,H3_MPZ,ester,T10_C12i,2,652.1,0.220892973178761,126,124
CCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,0.23547306328071055,0.3902622916624292,H6_DAP,ester,T5_C14,4,1147.9,0.3283577582771544,127,34
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN(CC)CC,0.23326909903148793,0.2513997099687478,H2_DEAEA,ester,T14_thioC8,2,605.0,0.1981358774328115,128,157
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN(C)C,0.23229475929363805,0.3240407659355498,H1_DMAEA,ester,T6_C16,2,681.1,0.2374222038800124,129,107
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN(C)C,0.22542067423956577,0.13124165056637063,H1_DMAEA,ester,T3_C10,2,512.8,0.2087964869364777,130,142
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,0.22083057447879278,0.5474355169982901,H5_bAE,amide,T12_linoleyl,4,1382.3,0.3781312247435365,131,24
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCCCC)CC1,0.21832323165560621,0.15335517211534924,H4_AEPZ,ester,T16_C11,3,808.3,0.295913573969939,132,61
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCCCCC)CC1,0.21391547666341473,0.15102990922570322,H4_AEPZ,ester,T4_C12,3,850.4,0.2980854142594776,133,59
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCN1CCN(C)CC1,0.20991104529370902,0.2102795711358083,H3_MPZ,amide,T10_C12i,2,650.1,0.2159323933934589,134,132
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN1CCN(C)CC1,0.19581103047867865,0.37607584552373824,H3_MPZ,amide,T5_C14,2,678.1,0.2256848735928552,135,117
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN(C)C,0.19433238369211195,0.41000769499815004,H1_DMAEA,ester,T7_C18,2,737.3,0.2452679113731971,136,100
CCOCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,0.19429668459829105,0.46577266248149835,H6_DAP,amide,T15_OC8,4,983.5,-0.0184643125194127,137,269
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCCC)CC1,0.1820907942344502,0.11317880863335034,H4_AEPZ,ester,T3_C10,3,766.2,0.2934362211345113,138,64
CCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,0.18003687790696196,0.2713609047123053,H6_DAP,ester,T1_C6,4,699.0,0.2208873773889389,139,125
CCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,0.1792066443868998,0.24175386979867908,H6_DAP,amide,T1_C6,4,695.1,0.2483490821574908,140,96
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN(C)C,0.17900765443799166,0.14331471484121958,H1_DMAEA,ester,T14_thioC8,2,577.0,0.1907065289294527,141,163
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN1CCN(C)CC1,0.17409872281655203,0.3381361897949599,H3_MPZ,amide,T4_C12,2,622.0,0.2161782272803553,142,131
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(CCC(=O)OCCCCCCCCSCC)CC1,0.16735257273975115,0.10480078910494021,H4_AEPZ,ester,T14_thioC8,3,862.4,0.2715492707058979,143,86
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN(CC)CC,0.16398885184722167,0.21713477499802372,H2_DEAEA,ester,T13_C9,2,512.8,0.2062976005643,144,147
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(C)CC1,0.16326705731779492,0.3125608947618221,H3_MPZ,ester,T4_C12,2,624.0,0.2232780833741109,145,121
CCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC,0.1592484816721022,0.2857221479036273,H10_DMPDA,amide,T2_C8,2,468.8,0.1603917770281765,146,183
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCN1CCN(C)CC1,0.15887332085130867,0.35678483093889213,H3_MPZ,amide,T6_C16,2,734.3,0.2334346323338546,147,109
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCCCCCCC)CC1,0.15755577517170927,0.09036816081018939,H4_AEPZ,ester,T5_C14,3,934.5,0.3037851217072235,148,54
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN1CCN(C)CC1,0.14904688933056548,0.31425925453837716,H3_MPZ,ester,T16_C11,2,596.0,0.2163516088728535,149,130
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN1CCN(C)CC1,0.14122911247703024,0.3110278862208349,H3_MPZ,amide,T16_C11,2,594.0,0.2098951660679879,150,140
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN1CCN(C)CC1,0.13927469972200052,0.26295650593677516,H3_MPZ,ester,T5_C14,2,680.1,0.2328144811241204,151,111
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN(C)C,0.1241084641711621,0.15081022417440798,H1_DMAEA,ester,T13_C9,2,484.8,0.2009243971986083,152,153
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,0.12232190893678241,0.44745103898973815,H5_bAE,ester,T12_linoleyl,4,1386.2,0.3348975959287666,153,28
CCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,0.11908402185516383,0.10577751625978252,H7_MePr,ester,T1_C6,3,556.8,0.1766403100211268,154,175
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN1CCN(C)CC1,0.11828212657802568,0.3305199317648521,H3_MPZ,amide,T7_C18,2,790.4,0.2403159889485882,155,104
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN1CCN(C)CC1,0.11506387517708283,0.2894610195727712,H3_MPZ,ester,T3_C10,2,567.9,0.2088589634903815,156,141
CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,0.1147166224978731,0.36407813246768594,H6_DAP,ester,T6_C16,4,1260.1,0.3337454491719929,157,29
CC(C)CCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,0.11293858656614271,0.2703880764875586,H5_bAE,amide,T10_C12i,4,1117.9,0.0635166396406595,158,226
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,0.10269262384905398,0.5289457551331611,H5_bAE,amide,T11_oleyl,4,1390.3,0.1245006228122105,159,200
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(C)CC1,0.09857703366175137,0.2678082562206304,H3_MPZ,ester,T14_thioC8,2,632.0,0.192057135792273,160,162
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCC)CC1,0.09496038431125513,0.117686618640211,H4_AEPZ,ester,T13_C9,3,724.1,0.2899512745631592,161,68
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CCN1CCN(C)CC1,0.09153778625768991,0.2740224828740897,H3_MPZ,amide,T3_C10,2,565.9,0.2019271861725912,162,149
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN1CCN(C)CC1,0.08476835677001604,0.20640433176955383,H3_MPZ,ester,T6_C16,2,736.2,0.2404998589848368,163,103
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CC1,0.07947468530355556,0.06566279676972966,H4_AEPZ,ester,T6_C16,3,1018.7,0.3078510929055486,164,50
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)cc1,0.07750492422182585,0.19311495318997116,H13_MXA,amide,T10_C12i,4,1149.9,0.126568450259781,165,198
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(C)CC1,0.07097384866549705,0.2615465730628371,H3_MPZ,ester,T13_C9,2,539.8,0.2010298382853608,166,152
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)CCN1CCN(C)CC1,0.06461526233852861,0.24600778675850413,H3_MPZ,amide,T14_thioC8,2,630.1,0.1847910320056091,167,170
CCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,0.05913647968053206,0.06658330764796226,H8_AEEA,amide,T13_C9,3,696.1,0.0619041769141943,168,227
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,0.05330496420094714,0.17973875243223142,H8_AEEA,amide,T12_linoleyl,3,1062.8,0.592637829402828,169,15
CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,0.05322790542633836,0.03845866376397121,H8_AEEA,amide,T3_C10,3,738.2,0.0761301614814069,170,220
CCOCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,0.04540703934970508,0.1990169609753,H7_MePr,ester,T15_OC8,3,773.1,0.0039451960541645,171,259
CCSCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,0.040665244133236855,0.05281757676637866,H8_AEEA,amide,T14_thioC8,3,834.4,0.0694965504042812,172,224
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN1CCN(C)CC1,0.038815113903465884,0.19223122415143037,H3_MPZ,ester,T7_C18,2,792.3,0.2470597653067534,173,98
CCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,0.03513600586488226,0.043027596934814644,H8_AEEA,amide,T16_C11,3,780.3,0.0900219147960648,174,217
CCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCC,0.03295840258531104,0.11914195143974979,H10_DMPDA,ester,T1_C6,2,414.6,0.1124498477273614,175,205
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)CCN1CCN(C)CC1,0.032942937248736245,0.24469026100880856,H3_MPZ,amide,T13_C9,2,537.9,0.1937552968679703,176,161
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN(CC)CC,0.03241989807477502,0.15759257009856112,H2_DEAEA,ester,T2_C8,2,484.8,0.1907043316297844,177,164
CCOCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCOCC,0.024518668956222782,0.1416945168092961,H10_DMPDA,ester,T15_OC8,2,558.8,0.0149678683573097,178,249
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,0.022031617821511352,0.36434831259503014,H6_DAP,ester,T7_C18,4,1372.3,0.3356379101330314,179,26
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(C)CC1,0.01949513818685452,0.20622125871251068,H3_MPZ,ester,T2_C8,2,511.8,0.1845970397422215,180,171
CCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,0.017872201230715135,0.3034432192624779,H5_bAE,amide,T3_C10,4,949.5,0.0194874427748393,181,244
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN(C)C,0.014905129299947922,0.0833462589753525,H1_DMAEA,ester,T2_C8,2,456.7,0.1871120982399584,182,168
CCOCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCOCC,0.013363062761668423,0.13648845867464346,H10_DMPDA,amide,T15_OC8,2,556.9,0.0180556118142365,183,247
CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CC1,0.012336790176927414,0.13078727436007034,H4_AEPZ,ester,T7_C18,3,1102.9,0.3125896721810238,184,46
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)cc1,0.010513763077469743,0.19548923959667924,H13_MXA,amide,T16_C11,4,1037.7,0.1169739119605466,185,202
CCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,0.009062115738385178,0.04234449646971473,H8_AEEA,amide,T4_C12,3,822.4,0.1041973687952372,186,211
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCC)CC1,0.005852087332388964,0.08420289104806818,H4_AEPZ,ester,T2_C8,3,682.0,0.2745385357693962,187,83
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN(CC)CC,0.005197290374123282,0.19974295081814947,H2_DEAEA,amide,T2_C8,2,482.8,0.1849945605495573,188,169
CCSCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,0.004258191543421508,0.27457938711638713,H5_bAE,amide,T14_thioC8,4,1077.8,0.015813561391503,189,248
CCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,0.003968729498633738,0.3146691050323527,H5_bAE,amide,T16_C11,4,1005.7,0.0257257733747495,190,240
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)cc1,-0.0007864043324123323,0.2171354275737826,H13_MXA,amide,T4_C12,4,1093.8,0.1255795115980411,191,199
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,-0.001029484360477438,0.2269496118420063,H12_TRIS,amide,T12_linoleyl,4,1398.3,0.4014159800318466,192,21
CCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,-0.0016860168242522565,0.276324896319271,H5_bAE,amide,T13_C9,4,893.4,0.0134946292844566,193,252
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,-0.002649858216725093,0.2522266680428615,H9_PZE,amide,T12_linoleyl,2,812.3,0.2213810959757556,194,123
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)cc1,-0.005132269649707022,0.15343556708487532,H13_MXA,amide,T3_C10,4,981.6,0.108500604411752,195,209
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCC)CC1,-0.010669793320749027,0.19993282172425622,H4_AEPZ,amide,T2_C8,3,679.1,0.2761222321810364,196,82
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN(C)C,-0.012570406842735266,0.18595008650461498,H1_DMAEA,amide,T2_C8,2,454.7,0.2022754581700266,197,148
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)cc1,-0.019486735111707443,0.13100463999801534,H13_MXA,amide,T14_thioC8,4,1109.9,0.0986708085613582,198,213
CCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,-0.025021878854511008,0.32550732166684576,H5_bAE,amide,T4_C12,4,1061.8,0.0322102811896293,199,237
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,-0.026172699241536156,0.19693014663918287,H9_PZE,ester,T12_linoleyl,2,814.3,0.2253071284825347,200,118
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN(CC)CC,-0.03562992735531627,0.18514771134500393,H2_DEAEA,amide,T15_OC8,2,570.9,0.0012600372647675,201,261
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,-0.035873959762304855,0.1397503746522625,H8_AEEA,amide,T11_oleyl,3,1068.8,0.254023403469735,202,92
CC(C)CCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,-0.03704569632796477,0.2133691761066207,H5_bAE,ester,T10_C12i,4,1121.8,0.0549142114390197,203,230
CCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCC,-0.0373176283811373,0.21338424841367065,H10_DMPDA,amide,T1_C6,2,412.7,0.1152329914333029,204,204
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCO)CC1,-0.03800327127790182,0.15342915694449005,H9_PZE,amide,T11_oleyl,2,816.4,0.0042823954923545,205,257
CC(C)CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,-0.04117820564115154,0.08321464223817401,H8_AEEA,amide,T10_C12i,3,864.4,0.1100639831257921,206,207
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(CCC(=O)NCCCCCCCCOCC)CC1,-0.04406121274312622,0.14161024640073575,H4_AEPZ,amide,T15_OC8,3,811.3,-0.000587381799694,207,263
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC)cc1,-0.047923234024067764,0.21138296245679944,H13_MXA,amide,T5_C14,4,1206.0,0.1396364359287698,208,189
CCOCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,-0.04945893158408567,0.22697056663548934,H6_DAP,ester,T15_OC8,4,987.5,-0.0172532067192877,209,268
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)Cc1ccc(CN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)cc1,-0.05324421679219118,0.12293455831162153,H13_MXA,amide,T13_C9,4,925.5,0.0935971996811155,210,215
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(C)CC1,-0.062014683232116855,0.20085512599098473,H3_MPZ,ester,T15_OC8,2,599.9,0.0182988730294378,211,246
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(C)CC1,-0.06394669355115831,0.11374903009629485,H3_MPZ,ester,T1_C6,2,455.7,0.1316685878713532,212,194
CCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,-0.06415196232382267,0.0916924575862422,H8_AEEA,amide,T2_C8,3,654.0,0.0460479205067046,213,235
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN(C)C,-0.06897410531818673,0.16559964659658033,H1_DMAEA,ester,T15_OC8,2,544.8,0.0189747605763431,214,245
CCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,-0.06976811941603447,0.04515725583585505,H8_AEEA,amide,T5_C14,3,906.5,0.1293570359445679,215,197
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CC(CO)(CO)N(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,-0.07116505663329711,0.12415215014711357,H12_TRIS,amide,T16_C11,4,1021.7,-0.0597301441229313,216,287
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,-0.07432110884819301,0.3893511935254975,H5_bAE,ester,T11_oleyl,4,1394.3,0.1092005322481123,217,208
