record_id,use_or_organism,product_name,manufacturer,submission_no,pathway,status_note,fda_link
NAT102,Multiple Myeloma / Acute Lymphoblastic Leukemia (MRD),ADAPTIVE BIOTECHNOLOGIES CLONOSEQ ASSAY,ADAPTIVE BIOTECHNOLOGIES CORPORATION,DEN170080,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN170080
NAT103,Myelodysplastic syndrome / myeloproliferative disease,"Fluorescence in situ hybridization, platelet-derived growth factor receptor, beta polypeptide (pdgfrb), rearrangement",ARUP LABARATORIES,H140005,,HDE：范围外,https://www.fda.gov/medical-devices/in-vitro-diagnostics/nucleic-acid-based-tests
NAT104,Myeloproliferative disease / Polycythemia Vera,Ipsogen JAK2 RGQ PCR Kit,QIAGEN INC,DEN160028,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN160028
NAT105,Myeloproliferative disease / Polycythemia Vera,Ipsogen JAK2 RGQ PCR Kit,QIAGEN INC,K172287,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172287
NAT106,Non-microbial analyte(s) in patients with suspected sepsis,SeptiCyte RAPID,"Immunexpress, Inc",K203748,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K203748
NAT107,Non-Small Cell Lung Cancer,VYSIS ALK BREAK APART FISH PROBE KIT,"ABBOTT MOLECULAR, INC.",P110012,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P110012
NAT108,Non-Small Cell Lung Cancer,Cobas EGFR MUTATION TEST v2,"Roche Molecular Systems, Inc.",P120019,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P120019
NAT109,Non-Small Cell Lung Cancer,THERASCREEN EGFR RGQ PCR KIT,QIAGEN MANCHESTER LTD,P120022,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P120022
NAT110,Non-Small Cell Lung Cancer,Cobas EGFR MUTATION TEST v2,"Roche Molecular Systems, Inc.",P150044,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P150044
NAT111,Non-Small Cell Lung Cancer,Cobas EGFR MUTATION TEST v2,"Roche Molecular Systems, Inc.",P150047,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P150047
NAT112,Non-Small Cell Lung Cancer,Oncomine Dx Target Test,LIFE TECHNOLOGIES CORPORATION,P160045,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160045
NAT113,Ovarian Cancer,BRACAnalysis CDx,"Myriad Genetic Laboratories, Inc.",P140020,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P140020
NAT114,Ovarian Cancer,FoundationFocus CDxBRCA,"FOUNDATION MEDICINE, INC",P160018,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160018
NAT115,Pharmacogenetic Reports,23ANDME PERSONAL GENOME SERVICE (PGS) PHARMACOGENETIC REPORTS,23andMe,DEN180028; K193492; K221885,510(k); De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN180028
NAT116,"Platforms, Imaging Systems, and Reagents",ILLUMINA MISEQDX PLATFORM,"Illumina, Inc",DEN130011,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN130011
NAT117,"Platforms, Imaging Systems, and Reagents",MISEQDX UNIVERSAL KIT 1.0,"Illumina, Inc.",DEN130042,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN130042
NAT118,"Platforms, Imaging Systems, and Reagents",DUET SYSTEM,BIOVIEW LTD.,K130775,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K130775
NAT119,Prostate Cancer,NADiA ProsVue,Iris Molecular Diagnostics,K101185,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K101185
NAT120,Prostate Cancer,PROGENSA PCA3 Assay,"Gen-Probe, Inc.",P100033,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P100033
NAT121,Prostate Cancer Predisposition (HOXB13-Related),23andMe PGS Genetic Risk Report For Hereditary Prostate Cancer (HOXB13-Related),"23andMe, Inc.",K211499,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K211499
NAT122,Setmelanotide eligibility gene variant detection system,POMC/PCSK1/LEPR CDx Panel,"PreventionGenetics, LLC",DEN200059,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200059
NAT123,Severe Combined Immunodeficiency Disorder (SCID),PerkinElmer Enlite TREC Test System,Wallac OY,DEN140010,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN140010
NAT124,Severe Combined Immunodeficiency Disorder (SCID),Eonis SCID-SMA Kit,Perkin-Elmer Inc,K203035,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K203035
NAT125,Saliva DNA Specimen Collection Device,AncestryDNA Saliva Collection Kit,"Ancestry Genomics, Inc.",K192947,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K192947
NAT126,Spinal Muscular Atrophy Newborn Screening Test System,Eonis SCID-SMA Kit,Perkin-Elmer Inc,DEN200044,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN200044
NAT127,Tissue of Origin,Pathwork Tissue of Origin Test Kit – FFPE,Pathwork Diagnostics Inc.,K092967; K120489,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K092967
NAT128,Tissue of Origin,Pathwork Tissue of Origin Test,Pathwork Diagnostics Inc.,K080896,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K080896
NAT129,Tissue of Origin,Tissue of Origin Test Kit - FFPE,"Cancer Genetics, Inc.",K173839,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173839
NAT130,Follicular Lymphoma (Somatic Gene Mutation Detection System),Cobas® EZH2 Mutation Test,"Roche Molecular System, Inc.",P200014,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P200014
NAT131,Tumor Profiling,MSK-IMPACT (Integrated Mutation Profiling Of Actionable Cancer Targets):A Hybridization-Capture Based Next Generation Sequencing Assay,Memorial Sloan-Kettering Cancer Center,DEN170058,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN170058
NAT132,Tumor Profiling,FoundationOne CDx,"Foundation Medicine, Inc.",P170019,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P170019
NAT133,Tumor Profiling,xT CDx,"Tempus Labs, Inc.",P210011,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P210011
NAT134,Tumor Profiling,FoundationOne Liquid CDx (F1 Liquid CDx),"Foundation Medicine, Inc.",P200006,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P200006
NAT135,Tumor Profiling,Myriad myChoice CDx,"Myriad Genetic Laboratories, Inc.",P190014,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P190014
NAT136,Tumor Profiling,NYU Langone Genome PACT,NYU Langone Medical Center,K202304,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K202304
NAT137,Tumor Profiling,Omics Core,"NantHealth, Inc..",K190661,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190661
NAT138,Tumor Profiling,PGDx elio tissue complete,Personal Genome Diagnostics,K192063,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K192063
NAT139,Tumor Profiling,PGDx elio plasma focus Dx,"Personal Genome Diagnostics, Inc.",DEN230046,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN230046
NAT140,Tumor Profiling,TruSight Oncology Comprehensive,"Illumina, Inc.",P230011,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P230011
NAT141,Tumor Profiling; NSCLC,Guardant360® CDx,"Guardant Health, Inc.",P200010,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P200010
NAT142,"Tumor Profiling, Liquid Biopsy",FoundationOne® Liquid CDx,"Foundation Medicine, Inc.",P190032,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P190032
NAT143,Urothelial Cancer,Therascreen FGFR RGQ RT-PCR Kit,QIAGEN GmbH,P180043,PMA,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P180043
NAT144,Whole exome sequencing,Helix Laboratory Platform,"Helix OpCo, LLC",DEN190035,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN190035
NAT145,Acute febrile illness,"BioFire Global Fever Panel, BIOFIRE SHIELD Control Kit for the BioFire Global Fever Panel","BioFire Defense, LLC",K220870,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K220870
NAT146,Acute febrile illness,BIOFIRE FILMARRAY Tropical Fever (TF) Panel,"BioFire Diagnostics, LLC",K243463,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K243463
NAT147,Adenovirus,Adenovirus R-gene US,Argene SA,K121942,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K121942
NAT148,Adenovirus,Lyra Adenovirus Assay,Quidel Corportation,K141931,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K141931
NAT149,Adenovirus,ProAdeno+ Assay,"Gen-Probe Prodesse, Inc.",K102952,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K102952
NAT150,Adenovirus,Prodesse ProAdeno + Assay,"Gen-Probe Prodesse, Inc.",K132159,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K132159
NAT151,Antimicrobial resistance,GenePOC Carba,GenePOC Inc.,K190275,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190275
NAT152,Antimicrobial resistance,"Accelerate Pheno System, Accelerate PhenoTest BC Kit","Accelerate Diagnostics, Inc.",K192665,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K192665
NAT153,Antimicrobial resistance,Acuitas AMR Gene Panel,"OpGen, Inc.",K191288,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191288
NAT154,Bacillus Anthracis,JBAIDS Anthrax Detection System,"Idaho Technology, Inc.",K051713; K071188; K131930,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K051713
NAT155,Bacillus Anthracis,B. anthracis Real-time PCR Assay,Centers for Disease Control and Prevention,K192871,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K192871
NAT156,Bacterial vaginosis (BV) markers,Aptima BV Assay,"Hologic, Inc.",K190452; K243345,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190452
NAT157,Bordetella,ARIES Bordetella Assay; ARIES Bordetella Assay Protocol File Kit,Luminex Corporation,K163626; K163626/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K163626
NAT158,Bordetella,AMPLIVUE BORDETELLA ASSAY,QUIDEL CORPORATION,K143206,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K143206
NAT159,Bordetella,Great Basin Bordetella Direct Test,"Great Basin Scientific, Inc.",K170284,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K170284
NAT160,Bordetella,ILLUMIGENE PERTUSIS DNA AMPLIFICATION ASSAY ILLUMIGENE PERTUSSIS EXTERNAL CONTROL KIT ILLUMIPRO-10 AUTOMATED ISOTHERMA,"MERIDIAN BIOSCIENCE, INC.",K133673; K152285,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K133673
NAT161,Bordetella,"SIMPLEXA BORDETELLA DIRECT, SIMPLEXA BORDETELLA POSITIVE CONTROL PACK",DIASORIN MOLECULAR LLC,K173498,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173498
NAT162,Bordetella,"SIMPLEXA BORDETELLA DIRECT, SIMPLEXA BORDETELLA POSITIVE CONTROL PACK",DIASORIN MOLECULAR LLC,K183223,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K183223
NAT163,Candida auris,"Simplexa C. auris Direct, Simplexa C. auris Positive Control Pack, Simplexa C. auris Sample Prep Kit (MOL3950, MOL3960, MOL5390)",DiaSorin Molecular LLC,DEN230092,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN230092
NAT164,Candida tropicalis / Candida albicans / Candida parapsilosiis / Candida glabrata / Candida kruseii,Affirm VPIII Microbial Identification Test,Microprobe Corp.,K931151; K931374,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K931151
NAT165,Candida tropicalis / Candida albicans / Candida parapsilosiis / Candida glabrata / Candida kruseii,Yeast Traffic Light PNA FISH,"AdvanDx, Inc.",K080719; K093024,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K080719
NAT166,Candida tropicalis / Candida albicans / Candida parapsilosiis / Candida glabrata / Candida kruseii,C. albicans / C. glabrata PNA FISH,"AdvanDx, Inc.",K092784,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K092784
NAT167,Candida tropicalis / Candida albicans / Candida parapsilosiis / Candida glabrata / Candida kruseii,C. albicans PNA FISH,"AdvanDx, Inc.",K062461; K092655,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K062461
NAT168,Candida tropicalis / Candida albicans / Candida parapsilosiis / Candida glabrata / Candida kruseii,C. Albicans screen,"Carr-Scarborough Microbiologicals, Inc.",K891476,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K891476
NAT169,Candida tropicalis / Candida albicans / Candida parapsilosiis / Candida glabrata / Candida kruseii,T2Candida 1.1 Panel,"T2 Biosystems, Inc.",K173536; K234063,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K173536
NAT170,Candida glabrata / Candida species group / Trichomonas vaginalis (TV),Aptima CV/TV Assay,Candida glabrata / Candida species group / Trichomonas vaginalis (TV),K190472,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190472
NAT171,"Chlamydia trachomatis, Neisseria gonorrhoeae and Trichomonas vaginalis",BD CTGCTV2,Becton Dickinson and Company,K210585,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K210585
NAT172,"Chlamydia trachomatis, Neisseria gonorrhoeae and Trichomonas vaginalis",Visby Medical Sexual Health Test,Visby Medical,K220407,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K220407
NAT173,"Chlamydia trachomatis, Neisseria gonorrhoeae, Trichomonas vaginalis and Mycoplasma genitalium",Alinity m STI Assay,"Abbott Molecular, Inc.",K202977; K222379,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K202977
NAT174,Clostridium difficile,"ARIES C. difficile Complete Kit, ARIES C. difficile Assay Protocol File Kit",Luminex,K171441,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K171441
NAT175,Clostridium difficile,Solana C. difficile Assay,Quidel Corporation,K170491,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K170491
NAT176,Clostridium difficile,ICEPlex C. difficile Kit,PrimeraDx,K132726,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K132726
NAT177,Clostridium difficile,IMDx C. difficile for Abbott m2000,"Intelligent Medical Devices, Inc.",K132235,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K132235
NAT178,Clostridium difficile,BD Diagnostics BD MAX Cdiff Assay,GeneOhm Sciences Canada Inc.,K130470,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K130470
NAT179,Clostridium difficile,Quidel Molecular Direct C. difficile Assay,Quidel Corporation,K123998,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K123998
NAT180,Clostridium difficile,Verigene C. Difficile Nucleic acid Test,"Nanosphere, Inc.",K123197,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K123197
NAT181,Clostridium difficile,Portrait Toxigenic C. difficile Assay,"Great Basin Scientific, Inc.",K113358,历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113358
NAT182,Clostridium difficile,Simplexa C. difficile Universal Direct Assay,"Focus Diagnostics, Inc.",K113433; K163085; K163085/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113433
NAT183,Clostridium difficile,Xpert C. difficile/Epi,Cepheid,K110203,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K110203
NAT184,Clostridium difficile,Illumigene C. difficile DNA Amplification Assay,"Meridian Bioscience, Inc.",K110012,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K110012
NAT185,Clostridium difficile,Illumigene C. difficile Assay,"Meridian Bioscience, Inc.",K100818; K110012,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K100818
NAT186,Clostridium difficile,Xpert C. difficile,Cepheid,K091109,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K091109
NAT187,Clostridium difficile,ProGastro Cd Assay,Prodesse Inc.,K090239,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K090239
NAT188,Clostridium difficile,BD GeneOhm C. diff Assay,"BD Diagnostics/ GeneOhm Sciences, Inc.",K081920,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K081920
NAT189,Clostridium difficile,ARTUS C. DIFFICILE QS-RGQ MDX KIT,"QIAGEN, GMBH",K133936,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K133936
NAT190,Clostridium difficile,AMPLIVUE C. DIFFICILE ASSAY,QUIDEL CORPORATION,K123355,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K123355
NAT191,Clostridium difficile,GenePOC CDiff,GenePOC Inc,K172569,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172569
NAT192,Clostridium difficile,Cobas Cdiff Nucleic Acid Test For Use On The Cobas Liat System,"Roche Molecular Systems, Inc.",K171770,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K171770
NAT193,Clostridium difficile,Great Basin Toxigenic C. difficile Direct Test (CDF2),Vela Operations USA,K232092,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K232092
NAT194,Clostridium difficile QC material,Cepheid Xpert C. Difficile/Epi Control Panel,"Microbiologics, Inc.",K190463,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190463
NAT195,Clostridium difficile Toxin Gene,Cobas Cdiff nucleic acid test for use on the cobas Liat System,"Roche Molecular Systems, Inc",K210385,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K210385
NAT196,Clostridium difficile Toxin Gene,Cobas Cdiff nucleic acid test for use on the cobas Liat System,"Roche Molecular Systems, Inc",K212427,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K212427
NAT197,Coxiella burnetii,Joint Biological Agent Identification and Diagnostic System (JBAIDS) Q Fever Detection Kit,"Idaho Technology, Inc.",K103207,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K103207
NAT198,Chlamydia trachomatis / Neisseria gonorrhoeae,Abbott RealTime CT/NG and Multi-Collect Specimen Collection Kit,STIlecular Inc.,K080739; K092704,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K080739
NAT199,Chlamydia trachomatis / Neisseria gonorrhoeae,Accuprobe Neisseria gonorrhoeae Culture Confirmation Test,"Gen-Probe, Inc.",K895583,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K895583
NAT200,Chlamydia trachomatis / Neisseria gonorrhoeae,Amplicor Chlamydia trachomatis Test,"Roche Molecular Systems, Inc.",K922906,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K922906
NAT201,Chlamydia trachomatis / Neisseria gonorrhoeae,AMPLICOR CT/NG Test for Chlamydia trachomatis,"Roche Molecular Systems, Inc.",K973707,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K973707
NAT202,Chlamydia trachomatis / Neisseria gonorrhoeae,AMPLICOR CT/NG test for Chlamydia trachomatis,Roche Diagnostics Corp.,K070174,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K070174
NAT203,Chlamydia trachomatis / Neisseria gonorrhoeae,AMPLICOR CT/NG test for Neisseria gonorrhoeae,Roche Diagnostics Corp.,K070172,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K070172
