pma_no,product_name,generic_name,product_code,classification_def,decision_date,decision_code,n_records,status_note,approval_order_excerpt,fda_link
P160016,VERSANT HCV GENOTYPE 2.0 ASSAY (LiPA),"Assay, genotyping, hepatitis c virus",OBF,In vitro diagnostic device for qualitative detection and classification of 8 clinically relevant Hepatitis C Virus RNA genotypes,2017-03-14,APRL,6,历史记录；未核实当前销售状态,"Approval for the VERSANT HCV Genotype 2.0 Assay (LiPA) is a line probe assay, which identifies Hepatitis C virus (HCV) genotypes 1 to 6 and subtypes 1a and 1b in human serum or plasma (K2EDTA, ACD-A CPD, and CPDA) samples. The VERSANT HCV Genotype 2.0 Assay (LiPA) is intended to be used as an aid in the management of patients with chronic HCV infection to guide the selection of antiviral treatment.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160016
P160017,MiniMed 670G System,"Automated insulin dosing device system, single hormonal control",OZP,An insulin-only automated insulin dosing system that achieves a target glucose level by automatically increasing or reducing insulin infusion from an insulin pump. Insulin adjustments are based upon specified thresholds of measured glucose levels.,2016-09-28,APPR,126,历史记录；未核实当前销售状态,"MiniMed 670G SystemThe Medtronic MiniMed 670G system is intended for continuous delivery of basal insulin (at user selectable rates) and administration of insulin boluses (in user selectable amounts) for the management of Type 1 diabetes mellitus in persons, fourteen years of age and older, requiring insulin as well as for the continuous monitoring and trending of glucose levels in the fluid under the skin. The MiniMed 670G System includes SmartGuard technology, which can be programmed to automatically adjust delivery of basal insulin based on Continuous Glucose Monitor sensor glucose values, and can suspend delivery of insulin when the sensor glucose value falls below or is predicted to fall below predefined threshold values.The Medtronic MiniMed 670G System consists of the following devices: MiniMed 670G insulin pump, the Guardian Link (3) Transmitter, the Guardian Sensor (3), One-Press Serter, and the Contour NEXT Link 2.4 Glucose Meter. The system requires a prescription.The Guardi〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160017
P160018,FoundationFocus CDxBRCA,"Next generation sequencing oncology panel, somatic or germline variant detection system",PQP,A next generation sequencing (NGS) oncology panel is a device used for the qualitative detection of germline or somatic variants in one or more cancer-related genes. The device is intended to be used on DNA or RNA isolated from human clinical specimens.,2016-12-19,APWD,2,存在原始PMA撤回记录,"Approval for The FoundationFocus CDxBRCA is a next generation sequencing based in vitro diagnostic device for qualitative detection of BRCA1 and BRCA2 alterations in formalin-fixed paraffin-embedded (FFPE) ovarian tumor tissue. The FoundationFocus CDxBRCA assay detects sequence alterations in BRCA1 and BRCA2 (BRCA1/2) genes. Results of the assay are used as an aid in identifying ovarian cancer patients for whom treatment with Rubraca (rucaparib) is being considered. If a patient is positive for any of the deleterious alterations specified in the BRCA1/2 classification, the patient may be eligible for treatment with Rubraca. This assay is to be performed at Foundation Medicine, Inc., a single laboratory site located at 150 Second Street, Cambridge, Massachusetts.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160018
P160019,Elecsys HBsAg II/Elecsys HBsAg Confirmatory Test/ PreciControl HBsAg II,"Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,2016-12-23,APRL,20,历史记录；未核实当前销售状态,"Approval for the Elecsys Hbsag II, Elecsys HBsAg Confirmatory Test, and PreciControl HBsAg II. This device is indicated for:Elecsys HBsAg II Immunoassay for the in vitro qualitative detection of hepatitis B surface antigen (HBsAg) in human adult and pediatric (2 to 21 years of age) serum and plasma (sodium heparin, lithium heparin, K2 EDTA, sodium citrate). Assay results, in conjunction with other serological and clinical information, may be used for the laboratory diagnosis of individuals at risk for infection with HBV or with signs and symptoms of hepatitis. In addition, this assay may be used to screen for hepatitis B infection in pregnant women to identify neonates at high risk of acquiring HBV during the perinatal period.The electrochemiluminescence immunoassay “ECLIA” is intended for use on the cobas e 601 immunoassay analyzer.Elecsys HBsAg Confirmatory TestFor Elecsys HBsAg Confirmatory Test used with Elecsys HBsAg immunoassay:Immunoassay for in vitro qualitative confirmation of〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160019
P160023,APTIMA HCV QUANT DX ASSAY,"Assay, hybridization and/or nucleic acid amplification for detection of hepatitis c rna,hepatitis c virus",MZP,,2017-02-13,APRL,19,历史记录；未核实当前销售状态,"Approval for the Aptima HCV Quant Dx. This device is indicated for: The Aptima HCV Quant Dx Assay is a real-time transcription mediated amplification test (TMA) used for both detection and quantitation of hepatitis C virus (HCV) RNA in fresh and frozen human serum and plasma from HCV-infected individuals. Plasma may be prepared in ethylenediaminetetraacetic acid (EDTA), anticoagulant citrate dextrose (ACD) solution, and plasma preparation tubes (PPT). Serum may be prepared in serum tubes and serum separator tubes (SST). Specimens are tested using the Panther system for automated specimen processing, amplification, detection, and quantitation. Specimens containing HCV genotypes 1 to 6 are validated for detection and quantitation in the assay. The Aptima HCV Quant Dx Assay is indicated for use as an aid in the diagnosis of active HCV infection in the following populations: individuals with antibody evidence of HCV infection with evidence of liver disease, individuals suspected to be acti〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160023
P160030,Freestyle Libre Flash Glucose Monitoring System,"Sensor, glucose, invasive, non-adjunctive, factory-calibrated, user-initiated",PZE,"A subcutaneous factory calibrated, non-adjunctive, invasive, passive monitoring glucose sensor is intended to determine glucose levels and the direction and rate of change of glucose levels in people with diabetes. Calibrated at the point of manufacture and  does not require or accept any user-entered calibration. Monitors glucose levels passively and only provides information, including alarms and alerts, in response to a user initiated action. The device is indicated to replace information obtained from standard blood glucose monitoring devices to make diabetes-related treatment decisions and also provides historical glucose information, facilitating long-term therapy adjustments.",2017-09-27,APPR,55,历史记录；未核实当前销售状态,"Approval for the Freestyle Libre Flash Glucose Monitoring System.  The FreeStyle Libre Flash Glucose Monitoring System is a continuous glucose monitoring (CGM) device indicated for the management of diabetes in persons age 18 and older. It is designed to replace blood glucose testing for diabetes treatment decisions.The System detects trends and tracks patterns aiding in the detection of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments. Interpretation of the System readings should be based on the glucose trends and several sequential readings over time. The System is intended for single patient use and requires a prescription.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160030
P160037,BD ONCLARITY HPV ASSAY,"KIT, DNA DETECTION, HUMAN PAPILLOMAVIRUS",MAQ,,2018-02-12,APPR,29,历史记录；未核实当前销售状态,"Approval for the BD Onclarity HPV Assay. The BD Onclarity HPV Assay is a qualitative in vitro test for the detection of Human Papillomavirus in cervical specimens collected by a clinician using an endocervical brush/spatula combination or broom and placed in BD SurePath vial. The test utilizes amplification of target DNA by Polymerase Chain Reaction (PCR) and nucleic acid hybridization for the detection of 14 high-risk (HR) HPV types in a single analysis. The test specifically identifies types 16, 18 and 45 while concurrently detecting the other HR HPV types that include 31, 33, 35, 39, 51, 52, 56, 58, 59, 66 and 68. The BD Onclarity HPV Assay is indicated: 1) In women 21 years and older with ASC-US (atypical squamous cells of undetermined significance) cervical cytology test results, the BD Onclarity HPV Assay can be used to determine the need for referral to colposcopy;2) In women 21 years and older with ASC-US cervical cytology test results, the BD Onclarity HPV assay can be used to〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160037
P160038,Praxis Extended RAS Panel,"Next generation sequencing oncology panel, somatic or germline variant detection system",PQP,A next generation sequencing (NGS) oncology panel is a device used for the qualitative detection of germline or somatic variants in one or more cancer-related genes. The device is intended to be used on DNA or RNA isolated from human clinical specimens.,2017-06-29,APWD,26,存在原始PMA撤回记录,"Approval for the Praxis Extended RAS Panel is a qualitative in vitro diagnostic test using targeted high throughput parallel sequencing for the detection of 56 specific mutations in RAS genes [KRAS (exons 2, 3, and 4) and NRAS (exons 2, 3, and 4)] in DNA extracted from formalin-fixed, paraffin-embedded (FFPE) colorectal cancer (CRC) tissue samples. The Praxis™ Extended RAS Panel is indicated to aid in the identification of patients with colorectal cancer for treatment with Vectibix® (panitumumab) based on a no mutation detected test result. The test is intended to be used on the Illumina MiSeqDx® instrument.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160038
P160040,LeukoStrat CDx FLT3 Mutation Assay,Somatic gene mutation detection system,OWD,The somatic gene mutation detection system is an in vitro diagnostic nucleic acid amplification and real-time detection system for the identification of genetic mutations in DNA extracted from human tumor tissues.,2017-04-28,APPR,13,历史记录；未核实当前销售状态,"Approval for the LeukoStrat® CDx FLT3 Mutation Assay is a PCR-based, in vitro diagnostic test designed to detect internal tandem duplication (ITD) mutations and the tyrosine kinase domain mutations D835 and I836 in the FLT3 gene in genomic DNA extracted from mononuclear cells obtained from peripheral blood or bone marrow aspirates of patients diagnosed with acute myelogenous leukemia (AML).  The LeukoStrat® CDx FLT3 Mutation Assay is used as an aid in the selection of patients with AML for whom RYDAPT (midostaurin) treatment is being considered.  The Leukostrat® CDx FLT3 Mutation Assay is to be performed only at Laboratory for Personalized Molecular Medicine (LabPMM) LLC, a single site laboratory located at 6330 Nancy Ridge Dr., San Diego, CA 92121.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160040
P160041,COBAS CMV,Cytomegalovirus (cmv) dna quantitative assay,PAB,Cytomegalovirus (CMV) DNA Quantitative Assay is an in vitro nucleic acid assay for the quantitative measurement of CMV DNA in human plasma. The assay can be used to measure CMV DNA levels serially at baseline and during the course of antiviral treatment to assess virological response to treatment. The test results must be interpreted within the context of all relevant clinical and laboratory findings.,2017-06-01,APRL,47,历史记录；未核实当前销售状态,"Approval of the cobas CMV test - This device is indicated for:cobas® CMV is an in vitro nucleic acid amplification test for the quantitation of cytomegalovirus (CMV) DNA in human EDTA plasma. cobas® CMV is intended for use as an aid in the management of CMV in solid organ transplant patients and in hematopoietic stem cell transplant patients. In patients receiving anti-CMV therapy, serial DNA measurements can be used to assess viral response to treatment. The results from cobas® CMV must be interpreted within the context of all relevant clinical and laboratory findings. cobas® CMV is not intended for use as a screening test for blood or blood products.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160041
P160044,ABBOTT REALTIME CMV,Cytomegalovirus (cmv) dna quantitative assay,PAB,Cytomegalovirus (CMV) DNA Quantitative Assay is an in vitro nucleic acid assay for the quantitative measurement of CMV DNA in human plasma. The assay can be used to measure CMV DNA levels serially at baseline and during the course of antiviral treatment to assess virological response to treatment. The test results must be interpreted within the context of all relevant clinical and laboratory findings.,2017-05-18,APRL,6,历史记录；未核实当前销售状态,"Approval for the Abbott RealTime CMV test is an in vitro polymerase chain reaction (PCR) assay for the quantitation of cytomegalovirus (CMV) DNA in human EDTA plasma. The Abbott RealTime CMV test is intended for use as an aid in the management of Hematopoietic Stem Cell Transplant patients who are undergoing anti-cytomegalovirus therapy. In this population, serial DNA measurement can be used to assess virological response to anti-cytomegalovirus therapy. The results from the RealTime CMV test must be interpreted within the context of all relevant clinical and laboratory findings. The RealTime CMV test is not intended as a screening test for the presence of CMV DNA in blood or blood products.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160044
P160045,Oncomine Dx Target Test,"Next generation sequencing oncology panel, somatic or germline variant detection system",PQP,A next generation sequencing (NGS) oncology panel is a device used for the qualitative detection of germline or somatic variants in one or more cancer-related genes. The device is intended to be used on DNA or RNA isolated from human clinical specimens.,2017-06-22,APPR,45,历史记录；未核实当前销售状态,"Approval for the The Oncomine Dx Target Test is a qualitative in vitro diagnostic test that uses targeted high throughput, parallel-sequencing technology to detect single nucleotide variants (SNVs) and deletions in 23 genes from DNA and fusions in ROS1 from RNA isolated from formalin-fixed, paraffin-embedded (FFPE) tumor tissue samples from patients with non-small cell lung cancer (NSCLC) using the Ion PGM Dx System. The test is indicated to aid in selecting NSCLC patients for treatment with the targeted therapies listed in Table 1 in accordance with the approved therapeutic product labeling.Table 1.  List of variants for therapeutic useGene	Variant	Targeted therapyBRAF	BRAF V600E	TAFINLAR® (dabrafenib) in combination with MEKINIST® (trametinib)ROS1	ROS1 fusions	XALKORI® (crizotinib)EGFR	L858R, Exon 19 deletions	IRESSA® (gefitinib)Safe and effective use has not been established for selecting therapies using this device for the variants in Table 1 in tissue types other than NSCLC.Result〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160045
P160046,VENTANA PD-L1 (SP263) ASSAY,"Immunohistochemistry assay, antibody, programmed death-ligand 1",PLS,The programmed death-ligand 1 (PD-L1) antibody is a qualitative immunohistochemical antibody intended to identify PD-L1 protein expression in human clinical tissue specimens.  The PD-L1 antibody is indicated as an aid in identifying patients eligible for treatment with specific FDA approved therapeutic drugs or to assess PD-L1 expression level in patients who may respond particularly well to specific FDA approved therapeutic drugs.,2017-05-01,APPR,19,历史记录；未核实当前销售状态,"Approval for the VENTANA PD-L1 (SP263) Assay is a qualitative immunohistochemical assay using rabbit monoclonal anti-PD-L1 clone SP263 intended for use in the assessment of the PD-L1 protein in formalin-fixed, paraffin-embedded (FFPE) urothelial carcinoma tissue stained with OptiView DAB IHC Detection Kit on a VENTANA BenchMark ULTRA instrument.PD-L1 status is determined by the percentage of tumor cells with any membrane staining above background or by the percentage of tumor-associated immune cells with staining (IC+) at any intensity above background. The percent of tumor area occupied by any tumor-associated immune cells (Immune Cells Present, ICP) is used to determine IC+, which is the percent area of ICP exhibiting PD-L1 positive immune cell staining. PD-L1 status is considered High if any of the following are met:1) >= 25% of tumor cells exhibit membrane staining; or,2) ICP > 1% and IC+ ? 25%; or,3) ICP = 1% and IC+ = 100%.PD-L1 High status as determined by VENTANA PD-L1 (SP263) 〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160046
P160048,EVERSENSE CONTINUOUS GLUCOSE MONITORING SYSTEM,"Continuous glucose monitor, implanted, adjunctive use",QCD,"The device is a fully implanted continuous glucose monitoring device intended to detect trends and track patterns in interstitial glucose values. The device is indicated for use as an adjunctive device to complement, not replace, information obtained from standard home blood glucose monitoring devices.",2018-06-21,APPR,29,历史记录；未核实当前销售状态,"Approval for The Eversense CGM System.  The device is indicated for continually measuring glucose levels in adults (18 years and older) with diabetes for up to 90 days.The system is intended to:1) Provide real-time glucose readings;2) Provide glucose trend information; and3)	Provide alerts for the detection and prediction of episodes of low blood glucose (hypoglycemia) and high blood glucose (hyperglycemia).The system is a prescription device. Historical data from the system can be interpreted to aid in providing therapy adjustments. These adjustments should be based on patterns seen over time.The system is indicated for use as an adjunctive device to complement, not replace, information obtained from standard home blood glucose monitoring devices.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160048
P160052,PartoSure test,Placental alpha microglobulin-1 immunoassay,QBB,A Placental Alpha Microglobulin-1 Immunoassay is a qualitative test intended to detect the presence of placental alpha microglobulin 1 (PAMG-1) in cervicovaginal secretions. The test is indicated as an aid to assess the risk of spontaneous preterm delivery in less than or equal to 7 days from the time of cervicovaginal sample collection in pregnant women with signs and symptoms of early preterm labor.,2018-04-11,APPR,2,历史记录；未核实当前销售状态,"Approval for the PartoSure test.  The device is a rapid, qualitative test for detecting the presence of placental alpha microglobulin 1 (PAMG-1) in cervicovaginal secretions. The device is indicated as an aid to rapidly assess the risk of spontaneous preterm delivery in <= 7 days from the time of cervicovaginal sample collection in pregnant women with signs and symptoms of early preterm labor, intact amniotic membranes and minimal cervical dilatation (<3 cm), sampled between 24 weeks, 0 days and 34 weeks, 6 days gestation in women with a singleton gestation.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P160052
P170019,FoundationOne CDx,"Next generation sequencing oncology panel, somatic or germline variant detection system",PQP,A next generation sequencing (NGS) oncology panel is a device used for the qualitative detection of germline or somatic variants in one or more cancer-related genes. The device is intended to be used on DNA or RNA isolated from human clinical specimens.,2017-11-30,APPR,62,历史记录；未核实当前销售状态,"Approval for the FoundationOne CDx (F1CDx).  This device is a next generation sequencing based in vitro diagnostic device for detection of substitutions, insertion and deletion alterations (indels), and copy number alterations (CNAs) in 324 genes and select gene rearrangements, as well as genomic signatures including microsatellite instability (MSI) and tumor mutational burden (TMB) using DNA isolated from formalin-fixed paraffin embedded (FFPE) tumor tissue specimens. The test is intended as a companion diagnostic to identify patients who may benefit from treatment with the targeted therapies listed in Table 1 in accordance with the approved therapeutic product labeling. Additionally, F1CDx is intended to provide tumor mutation profiling to be used by qualified health care professionals in accordance with professional guidelines in oncology for patients with solid malignant neoplasms. The F1CDx assay is a single-site assay performed at Foundation Medicine, Inc.Table 1: Companion diagn〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P170019
P170022,PyloPlus UBT System,"Test, urea adult and pediatric (breath),",OZA,Intended for use in the qualitative detection of urease associated with h. Pylori in the human stomach and is indicated as an aid in the initial diagnosis and post-treatment monitoring of h. Pylori infection in adults and pediatric patients. The test may be used for monitoring treatment if used at 4 weeks following completion of therapy.,2020-02-18,APPR,7,历史记录；未核实当前销售状态,Approval of the PyloPlus UBT.The PyloPlus UBT system is intended for use in the qualitative detection of urease associated with H. pylori in the human stomach and is indicated as an aid in the initial diagnosis of H. pylori infection in adults 18 years old and older. The PyloPlus UBT system consists of the PyloPlus UBT Kit and the PyloPlus UBT analyzer. The analyzer is an infrared Spectrometer used for the measurement of the ratio of 13CO2 to 12CO2 in breath samples. The PyloPlus UBT system is for use by trained health care professionals as prescribed by a physician.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P170022
P170025,Aptima HBV Quant Assay,Hepatitis Viral B DNA Detection,MKT,Nucleic acid assay for detection of Hepatitis B Virus (HBV) DNA is an in vitro nucleic acid assay for detection and quantitation of HBV DNA in human serum or plasma. The assay can be used to measure HBV DNA levels at baseline and during treatment to aid in assessing response to treatment.  The test results must be interpreted within the context of all relevant clinical and laboratory findings.,2018-01-23,APRL,24,历史记录；未核实当前销售状态,"Approval for the Aptima HBV Quant assay is an in vitro nucleic acid amplification test for the quantitation of hepatitis B virus (HBV) DNA in human plasma and serum on the fully automated Panther® system.Plasma may be prepared in ethylenediaminetetraacetic acid (EDTA), anticoagulant citrate dextrose (ACD) solution, and plasma preparation tubes (PPTs). Serum may be prepared inserum tubes and serum separator tubes (SSTs). Specimens are tested using the fullyautomated Panther system for sample processing, amplification, and quantitation. Specimenscontaining HBV genotypes A, B, C, D, E, F, G, and H are validated for quantitation in the assay.The Aptima HBV Quant assay is intended for use as an aid in the management of patientswith chronic HBV infections undergoing HBV antiviral drug therapy. The assay can be usedto measure HBV DNA levels at baseline and during treatment to aid in assessing viralresponse to treatment. The results from the Aptima HBV Quant assay must be interpretedwithin the〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P170025
P170037,Sangia Total PSA Test,"Total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer",MTF,,2019-01-30,APWD,1,存在原始PMA撤回记录,Approval for the Sangia Total PSA Test.  The Sangia Total PSA Test is an immunoassay indicated to quantitatively measure total PSA in capillary whole blood from a fingerstick collected by a healthcare professional and is used in conjunction with a digital rectal exam (DRE) as an aid in the detection of prostate cancer in men aged 50 years and older. The Sangia Total PSA Test is performed using the Claros 1 Analyzer in point-of-care settings. A prostate biopsy is required for the diagnosis of prostate cancer.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P170037
P180008,t:slim X2 Insulin Pump with Basal-IQ Technology,"Automated insulin dosing , threshold suspend",OZO,An automated insulin dosing system that temporarily suspends or reduces insulin infusion from an insulin pump based upon specified thresholds of measured glucose levels.,2018-06-21,APPR,7,历史记录；未核实当前销售状态,"Approval for the use of the t:slim X2 Insulin Pump with Basal-IQ Technology.  This device is indicated as follows:The t:slim X2 Insulin Pump with Basal-IQ Technology (the System) consists of the t:slim X2 Insulin Pump which contains the Basal-IQ technology, and a continuous glucose monitor (CGM). Compatible CGMs include the Dexcom G5 Mobile CGM and integrated continuous glucose monitors (iCGMs) that are listed in the labeling for this device.The t:slim X2 Insulin Pump is intended for the subcutaneous delivery of insulin, at set and variable rates, for the management of diabetes mellitus in persons requiring insulin. The t:slim X2 Insulin Pump can be used solely for continuous insulin delivery and as part of the t:slim X2 Insulin Pump with Basal-IQ Technology System.When the System is used with the Dexcom G5 Mobile CGM or a compatible iCGM, the Basal-IQ Technology can be used to suspend insulin delivery based on CGM sensor readings. The Dexcom G5 Mobile CGM Continuous Glucose Monitoring〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P180008
P180038,"LIAISON XL MUREX Anti-HBc, LIAISON MUREX Control Anti-HBc",Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2020-01-02,APRL,27,历史记录；未核实当前销售状态,"Approval for the LIAISON XL MUREX Anti-HBc assay is an in vitro chemiluminescent immunoassay (CLIA) for the qualitative detection of IgG and IgM (total) antibodies to hepatitis B core antigen (anti-HBc) in human adult and pediatric serum and plasma (lithium and sodium heparin, sodium citrate and K2 EDTA) including separator tubes, on the LIAISON XL Analyzer. Assay results in conjunction with other laboratory results and clinical information may be used as an aid in the diagnosis of hepatitis B virus (HBV) infection in patients with symptoms of hepatitis or who may be at risk for HBV infection. The assay is not intended for use in screening blood, plasma or tissue donors. The LIAISON XL MUREX Control Anti-HBc (negative and positive) is intended for use as assayed quality control samples to monitor the performance of the LIAISON XL MUREX Anti-HBc assay. The performance characteristics of LIAISON XL MUREX Control Anti-HBc have not been established for any other assays or instrument platfo〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P180038
P180039,"LIAISON® XL MUREX Anti-HBs, LIAISON® XL MUREX Control Anti-HBs and LIAISON® XL MUREX Anti-HBs Verifiers",Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2020-02-21,APRL,22,历史记录；未核实当前销售状态,"Approval for the LIAISON XL MUREX Anti-HBs.  The device is an in vitro chemiluminescent immunoassay (CLIA) for the qualitative and quantitative determination of antibody to hepatitis B surface antigen (anti-HBs) in human adult and pediatric (2 – 21 years) serum and plasma (lithium and sodium heparin and K2 EDTA) including separator tubes, on the LIAISON XL Analyzer. Assay results in conjunction with other hepatitis B virus (HBV) serological markers and clinical information may be used as an aid in the diagnosis of HBV infection in patients with symptoms of hepatitis or who may be at risk for HBV infection. The assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or where vaccination status is unknown. The assay is not approved for use in screening blood, plasma or tissue donors. The LIAISON XL MUREX Control Anti-HBs (negative and positive) is intended for use as assayed quality control samples t〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P180039
P180045,"LIAISON® XL MUREX HBc IgM, LIAISON® XL MUREX Control HBc IgM",Qualitative and Quantitative Hepatitis B Virus Antibody assays,SEI,In vitro diagnostic devices intended for use in the detection of antibodies to HBV. These devices are intended to aid in the diagnosis of HBV infection in persons with signs and symptoms of hepatitis and in persons at risk for HBV infection. Anti-HBs assay results may be used as an aid in the determination of susceptibility to HBV infection in individuals prior to or following HBV vaccination or when vaccination status is unknown.,2020-08-29,APRL,20,历史记录；未核实当前销售状态,"Approval for the LIAISON® XL MUREX HBc IgM and LIAISON® XL MUREX Control HBc IgM. The LIAISON® XL MUREX HBc IgM assay is an in vitro chemiluminescent immunoassay (CLIA) for the qualitative detection of IgM antibodies to hepatitis B virus core antigen (HBc IgM) in human adult and pediatric (2 to 21 years) serum and plasma (lithium and sodium heparin, sodium citrate and K2 EDTA), including separator tubes, on the LIAISON® XL Analyzer. Assay results, in conjunction with other hepatitis B virus (HBV) serological markers and clinical information may be used as an aid in the diagnosis of HBV infection in patients with symptoms of hepatitis or who may be at risk for HBV infection. The presence of anti-HBc IgM is indicative of acute or recent HBV infection.This assay is not approved for use in screening blood, plasma or tissue donors. The LIAISON® XL MUREX Control HBc IgM (negative and positive) is intended for use as assayed quality control samples to monitor the performance of the LIAISON® X〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P180045
P180047,"LIAISON QuantiFERON - TB Gold Plus, LIAISON Control QuantiFERON - TB Gold Plus and LIAISON QuantiFERON Software","TEST, IMMUNITY, CELL MEDIATED, MYCOBACTERIUM TUBERCULOSIS",NCD,,2019-11-26,APPR,42,历史记录；未核实当前销售状态,"Approval for the LIAISON QuantiFERON-TB Gold Plus assay, the LIAISON Control QuantiERON-TB Gold Plus, and the LIAISON QuantiFERON Software.The LIAISON QuantiFERON-TB Gold Plus assay is an in vitro diagnostic test intended for the detection of interferon-y (IFN-y) in human lithium heparin plasma by chemiluminescence immunoassay (CLIA) using the LIAISON XL Analyzer. QIAGEN QuantiFERON-TB Gold Plus Blood Collection Tubes, containing a peptide cocktail simulating ESAT-6, and CFP-10 proteins, are used in conjunction with the LIAISON QuantiFERON-TB Gold Plus assay to stimulate cells in heparinized whole blood. Detection of IFN-y is used to identify in vitro responses to these peptide antigens that are associated with Mycobacterium tuberculosis infection.The assay is a qualitative indirect test for M. tuberculosis infection (including disease) and is intended for use in conjunction with risk assessment, radiography, and other medical and diagnostic evaluations to assist the clinician in makin〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P180047
P180048,"LIAISON® XL MUREX HBeAg, LIAISON® XL MUREX Control HBeAg","Test, Hepatitis B (B Antigen, B Surface Antigen, Be Antigen)",LOM,In vitro diagnostic device intended for aid in the diagnosis of chronic or acute HBV infection. HBV surface antigen (HbsAg) is also used for screening of HBV infection in pregnant women to identify neonates who are at risk of acquiring hepatitis B during perinatal period.,2020-08-29,APRL,20,历史记录；未核实当前销售状态,"Approval for the LIAISON® XL MUREX HBeAg, LIAISON® XL MUREX Control HBeAg. The LIAISON® XL MUREX HBeAg assay is an in vitro chemiluminescent immunoassay (CLIA) for the qualitative detection of hepatitis B virus (HBV) e antigen (HBeAg) in human adult and pediatric (2-21 years) serum and plasma (lithium and sodium heparin, sodium citrate and K2 EDTA), including separator tubes, on the LIAISON® XL Analyzer. Assay results in conjunction with other laboratory results and clinical information may be used as an aid in the diagnosis of hepatitis B virus (HBV) infection in patients with symptoms of hepatitis or who may be at risk for hepatitis B (HBV) infection.The assay is not intended for use in screening blood, plasma, or tissue donors.The LIAISON® XL MUREX Control HBeAg (negative and positive) is intended for use as assayed quality control samples to monitor the performance of the LIAISON® XL MUREX HBeAg assay. The performance characteristics of LIAISON® XL MUREX Control HBeAg have not been〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P180048
