submission_no,doc_type,url,n_chars,txt_path,fetched_at
K192916,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K192916.pdf,44182,txt/K192916.txt,2026-09-22T17:24:28
K193650,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K193650.pdf,16821,txt/K193650.txt,2026-09-22T17:24:28
K193650,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf19/K193650.pdf,19392,txt/K193650.txt,2026-09-22T17:24:28
K200199,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K200199.pdf,14639,txt/K200199.txt,2026-09-22T17:24:28
K200199,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K200199.pdf,18036,txt/K200199.txt,2026-09-22T17:24:28
K200215,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K200215.pdf,12251,txt/K200215.txt,2026-09-22T17:24:28
K200215,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K200215.pdf,13852,txt/K200215.txt,2026-09-22T17:24:28
K200509,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K200509.pdf,14668,txt/K200509.txt,2026-09-22T17:24:28
K200509,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K200509.pdf,17544,txt/K200509.txt,2026-09-22T17:24:28
K200997,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K200997.pdf,2960,txt/K200997.txt,2026-09-22T17:24:28
K200997,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K200997.pdf,18329,txt/K200997.txt,2026-09-22T17:24:28
K201312,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K201312.pdf,52794,txt/K201312.txt,2026-09-22T17:24:28
K201312,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K201312.pdf,57649,txt/K201312.txt,2026-09-22T17:24:28
K201441,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K201441.pdf,38370,txt/K201441.txt,2026-09-22T17:24:28
K201441,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K201441.pdf,41243,txt/K201441.txt,2026-09-22T17:24:28
K201956,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K201956.pdf,50988,txt/K201956.txt,2026-09-22T17:24:28
K201956,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K201956.pdf,4853,txt/K201956.txt,2026-09-22T17:24:28
K202573,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K202573.pdf,42084,txt/K202573.txt,2026-09-22T17:24:28
K202573,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202573.pdf,26114,txt/K202573.txt,2026-09-22T17:24:28
K202574,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K202574.pdf,42742,txt/K202574.txt,2026-09-22T17:24:28
K202574,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202574.pdf,26106,txt/K202574.txt,2026-09-22T17:24:28
K203289,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K203289.pdf,42844,txt/K203289.txt,2026-09-22T17:24:28
K203289,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203289.pdf,9479,txt/K203289.txt,2026-09-22T17:24:28
K210901,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K210901.pdf,21053,txt/K210901.txt,2026-09-22T17:24:28
K210901,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210901.pdf,18879,txt/K210901.txt,2026-09-22T17:24:28
K210902,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K210902.pdf,43171,txt/K210902.txt,2026-09-22T17:24:28
K210902,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210902.pdf,53329,txt/K210902.txt,2026-09-22T17:24:28
K211302,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K211302.pdf,10710,txt/K211302.txt,2026-09-22T17:24:28
K211302,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211302.pdf,17381,txt/K211302.txt,2026-09-22T17:24:28
K212559,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K212559.pdf,2881,txt/K212559.txt,2026-09-22T17:24:28
K213403,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K213403.pdf,85073,txt/K213403.txt,2026-09-22T17:24:28
K213403,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213403.pdf,114942,txt/K213403.txt,2026-09-22T17:24:28
K213626,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K213626.pdf,20227,txt/K213626.txt,2026-09-22T17:24:28
K213626,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213626.pdf,20892,txt/K213626.txt,2026-09-22T17:24:28
K213858,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K213858.pdf,15289,txt/K213858.txt,2026-09-22T17:24:28
K213858,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213858.pdf,17678,txt/K213858.txt,2026-09-22T17:24:28
K214117,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K214117.pdf,10750,txt/K214117.txt,2026-09-22T17:24:28
K214117,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K214117.pdf,18925,txt/K214117.txt,2026-09-22T17:24:28
K220176,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220176.pdf,17175,txt/K220176.txt,2026-09-22T17:24:28
K220176,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220176.pdf,12844,txt/K220176.txt,2026-09-22T17:24:28
K220262,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220262.pdf,56255,txt/K220262.txt,2026-09-22T17:24:28
K220262,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220262.pdf,64416,txt/K220262.txt,2026-09-22T17:24:28
K220265,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220265.pdf,40755,txt/K220265.txt,2026-09-22T17:24:28
K220265,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220265.pdf,35130,txt/K220265.txt,2026-09-22T17:24:28
K220763,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220763.pdf,29808,txt/K220763.txt,2026-09-22T17:24:28
K220763,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220763.pdf,6798,txt/K220763.txt,2026-09-22T17:24:28
K220911,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220911.pdf,18310,txt/K220911.txt,2026-09-22T17:24:28
K220911,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220911.pdf,13247,txt/K220911.txt,2026-09-22T17:24:28
K220924,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220924.pdf,13133,txt/K220924.txt,2026-09-22T17:24:28
K220924,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220924.pdf,10880,txt/K220924.txt,2026-09-22T17:24:28
K220949,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220949.pdf,31032,txt/K220949.txt,2026-09-22T17:24:28
K220949,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220949.pdf,29686,txt/K220949.txt,2026-09-22T17:24:28
K220972,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K220972.pdf,23500,txt/K220972.txt,2026-09-22T17:24:28
K220972,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220972.pdf,17469,txt/K220972.txt,2026-09-22T17:24:28
K221225,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K221225.pdf,20341,txt/K221225.txt,2026-09-22T17:24:28
K221225,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221225.pdf,16313,txt/K221225.txt,2026-09-22T17:24:28
K221326,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K221326.pdf,23868,txt/K221326.txt,2026-09-22T17:24:28
K221326,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221326.pdf,24852,txt/K221326.txt,2026-09-22T17:24:28
K221355,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K221355.pdf,20341,txt/K221355.txt,2026-09-22T17:24:28
K221355,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221355.pdf,26366,txt/K221355.txt,2026-09-22T17:24:28
K221817,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K221817.pdf,20309,txt/K221817.txt,2026-09-22T17:24:28
K221817,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221817.pdf,29103,txt/K221817.txt,2026-09-22T17:24:28
K221890,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K221890.pdf,37621,txt/K221890.txt,2026-09-22T17:24:28
K221890,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221890.pdf,27988,txt/K221890.txt,2026-09-22T17:24:28
K223503,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K223503.pdf,607,txt/K223503.txt,2026-09-22T17:24:28
K223503,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223503.pdf,15144,txt/K223503.txt,2026-09-22T17:24:28
K223637,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K223637.pdf,31309,txt/K223637.txt,2026-09-22T17:24:28
K223637,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223637.pdf,50646,txt/K223637.txt,2026-09-22T17:24:28
K223921,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K223921.pdf,16684,txt/K223921.txt,2026-09-22T17:24:28
K223921,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223921.pdf,12355,txt/K223921.txt,2026-09-22T17:24:28
K231517,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K231517.pdf,21446,txt/K231517.txt,2026-09-22T17:24:28
K231517,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K231517.pdf,26785,txt/K231517.txt,2026-09-22T17:24:28
K231525,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K231525.pdf,21977,txt/K231525.txt,2026-09-22T17:24:28
K231525,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K231525.pdf,25743,txt/K231525.txt,2026-09-22T17:24:28
K231974,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K231974.pdf,5952,txt/K231974.txt,2026-09-22T17:24:28
K231974,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K231974.pdf,18692,txt/K231974.txt,2026-09-22T17:24:28
K232057,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K232057.pdf,2832,txt/K232057.txt,2026-09-22T17:24:28
K232057,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K232057.pdf,10990,txt/K232057.txt,2026-09-22T17:24:28
K232164,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K232164.pdf,47600,txt/K232164.txt,2026-09-22T17:24:28
K232164,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K232164.pdf,38551,txt/K232164.txt,2026-09-22T17:24:28
K233050,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K233050.pdf,13566,txt/K233050.txt,2026-09-22T17:24:28
K233050,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233050.pdf,15723,txt/K233050.txt,2026-09-22T17:24:28
K233242,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K233242.pdf,14549,txt/K233242.txt,2026-09-22T17:24:28
K233242,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233242.pdf,24942,txt/K233242.txt,2026-09-22T17:24:28
K233367,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K233367.pdf,20718,txt/K233367.txt,2026-09-22T17:24:28
K233367,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K233367.pdf,27158,txt/K233367.txt,2026-09-22T17:24:28
K240479,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K240479.pdf,17694,txt/K240479.txt,2026-09-22T17:24:28
K240479,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240479.pdf,14294,txt/K240479.txt,2026-09-22T17:24:28
K240927,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K240927.pdf,17879,txt/K240927.txt,2026-09-22T17:24:28
K240927,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240927.pdf,16168,txt/K240927.txt,2026-09-22T17:24:28
K240984,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K240984.pdf,59409,txt/K240984.txt,2026-09-22T17:24:28
K240984,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K240984.pdf,58293,txt/K240984.txt,2026-09-22T17:24:28
K241423,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K241423.pdf,9693,txt/K241423.txt,2026-09-22T17:24:28
K241423,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241423.pdf,14466,txt/K241423.txt,2026-09-22T17:24:28
K241427,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K241427.pdf,36631,txt/K241427.txt,2026-09-22T17:24:28
K241427,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K241427.pdf,42178,txt/K241427.txt,2026-09-22T17:24:28
K242294,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242294.pdf,32028,txt/K242294.txt,2026-09-22T17:24:28
K242585,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K242585.pdf,19566,txt/K242585.txt,2026-09-22T17:24:28
K242585,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242585.pdf,23333,txt/K242585.txt,2026-09-22T17:24:28
K242981,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K242981.pdf,37304,txt/K242981.txt,2026-09-22T17:24:28
K242981,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K242981.pdf,28417,txt/K242981.txt,2026-09-22T17:24:28
K243575,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K243575.pdf,23080,txt/K243575.txt,2026-09-22T17:24:28
K243575,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf24/K243575.pdf,29361,txt/K243575.txt,2026-09-22T17:24:28
K250666,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K250666.pdf,21777,txt/K250666.txt,2026-09-22T17:24:28
K250666,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K250666.pdf,8881,txt/K250666.txt,2026-09-22T17:24:28
K251543,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K251543.pdf,12370,txt/K251543.txt,2026-09-22T17:24:28
K251543,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251543.pdf,16587,txt/K251543.txt,2026-09-22T17:24:28
K251630,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K251630.pdf,16211,txt/K251630.txt,2026-09-22T17:24:28
K251630,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K251630.pdf,16472,txt/K251630.txt,2026-09-22T17:24:28
K252169,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K252169.pdf,36417,txt/K252169.txt,2026-09-22T17:24:28
K252169,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252169.pdf,27398,txt/K252169.txt,2026-09-22T17:24:28
K252393,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K252393.pdf,27435,txt/K252393.txt,2026-09-22T17:24:28
K252393,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K252393.pdf,43603,txt/K252393.txt,2026-09-22T17:24:28
K253051,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K253051.pdf,64629,txt/K253051.txt,2026-09-22T17:24:28
K253051,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253051.pdf,58969,txt/K253051.txt,2026-09-22T17:24:28
K253367,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K253367.pdf,30890,txt/K253367.txt,2026-09-22T17:24:28
K253367,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253367.pdf,47256,txt/K253367.txt,2026-09-22T17:24:28
K253528,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K253528.pdf,28858,txt/K253528.txt,2026-09-22T17:24:28
K253528,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253528.pdf,31093,txt/K253528.txt,2026-09-22T17:24:28
K253539,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K253539.pdf,9690,txt/K253539.txt,2026-09-22T17:24:28
K253539,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253539.pdf,25032,txt/K253539.txt,2026-09-22T17:24:28
K253817,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K253817.pdf,37236,txt/K253817.txt,2026-09-22T17:24:28
K253817,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253817.pdf,50581,txt/K253817.txt,2026-09-22T17:24:28
K253985,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K253985.pdf,28241,txt/K253985.txt,2026-09-22T17:24:28
K253985,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf25/K253985.pdf,45151,txt/K253985.txt,2026-09-22T17:24:28
K260026,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K260026.pdf,17380,txt/K260026.txt,2026-09-22T17:24:28
K260026,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf26/K260026.pdf,23159,txt/K260026.txt,2026-09-22T17:24:28
K213236,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K213236.pdf,28608,txt/K213236.txt,2026-09-22T17:24:28
K213236,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213236.pdf,44,txt/K213236.txt,2026-09-22T17:24:28
K093680,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093680.pdf,10724,txt/K093680.txt,2026-09-22T17:24:28
K023617,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K023617.pdf,8312,txt/K023617.txt,2026-09-22T17:24:31
K093664,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093664.pdf,36356,txt/K093664.txt,2026-09-22T17:24:31
K212778,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K212778.pdf,40210,txt/K212778.txt,2026-09-22T17:24:32
K212778,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212778.pdf,44,txt/K212778.txt,2026-09-22T17:24:32
K093635,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093635.pdf,3985,txt/K093635.txt,2026-09-22T17:24:34
K212427,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K212427.pdf,2793,txt/K212427.txt,2026-09-22T17:24:34
K212427,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212427.pdf,44,txt/K212427.txt,2026-09-22T17:24:34
K093631,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093631.pdf,4334,txt/K093631.txt,2026-09-22T17:24:36
K212147,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K212147.pdf,49452,txt/K212147.txt,2026-09-22T17:24:37
K212147,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212147.pdf,44,txt/K212147.txt,2026-09-22T17:24:37
K093623,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093623.pdf,25323,txt/K093623.txt,2026-09-22T17:24:38
K211499,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K211499.pdf,27213,txt/K211499.txt,2026-09-22T17:24:40
K211499,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211499.pdf,44,txt/K211499.txt,2026-09-22T17:24:40
K093611,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093611.pdf,13953,txt/K093611.txt,2026-09-22T17:24:41
K210973,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K210973.pdf,68239,txt/K210973.txt,2026-09-22T17:24:43
K210973,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210973.pdf,44,txt/K210973.txt,2026-09-22T17:24:43
K093604,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093604.pdf,15746,txt/K093604.txt,2026-09-22T17:24:44
K093592,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093592.pdf,3755,txt/K093592.txt,2026-09-22T17:24:46
K210585,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K210585.pdf,57507,txt/K210585.txt,2026-09-22T17:24:47
K210585,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210585.pdf,44,txt/K210585.txt,2026-09-22T17:24:47
K093555,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093555.pdf,19803,txt/K093555.txt,2026-09-22T17:24:49
K210385,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K210385.pdf,2793,txt/K210385.txt,2026-09-22T17:24:50
K210385,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210385.pdf,44,txt/K210385.txt,2026-09-22T17:24:50
K093506,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093506.pdf,3752,txt/K093506.txt,2026-09-22T17:24:51
DEN210056,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN210056.pdf,26463,txt/DEN210056.txt,2026-09-22T17:24:52
DEN210056,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/DEN210056.pdf,44,txt/DEN210056.txt,2026-09-22T17:24:52
K093475,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093475.pdf,9494,txt/K093475.txt,2026-09-22T17:24:53
K093460,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093460.pdf,10736,txt/K093460.txt,2026-09-22T17:24:56
DEN210040,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN210040.pdf,50411,txt/DEN210040.txt,2026-09-22T17:24:56
DEN210040,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/DEN210040.pdf,44,txt/DEN210040.txt,2026-09-22T17:24:56
K093459,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093459.pdf,24563,txt/K093459.txt,2026-09-22T17:24:59
DEN210038,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN210038.pdf,50020,txt/DEN210038.txt,2026-09-22T17:25:01
DEN210038,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/DEN210038.pdf,44,txt/DEN210038.txt,2026-09-22T17:25:01
K093441,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093441.pdf,16292,txt/K093441.txt,2026-09-22T17:25:01
K093421,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093421.pdf,16465,txt/K093421.txt,2026-09-22T17:25:04
DEN210035,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/DEN210035.pdf,84718,txt/DEN210035.txt,2026-09-22T17:25:05
DEN210035,denovo_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf21/DEN210035.pdf,44,txt/DEN210035.txt,2026-09-22T17:25:05
K203748,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K203748.pdf,44420,txt/K203748.txt,2026-09-22T17:25:08
K203748,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203748.pdf,44,txt/K203748.txt,2026-09-22T17:25:08
K203429,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K203429.pdf,43305,txt/K203429.txt,2026-09-22T17:25:12
K203429,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203429.pdf,44,txt/K203429.txt,2026-09-22T17:25:12
K203220,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K203220.pdf,59106,txt/K203220.txt,2026-09-22T17:25:15
K203220,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203220.pdf,44,txt/K203220.txt,2026-09-22T17:25:15
K203035,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K203035.pdf,79851,txt/K203035.txt,2026-09-22T17:25:19
K203035,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203035.pdf,44,txt/K203035.txt,2026-09-22T17:25:19
K093420,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093420.pdf,23385,txt/K093420.txt,2026-09-22T17:25:21
K202755,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K202755.pdf,30006,txt/K202755.txt,2026-09-22T17:25:23
K202755,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202755.pdf,44,txt/K202755.txt,2026-09-22T17:25:23
K093394,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093394.pdf,8832,txt/K093394.txt,2026-09-22T17:25:24
K202641,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K202641.pdf,12144,txt/K202641.txt,2026-09-22T17:25:26
K202641,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202641.pdf,44,txt/K202641.txt,2026-09-22T17:25:26
K093297,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093297.pdf,12842,txt/K093297.txt,2026-09-22T17:25:27
K202408,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K202408.pdf,50380,txt/K202408.txt,2026-09-22T17:25:29
K202408,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202408.pdf,44,txt/K202408.txt,2026-09-22T17:25:29
K202304,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K202304.pdf,126759,txt/K202304.txt,2026-09-22T17:25:35
K202304,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202304.pdf,44,txt/K202304.txt,2026-09-22T17:25:35
K202215,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K202215.pdf,56429,txt/K202215.txt,2026-09-22T17:25:38
K202215,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202215.pdf,44,txt/K202215.txt,2026-09-22T17:25:38
K202196,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K202196.pdf,22528,txt/K202196.txt,2026-09-22T17:25:41
K202196,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202196.pdf,44,txt/K202196.txt,2026-09-22T17:25:41
K201849,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K201849.pdf,12741,txt/K201849.txt,2026-09-22T17:25:43
K201849,510k_summary,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K201849.pdf,44,txt/K201849.txt,2026-09-22T17:25:43
K093262,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093262.pdf,19250,txt/K093262.txt,2026-09-22T17:25:44
K023856,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K023856.pdf,9772,txt/K023856.txt,2026-09-22T17:25:44
K093243,decision_summary,https://www.accessdata.fda.gov/cdrh_docs/reviews/K093243.pdf,10815,txt/K093243.txt,2026-09-22T17:25:46
