gene,depmap_mean_gene_effect,depmap_n_cell_lines
FAAH2,0.04504630257082632,1100.0
FAAP100,-0.34893764983347386,1100.0
FAAP20,-0.33464278342644477,1100.0
FAAP24,-0.3595294225387745,1100.0
FABP1,-0.12402940773686548,1100.0
FABP12,0.19218500628227006,1100.0
FABP2,0.02365709954329433,1100.0
FABP3,-0.03788466404880556,1100.0
FABP4,0.08491999021578199,1100.0
FABP6,0.029756545372265457,1100.0
FABP7,0.12957356167664397,1100.0
FADD,-0.3548881756251312,1100.0
FADS1,0.08821395589757673,1100.0
FADS2,-0.10534592541135562,1100.0
FADS3,-0.03986576865267802,1100.0
FADS6,-0.056234522559555335,1100.0
FAF1,-0.09153258587554623,1100.0
FAF2,-0.47692468343960215,1100.0
FAH,0.004705450231044129,1100.0
FAHD1,-0.05390328334051837,1100.0
FAHD2A,-0.18165818899645594,1100.0
FAHD2B,-0.20056221055242046,1098.0
FAIM,-0.20047872200886746,1100.0
FAIM2,0.01780623043467553,1100.0
FAM104A,0.028023191241271055,1100.0
FAM104B,-0.2121873265941662,1100.0
FAM107A,-0.1206946710424919,1100.0
FAM107B,0.10836923183035736,1100.0
FAM110A,0.07565720178925445,1100.0
FAM110B,0.004490408443488993,1100.0
FAM110C,-0.09447291948907491,1100.0
FAM110D,-0.12344191631601906,1100.0
FAM111A,0.06442592162849153,1100.0
FAM111B,0.036114110230893795,1100.0
FAM114A1,-0.01378173286301414,1100.0
FAM114A2,-0.02557000431517077,1100.0
FAM117A,-0.18150921602944234,1100.0
FAM117B,0.11208093601385288,1100.0
FAM118A,0.05073908229370942,1100.0
FAM118B,0.06604367198634273,1100.0
FAM120A,-0.23180494833965337,1100.0
FAM120AOS,-0.08094709346905744,1098.0
FAM120B,0.03511475785053999,1100.0
FAM120C,-0.014012860410215442,1100.0
FAM124A,0.02474073876125571,1100.0
FAM124B,-0.024386651012644502,1100.0
FAM131A,0.015665123911534157,1100.0
FAM131B,0.09641742072968541,1100.0
FAM131C,-0.0835201052449734,1100.0
FAM133A,0.0795853180768604,1100.0
FAM133B,-0.8164109387126142,1100.0
FAM135A,0.03105133120436766,1100.0
FAM135B,-0.06398152861921852,1100.0
FAM136A,-0.45406556401192627,1100.0
FAM13A,0.008922690610058964,1100.0
FAM13B,-0.05470721319607427,1100.0
FAM13C,0.03962711346505702,1100.0
FAM149A,0.037749212712776724,1100.0
FAM149B1,-0.06077686005429977,1100.0
FAM151A,-0.034901201219604376,1100.0
FAM151B,0.028810401491614367,1100.0
FAM153A,0.03216398902282927,1100.0
FAM161A,-0.110738695354873,1100.0
FAM161B,-0.02584900100745674,1100.0
FAM162A,-0.07691256951896472,1100.0
FAM162B,-0.06762463116772718,1100.0
FAM163A,0.018295001662353205,1100.0
FAM163B,0.011450312867201853,1100.0
FAM166A,-0.19165963879428619,1100.0
FAM166B,0.011813879252488306,1100.0
FAM166C,-0.0038891232988678523,1100.0
FAM167A,-0.07354441171097348,1100.0
FAM167B,-0.04790955554715753,1100.0
FAM168A,-0.26296720127930373,1100.0
FAM168B,0.030613218076268028,1100.0
FAM169A,-0.0708420983151611,1100.0
FAM170A,0.009551141052733792,1100.0
FAM170B,0.03217550635755882,1100.0
FAM171A1,0.10889891463370148,1100.0
FAM171A2,-0.2244696776012237,1100.0
FAM171B,-0.14230382544530668,1100.0
FAM172A,0.05710290262282232,1100.0
FAM174A,0.01573122301979394,1100.0
FAM174B,0.06702720177908358,1100.0
FAM174C,0.0051609951635066525,1100.0
FAM177A1,-0.11919487520244156,1100.0
FAM177B,-0.0576535835142387,1100.0
FAM178B,-0.09605351489183729,1100.0
FAM180A,0.10342564863584562,1100.0
FAM180B,-0.08449875550773189,15.0
FAM181A,0.06099158553204656,1100.0
FAM181B,0.08453291309663413,1100.0
FAM183A,-0.08833556916139289,1100.0
FAM184A,0.011262118667869305,1100.0
FAM184B,0.22680479400357537,1100.0
FAM185A,-0.2094253741385194,1100.0
FAM186A,-0.20621589400644993,1100.0
FAM186B,-0.13742363044870143,1100.0
FAM187A,0.004888487518669005,15.0
FAM187B,-0.009642570248970915,1100.0
FAM193A,-0.06561428518399173,1100.0
FAM193B,-0.08628757212769615,1100.0
FAM199X,0.06697016558148189,1100.0
FAM200A,-0.12293505865540849,1100.0
FAM200B,-0.14044691326013703,1100.0
FAM204A,-0.2512286191957462,1100.0
FAM205A,-0.03802013911415875,1100.0
FAM205C,0.2639423250188787,15.0
FAM209A,0.04444529470357317,1100.0
FAM209B,-0.050268972581130195,1100.0
FAM20A,-0.1001251489049199,1100.0
FAM20B,-0.06895742543934281,1100.0
FAM20C,-0.09248969770691767,1100.0
FAM210A,-0.34231756302813104,1100.0
FAM210B,0.07448642482479957,1100.0
FAM216A,0.0009915216624277984,1100.0
FAM216B,0.10023883512757044,1100.0
FAM217A,0.12906789845791727,1100.0
FAM217B,0.08271518596330124,1100.0
FAM219A,-0.14253174763328091,1100.0
FAM219B,0.0012941626024377145,1100.0
FAM220A,-0.12416090194368361,1100.0
FAM221A,0.05335604266876897,1100.0
FAM221B,0.017354677880428212,1100.0
FAM222A,0.08372662284049635,1100.0
FAM222B,-0.24351732611164917,1100.0
FAM227A,-0.4866970220840627,15.0
FAM227B,0.008564256830567617,1100.0
FAM228A,-0.012243814809442432,1100.0
FAM228B,-0.1395737625087051,15.0
FAM229A,-0.2921086568211524,1100.0
FAM229B,-0.031048196328676576,1100.0
FAM234A,0.07468258949739831,1100.0
FAM234B,-0.07277319734237986,1100.0
FAM237A,0.03241965892872564,15.0
FAM240A,-0.2901003689132475,15.0
FAM241A,0.06443047389094383,1100.0
FAM241B,0.11962045603445694,1100.0
FAM24A,0.10421494212118021,1100.0
FAM24B,0.08719595719730104,1100.0
FAM25A,-0.3160131255911484,1098.0
FAM32A,-0.7355638087051544,1100.0
FAM3A,0.036369855360265074,1100.0
FAM3B,0.06694057884283021,1100.0
FAM3C,0.11584721577476564,1100.0
FAM3D,0.00442759377541908,1100.0
FAM43A,0.04931804674126724,1100.0
FAM43B,0.017842194859615246,1100.0
FAM47A,0.2150926968756789,1100.0
FAM47B,0.15701375928062752,1100.0
FAM47C,0.04462997854671788,1100.0
FAM47E,-0.0016152887157859417,1100.0
FAM50A,-0.5748992535111249,1100.0
FAM50B,0.09602752830538462,1100.0
FAM53A,0.0366117811515637,1100.0
FAM53B,0.05781696594967101,1100.0
FAM53C,-0.03425645904389501,1100.0
FAM76A,-0.05880994405470941,1100.0
FAM76B,-0.08274307512208307,1100.0
FAM78A,0.05713227653219913,1100.0
FAM78B,-0.01719467731459436,1100.0
FAM81A,-0.002821259993725729,1100.0
FAM81B,0.057996141874047204,1100.0
FAM83A,-0.03165458808283792,1100.0
FAM83B,0.06796225954359386,1100.0
FAM83C,-0.21634855296605937,1100.0
FAM83D,-0.20671449544686682,1100.0
FAM83E,-0.23905913011299224,1100.0
FAM83F,0.12507368242086211,1100.0
FAM83G,-0.0623881791253153,1100.0
FAM83H,-0.07526048347623526,1100.0
FAM86B2,-0.05376755755165579,975.0
FAM89A,0.005260825549412107,1100.0
FAM89B,-0.24247372328109532,1100.0
FAM8A1,-0.07796772755274868,1100.0
FAM90A1,-0.06309675399601554,324.0
FAM91A1,-0.2217751680070023,1100.0
FAM98A,-0.00628669827904474,1100.0
FAM98B,-0.34468975012166203,1100.0
FAM98C,-0.17055880494583708,1100.0
FAM9A,0.05104638469471022,1100.0
FAM9B,0.21300308211290994,1100.0
FAM9C,0.1554402917938708,1100.0
FAN1,-0.07420647247965506,1100.0
FANCA,-0.22301102840973405,1100.0
FANCB,0.12895153326452755,1100.0
FANCC,-0.12343568344527169,1100.0
FANCD2,-0.28179210019128925,1100.0
FANCD2OS,0.05338009405781582,1100.0
FANCE,-0.2330438886276173,1100.0
FANCF,-0.26837364282417586,1100.0
FANCG,0.017668989906988213,1100.0
FANCI,-0.3347453105305419,1100.0
FANCL,-0.22783790659355244,1100.0
FANCM,-0.5147012000801484,1100.0
FANK1,0.05498289242187741,1100.0
FAP,-0.05848936398337418,1100.0
FAR1,-0.005070822885066908,1100.0
FAR2,-0.2675109624855921,1100.0
FARP1,-0.04081873770962317,1100.0
FARP2,0.01613358047210812,1100.0
FARS2,-0.4283933657949321,1100.0
FARSA,-0.9687722065892409,1100.0
FARSB,-1.9447074578293024,1100.0
FAS,-0.11671113359400098,1100.0
FASLG,0.08820247519005846,1100.0
FASN,-0.2753682718770855,1100.0
FASTK,0.006030782753015641,1100.0
FASTKD1,-0.07077282173682656,1100.0
FASTKD2,0.026579557959822607,1100.0
FASTKD3,0.06845851249798152,1100.0
FASTKD5,-0.2740701068731573,1100.0
FAT1,-0.03577064586562326,1100.0
FAT2,0.0076177878023337585,1100.0
FAT3,-0.5180293121400837,15.0
FAT4,-0.02169291750451474,1100.0
FATE1,0.018622747439272214,1100.0
FAU,-2.603733515322401,1100.0
FAXC,0.025782192177270687,1100.0
FAXDC2,0.031742588033124366,1100.0
FBF1,-0.07298945261312954,1100.0
FBH1,0.013385552412224923,1100.0
FBL,-1.239681297740248,1100.0
FBLIM1,-0.39356706652509954,1100.0
FBLL1,0.3701534246033283,15.0
FBLN1,-0.03285145863323197,1100.0
FBLN2,0.044064195082775884,1100.0
FBLN5,0.012092663844378173,1100.0
FBLN7,-0.14261593162971803,1100.0
FBN1,-0.009534362257094975,1100.0
FBN2,0.020291210226848017,1100.0
FBN3,-0.11760019630035409,1100.0
FBP1,-0.11079990219101603,1100.0
FBP2,-0.06419092889514695,1100.0
FBRS,-0.19810144913728217,15.0
FBRSL1,-0.05998778643912467,1100.0
FBXL12,-0.06229017336292167,1100.0
FBXL13,0.03929896770873125,1100.0
FBXL14,0.03893268312179389,1100.0
FBXL15,-0.04443023016856409,1100.0
FBXL16,-0.04352937589340279,1100.0
FBXL17,-0.03807806182669261,1100.0
FBXL18,-0.019024009415275614,1100.0
FBXL19,-0.12429002510913863,1100.0
FBXL2,-0.04983155376445856,1100.0
FBXL20,-0.07905172949770141,1100.0
FBXL22,-0.09324601682445888,1100.0
FBXL3,-0.02321475852657149,1100.0
FBXL4,-0.1090970837072044,1100.0
FBXL5,-0.01199018885452211,1100.0
FBXL6,-0.2302461665404673,1100.0
FBXL7,0.10968946204992626,1100.0
FBXL8,-0.029052278392767097,1100.0
FBXO10,-0.007980453535034715,1100.0
FBXO11,-0.24511024883462318,1100.0
FBXO15,0.03679484034084241,1100.0
FBXO16,0.009504754404194874,1100.0
FBXO17,-0.07458516445044718,1100.0
FBXO2,0.08936723284887273,1100.0
FBXO21,-0.06403051858663013,1100.0
FBXO22,-0.11625144837397368,1100.0
FBXO24,-0.00018100329786884109,1100.0
FBXO25,0.021656077770491482,1100.0
FBXO27,0.030681150170205257,1100.0
FBXO28,-0.11132553637949093,1100.0
FBXO3,0.018752598213106257,1100.0
FBXO30,0.11189001411675843,1100.0
FBXO31,-0.023763575325630566,1100.0
FBXO32,0.11626231171315118,1100.0
FBXO33,-0.08616713253604649,1100.0
FBXO34,-0.022821034537832165,1100.0
FBXO36,-0.17814438249256406,1100.0
FBXO38,0.000892695373947415,1100.0
FBXO39,0.14208108254488322,1100.0
FBXO4,0.006217593235727457,1100.0
FBXO40,-0.02339139809352599,1100.0
FBXO41,-0.047153569904349685,1100.0
FBXO42,-0.14689115320564963,1100.0
FBXO43,-0.13063296856520373,1100.0
FBXO44,-0.04701459940096399,1100.0
FBXO45,0.09989336053661169,1100.0
FBXO46,0.02854113543763971,1100.0
FBXO47,-0.14515897370794445,1100.0
FBXO48,-0.07785109310358664,1100.0
FBXO5,-1.321977443929304,1100.0
FBXO6,0.0031985440937863435,1100.0
FBXO7,-0.13085284815622186,1100.0
FBXO8,0.16337551925740718,1100.0
FBXO9,-0.22117609853113518,1100.0
FBXW10,0.024111996704877726,1098.0
FBXW10B,-0.10970617433922453,975.0
FBXW11,-0.5545580126102967,1100.0
FBXW12,-0.12361077513116304,1100.0
FBXW2,0.02087290128490666,1100.0
FBXW4,-0.04190487865442928,1100.0
FBXW5,-0.0772231706060221,1100.0
FBXW7,-0.06217923395085204,1100.0
FBXW8,-0.04524209244312409,1100.0
FBXW9,-0.15464684396236553,1100.0
FCAMR,0.12401061500251383,1100.0
FCAR,0.08779047423760719,1100.0
FCER1A,0.03745283298842892,1100.0
FCER1G,0.009830738403797515,1100.0
FCER2,-0.003127452330873488,1100.0
FCF1,-1.400654910218223,1100.0
FCGR1A,-0.7928844292058926,324.0
FCGR2A,0.06155146570508456,1100.0
FCGR2B,-0.1273225433655456,1100.0
FCGR3A,0.06887380646626758,1098.0
FCGR3B,0.16958901678858845,975.0
FCGRT,0.0019509855911702097,1100.0
FCHO1,-0.12819745457409087,1100.0
FCHO2,-0.19083071109274757,1100.0
FCHSD1,0.11126094444756836,1100.0
FCHSD2,-0.09200730663807462,1100.0
FCMR,-0.03597424299020793,1100.0
FCN1,0.0709197488597808,1100.0
FCN2,0.052137641242409605,1100.0
FCN3,0.018954012301209293,1100.0
FCRL1,0.01947512762722377,1100.0
FCRL2,-0.012846858102879728,1100.0
FCRL3,-0.053798916559435174,1100.0
FCRL4,-0.14461349203982787,1100.0
FCRL5,-0.0005155678813825148,1100.0
FCRL6,-0.06583890660441474,1100.0
FCRLA,0.12431796963103543,1100.0
FCRLB,0.006609994052614574,1100.0
FCSK,0.09216664351604437,1100.0
FDCSP,0.1023832274567551,1100.0
FDFT1,-0.1375212989233309,1100.0
FDPS,-0.7201299633126486,1100.0
FDX1,-0.24801536933530693,1100.0
FDX2,-0.7632616625791641,1100.0
FDXACB1,-0.0539555518784104,1100.0
FDXR,-0.5878797878387293,1100.0
FECH,-0.49392078558849356,1100.0
FEM1A,-0.07175849172758192,1100.0
FEM1B,-0.1819487992309423,1100.0
FEM1C,-0.04512841221135136,1100.0
FEN1,-0.8093541751243851,1100.0
FER,0.03725883628909139,1100.0
FER1L5,-0.49669111694166174,15.0
FER1L6,0.08007461122583656,1100.0
FERD3L,0.08125451839821353,1100.0
FERMT1,-0.012505312035051163,1100.0
FERMT2,-0.5971798448055978,1100.0
FERMT3,-0.2295939640538708,1100.0
FES,-0.08426436598503369,1100.0
FETUB,-0.0614460610234725,1100.0
FEV,0.0012495147027099876,1100.0
FEZ1,0.08369031653259563,1100.0
FEZ2,0.2782815854370001,1100.0
FEZF1,0.07547723818085914,1100.0
FEZF2,-0.016161743811948553,1100.0
FFAR1,-0.017518609649381848,1100.0
FFAR2,-0.09194464594711727,1100.0
FFAR4,-0.14546164891930222,1100.0
FGA,-0.007089226991182988,1100.0
FGB,0.14511101232559687,1100.0
FGD1,-0.009237436096476283,1100.0
FGD2,-0.15411056743417084,1100.0
FGD3,-0.07182340275678355,1100.0
FGD4,-0.007355716391293734,1100.0
FGD5,-0.016441376060351717,1100.0
FGD6,-0.17055094305544008,1100.0
FGF1,-0.07121100103640225,1100.0
FGF10,0.07088645652779914,1100.0
FGF11,-0.047851781414756905,1100.0
FGF12,0.09284943491353265,1100.0
FGF13,0.07009735449730843,1100.0
FGF14,0.049204367871335995,1100.0
FGF16,-0.10800224660641851,15.0
FGF17,0.10108247360488307,1100.0
FGF18,0.009350582199338757,1100.0
FGF19,-0.1377465555038724,1100.0
FGF2,0.018345297766520188,1100.0
FGF20,0.08976848443466828,1100.0
FGF21,-0.033735531422209517,1100.0
FGF22,0.043139028429383275,1100.0
FGF23,0.1470300182427966,1100.0
FGF3,-0.05977089577621055,1100.0
FGF4,-0.033569636854404034,1100.0
FGF5,-0.11135472807073205,1100.0
FGF6,0.20157189250306665,1100.0
FGF7,0.014491469548611177,1098.0
FGF8,-0.021154850848854555,1100.0
FGF9,-0.020756087780916282,1100.0
FGFBP1,0.17015322355889803,1100.0
FGFBP2,0.16007122192424403,1100.0
FGFBP3,-0.08325616851429707,1100.0
FGFR1,-0.0757467408790826,1100.0
FGFR1OP2,-0.26659039085381997,1100.0
FGFR2,-0.03060373221766992,1100.0
FGFR3,0.013979886373302051,1100.0
FGFR4,0.03139766392893086,1100.0
FGFRL1,-0.06002249062553132,1100.0
FGG,-0.027567852641686555,1100.0
FGGY,0.08816186104898877,1100.0
FGL1,0.0017629726309902104,1100.0
FGL2,-0.0019388574286162605,1100.0
FGR,-0.0427660859770557,1100.0
FH,-0.23720554850093437,1100.0
FHAD1,-0.17878362349889895,15.0
FHDC1,0.12010968404863168,1100.0
FHIP1A,0.018192018596257156,1100.0
FHIP1B,0.07334420111315224,1100.0
FHIP2A,0.008278411911012067,1100.0
FHIP2B,0.011638378731503774,1100.0
FHIT,0.08051210555989069,1100.0
FHL1,0.11602979008173724,1100.0
FHL2,-0.004482462784635866,1100.0
FHL3,0.045730127039383534,1100.0
FHL5,-0.0023530040330606897,1100.0
FHOD1,-0.029138654605952666,1100.0
FHOD3,0.08056876978280592,1100.0
FIBCD1,-0.10284128133452575,1100.0
FIBIN,-0.14320600434955041,1100.0
FIBP,-0.0780432980718355,1100.0
FICD,-0.0980391810039307,1100.0
FIG4,-0.1435131447730902,1100.0
FIGLA,-0.15022170161119053,1100.0
FIGN,0.011030310077120988,1100.0
FIGNL1,-0.07643578628975202,1100.0
FIGNL2,-0.09162958083936489,15.0
FILIP1,0.04863355044516214,1100.0
FILIP1L,0.01758108379867419,1100.0
FIP1L1,-1.0099039039100186,1100.0
FIS1,-0.24507020881845057,1100.0
FITM1,0.054095195836288544,1100.0
FITM2,0.013982581187120863,1100.0
FIZ1,0.1055823262281365,1100.0
FJX1,-0.08110425318869834,1100.0
FKBP10,-0.16111682139596795,1100.0
FKBP11,-0.08601851452431121,1100.0
FKBP14,0.006808510172483441,1100.0
FKBP15,0.06234052629124676,1100.0
FKBP1A,-0.35399679350471275,975.0
FKBP1B,0.22236667736535223,1100.0
FKBP2,-0.11507128235115212,1100.0
FKBP3,-0.011143556508094656,1100.0
FKBP4,-0.017902128105125526,1100.0
FKBP5,0.0880851328028885,1100.0
FKBP6,0.28110182613610596,324.0
FKBP7,-0.07733933773790905,1100.0
FKBP8,-0.14936303799378473,1100.0
FKBP9,-0.0957039959414896,1100.0
FKBPL,-0.11196935797390502,1100.0
FKRP,0.023682615744351057,1100.0
FKTN,0.042645749790866924,1100.0
FLACC1,0.004938564071339576,1100.0
FLAD1,-0.1286225063678721,1100.0
FLCN,-0.20157783911010757,1100.0
FLG,0.08454893613997287,1100.0
FLG2,0.024370961690518923,1100.0
FLI1,-0.059119871209396976,1100.0
FLII,-0.36854234654862505,1100.0
FLNA,0.00846689515822561,1100.0
FLNB,-0.0685262163027686,1100.0
FLNC,-0.10273055359678676,1100.0
FLOT1,-0.12065771054356374,1100.0
FLOT2,-0.16298265276278043,1100.0
FLRT1,-0.14437833955295182,1100.0
FLRT2,0.06056764477199539,1100.0
FLRT3,0.09727287652951463,1100.0
FLT1,0.052461084992490276,1100.0
FLT3,-0.10883660400936673,1100.0
FLT3LG,-0.07656382524102084,1100.0
FLT4,-0.016863970128186,1100.0
FLVCR1,-0.05596808192959994,1100.0
FLVCR2,-0.02364885581883895,1100.0
FLYWCH1,-0.13303078951328304,1100.0
FLYWCH2,0.004814216681512845,1100.0
FMC1,0.042298394528189176,1100.0
FMN1,0.033342291346947855,1100.0
FMN2,0.0029201908788201105,1100.0
FMNL1,-0.2518358957829214,1100.0
FMNL2,-0.019601527427175025,1100.0
FMNL3,-0.08269116503864037,1100.0
FMO1,-0.03601367255318638,1100.0
FMO2,0.013384656736295316,1100.0
FMO3,0.02716308162577363,1100.0
FMO4,0.11368506984611414,1100.0
FMO5,0.0658043094764797,1100.0
FMOD,0.17973517138251663,1100.0
FMR1,0.023938594240725926,1100.0
FMR1NB,0.06822496954695358,1100.0
FN1,0.2026629284804321,1100.0
FN3K,0.012214611639478252,1100.0
FN3KRP,-0.01670819217399872,1100.0
FNBP1,-0.10625469869665169,1100.0
FNBP1L,-0.04453763489612319,1100.0
FNBP4,-0.5999886759104555,1100.0
FNDC1,-0.035143367355706785,1100.0
FNDC10,-0.06471062651135648,1100.0
FNDC11,-0.021915932701097256,1100.0
FNDC3A,0.04376025263371211,1100.0
FNDC3B,-0.06451042251358727,1100.0
FNDC4,0.02054353054279342,1100.0
FNDC5,0.08521922574684024,1100.0
FNDC7,-0.19710034331785783,1100.0
FNDC8,-0.1588010925279059,1100.0
FNDC9,-0.005592116658842582,1100.0
FNIP1,-0.033276572232164826,1100.0
FNIP2,-0.03125011482863744,1100.0
FNTA,-1.107762018628571,1100.0
FNTB,-0.7532582223698095,1100.0
FOCAD,0.03861524452058597,1100.0
FOLH1,-0.10024063702494371,1100.0
FOLR1,0.01847938677416178,1100.0
FOLR2,0.024138082828014083,324.0
FOLR3,-0.06474466694681466,15.0
FOS,-0.08145566872899605,1100.0
FOSB,-0.08562420298714259,1100.0
FOSL1,-0.34857540817175475,1100.0
FOSL2,-0.13899014077189562,1100.0
FOXA1,-0.13822990873236415,1100.0
FOXA2,-0.11337582001406785,1100.0
FOXA3,-0.08386050252566475,1100.0
FOXB1,0.08885402901788947,1100.0
FOXB2,0.062429798849835356,1100.0
FOXC1,0.1038279216797389,1100.0
FOXC2,-0.10047553900463937,1100.0
FOXD1,-0.5106647602195303,15.0
FOXD2,-0.011681086351020118,1100.0
FOXD3,-0.05547661909377208,1100.0
FOXD4,-0.8802093038506853,1098.0
FOXD4L5,-0.0863057223331717,975.0
FOXE1,0.017185098031516268,1100.0
FOXE3,-0.05809433063570839,1100.0
FOXF1,0.18335818002405185,1100.0
FOXF2,0.06945038500956423,1100.0
FOXG1,-0.05898726317967583,1100.0
FOXH1,-0.06891038259834835,1100.0
FOXI1,0.13591011977745213,1100.0
FOXI2,0.08039363841807498,1100.0
FOXI3,-0.44047375424864926,15.0
FOXJ1,-0.018037511237483077,1100.0
FOXJ2,-0.002165014392028352,1100.0
FOXJ3,-0.06804707417160873,1100.0
FOXK1,-0.16702170902288474,1100.0
FOXK2,0.09199363369558056,1100.0
FOXL1,-0.06960462815212064,1100.0
FOXL2,-0.13467105503678747,1100.0
FOXL2NB,-0.03152561983775174,1100.0
FOXL3,0.7357485966114837,15.0
FOXM1,-0.2063633631505979,1100.0
FOXN1,-0.1731199372772247,1100.0
FOXN2,-0.0621572601849685,1100.0
FOXN3,-0.012928190912047931,1100.0
FOXN4,-0.12675174986258952,1100.0
FOXO1,-0.13427960774854533,1100.0
FOXO3,-0.3554161498817271,977.0
FOXO3B,-0.12472532950152715,1098.0
FOXO4,0.11503122084924401,1100.0
FOXP1,-0.012402338835993407,1100.0
FOXP2,-0.03328697135669239,1100.0
FOXP3,0.08038526011793178,1100.0
FOXP4,0.0336941185346507,1100.0
FOXQ1,0.0904955736243506,1100.0
FOXR1,0.05252763134631035,1100.0
FOXR2,0.023574045396588653,1100.0
FOXRED1,-0.13786460796668612,1100.0
FOXRED2,-0.16925726328559887,1100.0
FOXS1,-0.03869274393914566,1100.0
FPGS,-0.4147559159947954,1100.0
FPGT,0.02943049366739832,1100.0
FPR1,0.04117967113158114,1100.0
FPR2,0.011187309353232084,1100.0
FPR3,0.07328940944885284,1100.0
FRA10AC1,-0.017598322349789784,1100.0
FRAS1,0.037661106737023095,1100.0
FRAT1,-0.043289624362663474,1100.0
FRAT2,-0.16538095737272224,1100.0
FREM1,-0.009265155956867804,1100.0
FREM2,-0.10359176890766494,1100.0
FREM3,-0.08657498902387838,1100.0
FREY1,-0.07020416900144999,1100.0
FRG1,-0.2140710550555117,1098.0
FRG2B,-0.14995744998101063,975.0
FRG2C,-0.26699130096746737,977.0
FRK,-0.01937802621845491,1100.0
FRMD1,0.07875171004181454,1100.0
FRMD3,0.1181389262371509,1100.0
FRMD4A,0.05290106719434386,1100.0
FRMD4B,-0.026007211390134934,1100.0
FRMD5,-0.1325224660354931,1100.0
FRMD6,0.007524031341040831,1100.0
FRMD7,0.06558875481136314,1100.0
FRMD8,0.057117544086696254,1100.0
FRMPD1,-0.05412546326907284,1100.0
FRMPD2,-0.10239361567852129,1100.0
FRMPD3,-0.1606039407684197,15.0
FRMPD4,0.0330765278893292,1100.0
FRRS1,-0.04986852123427408,324.0
FRRS1L,0.04130770541994806,1100.0
FRS2,-0.24328206918851078,1100.0
FRS3,-0.12643589854914625,1100.0
FRY,-0.0572414452596245,1100.0
FRYL,0.028903609169541464,1100.0
FRZB,-0.061459951613340294,1100.0
FSBP,-0.00819918640623492,1100.0
FSCB,0.010191591181036255,1100.0
FSCN1,-0.1476321939776794,1100.0
FSCN2,-0.176819037262907,1100.0
FSCN3,-0.02984477196391714,1100.0
FSD1,0.049372348322761876,1100.0
FSD1L,-0.017697404502298432,1100.0
FSD2,0.03529586032317077,1100.0
FSHB,0.20789501775306174,1100.0
FSHR,0.10407708847437715,1100.0
FSIP1,-0.026382712449823802,1100.0
FSIP2,-0.01849103574622913,1100.0
FST,-0.006913730860388123,1100.0
FSTL1,-0.009402842316080665,1100.0
FSTL3,0.06746184217562096,1100.0
FSTL4,-0.029916539837368118,1100.0
FSTL5,0.0133614564251207,1100.0
FTCD,-0.1946288056340416,1100.0
FTCDNL1,-0.19743115680175224,15.0
FTH1,-0.5684239053700288,975.0
FTHL17,0.001608833121291554,1100.0
FTL,-0.018551138067840495,1100.0
FTMT,0.026875219057137658,1100.0
FTO,-0.04775505937413237,1100.0
FTSJ1,8.14422609221724e-05,1100.0
FTSJ3,-1.0689590265464017,1100.0
FUBP1,-0.2726558290248655,1100.0
FUBP3,0.05642714666204134,1100.0
FUCA1,-0.17204791255209922,1100.0
FUCA2,-0.027001689565605107,1100.0
FUNDC1,0.032145564320727786,1100.0
FUNDC2,0.008563066041949235,1100.0
FUOM,0.0057957121196290165,1100.0
FURIN,-0.26063447805384116,1100.0
FUS,-0.052987541190620956,1100.0
FUT1,-0.021078012077244482,1100.0
FUT10,0.19157594529723687,1100.0
FUT11,-0.16865327331568575,1100.0
FUT2,-0.006187928583095408,1100.0
FUT3,0.14830928487179282,1100.0
FUT4,-0.20588761711155096,1100.0
FUT5,-0.046827415688290984,1100.0
FUT6,-0.020091427287109546,1100.0
FUT7,-0.06314089486450176,1100.0
FUT8,0.0534474867019996,1100.0
FUT9,0.15734651992389248,1100.0
FUZ,0.03923430544452258,1100.0
FXN,-0.6403916901251967,1100.0
FXR1,-0.03899894167029378,1100.0
FXR2,-0.04332457141561378,1100.0
FXYD1,-0.03104513038015853,1100.0
FXYD2,-0.017066761475612396,1100.0
FXYD3,-0.01173781766489652,1100.0
FXYD4,0.07716678724548612,1100.0
FXYD5,0.08549480235732755,1100.0
FXYD6,0.10708212934389282,1100.0
FXYD7,0.11660115856979102,1100.0
FYB1,0.0787790328066424,1100.0
FYB2,-0.005628107881312006,1100.0
FYCO1,-0.062041783736377275,1100.0
FYN,0.03240627956454655,1100.0
FYTTD1,-0.04233524820643905,1100.0
FZD1,0.01454166744611263,1100.0
FZD10,0.11068167174222744,1100.0
FZD2,-0.018002591837675292,1100.0
FZD3,0.013447770815551477,1100.0
FZD4,0.10332893482165642,1100.0
FZD5,-0.07984559535621794,1100.0
FZD6,0.13749046206831445,1100.0
FZD7,0.07643112565116006,1100.0
FZD8,-0.09681875999721631,1100.0
FZD9,-0.0737632455949329,1100.0
FZR1,-0.15975930041829406,1100.0
G0S2,0.046324027874028756,1100.0
G2E3,-0.046742782133113225,1100.0
G3BP1,-0.030604003305494506,1100.0
G3BP2,-0.043471797577365114,1100.0
G6PC1,-0.09699572981366836,1100.0
G6PC2,0.014863260530587884,1100.0
G6PC3,-0.056266462871729955,1100.0
G6PD,-0.20493760271908537,1100.0
GAA,-0.12017326024030811,1100.0
GAB1,-0.23740690529531353,1100.0
GAB2,-0.15339981967783806,1100.0
GAB3,0.11716926025985337,1100.0
GAB4,-0.11705806642478292,1100.0
GABARAP,-0.22050207482955517,1100.0
