gene,uniprot,protein_name,ensembl_gene,surface_evidence,cspa_confirmed,topology,topology_class,n_tm,ecd_length,max_ecd_segment,cyto_length,has_signal_peptide,accessible_sites,almen_class,uniprot_subcellular,ml_score,loc_pass,loc_reason,ecd_pass,ecd_reason,antibody_accessible,exclusion_reason,accessibility_score,surface_confirmation,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage,depmap_mean_gene_effect,rna_risk,rna_max_ntpm,rna_worst_tissue,safety_rna,protein_risk,protein_worst_tissue,level_score,safety_protein,n_normal_tissues_medium_high,safety_source,safety_score,safety_is_default,epi_mean,epi_detection,caf_mean,immune_mean,endothelial_mean,tme_max_mean,log2fc_mean,log2fc_sd,n_datasets,n_datasets_reproducible,consensus_fraction
FGFR4,P22455,Fibroblast growth factor receptor 4,ENSG00000160867,experimental,True,SP:1-21;NC:22-369;TM:370-390;CY:391-802,type I,1,348,348,412,True,15.0,Receptors,Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum;Endosome;Secreted;Cytoplasm,0.927,True,,True,,True,,0.74,experimental (CSPA/GPI),FGFR4,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Endosome; uniprot:Endoplasmic reticulum; uniprot:Secreted,False,17.0,ORANTINIB; ERDAFITINIB; NINTEDANIB ESYLATE; FEXAGRATINIB; DERAZANTINIB; INFIGRATINIB,PHASE_3,0.03139766392893086,0.9083529592295141,81.5,liver,0.09164704077048591,0.627,Kidney,0.66,0.373,16.0,protein+RNA (min),0.09164704077048591,False,0.1767923605999999,0.0470341537677986,0.2140049239999999,0.0027131775599999,0.003548305936,0.2140049239999999,-0.6811090086390451,2.452785512817011,5,1,0.2
LRP2,P98164,Low-density lipoprotein receptor-related protein 2,ENSG00000081479,machine_learning,True,SP:1-25;NC:26-4423;TM:4424-4446;CY:4447-4655,type I,1,4398,4398,209,True,199.0,Receptors,"Membrane (Single-pass type I membrane protein);Membrane, coated pit",0.9541,True,,True,,True,,1.0,Open Targets confirmed,LRP2,UniProt loc high conf,0.7,True,"uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Endosome lumen; uniprot:Membrane, coated pit; uniprot:Cell projection, dendrite; uniprot:Cell projection, axon; HPA_main:Cell Junctions",False,0.0,,,-0.1370536356895272,0.7228344643906972,42.1,kidney,0.2771655356093028,0.95,Kidney,1.0,0.050000000000000044,3.0,protein+RNA (min),0.050000000000000044,False,0.1238373406,0.046854292082663,0.00030478174,0.0011301981399999,0.0021506183919999,0.00235174786,1.592047832509332,0.718380486396088,5,1,0.2
TYRO3,Q06418,Tyrosine-protein kinase receptor TYRO3,ENSG00000092445,experimental,True,SP:1-40;NC:41-428;TM:429-451;CY:452-890,type I,1,388,388,439,True,23.0,Receptors,Cell membrane (Single-pass type I membrane protein),0.9607,True,,True,,True,,0.8233333333333333,experimental (CSPA/GPI),TYRO3,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Single-pass type I membrane protein,False,0.0,,,-0.29313497127142984,0.7535977718028477,44.4,cerebral cortex,0.2464022281971523,0.95,Cerebral cortex,1.0,0.050000000000000044,23.0,protein+RNA (min),0.050000000000000044,False,0.084187793,0.0467930917269381,0.219092431,0.01632331492,0.1078232042,0.232791667,-0.9724583288725224,0.3037036013743904,5,0,0.0
ASTN2,O75129,Astrotactin-2,ENSG00000148219,machine_learning,False,SP:1-50;NC:51-203;TM:204-229;CY:230-431;TM:432-455;NC:456-1339,multi-pass (2 TM),2,1037,884,202,True,43.0,Unclassified,Membrane (Multi-pass membrane protein),0.8283,True,,True,,True,,0.865,unconfirmed (ML prediction only),ASTN2,UniProt SigP or TMHMM,0.45,False,"uniprot:Membrane ; Multi- pass membrane protein; uniprot:Perikaryon; uniprot:Cytoplasm, cell cortex; uniprot:Early endosome; uniprot:Late endosome; uniprot:Cytoplasmic vesicle, clathrin-coated vesicle",False,0.0,,,0.06135087840073436,0.6390639927560129,23.6,heart muscle,0.3609360072439871,,,,,,RNA only,0.3609360072439871,False,0.1232343709999999,0.0463707239390448,0.0307759002,0.0710354846,0.0378160476,0.091094951,0.0327482435051076,0.6047945578516117,5,1,0.2
SLC22A17,Q8WUG5,Solute carrier family 22 member 17,ENSG00000092096,experimental,False,NC:1-97;TM:98-118;CY:119-129;TM:130-149;NC:150-154;TM:155-175;CY:176-186;TM:187-209;NC:210-214;TM:215-237;CY:238-303;TM:304-322;NC:323-336;TM:337-359;CY:360-365;TM:366-386;NC:387-410;TM:411-435;CY:436-445;TM:446-466;NC:467-472;TM:473-493;CY:494-538,multi-pass (11 TM),11,151,97,149,False,2.0,Transporters,Cell membrane (Multi-pass membrane protein);Vacuole membrane (Multi-pass membrane protein),0.7487,True,,True,,True,,0.26583333333333337,experimental (CSPA/GPI),SLC22A17,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Vacuole membrane ; Multi-pass membrane protein,False,0.0,,,-0.04301028939034561,0.95,276.8,amygdala,0.050000000000000044,,,,,,RNA only,0.050000000000000044,False,0.0792187184,0.0463068439849177,0.338597704,0.0251309104,0.141566266,0.338597704,-1.644083199788151,0.5606048240160585,5,0,0.0
CD14,P08571,Monocyte differentiation antigen CD14,ENSG00000170458,experimental,True,SP:1-19;NC:20-375,no TM (GPI/peripheral),0,356,356,0,True,9.0,,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7585,True,,True,,True,,0.6416666666666667,experimental (CSPA/GPI),CD14,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Secreted; uniprot:Membrane raft; uniprot:Golgi apparatus; HPA_main:Vesicles; HPA_extracellular_location:Predicted to be secreted",False,2.0,VB-201; IC14,PHASE_2,-0.06831987647745173,0.95,425.8,liver,0.050000000000000044,0.7,Colon,1.0,0.30000000000000004,14.0,protein+RNA (min),0.050000000000000044,False,0.1030603958,0.0462912786038532,0.382469674,1.55421012,1.40266589,2.25717836,-3.742872903633123,0.4361663761527986,5,0,0.0
ROR1,Q01973,Tyrosine-protein kinase transmembrane receptor ROR1,ENSG00000185483,machine_learning,True,SP:1-29;NC:30-403;TM:404-427;CY:428-937,type I,1,374,374,510,True,16.0,Receptors,Membrane (Single-pass type I membrane protein),0.9681,True,,True,,True,,0.7716666666666667,Open Targets confirmed,ROR1,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection, axon",False,1.0,CIRMTUZUMAB,PHASE_3,0.043772039637379606,0.4826630811089271,23.1,parathyroid gland,0.5173369188910729,,,,,,RNA only,0.5173369188910729,False,0.1281869621999999,0.0460305043950166,0.2037265919999999,0.00700789332,0.01642816792,0.2037265919999999,-0.4193973429670231,0.6016318134078252,5,0,0.0
S1PR2,O95136,Sphingosine 1-phosphate receptor 2,ENSG00000267534,experimental,True,NC:1-34;TM:35-58;CY:59-68;TM:69-91;NC:92-110;TM:111-128;CY:129-148;TM:149-169;NC:170-188;TM:189-210;CY:211-229;TM:230-254;NC:255-269;TM:270-290;CY:291-353,multi-pass (7 TM),7,87,34,112,False,5.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9341,True,,True,,True,,0.24333333333333335,experimental (CSPA/GPI),S1PR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus; HPA_additional:Nuclear speckles,False,5.0,FINGOLIMOD HYDROCHLORIDE; AMISELIMOD HYDROCHLORIDE; FINGOLIMOD LAURYL SULFATE; AMISELIMOD; FINGOLIMOD,PHASE_2,0.07395289805472706,0.5132476925530425,17.3,lung,0.4867523074469575,0.7,Duodenum,1.0,0.30000000000000004,3.0,protein+RNA (min),0.30000000000000004,False,0.0788019928,0.0460190288306866,0.599992514,0.1037919837999999,0.0631881426,0.599992514,-1.89371025239354,1.6041998588811026,5,0,0.0
GJB1,P08034,Gap junction beta-1 protein,ENSG00000169562,machine_learning,False,CY:1-20;TM:21-40;NC:41-75;TM:76-96;CY:97-130;TM:131-156;NC:157-189;TM:190-214;CY:215-283,multi-pass (4 TM),4,68,35,123,False,4.0,Miscellaneous,"Cell junction, gap junction;Cell membrane (Multi-pass membrane protein)",0.7625,True,,True,,True,,0.2341666666666667,Open Targets confirmed,GJB1,UniProt loc med conf,0.55,True,"uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Cell junction, gap junction",False,0.0,,,0.009761326260614352,0.95,374.9,liver,0.050000000000000044,,,,,,RNA only,0.050000000000000044,False,0.1224707161999999,0.0459908068684646,0.008746093,0.000784207194,1.4071294e-06,0.009066431554,1.1515435881631284,0.9392308872484876,5,1,0.2
C5AR1,P21730,C5a anaphylatoxin chemotactic receptor 1,ENSG00000197405,experimental,False,NC:1-37;TM:38-61;CY:62-72;TM:73-94;NC:95-109;TM:110-131;CY:132-150;TM:151-174;NC:175-202;TM:203-227;CY:228-240;TM:241-264;NC:265-285;TM:286-304;CY:305-350,multi-pass (7 TM),7,101,37,89,False,4.0,Receptors,Cell membrane (Multi-pass membrane protein);Cytoplasmic vesicle,0.9641,True,,True,,True,,0.23583333333333334,experimental (CSPA/GPI),C5AR1,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle; HPA_main:Golgi apparatus; HPA_additional:Vesicles,False,2.0,AVACOPAN; AVDORALIMAB,PHASE_2,0.06573184709663496,0.9,118.4,bone marrow,0.09999999999999998,0.9,Bone marrow,1.0,0.09999999999999998,10.0,protein+RNA (min),0.09999999999999998,False,0.1119316727999999,0.0459766443589011,0.1420868326,0.876120506,0.068879072,0.887183354,-2.5895389349402125,1.3163950362273988,5,0,0.0
CELSR2,Q9HCU4,Cadherin EGF LAG seven-pass G-type receptor 2,ENSG00000143126,experimental,True,SP:1-31;NC:32-2379;TM:2380-2403;CY:2404-2414;TM:2415-2433;NC:2434-2440;TM:2441-2460;CY:2461-2480;TM:2481-2500;NC:2501-2519;TM:2520-2541;CY:2542-2561;TM:2562-2583;NC:2584-2588;TM:2589-2612;CY:2613-2923,multi-pass (7 TM),7,2379,2348,362,True,65.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9561,True,,True,,True,,0.865,experimental (CSPA/GPI),CELSR2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Cytosol; HPA_additional:Vesicles,False,0.0,,,-0.3994137058193033,0.6658573062413843,24.4,cerebral cortex,0.3341426937586157,,,,,,RNA only,0.3341426937586157,False,0.0733246994,0.0459435739537112,0.0768495570599999,0.01162580026,0.0006041161068,0.07768063854,0.2296911469535567,0.9080746735343064,5,0,0.0
SCNN1G,P51170,Amiloride-sensitive sodium channel subunit gamma,ENSG00000166828,experimental,False,CY:1-53;TM:54-79;NC:80-535;TM:536-560;CY:561-649,multi-pass (2 TM),2,456,456,142,False,21.0,Unclassified,Apical cell membrane (Multi-pass membrane protein),0.7957,True,,True,,True,,0.7450000000000001,experimental (CSPA/GPI),SCNN1G,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm; HPA_additional:Primary cilium; HPA_additional:Primary cilium transition zone,False,5.0,IDREVLORIDE; COFIRASERSEN; AMILORIDE HYDROCHLORIDE; TRIAMTERENE; AMILORIDE,PHASE_2,-0.005722071101708303,0.7624025527475357,39.6,kidney,0.23759744725246434,,,,,,RNA only,0.23759744725246434,False,0.1016853006,0.0459387328231167,0.00084876064,0.000853321896,0.000345962686,0.001503790766,1.4860973222021945,0.5209823598378794,5,0,0.0
ICAM2,P13598,Intercellular adhesion molecule 2,ENSG00000108622,machine_learning,True,SP:1-23;NC:24-223;TM:224-248;CY:249-275,type I,1,200,200,27,True,10.0,Unclassified,Membrane (Single-pass type I membrane protein),0.8882,True,,True,,True,,0.5666666666666667,Open Targets confirmed,ICAM2,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection, microvillus; HPA_main:Plasma membrane; HPA_additional:Cytosol",False,0.0,,,0.06029006404401983,0.942740226008547,156.5,heart muscle,0.05725977399145299,0.95,Cerebral cortex,1.0,0.050000000000000044,7.0,protein+RNA (min),0.050000000000000044,False,0.0987223949999999,0.0458319359684602,0.1128427059999999,0.571289842,4.09453746,4.09453746,-4.753231935894124,0.8584009525610861,5,0,0.0
LRP8,Q14114,Low-density lipoprotein receptor-related protein 8,ENSG00000157193,machine_learning,False,SP:1-32;NC:33-823;TM:824-848;CY:849-963,type I,1,791,791,115,True,25.0,Receptors,Cell membrane (Single-pass type I membrane protein);Secreted,0.976,True,,True,,True,,1.0,Open Targets confirmed,LRP8,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted,False,0.0,,,-0.10713162625773164,0.5587517875629011,38.8,thyroid gland,0.4412482124370989,0.4,Testis,1.0,0.6,1.0,protein+RNA (min),0.4412482124370989,False,0.0965093908,0.0457721830501764,0.0292524974999999,0.1349387108,0.0327529662,0.1367392276,0.1008060430249347,0.8832631802501784,5,0,0.0
EFNB1,P98172,Ephrin-B1,ENSG00000090776,machine_learning,True,SP:1-29;NC:30-238;TM:239-263;CY:264-346,type I,1,209,209,83,True,7.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.9601,True,,True,,True,,0.5441666666666667,Open Targets confirmed,EFNB1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Membrane raft; uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Nucleus; HPA_main:Plasma membrane,False,0.0,,,0.03946879325350796,0.7761306462052342,50.5,kidney,0.2238693537947658,,,,,,RNA only,0.2238693537947658,False,0.0760788352,0.0457209110582099,0.244296902,0.0422597306,0.988361404,0.988361404,-2.8626394842591933,1.1048896987375014,5,0,0.0
MS4A15,Q8N5U1,Membrane-spanning 4-domains subfamily A member 15,ENSG00000166961,machine_learning,False,NC:1-73;TM:74-95;CY:96-101;TM:102-123;NC:124-139;TM:140-160;CY:161-170;TM:171-193;NC:194-240,multi-pass (4 TM),4,136,73,16,False,1.0,Miscellaneous,Membrane (Multi-pass membrane protein),0.6008,True,,True,,True,,0.23583333333333334,Open Targets confirmed,MS4A15,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytosol,False,0.0,,,-0.15687699418955728,0.7288872834803883,41.0,lung,0.27111271651961166,,,,,,RNA only,0.27111271651961166,False,0.23416573,0.0456169739068917,0.000420799092,0.00135636234,0.00787747674,0.00787747674,2.210734356166133,0.4741402669729927,5,0,0.0
HLA-DQA2,P01906,"HLA class II histocompatibility antigen, DQ alpha 2 chain",ENSG00000206301;ENSG00000237541;ENSG00000231526;ENSG00000257473;ENSG00000225103;ENSG00000223793;ENSG00000233192;ENSG00000231823,machine_learning,False,SP:1-23;NC:24-218;TM:219-240;CY:241-255,type I,1,195,195,15,True,3.0,Miscellaneous,"Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network membrane (Single-pass type I membrane protein);Lysosome membrane (Single-pass type I membrane protein)",0.8124,True,,True,,True,,0.4925,unconfirmed (ML prediction only),,not in Open Targets,0.3,,,,,,,0.04775386827330028,0.6036721765996654,25.8,lung,0.39632782340033457,,,,,,RNA only,0.39632782340033457,False,0.1650852639999999,0.0455957407152714,0.0476208392,0.87341096,0.500899094,0.87341096,-1.4126210525687886,1.4161026034693005,5,0,0.0
SEMA6A,Q9H2E6,Semaphorin-6A,ENSG00000092421,experimental,False,SP:1-21;NC:22-647;TM:648-673;CY:674-1030,type I,1,626,626,357,True,25.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),1.0,True,,True,,True,,1.0,experimental (CSPA/GPI),SEMA6A,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm; HPA_additional:Intermediate filaments; HPA_additional:Nuclear bodies,False,0.0,,,0.04683477428482294,0.82526387262314,60.3,spinal cord,0.17473612737685995,0.95,Cerebellum,1.0,0.050000000000000044,43.0,protein+RNA (min),0.050000000000000044,False,0.1945527986,0.0450938579124611,0.03905118,0.00570214516,1.07374596,1.07374596,-3.0644600930867405,1.2365068692555528,5,0,0.0
ROBO1,Q9Y6N7,Roundabout homolog 1,ENSG00000169855,machine_learning,True,SP:1-25;NC:26-897;TM:898-919;CY:920-1651,type I,1,872,872,732,True,27.0,Receptors,Membrane (Single-pass type I membrane protein),0.9641,True,,True,,True,,1.0,Open Targets confirmed,ROBO1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection, axon; uniprot:Endoplasmic reticulum-Golgi intermediate compartment membrane ; Single-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Primary cilium",False,0.0,,,-0.11961813502733187,0.6028222529650586,19.5,cerebral cortex,0.39717774703494135,,,,,,RNA only,0.39717774703494135,False,0.0892479378,0.0446402265724428,0.502499398,0.01000656686,0.4554295577999999,0.628825038,-1.9533684002477576,0.8901042688718294,5,0,0.0
PCDHGA10,Q9Y5H3,Protocadherin gamma-A10,ENSG00000253846,machine_learning,False,SP:1-32;NC:33-693;TM:694-717;CY:718-936,type I,1,661,661,219,True,9.0,,Cell membrane (Single-pass type I membrane protein),0.9102,True,,True,,True,,0.8899999999999999,Open Targets confirmed,PCDHGA10,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm; HPA_main:Plasma membrane; HPA_additional:Cytosol; HPA_additional:Vesicles,False,0.0,,,-0.11026284371244309,0.569433267056603,14.9,cerebral cortex,0.430566732943397,0.95,Cerebellum,1.0,0.050000000000000044,13.0,protein+RNA (min),0.050000000000000044,False,0.1189788407999999,0.0443024250754686,0.0560750702,0.01811554472,0.071959903,0.0722857568,0.1463573500176606,0.6286819845009866,5,1,0.2
ABCA4,P78363,Retinal-specific ATP-binding cassette transporter,ENSG00000198691,machine_learning,False,CY:1-22;TM:23-42;NC:43-646;TM:647-668;CY:669-693;TM:694-719;NC:720-730;TM:731-751;CY:752-759;TM:760-783;NC:784-835;TM:836-857;CY:858-1372;TM:1373-1396;NC:1397-1727;TM:1728-1749;CY:1750-1760;TM:1761-1779;NC:1780-1790;TM:1791-1816;CY:1817-1827;TM:1828-1851;NC:1852-1874;TM:1875-1896;CY:1897-2273,multi-pass (12 TM),12,1032,604,969,False,45.0,Transporters,Membrane (Multi-pass membrane protein),0.8603,True,,True,,True,,0.865,unconfirmed (ML prediction only),ABCA4,UniProt SigP or TMHMM,0.45,False,"uniprot:Membrane ; Multi- pass membrane protein; uniprot:Endoplasmic reticulum; uniprot:Cytoplasmic vesicle; uniprot:Cell projection, cilium, photoreceptor outer segment; HPA_main:Endoplasmic reticulum",False,0.0,,,-0.2080816059590031,0.42017522735113333,328.7,kidney,0.5798247726488667,0.95,Kidney,1.0,0.050000000000000044,2.0,protein+RNA (min),0.050000000000000044,False,0.0960132774,0.0439851625727924,0.0,0.00234172518,0.0111907386,0.0120994107999999,0.930342152801242,0.8007731503247872,5,1,0.2
CDH24,Q86UP0,Cadherin-24,ENSG00000139880,machine_learning,False,SP:1-22;NC:23-639;TM:640-662;CY:663-819,type I,1,617,617,157,True,18.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.8842,True,,True,,True,,0.98,Open Targets confirmed,CDH24,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_additional:Vesicles,False,0.0,,,-0.20665705936771886,0.4476620118306251,7.8,cerebellum,0.5523379881693748,,,,,,RNA only,0.5523379881693748,False,0.0919850934,0.0437790921027128,0.0085875472,0.0292044286,0.1909344895999999,0.1909344895999999,-0.7089693081448079,0.3694400041201207,5,0,0.0
PCDHB14,Q9Y5E9,Protocadherin beta-14,ENSG00000120327,machine_learning,False,SP:1-26;NC:27-687;TM:688-711;CY:712-798,type I,1,661,661,87,True,19.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9321,True,,True,,True,,0.99,Open Targets confirmed,PCDHB14,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Vesicles,False,0.0,,,0.005916859657529283,0.40055609270801884,6.7,cerebellum,0.5994439072919812,,,,,,RNA only,0.5994439072919812,False,0.1069187576,0.0437347238687317,0.0733896692,0.0028499772999999,0.0998331814,0.1266290266,-0.5488034531565662,0.6744360656909932,5,1,0.2
SLC1A6,P48664,Excitatory amino acid transporter 4,ENSG00000105143,machine_learning,False,CY:1-56;TM:57-77;NC:78-98;TM:99-119;CY:120-130;TM:131-153;NC:154-264;TM:265-283;CY:284-303;TM:304-327;NC:328-338;TM:339-364;CY:365-371;TM:372-394;NC:395-415;TM:416-442;CY:443-453;TM:454-472;NC:473-476;TM:477-500;CY:501-564,multi-pass (10 TM),10,168,111,169,False,3.0,Transporters,Membrane (Multi-pass membrane protein),0.8104,True,,True,,True,,0.2875,Open Targets confirmed,SLC1A6,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Intermediate filaments,False,0.0,,,-0.011352064238811762,0.95,105.2,cerebellum,0.050000000000000044,0.95,Cerebellum,1.0,0.050000000000000044,5.0,protein+RNA (min),0.050000000000000044,False,0.3138843497306,0.0433108386380798,0.03529000552,0.00826299,0.0,0.03529000552,0.5302719160665981,1.3258952425757813,5,1,0.2
CLDN9,O95484,Claudin-9,ENSG00000213937,machine_learning,False,CY:1-8;TM:9-30;NC:31-78;TM:79-102;CY:103-116;TM:117-142;NC:143-162;TM:163-184;CY:185-217,multi-pass (4 TM),4,68,48,55,False,0.0,Miscellaneous,"Cell junction, tight junction;Cell membrane (Multi-pass membrane protein)",0.6188,True,,True,,True,,0.20500000000000002,Open Targets confirmed,CLDN9,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cell Junctions; HPA_additional:Vesicles",False,0.0,,,-0.021428444768707172,0.6866518622771892,28.6,cerebellum,0.3133481377228108,,,,,,RNA only,0.3133481377228108,False,0.0703941107999999,0.0432337867570745,0.00295012828,0.006052715604,0.00044727366,0.0065096204,1.0240593369115858,0.5597579788583896,5,0,0.0
RELL1,Q8IUW5,RELT-like protein 1,ENSG00000181826,experimental,True,SP:1-23;NC:24-57;TM:58-80;CY:81-271,type I,1,34,34,191,True,1.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.4889,True,,True,,True,,0.3383333333333333,experimental (CSPA/GPI),RELL1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Microtubules; HPA_main:Plasma membrane,False,0.0,,,0.053061478145561974,0.7294849583396682,33.6,spinal cord,0.2705150416603318,0.95,Cerebral cortex,1.0,0.050000000000000044,39.0,protein+RNA (min),0.050000000000000044,False,0.125528953,0.0427688891074874,0.1326810253999999,0.1311210448,0.3787545906,0.3787545906,-1.123477976951774,0.5011410707746736,5,0,0.0
CD3D,P04234,T-cell surface glycoprotein CD3 delta chain,ENSG00000167286,machine_learning,True,SP:1-21;NC:22-103;TM:104-126;CY:127-171,type I,1,82,82,45,True,5.0,,Membrane (Single-pass type I membrane protein),0.7804,True,,True,,True,,0.41833333333333333,Open Targets confirmed,CD3D,Approved Drug,1.0,True,uniprot:Cell membrane; Single-pass type I membrane protein; HPA_main:Endoplasmic reticulum; HPA_main:Vesicles,False,16.0,IMC-GP100; EPCORITAMAB; MUROMONAB-CD3; FLOTETUZUMAB; CATUMAXOMAB; GLOFITAMAB,PHASE_2,-0.22840915027940795,0.6323416919856231,809.4,bone marrow,0.36765830801437693,0.627,Kidney,0.66,0.373,3.0,protein+RNA (min),0.36765830801437693,False,0.1512307486,0.0426442729614792,0.236551611,6.675135300000001,0.175325908,6.675135300000001,-5.099011524179832,0.5603801561024596,5,0,0.0
PTCH1,Q13635,Protein patched homolog 1,ENSG00000185920,machine_learning,False,CY:1-98;TM:99-119;NC:120-438;TM:439-458;CY:459-468;TM:469-495;NC:496-501;TM:502-523;CY:524-543;TM:544-568;NC:569-575;TM:576-598;CY:599-749;TM:750-768;NC:769-1025;TM:1026-1048;CY:1049-1054;TM:1055-1076;NC:1077-1081;TM:1082-1106;CY:1107-1118;TM:1119-1141;NC:1142-1150;TM:1151-1176;CY:1177-1447,multi-pass (12 TM),12,603,319,568,False,36.0,Receptors,Membrane (Multi-pass membrane protein),0.8663,True,,True,,True,,0.6308333333333334,Open Targets confirmed,PTCH1,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, cilium membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus; HPA_additional:Primary cilium",False,0.0,,,-0.11234503736126032,0.4499879700481981,34.5,cerebellum,0.5500120299518019,,,,,,RNA only,0.5500120299518019,False,0.0706997846,0.042375791915189,0.1430034319999999,0.0530729882,0.06843971666,0.1480221462,-0.626692227081949,0.7952993641383532,5,0,0.0
PSCA,O43653,Prostate stem cell antigen,ENSG00000167653,experimental,False,SP:1-22;NC:23-123,no TM (GPI/peripheral),0,101,101,0,True,4.0,Unclassified,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7305,True,,True,,True,,0.37916666666666665,experimental (CSPA/GPI),PSCA,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; HPA_main:Plasma membrane",False,1.0,MK-4721,PHASE_2,0.07974231723531865,0.7,3010.1,stomach,0.30000000000000004,0.3135,Kidney,0.33,0.6865,0.0,protein+RNA (min),0.30000000000000004,False,0.3322331622,0.0422984997425584,0.00438228354,0.00927226904,0.00347676932,0.01058359564,2.159881774197308,1.4015778684603797,5,0,0.0
TNFSF13B,Q9Y275,Tumor necrosis factor ligand superfamily member 13B,ENSG00000102524,experimental,False,CY:1-46;TM:47-69;NC:70-285,type II,1,216,216,46,False,7.0,Unclassified,Cell membrane (Single-pass type II membrane protein);Secreted,0.6842,True,,True,,True,,0.55,experimental (CSPA/GPI),TNFSF13B,Approved Drug,1.0,True,uniprot:Cell membrane; Single-pass type II membrane protein; uniprot:Secreted; HPA_main:Plasma membrane; HPA_additional:Focal adhesion sites; HPA_additional:Vesicles; HPA_extracellular_location:Predicted to be secreted,False,7.0,TIBULIZUMAB; BLISIBIMOD; ATACICEPT; ROZIBAFUSP ALFA; TABALUMAB; BRIOBACEPT,PHASE_3,-0.007838416014425111,0.5842012221262494,24.4,bone marrow,0.41579877787375064,0.0,Adipose tissue,0.0,1.0,0.0,protein+RNA (min),0.41579877787375064,False,0.107418508,0.0422365273282835,1.01445712,0.6865984519999999,0.0834124856,1.032289272,-2.9262957148162068,1.0524228872819157,5,0,0.0
