Lipid_name,Helper_lipid_ID,Cargo_type,Model_type,Delivery_target,Route_of_administration
cand_479,DOPE,mRNA,Mouse,spleen,intravenous
cand_480,DOPE,mRNA,Mouse,spleen,intravenous
cand_481,DOPE,mRNA,Mouse,spleen,intravenous
cand_482,DOPE,mRNA,Mouse,spleen,intravenous
cand_483,DOPE,mRNA,Mouse,spleen,intravenous
cand_484,DOPE,mRNA,Mouse,spleen,intravenous
cand_485,DOPE,mRNA,Mouse,spleen,intravenous
cand_486,DOPE,mRNA,Mouse,spleen,intravenous
cand_487,DOPE,mRNA,Mouse,spleen,intravenous
cand_488,DOPE,mRNA,Mouse,spleen,intravenous
cand_489,DOPE,mRNA,Mouse,spleen,intravenous
cand_490,DOPE,mRNA,Mouse,spleen,intravenous
cand_491,DOPE,mRNA,Mouse,spleen,intravenous
cand_492,DOPE,mRNA,Mouse,spleen,intravenous
cand_493,DOPE,mRNA,Mouse,spleen,intravenous
cand_494,DOPE,mRNA,Mouse,spleen,intravenous
cand_495,DOPE,mRNA,Mouse,spleen,intravenous
cand_496,DOPE,mRNA,Mouse,spleen,intravenous
cand_497,DOPE,mRNA,Mouse,spleen,intravenous
cand_498,DOPE,mRNA,Mouse,spleen,intravenous
cand_499,DOPE,mRNA,Mouse,spleen,intravenous
cand_500,DOPE,mRNA,Mouse,spleen,intravenous
cand_501,DOPE,mRNA,Mouse,spleen,intravenous
cand_502,DOPE,mRNA,Mouse,spleen,intravenous
cand_503,DOPE,mRNA,Mouse,spleen,intravenous
cand_504,DOPE,mRNA,Mouse,spleen,intravenous
cand_505,DOPE,mRNA,Mouse,spleen,intravenous
cand_506,DOPE,mRNA,Mouse,spleen,intravenous
cand_507,DOPE,mRNA,Mouse,spleen,intravenous
cand_508,DOPE,mRNA,Mouse,spleen,intravenous
cand_509,DOPE,mRNA,Mouse,spleen,intravenous
cand_510,DOPE,mRNA,Mouse,spleen,intravenous
cand_511,DOPE,mRNA,Mouse,spleen,intravenous
cand_512,DOPE,mRNA,Mouse,spleen,intravenous
cand_513,DOPE,mRNA,Mouse,spleen,intravenous
cand_514,DOPE,mRNA,Mouse,spleen,intravenous
cand_515,DOPE,mRNA,Mouse,spleen,intravenous
cand_516,DOPE,mRNA,Mouse,spleen,intravenous
cand_517,DOPE,mRNA,Mouse,spleen,intravenous
cand_518,DOPE,mRNA,Mouse,spleen,intravenous
cand_519,DOPE,mRNA,Mouse,spleen,intravenous
cand_520,DOPE,mRNA,Mouse,spleen,intravenous
cand_521,DOPE,mRNA,Mouse,spleen,intravenous
cand_522,DOPE,mRNA,Mouse,spleen,intravenous
cand_523,DOPE,mRNA,Mouse,spleen,intravenous
cand_524,DOPE,mRNA,Mouse,spleen,intravenous
cand_525,DOPE,mRNA,Mouse,spleen,intravenous
cand_526,DOPE,mRNA,Mouse,spleen,intravenous
cand_527,DOPE,mRNA,Mouse,spleen,intravenous
cand_528,DOPE,mRNA,Mouse,spleen,intravenous
cand_529,DOPE,mRNA,Mouse,spleen,intravenous
cand_530,DOPE,mRNA,Mouse,spleen,intravenous
cand_531,DOPE,mRNA,Mouse,spleen,intravenous
cand_532,DOPE,mRNA,Mouse,spleen,intravenous
cand_533,DOPE,mRNA,Mouse,spleen,intravenous
cand_534,DOPE,mRNA,Mouse,spleen,intravenous
cand_535,DOPE,mRNA,Mouse,spleen,intravenous
cand_536,DOPE,mRNA,Mouse,spleen,intravenous
cand_537,DOPE,mRNA,Mouse,spleen,intravenous
