smiles,ens_mean,ens_std,head,linker,tail,n_tails,mw,degradable,disulfide,confidence
CC(C)CCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,0.18020799612866728,0.3522635735230767,H6_DAP,ester,T10_C12i,4,1091.8,False,False,high
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCN(CC)CC,0.17931087349124303,0.23891715127030566,H2_DEAEA,amide,T11_oleyl,2,759.3,False,False,high
CCCCCCCCSSCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCSSCCCCCCCC,0.17916755944850452,0.3028939353069087,H10_DMPDA,ester,T18_SS_C8,2,823.4,True,True,high
CCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,0.17884625833885417,0.43438481742089496,H6_DAP,amide,T13_C9,4,863.4,False,False,medium
CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCCCN(C)C)CCC(=O)OCCCCCC(=O)OCCCCCCCC,0.178668596154562,0.4127716807082658,H16_DMABA,ester,T20_estBr,2,713.1,True,False,medium
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCCCC)CC1,0.17829120619566263,0.14199783356593976,H4_AEPZ,amide,T3_C10,3,763.3,False,False,high
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCN1CCN(CCC(=O)OCCCCCCCCCCC(C)C)CC1,0.17472885691017043,0.3876504650566549,H4_AEPZ,ester,T10_C12i,3,892.4,False,False,high
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(C)CC1,0.1744902062934018,0.5469046439167714,H3_MPZ,amide,T2_C8,2,509.8,False,False,medium
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCC)CC1,0.17321988123034776,0.32655061423268594,H4_AEPZ,amide,T2_C8,3,679.1,False,False,high
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCN(CC)CC,0.1715256387673037,0.25983752900147955,H2_DEAEA,amide,T6_C16,2,707.2,False,False,high
CCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,0.16850936199070649,0.34584707489404837,H7_MePr,amide,T5_C14,3,890.5,False,False,high
CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCN(C)C,0.16649791993265564,0.45833725240450474,H1_DMAEA,ester,T20_estBr,2,685.0,True,False,medium
CC(C)CCCCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,0.16491439538294567,0.47347428715456796,H8_AEEA,amide,T10_C12i,3,864.4,False,False,medium
CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCCCN(C)C)CCC(=O)OCCCCCCCC(=O)OCCCCCC,0.16329719797114386,0.4053362695446599,H16_DMABA,ester,T19_estC8,2,713.1,True,False,medium
CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCN(C)C,0.15579491095689169,0.4617049283002081,H1_DMAEA,ester,T19_estC8,2,685.0,True,False,medium
CCCCCCCCCCCCOC(=O)CCN(CCCCN(C)C)CCC(=O)OCCCCCCCCCCCC,0.1551054897604574,0.3529512024912496,H16_DMABA,ester,T4_C12,2,597.0,False,False,high
CCCCCCCCSSCCCCCCCCOC(=O)CCN(CCCCN(C)C)CCC(=O)OCCCCCCCCSSCCCCCCCC,0.1544140215821205,0.364241765461639,H16_DMABA,ester,T18_SS_C8,2,837.5,True,True,high
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCCCN(C)C)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,0.1526615388489872,0.3673029448528693,H16_DMABA,amide,T12_linoleyl,2,755.3,False,False,high
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCN(CC)CC,0.15242480346839674,0.18905249216796854,H2_DEAEA,amide,T12_linoleyl,2,755.3,False,False,high
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN(CCC(=O)NCCCCCCCCCCC)CCN(CCC(=O)NCCCCCCCCCCC)CCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,0.1498691553361935,0.3917010125900758,H18_TETA,amide,T16_C11,6,1498.5,False,False,high
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN1CCN(C)CC1,0.14919146498511088,0.4443330142775574,H3_MPZ,amide,T16_C11,2,594.0,False,False,medium
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN(C)C,0.145705305557083,0.453042897090967,H1_DMAEA,ester,T4_C12,2,568.9,False,False,medium
CCCCCCSSCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCSSCCCCCC)CCN1CCN(C)CC1,0.14407440518670947,0.4758745467695577,H3_MPZ,amide,T17_SS_C6,2,750.3,True,True,medium
CCCCCCCCSSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSSCCCCCCCC)CCN(C)C,0.14364161217441768,0.4094457771381247,H1_DMAEA,ester,T18_SS_C8,2,809.4,True,True,medium
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN(CCC(=O)OCCCCCC)CCN(CCC(=O)OCCCCCC)CCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,0.14276392009557723,0.2971936600028739,H18_TETA,ester,T1_C6,6,1083.6,False,False,high
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,0.14241209579185274,0.27267479943015754,H10_DMPDA,amide,T11_oleyl,2,745.3,False,False,high
CCSCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,0.1420714232611876,0.3868657710458565,H6_DAP,amide,T14_thioC8,4,1047.8,True,False,high
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCCCN(C)C)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,0.14105591965041223,0.3485155567331344,H16_DMABA,amide,T11_oleyl,2,759.3,False,False,high
CCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,0.14089545474408913,0.15325327878794773,H7_MePr,ester,T16_C11,3,767.2,False,False,high
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,0.13901152627390875,0.27829744378269416,H10_DMPDA,amide,T12_linoleyl,2,741.2,False,False,high
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(C)CC1,0.1383847478461815,0.43134335635852544,H3_MPZ,ester,T13_C9,2,539.8,False,False,medium
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN(C)C,0.13727688348464234,0.5692530916907504,H1_DMAEA,ester,T15_OC8,2,544.8,True,False,medium
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(C)CC1,0.1322134278242276,0.42125172696095775,H3_MPZ,ester,T14_thioC8,2,632.0,True,False,medium
CCOCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCOCC,0.13186866691092014,0.43991742370982123,H10_DMPDA,ester,T15_OC8,2,558.8,True,False,medium
CCCCCCSSCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCSSCCCCCC)CCC(=O)OCCCCCCSSCCCCCC,0.13168989458795977,0.17759437303394057,H7_MePr,ester,T17_SS_C6,3,1001.7,True,True,high
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCN(C)C,0.1314616634476336,0.33738678035109476,H1_DMAEA,amide,T12_linoleyl,2,727.2,False,False,high
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(C)CC1,0.13082835214426564,0.45488851216007004,H3_MPZ,ester,T2_C8,2,511.8,False,False,medium
CCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,0.1265889591344423,0.16808861544231257,H6_DAP,amide,T1_C6,4,695.1,False,False,high
CCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCC,0.12649464091871904,0.28690497850546687,H10_DMPDA,amide,T6_C16,2,693.2,False,False,high
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CC)CC,0.12556695263459977,0.2310011516199761,H2_DEAEA,ester,T5_C14,2,653.1,False,False,high
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCN(C)C,0.12265312563877293,0.3538926855333317,H1_DMAEA,amide,T11_oleyl,2,731.3,False,False,high
CCCCCCCCCCCCCCCCNC(=O)CCN(CCCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCC,0.12184218749413338,0.34864677128022875,H16_DMABA,amide,T6_C16,2,707.2,False,False,high
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(C)CC1,0.11868675243405338,0.4936319247764451,H3_MPZ,ester,T1_C6,2,455.7,False,False,medium
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN(CCC(=O)OCCCCCCCC)CCN(CCC(=O)OCCCCCCCC)CCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,0.11862510062852971,0.2851423442934718,H18_TETA,ester,T2_C8,6,1251.9,False,False,high
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,0.11744323230372289,0.25602125205593235,H18_TETA,ester,T13_C9,6,1336.1,False,False,high
CCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCCCCC)CC1,0.11733267511757603,0.13913570884498822,H4_AEPZ,amide,T16_C11,3,805.3,False,False,high
CCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCC)C1CCCCC1N(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,0.1148882831335413,0.23087427535592286,H17_CHDA,amide,T13_C9,4,903.5,False,False,high
CCCCCCCCOC(=O)CCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCC(=O)OCCCCCC(=O)OCCCCCCCC,0.11459414789730289,0.21860373223334673,H7_MePr,ester,T20_estBr,3,983.4,True,False,high
CCCCCCSSCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCSSCCCCCC)CCN1CCN(CCC(=O)NCCCCCCSSCCCCCC)CC1,0.1144487535210305,0.1896164896502295,H4_AEPZ,amide,T17_SS_C6,3,1039.8,True,True,high
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN1CCN(C)CC1,0.11423463390378559,0.4095247232432859,H3_MPZ,amide,T4_C12,2,622.0,False,False,medium
CCCCCCOC(=O)CCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCC(=O)OCCCCCCCC(=O)OCCCCCC,0.11276036772209383,0.1923749467402257,H7_MePr,ester,T19_estC8,3,983.4,True,False,high
CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCN1CCN(C)CC1,0.11270666445910864,0.4167593675396178,H3_MPZ,amide,T19_estC8,2,738.1,True,False,medium
CCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCN(C)C,0.11098756707695123,0.3852814123571611,H1_DMAEA,amide,T6_C16,2,679.2,False,False,high
CCCCCCCCOC(=O)CCCCCNC(=O)CCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCN1CCN(C)CC1,0.1098025573593985,0.40301796375634025,H3_MPZ,amide,T20_estBr,2,738.1,True,False,medium
CCCCCCNC(=O)CCN(CCC(=O)NCCCCCC)C1CCCCC1N(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,0.10971554408999347,0.32113750597965396,H17_CHDA,amide,T1_C6,4,735.2,False,False,high
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN1CCN(C)CC1,0.1080754567532479,0.4002759060854967,H3_MPZ,ester,T3_C10,2,567.9,False,False,medium
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN(CC)CC,0.10636927098113771,0.38037712080451175,H2_DEAEA,ester,T15_OC8,2,572.9,True,False,high
CCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCC,0.10511632352699489,0.2572673992977745,H10_DMPDA,ester,T5_C14,2,639.1,False,False,high
CCOCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCOCC)CCN1CCN(C)CC1,0.09921607283126757,0.5134467934955512,H3_MPZ,amide,T15_OC8,2,597.9,True,False,medium
CCOCCCCCCCCOC(=O)CCN(CCCCN(C)C)CCC(=O)OCCCCCCCCOCC,0.0990130473303112,0.45154075726329873,H16_DMABA,ester,T15_OC8,2,572.9,True,False,medium
CCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,0.09717814316522397,0.4597519270584394,H6_DAP,amide,T3_C10,4,919.5,False,False,medium
CCSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSCC)C1CCCCC1N(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,0.0959170657511825,0.23678977785815195,H17_CHDA,amide,T14_thioC8,4,1087.9,True,False,high
CCCCCCCCSSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSSCCCCCCCC)CCN1CCN(C)CC1,0.09496879376113661,0.3548616161458209,H3_MPZ,amide,T18_SS_C8,2,862.5,True,True,high
CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CC1,0.09008648258003775,0.187563184663268,H4_AEPZ,amide,T19_estC8,3,1021.5,True,False,high
CC(C)CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC(C)C)C1CCCCC1N(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,0.08266513082734869,0.40265117962427643,H17_CHDA,ester,T10_C12i,4,1131.8,False,False,medium
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN(CC)CC,0.07996778895735561,0.2580421028662469,H2_DEAEA,amide,T7_C18,2,763.3,False,False,high
CCCCCCSSCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCSSCCCCCC)CCN1CCN(C)CC1,0.07843161401220625,0.4116391968704871,H3_MPZ,ester,T17_SS_C6,2,752.3,True,True,medium
CCCCCCCCCCCCCCOC(=O)CCN(CCCCN(C)C)CCC(=O)OCCCCCCCCCCCCCC,0.07800583543556164,0.30848437090173303,H16_DMABA,ester,T5_C14,2,653.1,False,False,high
CCCCCCCCOC(=O)CCCCCNC(=O)CCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CC1,0.07770159337880392,0.22184188594660892,H4_AEPZ,amide,T20_estBr,3,1021.5,True,False,high
CCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,0.07293656375009809,0.16341320762351239,H7_MePr,ester,T4_C12,3,809.3,False,False,high
CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)CCN1CCN(C)CC1,0.07159708415371625,0.367948292968916,H3_MPZ,ester,T16_C11,2,596.0,False,False,high
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCN(CC)CC,0.06801091505085724,0.17428517011894074,H2_DEAEA,ester,T12_linoleyl,2,757.2,False,False,high
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,0.06659788361468631,0.2264252852336164,H10_DMPDA,ester,T12_linoleyl,2,743.2,False,False,high
CCCCCCOC(=O)CCN(CCC(=O)OCCCCCC)CCN1CCN(CCC(=O)OCCCCCC)CC1,0.0663351660226843,0.30779678187544424,H4_AEPZ,ester,T1_C6,3,597.9,False,False,high
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN(CC)CC,0.06381289962930117,0.19167654891670596,H2_DEAEA,ester,T11_oleyl,2,761.3,False,False,high
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(C)C,0.06347701767288395,0.394631019438112,H1_DMAEA,ester,T5_C14,2,625.0,False,False,high
CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCCC)CC1,0.06154258186008586,0.19482191978097932,H4_AEPZ,ester,T13_C9,3,724.1,False,False,high
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCCCCCC)CC1,0.06011478337128849,0.15040813719800541,H4_AEPZ,amide,T4_C12,3,847.4,False,False,high
CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCCCN(C)C)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,0.06003263806600432,0.3033696737303408,H16_DMABA,ester,T12_linoleyl,2,757.2,False,False,high
CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)CCN1CCN(CCC(=O)OCCCCCCCC)CC1,0.05974576953232902,0.2292289744530136,H4_AEPZ,ester,T2_C8,3,682.0,False,False,high
CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,0.05878699111972794,0.3926727199298101,H7_MePr,amide,T11_oleyl,3,1052.8,False,False,high
CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCN1CCN(C)CC1,0.05812094937017798,0.362357663514926,H3_MPZ,ester,T20_estBr,2,740.1,True,False,high
CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCN1CCN(C)CC1,0.05726900464131527,0.37805826583911734,H3_MPZ,ester,T19_estC8,2,740.1,True,False,high
CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCC)C1CCCCC1N(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,0.05541954341882001,0.22849246909687582,H17_CHDA,amide,T3_C10,4,959.6,False,False,high
CCCCCCCCSSCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCSSCCCCCCCC)CCC(=O)OCCCCCCCCSSCCCCCCCC,0.0537502264261515,0.18607727657166573,H7_MePr,ester,T18_SS_C8,3,1170.0,True,True,high
CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,0.05298128414887436,0.3815368576385945,H7_MePr,amide,T12_linoleyl,3,1046.8,False,False,high
CCSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSCC)CCN1CCN(CCC(=O)OCCCCCCCCSCC)CC1,0.052108064551112346,0.18812819473774356,H4_AEPZ,ester,T14_thioC8,3,862.4,True,False,high
CCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,0.04998425131760627,0.2774521061837443,H8_AEEA,amide,T1_C6,3,569.9,False,False,high
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,0.048852428510049235,0.2149567629239636,H10_DMPDA,ester,T11_oleyl,2,747.2,False,False,high
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCCCC,0.048697324387684635,0.31888201616852807,H16_DMABA,amide,T7_C18,2,763.3,False,False,high
CCCCCCCCSSCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCSSCCCCCCCC)CCN1CCN(CCC(=O)NCCCCCCCCSSCCCCCCCC)CC1,0.04736962086006328,0.17887640386157064,H4_AEPZ,amide,T18_SS_C8,3,1208.1,True,True,high
CCOCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCOCC)CCN1CCN(C)CC1,0.04708034794223448,0.43288805086559123,H3_MPZ,ester,T15_OC8,2,599.9,True,False,medium
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN1CCN(C)CC1,0.046844589030608036,0.34394476576397964,H3_MPZ,amide,T5_C14,2,678.1,False,False,high
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(C)C)CCC(=O)NCCCCCCCCCCCCCCCCCC,0.04634993785545993,0.26055232194170613,H10_DMPDA,amide,T7_C18,2,749.3,False,False,high
CCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCN(CC)CC,0.04580359934090115,0.21510006035719656,H2_DEAEA,ester,T6_C16,2,709.2,False,False,high
CC(C)CCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCC(C)C)CCN1CCN(CCO)CC1,0.04368136386361328,0.4913233680694323,H9_PZE,amide,T10_C12i,2,680.1,False,False,medium
CCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,0.04305010918152896,0.22286540409498123,H6_DAP,amide,T2_C8,4,807.3,False,False,high
CC(C)CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,0.042866653424686395,0.3996052307405579,H8_AEEA,ester,T10_C12i,3,867.4,False,False,high
CCCCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,0.04192165524384563,0.36630728419373537,H7_MePr,amide,T6_C16,3,974.7,False,False,high
CCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCC)C1CCCCC1N(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,0.04011483290174718,0.24189690131855932,H17_CHDA,amide,T2_C8,4,847.4,False,False,high
CCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,0.038822846892605456,0.26757637432669906,H18_TETA,ester,T3_C10,6,1420.2,False,False,high
CCOCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,0.03827241548537935,0.22896811029842756,H7_MePr,ester,T15_OC8,3,773.1,True,False,high
CCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,0.03820114796363934,0.21146883096410812,H6_DAP,ester,T1_C6,4,699.0,False,False,high
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCN1CCN(C)CC1,0.037957524053382465,0.33877935811518545,H3_MPZ,ester,T4_C12,2,624.0,False,False,high
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,0.0374771468076039,0.2846310919596841,H16_DMABA,ester,T11_oleyl,2,761.3,False,False,high
CCCCCCCCSSCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCSSCCCCCCCC)CCN1CCN(C)CC1,0.03640781991654248,0.30831464030051586,H3_MPZ,ester,T18_SS_C8,2,864.5,True,True,high
CCCCCCSSCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC,0.034531476164609665,0.27909251759651255,H6_DAP,amide,T17_SS_C6,4,1288.3,True,True,high
CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCN(C)C,0.03318112287632187,0.3435185347866181,H1_DMAEA,amide,T7_C18,2,735.3,False,False,high
CCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,0.030800438974919398,0.47969407820431387,H6_DAP,amide,T16_C11,4,975.6,False,False,medium
CC(C)CCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,0.024187208958520657,0.44315598545590673,H5_bAE,amide,T10_C12i,4,1117.9,False,False,medium
CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCCCCCCCCCC,0.024185573002917272,0.2249057928416522,H10_DMPDA,ester,T6_C16,2,695.2,False,False,high
CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC,0.023820148869141817,0.30496653620870245,H6_DAP,amide,T19_estC8,4,1263.9,True,False,high
CCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,0.02287598748519228,0.30322736755159985,H6_DAP,ester,T2_C8,4,811.2,False,False,high
CCCCCCSSCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCSSCCCCCC)C1CCCCC1N(CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC,0.01979063837464856,0.2218243252776879,H17_CHDA,amide,T17_SS_C6,4,1328.3,True,True,high
