head,linker,tail,n_tails,mw,smiles,degradable,disulfide
H5_bAE,ester,T6_C16,4,1290.1,CCCCCCCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,False,False
H5_bAE,ester,T7_C18,4,1402.3,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,False,False
H5_bAE,ester,T10_C12i,4,1121.8,CC(C)CCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,False,False
H5_bAE,ester,T11_oleyl,4,1394.3,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,False,False
H5_bAE,ester,T12_linoleyl,4,1386.2,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H5_bAE,ester,T13_C9,4,897.4,CCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,False,False
H5_bAE,ester,T14_thioC8,4,1081.8,CCSCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,True,False
H5_bAE,ester,T15_OC8,4,1017.5,CCOCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,True,False
H5_bAE,ester,T16_C11,4,1009.6,CCCCCCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,False,False
H5_bAE,ester,T17_SS_C6,4,1322.2,CCCCCCSSCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCSSCCCCCC)CCC(=O)OCCCCCCSSCCCCCC)CCC(=O)OCCCCCCSSCCCCCC,True,True
H5_bAE,ester,T19_estC8,4,1297.8,CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCC(=O)OCCCCCCCC(=O)OCCCCCC,True,False
H5_bAE,ester,T20_estBr,4,1297.8,CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCOCCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCC(=O)OCCCCCC(=O)OCCCCCCCC,True,False
H5_bAE,amide,T1_C6,4,725.1,CCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,False,False
H5_bAE,amide,T2_C8,4,837.3,CCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,False,False
H5_bAE,amide,T3_C10,4,949.5,CCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,False,False
H5_bAE,amide,T4_C12,4,1061.8,CCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,False,False
H5_bAE,amide,T5_C14,4,1174.0,CCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,False,False
H5_bAE,amide,T6_C16,4,1286.2,CCCCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,False,False
H5_bAE,amide,T7_C18,4,1398.4,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,False,False
H5_bAE,amide,T10_C12i,4,1117.9,CC(C)CCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,False,False
H5_bAE,amide,T11_oleyl,4,1390.3,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,False,False
H5_bAE,amide,T12_linoleyl,4,1382.3,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H5_bAE,amide,T13_C9,4,893.4,CCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,False,False
H5_bAE,amide,T14_thioC8,4,1077.8,CCSCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,True,False
H5_bAE,amide,T15_OC8,4,1013.5,CCOCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,True,False
H5_bAE,amide,T16_C11,4,1005.7,CCCCCCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,False,False
H5_bAE,amide,T17_SS_C6,4,1318.3,CCCCCCSSCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC,True,True
H5_bAE,amide,T19_estC8,4,1293.9,CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC,True,False
H5_bAE,amide,T20_estBr,4,1293.9,CCCCCCCCOC(=O)CCCCCNC(=O)CCN(CCOCCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCC(=O)NCCCCCC(=O)OCCCCCCCC,True,False
H6_DAP,ester,T1_C6,4,699.0,CCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,False,False
H6_DAP,ester,T2_C8,4,811.2,CCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,False,False
H6_DAP,ester,T3_C10,4,923.5,CCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,False,False
H6_DAP,ester,T4_C12,4,1035.7,CCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,False,False
H6_DAP,ester,T5_C14,4,1147.9,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,False,False
H6_DAP,ester,T6_C16,4,1260.1,CCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,False,False
H6_DAP,ester,T7_C18,4,1372.3,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,False,False
H6_DAP,ester,T10_C12i,4,1091.8,CC(C)CCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,False,False
H6_DAP,ester,T11_oleyl,4,1364.3,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,False,False
H6_DAP,ester,T12_linoleyl,4,1356.2,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H6_DAP,ester,T13_C9,4,867.4,CCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,False,False
H6_DAP,ester,T14_thioC8,4,1051.7,CCSCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,True,False
H6_DAP,ester,T15_OC8,4,987.5,CCOCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,True,False
H6_DAP,ester,T16_C11,4,979.6,CCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,False,False
H6_DAP,ester,T17_SS_C6,4,1292.2,CCCCCCSSCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCSSCCCCCC)CCC(=O)OCCCCCCSSCCCCCC)CCC(=O)OCCCCCCSSCCCCCC,True,True
H6_DAP,ester,T19_estC8,4,1267.8,CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCC(=O)OCCCCCCCC(=O)OCCCCCC,True,False
H6_DAP,ester,T20_estBr,4,1267.8,CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCC(=O)OCCCCCC(=O)OCCCCCCCC,True,False
H6_DAP,amide,T1_C6,4,695.1,CCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,False,False
H6_DAP,amide,T2_C8,4,807.3,CCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,False,False
H6_DAP,amide,T3_C10,4,919.5,CCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,False,False
H6_DAP,amide,T4_C12,4,1031.7,CCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,False,False
H6_DAP,amide,T5_C14,4,1144.0,CCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,False,False
H6_DAP,amide,T6_C16,4,1256.2,CCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,False,False
H6_DAP,amide,T7_C18,4,1368.4,CCCCCCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,False,False
H6_DAP,amide,T10_C12i,4,1087.8,CC(C)CCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,False,False
H6_DAP,amide,T11_oleyl,4,1360.3,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,False,False
H6_DAP,amide,T12_linoleyl,4,1352.3,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H6_DAP,amide,T13_C9,4,863.4,CCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,False,False
H6_DAP,amide,T14_thioC8,4,1047.8,CCSCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,True,False
H6_DAP,amide,T15_OC8,4,983.5,CCOCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,True,False
H6_DAP,amide,T16_C11,4,975.6,CCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,False,False
H6_DAP,amide,T17_SS_C6,4,1288.3,CCCCCCSSCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC,True,True
H6_DAP,amide,T19_estC8,4,1263.9,CCCCCCOC(=O)CCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC,True,False
H6_DAP,amide,T20_estBr,4,1263.9,CCCCCCCCOC(=O)CCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCC(=O)NCCCCCC(=O)OCCCCCCCC,True,False
H7_MePr,ester,T1_C6,3,556.8,CCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,False,False
H7_MePr,ester,T2_C8,3,641.0,CCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,False,False
H7_MePr,ester,T3_C10,3,725.2,CCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,False,False
H7_MePr,ester,T4_C12,3,809.3,CCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,False,False
H7_MePr,ester,T5_C14,3,893.5,CCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,False,False
H7_MePr,ester,T6_C16,3,977.6,CCCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,False,False
H7_MePr,ester,T7_C18,3,1061.8,CCCCCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,False,False
H7_MePr,ester,T10_C12i,3,851.4,CC(C)CCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,False,False
H7_MePr,ester,T11_oleyl,3,1055.8,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,False,False
H7_MePr,ester,T12_linoleyl,3,1049.7,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H7_MePr,ester,T13_C9,3,683.1,CCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,False,False
H7_MePr,ester,T14_thioC8,3,821.4,CCSCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,True,False
H7_MePr,ester,T15_OC8,3,773.1,CCOCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,True,False
H7_MePr,ester,T16_C11,3,767.2,CCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,False,False
H7_MePr,ester,T17_SS_C6,3,1001.7,CCCCCCSSCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCSSCCCCCC)CCC(=O)OCCCCCCSSCCCCCC,True,True
H7_MePr,ester,T18_SS_C8,3,1170.0,CCCCCCCCSSCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCSSCCCCCCCC)CCC(=O)OCCCCCCCCSSCCCCCCCC,True,True
H7_MePr,ester,T19_estC8,3,983.4,CCCCCCOC(=O)CCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCC(=O)OCCCCCCCC(=O)OCCCCCC,True,False
H7_MePr,ester,T20_estBr,3,983.4,CCCCCCCCOC(=O)CCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCC(=O)OCCCCCC(=O)OCCCCCCCC,True,False
H7_MePr,amide,T1_C6,3,553.9,CCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,False,False
H7_MePr,amide,T2_C8,3,638.0,CCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,False,False
H7_MePr,amide,T3_C10,3,722.2,CCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCC)CCC(=O)NCCCCCCCCCC,False,False
H7_MePr,amide,T4_C12,3,806.4,CCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,False,False
H7_MePr,amide,T5_C14,3,890.5,CCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCC,False,False
H7_MePr,amide,T6_C16,3,974.7,CCCCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCC,False,False
H7_MePr,amide,T7_C18,3,1058.8,CCCCCCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCCCCC,False,False
H7_MePr,amide,T10_C12i,3,848.4,CC(C)CCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCC(C)C)CCC(=O)NCCCCCCCCCCC(C)C,False,False
H7_MePr,amide,T11_oleyl,3,1052.8,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCC/C=C\CCCCCCCC)CCC(=O)NCCCCCCCC/C=C\CCCCCCCC,False,False
H7_MePr,amide,T12_linoleyl,3,1046.8,CCCCCCCC/C=C\C/C=C\CCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)NCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H7_MePr,amide,T13_C9,3,680.1,CCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCC)CCC(=O)NCCCCCCCCC,False,False
H7_MePr,amide,T14_thioC8,3,818.4,CCSCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCSCC)CCC(=O)NCCCCCCCCSCC,True,False
H7_MePr,amide,T15_OC8,3,770.2,CCOCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCOCC)CCC(=O)NCCCCCCCCOCC,True,False
H7_MePr,amide,T16_C11,3,764.3,CCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCC,False,False
H7_MePr,amide,T17_SS_C6,3,998.8,CCCCCCSSCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCSSCCCCCC)CCC(=O)NCCCCCCSSCCCCCC,True,True
H7_MePr,amide,T18_SS_C8,3,1167.1,CCCCCCCCSSCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCSSCCCCCCCC)CCC(=O)NCCCCCCCCSSCCCCCCCC,True,True
H7_MePr,amide,T19_estC8,3,980.5,CCCCCCOC(=O)CCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCC(=O)OCCCCCC)CCC(=O)NCCCCCCCC(=O)OCCCCCC,True,False
H7_MePr,amide,T20_estBr,3,980.5,CCCCCCCCOC(=O)CCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCC(=O)OCCCCCCCC)CCC(=O)NCCCCCC(=O)OCCCCCCCC,True,False
H8_AEEA,ester,T1_C6,3,572.8,CCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC,False,False
H8_AEEA,ester,T2_C8,3,657.0,CCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,False,False
H8_AEEA,ester,T3_C10,3,741.2,CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,False,False
H8_AEEA,ester,T4_C12,3,825.3,CCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,False,False
H8_AEEA,ester,T5_C14,3,909.5,CCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,False,False
H8_AEEA,ester,T6_C16,3,993.6,CCCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,False,False
H8_AEEA,ester,T7_C18,3,1077.8,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC,False,False
H8_AEEA,ester,T10_C12i,3,867.4,CC(C)CCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC(C)C)CCC(=O)OCCCCCCCCCCC(C)C,False,False
H8_AEEA,ester,T11_oleyl,3,1071.8,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,False,False
H8_AEEA,ester,T12_linoleyl,3,1065.7,CCCCCCCC/C=C\C/C=C\CCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC)CCC(=O)OCCCCC/C=C\C/C=C\CCCCCCCC,False,False
H8_AEEA,ester,T13_C9,3,699.1,CCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,False,False
H8_AEEA,ester,T14_thioC8,3,837.4,CCSCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCSCC)CCC(=O)OCCCCCCCCSCC,True,False
H8_AEEA,ester,T15_OC8,3,789.1,CCOCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCOCC)CCC(=O)OCCCCCCCCOCC,True,False
H8_AEEA,ester,T16_C11,3,783.2,CCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,False,False
H8_AEEA,ester,T17_SS_C6,3,1017.7,CCCCCCSSCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCSSCCCCCC)CCC(=O)OCCCCCCSSCCCCCC,True,True
H8_AEEA,ester,T18_SS_C8,3,1186.0,CCCCCCCCSSCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCSSCCCCCCCC)CCC(=O)OCCCCCCCCSSCCCCCCCC,True,True
H8_AEEA,ester,T19_estC8,3,999.4,CCCCCCOC(=O)CCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCC(=O)OCCCCCC)CCC(=O)OCCCCCCCC(=O)OCCCCCC,True,False
H8_AEEA,ester,T20_estBr,3,999.4,CCCCCCCCOC(=O)CCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCC(=O)OCCCCCCCC)CCC(=O)OCCCCCC(=O)OCCCCCCCC,True,False
H8_AEEA,amide,T1_C6,3,569.9,CCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCC)CCC(=O)NCCCCCC,False,False
H8_AEEA,amide,T2_C8,3,654.0,CCCCCCCCNC(=O)CCN(CCO)CCN(CCC(=O)NCCCCCCCC)CCC(=O)NCCCCCCCC,False,False
